Phi[deg],Theta[deg],re(rETheta)[mV],im(rETheta)[mV]
-40,0,-272.268,585.292
-38,0,-280.053,606.969
-36,0,-287.497,627.907
-34,0,-294.591,648.08
-32,0,-301.326,667.463
-30,0,-307.694,686.033
-28,0,-313.687,703.767
-26,0,-319.298,720.644
-24,0,-324.52,736.643
-22,0,-329.346,751.744
-20,0,-333.771,765.929
-18,0,-337.79,779.182
-16,0,-341.397,791.485
-14,0,-344.588,802.823
-12,0,-347.359,813.184
-10,0,-349.707,822.553
-8,0,-351.629,830.921
-6,0,-353.123,838.276
-4,0,-354.186,844.61
-2,0,-354.818,849.915
0,0,-355.017,854.184
2,0,-354.784,857.413
4,0,-354.119,859.597
6,0,-353.022,860.734
8,0,-351.495,860.822
10,0,-349.54,859.862
12,0,-347.159,857.853
14,0,-344.356,854.8
16,0,-341.132,850.705
18,0,-337.493,845.574
20,0,-333.443,839.412
22,0,-328.986,832.228
24,0,-324.129,824.03
26,0,-318.877,814.828
28,0,-313.236,804.633
30,0,-307.214,793.458
32,0,-300.817,781.316
34,0,-294.054,768.222
36,0,-286.933,754.192
38,0,-279.462,739.244
40,0,-271.65,723.395
42,0,-263.508,706.664
44,0,-255.044,689.072
46,0,-246.27,670.641
48,0,-237.196,651.393
50,0,-227.833,631.351
52,0,-218.192,610.54
54,0,-208.285,588.985
56,0,-198.125,566.713
58,0,-187.723,543.75
60,0,-177.093,520.125
62,0,-166.246,495.866
64,0,-155.198,471.003
66,0,-143.96,445.565
68,0,-132.546,419.586
70,0,-120.972,393.095
72,0,-109.249,366.124
74,0,-97.3942,338.708
76,0,-85.4203,310.88
78,0,-73.3423,282.672
80,0,-61.175,254.12
82,0,-48.9331,225.259
84,0,-36.6316,196.123
86,0,-24.2855,166.748
88,0,-11.9098,137.17
90,0,0.480407,107.425
92,0,12.87,77.5487
94,0,25.244,47.5781
96,0,37.5872,17.5497
98,0,49.8846,-12.5002
100,0,62.1212,-42.5349
102,0,74.2822,-72.5177
104,0,86.3526,-102.412
106,0,98.3178,-132.182
108,0,110.163,-161.791
110,0,121.875,-191.202
112,0,133.437,-220.381
114,0,144.837,-249.291
116,0,156.061,-277.897
118,0,167.095,-306.165
120,0,177.925,-334.06
122,0,188.538,-361.547
124,0,198.921,-388.595
126,0,209.063,-415.169
128,0,218.949,-441.237
130,0,228.569,-466.767
132,0,237.91,-491.729
134,0,246.961,-516.092
136,0,255.712,-539.825
138,0,264.151,-562.902
140,0,272.268,-585.292
142,0,280.053,-606.969
144,0,287.497,-627.907
146,0,294.591,-648.08
148,0,301.326,-667.463
150,0,307.694,-686.033
152,0,313.687,-703.767
154,0,319.298,-720.644
156,0,324.52,-736.643
158,0,329.346,-751.744
160,0,333.771,-765.929
162,0,337.79,-779.182
164,0,341.397,-791.485
166,0,344.588,-802.823
168,0,347.359,-813.184
170,0,349.707,-822.553
172,0,351.629,-830.921
174,0,353.123,-838.276
176,0,354.186,-844.61
178,0,354.818,-849.915
180,0,355.017,-854.184
-180,2,403.273,-854.676
-178,2,403.288,-857.748
-176,2,402.886,-859.573
-174,2,402.069,-860.149
-172,2,400.836,-859.48
-170,2,399.187,-857.567
-168,2,397.124,-854.418
-166,2,394.649,-850.039
-164,2,391.764,-844.442
-162,2,388.471,-837.639
-160,2,384.773,-829.643
-158,2,380.676,-820.472
-156,2,376.181,-810.144
-154,2,371.296,-798.679
-152,2,366.024,-786.101
-150,2,360.372,-772.432
-148,2,354.345,-757.699
-146,2,347.951,-741.929
-144,2,341.196,-725.152
-142,2,334.089,-707.399
-140,2,326.637,-688.7
-138,2,318.849,-669.09
-136,2,310.733,-648.603
-134,2,302.299,-627.275
-132,2,293.557,-605.142
-130,2,284.517,-582.243
-128,2,275.189,-558.616
-126,2,265.584,-534.3
-124,2,255.714,-509.335
-122,2,245.589,-483.762
-120,2,235.221,-457.621
-118,2,224.624,-430.955
-116,2,213.808,-403.804
-114,2,202.787,-376.21
-112,2,191.574,-348.216
-110,2,180.182,-319.862
-108,2,168.624,-291.19
-106,2,156.914,-262.243
-104,2,145.067,-233.061
-102,2,133.095,-203.685
-100,2,121.014,-174.155
-98,2,108.838,-144.511
-96,2,96.5822,-114.793
-94,2,84.2604,-85.0392
-92,2,71.8881,-55.2875
-90,2,59.4804,-25.5753
-88,2,47.0524,4.06118
-86,2,34.6196,33.5862
-84,2,22.1972,62.9652
-82,2,9.80077,92.1644
-80,2,-2.55416,121.151
-78,2,-14.852,149.893
-76,2,-27.0773,178.36
-74,2,-39.2144,206.522
-72,2,-51.2476,234.35
-70,2,-63.1616,261.816
-68,2,-74.9409,288.895
-66,2,-86.5699,315.559
-64,2,-98.0335,341.785
-62,2,-109.317,367.55
-60,2,-120.404,392.83
-58,2,-131.281,417.604
-56,2,-141.932,441.851
-54,2,-152.345,465.552
-52,2,-162.503,488.689
-50,2,-172.393,511.243
-48,2,-182.002,533.198
-46,2,-191.317,554.538
-44,2,-200.324,575.247
-42,2,-209.01,595.311
-40,2,-217.365,614.716
-38,2,-225.375,633.45
-36,2,-233.029,651.5
-34,2,-240.317,668.855
-32,2,-247.229,685.503
-30,2,-253.754,701.434
-28,2,-259.883,716.639
-26,2,-265.608,731.107
-24,2,-270.921,744.829
-22,2,-275.813,757.798
-20,2,-280.279,770.004
-18,2,-284.312,781.441
-16,2,-287.907,792.101
-14,2,-291.058,801.976
-12,2,-293.761,811.06
-10,2,-296.014,819.346
-8,2,-297.813,826.829
-6,2,-299.156,833.502
-4,2,-300.042,839.359
-2,2,-300.471,844.396
0,2,-300.441,848.606
2,2,-299.955,851.985
4,2,-299.014,854.529
6,2,-297.62,856.232
8,2,-295.775,857.091
10,2,-293.484,857.102
12,2,-290.751,856.261
14,2,-287.581,854.566
16,2,-283.979,852.012
18,2,-279.952,848.599
20,2,-275.506,844.323
22,2,-270.648,839.184
24,2,-265.388,833.179
26,2,-259.733,826.31
28,2,-253.692,818.574
30,2,-247.274,809.974
32,2,-240.491,800.51
34,2,-233.351,790.184
36,2,-225.866,778.998
38,2,-218.047,766.957
40,2,-209.906,754.065
42,2,-201.454,740.325
44,2,-192.704,725.745
46,2,-183.668,710.332
48,2,-174.358,694.093
50,2,-164.788,677.037
52,2,-154.97,659.175
54,2,-144.918,640.518
56,2,-134.645,621.077
58,2,-124.164,600.868
60,2,-113.49,579.903
62,2,-102.635,558.201
64,2,-91.6133,535.777
66,2,-80.4388,512.65
68,2,-69.1251,488.842
70,2,-57.6858,464.372
72,2,-46.1347,439.264
74,2,-34.4855,413.542
76,2,-22.7517,387.23
78,2,-10.947,360.357
80,2,0.915171,332.95
82,2,12.8213,305.039
84,2,24.7581,276.655
86,2,36.7123,247.829
88,2,48.6706,218.595
90,2,60.6201,188.988
92,2,72.5477,159.044
94,2,84.4405,128.8
96,2,96.2858,98.2935
98,2,108.071,67.5645
100,2,119.783,36.6531
102,2,131.411,5.60032
104,2,142.94,-25.5516
106,2,154.36,-56.7598
108,2,165.659,-87.9808
110,2,176.824,-119.17
112,2,187.843,-150.283
114,2,198.705,-181.274
116,2,209.398,-212.098
118,2,219.912,-242.709
120,2,230.234,-273.06
122,2,240.353,-303.105
124,2,250.259,-332.799
126,2,259.94,-362.094
128,2,269.387,-390.945
130,2,278.588,-419.307
132,2,287.534,-447.134
134,2,296.214,-474.381
136,2,304.618,-501.005
138,2,312.737,-526.962
140,2,320.561,-552.211
142,2,328.081,-576.709
144,2,335.289,-600.416
146,2,342.175,-623.293
148,2,348.731,-645.303
150,2,354.949,-666.408
152,2,360.822,-686.573
154,2,366.342,-705.765
156,2,371.501,-723.952
158,2,376.294,-741.104
160,2,380.713,-757.192
162,2,384.753,-772.189
164,2,388.408,-786.07
166,2,391.674,-798.814
168,2,394.544,-810.399
170,2,397.016,-820.806
172,2,399.085,-830.019
174,2,400.748,-838.023
176,2,402.002,-844.808
178,2,402.844,-850.361
180,2,403.273,-854.676
-180,4,444.866,-850.379
-178,4,445.12,-853.288
-176,4,444.97,-854.755
-174,4,444.413,-854.782
-172,4,443.449,-853.372
-170,4,442.078,-850.533
-168,4,440.301,-846.275
-166,4,438.119,-840.611
-164,4,435.534,-833.559
-162,4,432.548,-825.137
-160,4,429.164,-815.368
-158,4,425.387,-804.278
-156,4,421.221,-791.894
-154,4,416.671,-778.247
-152,4,411.742,-763.371
-150,4,406.441,-747.3
-148,4,400.774,-730.074
-146,4,394.748,-711.731
-144,4,388.372,-692.314
-142,4,381.651,-671.867
-140,4,374.596,-650.435
-138,4,367.215,-628.066
-136,4,359.517,-604.808
-134,4,351.51,-580.711
-132,4,343.206,-555.826
-130,4,334.614,-530.204
-128,4,325.743,-503.899
-126,4,316.605,-476.963
-124,4,307.209,-449.449
-122,4,297.568,-421.412
-120,4,287.69,-392.905
-118,4,277.589,-363.982
-116,4,267.274,-334.696
-114,4,256.758,-305.101
-112,4,246.051,-275.249
-110,4,235.166,-245.191
-108,4,224.114,-214.979
-106,4,212.906,-184.662
-104,4,201.556,-154.29
-102,4,190.075,-123.909
-100,4,178.475,-93.5673
-98,4,166.77,-63.3086
-96,4,154.97,-33.1764
-94,4,143.091,-3.2125
-92,4,131.143,26.5431
-90,4,119.141,56.0522
-88,4,107.097,85.2783
-86,4,95.0258,114.187
-84,4,82.9405,142.745
-82,4,70.8551,170.923
-80,4,58.7839,198.69
-78,4,46.7413,226.021
-76,4,34.7418,252.891
-74,4,22.8004,279.276
-72,4,10.932,305.156
-70,4,-0.847965,330.511
-68,4,-12.5241,355.324
-66,4,-24.0808,379.581
-64,4,-35.5023,403.266
-62,4,-46.7725,426.368
-60,4,-57.8754,448.877
-58,4,-68.7949,470.784
-56,4,-79.5147,492.082
-54,4,-90.0186,512.764
-52,4,-100.29,532.826
-50,4,-110.314,552.264
-48,4,-120.073,571.077
-46,4,-129.552,589.261
-44,4,-138.735,606.818
-42,4,-147.606,623.747
-40,4,-156.151,640.05
-38,4,-164.355,655.727
-36,4,-172.202,670.78
-34,4,-179.68,685.213
-32,4,-186.774,699.028
-30,4,-193.472,712.226
-28,4,-199.762,724.812
-26,4,-205.631,736.788
-24,4,-211.07,748.157
-22,4,-216.068,758.92
-20,4,-220.616,769.081
-18,4,-224.705,778.641
-16,4,-228.329,787.6
-14,4,-231.48,795.961
-12,4,-234.152,803.723
-10,4,-236.342,810.886
-8,4,-238.046,817.449
-6,4,-239.261,823.41
-4,4,-239.987,828.767
-2,4,-240.221,833.516
0,4,-239.966,837.654
2,4,-239.223,841.177
4,4,-237.995,844.077
6,4,-236.286,846.35
8,4,-234.1,847.989
10,4,-231.444,848.986
12,4,-228.324,849.332
14,4,-224.748,849.02
16,4,-220.725,848.039
18,4,-216.265,846.38
20,4,-211.377,844.032
22,4,-206.073,840.985
24,4,-200.366,837.227
26,4,-194.266,832.748
28,4,-187.788,827.537
30,4,-180.945,821.581
32,4,-173.751,814.87
34,4,-166.22,807.393
36,4,-158.368,799.138
38,4,-150.21,790.097
40,4,-141.76,780.258
42,4,-133.035,769.612
44,4,-124.05,758.151
46,4,-114.82,745.868
48,4,-105.362,732.756
50,4,-95.6901,718.809
52,4,-85.8207,704.022
54,4,-75.7687,688.393
56,4,-65.5492,671.92
58,4,-55.1769,654.603
60,4,-44.6664,636.443
62,4,-34.0319,617.443
64,4,-23.2872,597.608
66,4,-12.4457,576.946
68,4,-1.52068,555.465
70,4,9.47526,533.175
72,4,20.5298,510.09
74,4,31.6309,486.225
76,4,42.7672,461.597
78,4,53.9274,436.225
80,4,65.1009,410.132
82,4,76.2772,383.341
84,4,87.4463,355.878
86,4,98.5984,327.773
88,4,109.724,299.056
90,4,120.814,269.76
92,4,131.86,239.921
94,4,142.853,209.575
96,4,153.784,178.764
98,4,164.646,147.529
100,4,175.429,115.913
102,4,186.126,83.9619
104,4,196.729,51.7235
106,4,207.23,19.247
108,4,217.62,-13.417
110,4,227.892,-46.2159
112,4,238.037,-79.0962
114,4,248.048,-112.003
116,4,257.916,-144.88
118,4,267.633,-177.671
120,4,277.191,-210.317
122,4,286.58,-242.761
124,4,295.792,-274.943
126,4,304.818,-306.805
128,4,313.649,-338.286
130,4,322.277,-369.329
132,4,330.691,-399.873
134,4,338.882,-429.86
136,4,346.842,-459.233
138,4,354.56,-487.933
140,4,362.027,-515.905
142,4,369.233,-543.093
144,4,376.168,-569.442
146,4,382.824,-594.902
148,4,389.191,-619.419
150,4,395.259,-642.946
152,4,401.02,-665.435
154,4,406.463,-686.84
156,4,411.581,-707.118
158,4,416.364,-726.229
160,4,420.806,-744.134
162,4,424.897,-760.797
164,4,428.63,-776.185
166,4,431.998,-790.269
168,4,434.995,-803.019
170,4,437.614,-814.413
172,4,439.849,-824.427
174,4,441.697,-833.045
176,4,443.151,-840.251
178,4,444.208,-846.032
180,4,444.866,-850.379
-180,6,479.529,-841.597
-178,6,480.015,-844.338
-176,6,480.102,-845.452
-174,6,479.787,-844.942
-172,6,479.069,-842.813
-170,6,477.949,-839.077
-168,6,476.427,-833.749
-166,6,474.505,-826.847
-164,6,472.184,-818.393
-162,6,469.47,-808.415
-160,6,466.366,-796.943
-158,6,462.877,-784.01
-156,6,459.009,-769.654
-154,6,454.769,-753.914
-152,6,450.164,-736.836
-150,6,445.202,-718.465
-148,6,439.891,-698.852
-146,6,434.241,-678.048
-144,6,428.26,-656.108
-142,6,421.958,-633.089
-140,6,415.345,-609.049
-138,6,408.431,-584.05
-136,6,401.227,-558.153
-134,6,393.742,-531.423
-132,6,385.988,-503.923
-130,6,377.975,-475.72
-128,6,369.713,-446.88
-126,6,361.213,-417.469
-124,6,352.484,-387.554
-122,6,343.538,-357.202
-120,6,334.383,-326.48
-118,6,325.03,-295.454
-116,6,315.489,-264.188
-114,6,305.768,-232.747
-112,6,295.877,-201.194
-110,6,285.825,-169.591
-108,6,275.621,-137.999
-106,6,265.273,-106.474
-104,6,254.791,-75.0748
-102,6,244.184,-43.8547
-100,6,233.459,-12.866
-98,6,222.625,17.8413
-96,6,211.692,48.2201
-94,6,200.667,78.2256
-92,6,189.561,107.816
-90,6,178.382,136.952
-88,6,167.139,165.597
-86,6,155.843,193.719
-84,6,144.504,221.285
-82,6,133.131,248.27
-80,6,121.737,274.648
-78,6,110.332,300.398
-76,6,98.9293,325.5
-74,6,87.5405,349.94
-72,6,76.179,373.705
-70,6,64.8586,396.783
-68,6,53.5935,419.168
-66,6,42.3986,440.855
-64,6,31.2895,461.84
-62,6,20.2821,482.125
-60,6,9.39324,501.71
-58,6,-1.36006,520.601
-56,6,-11.9601,538.802
-54,6,-22.3889,556.323
-52,6,-32.6278,573.173
-50,6,-42.6582,589.362
-48,6,-52.4609,604.903
-46,6,-62.0168,619.809
-44,6,-71.3064,634.094
-42,6,-80.3104,647.774
-40,6,-89.0095,660.865
-38,6,-97.3847,673.381
-36,6,-105.417,685.34
-34,6,-113.088,696.758
-32,6,-120.38,707.651
-30,6,-127.275,718.035
-28,6,-133.756,727.925
-26,6,-139.808,737.337
-24,6,-145.416,746.284
-22,6,-150.564,754.781
-20,6,-155.241,762.838
-18,6,-159.434,770.468
-16,6,-163.133,777.681
-14,6,-166.327,784.484
-12,6,-169.01,790.886
-10,6,-171.174,796.891
-8,6,-172.814,802.505
-6,6,-173.927,807.729
-4,6,-174.511,812.564
-2,6,-174.564,817.009
0,6,-174.088,821.062
2,6,-173.086,824.719
4,6,-171.561,827.972
6,6,-169.52,830.815
8,6,-166.97,833.238
10,6,-163.919,835.229
12,6,-160.377,836.775
14,6,-156.356,837.863
16,6,-151.868,838.477
18,6,-146.929,838.599
20,6,-141.551,838.21
22,6,-135.753,837.292
24,6,-129.55,835.823
26,6,-122.961,833.782
28,6,-116.005,831.147
30,6,-108.7,827.894
32,6,-101.066,823.999
34,6,-93.124,819.44
36,6,-84.8935,814.192
38,6,-76.3953,808.23
40,6,-67.65,801.531
42,6,-58.678,794.071
44,6,-49.4997,785.828
46,6,-40.1351,776.779
48,6,-30.6038,766.903
50,6,-20.9249,756.179
52,6,-11.117,744.588
54,6,-1.19811,732.113
56,6,8.81468,718.738
58,6,18.9049,704.449
60,6,29.057,689.233
62,6,39.2561,673.08
64,6,49.4886,655.984
66,6,59.7415,637.938
68,6,70.003,618.94
70,6,80.2619,598.989
72,6,90.5084,578.089
74,6,100.733,556.246
76,6,110.928,533.467
78,6,121.086,509.766
80,6,131.2,485.156
82,6,141.265,459.656
84,6,151.275,433.289
86,6,161.226,406.078
88,6,171.115,378.051
90,6,180.937,349.241
92,6,190.691,319.681
94,6,200.374,289.41
96,6,209.982,258.469
98,6,219.515,226.901
100,6,228.971,194.754
102,6,238.346,162.078
104,6,247.64,128.925
106,6,256.85,95.3519
108,6,265.973,61.4156
110,6,275.008,27.1767
112,6,283.95,-7.30243
114,6,292.797,-41.9572
116,6,301.544,-76.7214
118,6,310.186,-111.527
120,6,318.72,-146.305
122,6,327.139,-180.985
124,6,335.438,-215.496
126,6,343.608,-249.765
128,6,351.643,-283.72
130,6,359.536,-317.288
132,6,367.276,-350.397
134,6,374.856,-382.974
136,6,382.265,-414.947
138,6,389.494,-446.246
140,6,396.531,-476.799
142,6,403.365,-506.538
144,6,409.986,-535.396
146,6,416.382,-563.306
148,6,422.54,-590.206
150,6,428.448,-616.033
152,6,434.096,-640.728
154,6,439.47,-664.235
156,6,444.558,-686.499
158,6,449.35,-707.47
160,6,453.833,-727.099
162,6,457.997,-745.342
164,6,461.831,-762.159
166,6,465.324,-777.51
168,6,468.468,-791.363
170,6,471.252,-803.687
172,6,473.669,-814.456
174,6,475.712,-823.648
176,6,477.373,-831.244
178,6,478.647,-837.23
180,6,479.529,-841.597
-180,8,507.078,-828.631
-178,8,507.785,-831.202
-176,8,508.094,-831.969
-174,8,508.002,-830.937
-172,8,507.509,-828.115
-170,8,506.614,-823.517
-168,8,505.319,-817.162
-166,8,503.626,-809.073
-164,8,501.541,-799.28
-162,8,499.067,-787.816
-160,8,496.213,-774.717
-158,8,492.984,-760.026
-156,8,489.391,-743.789
-154,8,485.442,-726.056
-152,8,481.148,-706.881
-150,8,476.52,-686.321
-148,8,471.569,-664.437
-146,8,466.308,-641.293
-144,8,460.748,-616.955
-142,8,454.903,-591.493
-140,8,448.784,-564.978
-138,8,442.406,-537.485
-136,8,435.779,-509.089
-134,8,428.917,-479.867
-132,8,421.832,-449.898
-130,8,414.535,-419.259
-128,8,407.038,-388.032
-126,8,399.352,-356.296
-124,8,391.485,-324.132
-122,8,383.449,-291.619
-120,8,375.252,-258.835
-118,8,366.901,-225.861
-116,8,358.405,-192.771
-114,8,349.771,-159.642
-112,8,341.004,-126.548
-110,8,332.11,-93.5601
-108,8,323.094,-60.7478
-106,8,313.96,-28.1778
-104,8,304.713,4.08547
-102,8,295.357,35.981
-100,8,285.894,67.4509
-98,8,276.327,98.4403
-96,8,266.66,128.898
-94,8,256.896,158.777
-92,8,247.038,188.033
-90,8,237.089,216.625
-88,8,227.053,244.519
-86,8,216.933,271.682
-84,8,206.736,298.086
-82,8,196.465,323.707
-80,8,186.127,348.524
-78,8,175.729,372.522
-76,8,165.279,395.689
-74,8,154.785,418.016
-72,8,144.257,439.498
-70,8,133.706,460.135
-68,8,123.145,479.929
-66,8,112.586,498.887
-64,8,102.043,517.016
-62,8,91.5336,534.329
-60,8,81.073,550.841
-58,8,70.6796,566.57
-56,8,60.3724,581.535
-54,8,50.1714,595.758
-52,8,40.0976,609.263
-50,8,30.173,622.077
-48,8,20.4201,634.225
-46,8,10.8623,645.737
-44,8,1.52348,656.641
-42,8,-7.57215,666.968
-40,8,-16.4001,676.748
-38,8,-24.9356,686.011
-36,8,-33.1543,694.788
-34,8,-41.0316,703.109
-32,8,-48.5437,711.005
-30,8,-55.6669,718.503
-28,8,-62.3787,725.632
-26,8,-68.657,732.42
-24,8,-74.4811,738.89
-22,8,-79.8312,745.069
-20,8,-84.689,750.977
-18,8,-89.0378,756.635
-16,8,-92.8622,762.062
-14,8,-96.1487,767.274
-12,8,-98.8858,772.284
-10,8,-101.064,777.105
-8,8,-102.675,781.745
-6,8,-103.714,786.21
-4,8,-104.177,790.506
-2,8,-104.064,794.632
0,8,-103.374,798.588
2,8,-102.112,802.369
4,8,-100.283,805.969
6,8,-97.8953,809.378
8,8,-94.9579,812.584
10,8,-91.483,815.571
12,8,-87.4845,818.324
14,8,-82.9785,820.822
16,8,-77.9825,823.043
18,8,-72.5159,824.962
20,8,-66.5996,826.554
22,8,-60.2559,827.79
24,8,-53.5084,828.64
26,8,-46.3818,829.072
28,8,-38.9015,829.053
30,8,-31.0938,828.548
32,8,-22.9857,827.521
34,8,-14.6043,825.937
36,8,-5.97691,823.757
38,8,2.869,820.944
40,8,11.9063,817.46
42,8,21.1081,813.268
44,8,30.4483,808.33
46,8,39.9011,802.609
48,8,49.442,796.07
50,8,59.0473,788.676
52,8,68.6943,780.395
54,8,78.3619,771.193
56,8,88.0301,761.041
58,8,97.6805,749.911
60,8,107.296,737.776
62,8,116.862,724.613
64,8,126.364,710.401
66,8,135.79,695.122
68,8,145.131,678.762
70,8,154.377,661.309
72,8,163.522,642.757
74,8,172.561,623.1
76,8,181.488,602.339
78,8,190.303,580.478
80,8,199.005,557.524
82,8,207.593,533.49
84,8,216.07,508.393
86,8,224.437,482.252
88,8,232.7,455.092
90,8,240.861,426.945
92,8,248.926,397.841
94,8,256.901,367.821
96,8,264.792,336.926
98,8,272.603,305.202
100,8,280.343,272.7
102,8,288.015,239.473
104,8,295.627,205.581
106,8,303.183,171.084
108,8,310.688,136.048
110,8,318.146,100.54
112,8,325.56,64.6327
114,8,332.933,28.3993
116,8,340.265,-8.08349
118,8,347.558,-44.737
120,8,354.81,-81.4805
122,8,362.019,-118.232
124,8,369.182,-154.907
126,8,376.295,-191.421
128,8,383.351,-227.688
130,8,390.343,-263.623
132,8,397.264,-299.139
134,8,404.103,-334.15
136,8,410.85,-368.57
138,8,417.494,-402.316
140,8,424.022,-435.302
142,8,430.421,-467.448
144,8,436.675,-498.672
146,8,442.771,-528.896
148,8,448.693,-558.043
150,8,454.424,-586.042
152,8,459.95,-612.819
154,8,465.252,-638.309
156,8,470.316,-662.446
158,8,475.125,-685.17
160,8,479.662,-706.424
162,8,483.914,-726.156
164,8,487.863,-744.315
166,8,491.497,-760.858
168,8,494.801,-775.744
170,8,497.763,-788.939
172,8,500.372,-800.411
174,8,502.616,-810.135
176,8,504.487,-818.089
178,8,505.977,-824.259
180,8,507.078,-828.631
-180,10,527.403,-811.778
-178,10,528.32,-814.175
-176,10,528.837,-814.603
-174,10,528.951,-813.068
-172,10,528.661,-809.581
-170,10,527.968,-804.159
-168,10,526.874,-796.826
-166,10,525.386,-787.61
-164,10,523.508,-776.545
-162,10,521.25,-763.67
-160,10,518.621,-749.029
-158,10,515.633,-732.673
-156,10,512.297,-714.655
-154,10,508.628,-695.035
-152,10,504.639,-673.876
-150,10,500.347,-651.246
-148,10,495.768,-627.215
-146,10,490.917,-601.859
-144,10,485.811,-575.257
-142,10,480.467,-547.489
-140,10,474.902,-518.641
-138,10,469.132,-488.797
-136,10,463.173,-458.048
-134,10,457.04,-426.483
-132,10,450.747,-394.193
-130,10,444.307,-361.271
-128,10,437.734,-327.81
-126,10,431.039,-293.904
-124,10,424.232,-259.645
-122,10,417.321,-225.126
-120,10,410.315,-190.439
-118,10,403.219,-155.674
-116,10,396.039,-120.92
-114,10,388.779,-86.2628
-112,10,381.439,-51.7875
-110,10,374.022,-17.5757
-108,10,366.527,16.294
-106,10,358.954,49.7463
-104,10,351.3,82.7092
-102,10,343.562,115.115
-100,10,335.737,146.9
-98,10,327.821,178.004
-96,10,319.808,208.373
-94,10,311.696,237.955
-92,10,303.478,266.706
-90,10,295.151,294.585
-88,10,286.71,321.556
-86,10,278.153,347.589
-84,10,269.476,372.658
-82,10,260.678,396.744
-80,10,251.758,419.829
-78,10,242.716,441.906
-76,10,233.556,462.967
-74,10,224.279,483.013
-72,10,214.893,502.048
-70,10,205.402,520.08
-68,10,195.817,537.122
-66,10,186.149,553.193
-64,10,176.409,568.312
-62,10,166.612,582.504
-60,10,156.776,595.797
-58,10,146.919,608.223
-56,10,137.06,619.816
-54,10,127.223,630.611
-52,10,117.43,640.649
-50,10,107.709,649.968
-48,10,98.0845,658.612
-46,10,88.586,666.623
-44,10,79.2425,674.046
-42,10,70.084,680.926
-40,10,61.1416,687.307
-38,10,52.4466,693.236
-36,10,44.0305,698.756
-34,10,35.9251,703.912
-32,10,28.1618,708.746
-30,10,20.7714,713.301
-28,10,13.7842,717.616
-26,10,7.22946,721.732
-24,10,1.13513,725.683
-22,10,-4.47216,729.504
-20,10,-9.56748,733.227
-18,10,-14.1278,736.882
-16,10,-18.1322,740.495
-14,10,-21.562,744.09
-12,10,-24.4009,747.686
-10,10,-26.6353,751.301
-8,10,-28.2543,754.949
-6,10,-29.2498,758.64
-4,10,-29.6166,762.381
-2,10,-29.3526,766.175
0,10,-28.4585,770.022
2,10,-26.9383,773.918
4,10,-24.7988,777.855
6,10,-22.05,781.823
8,10,-18.7045,785.806
10,10,-14.7782,789.787
12,10,-10.2893,793.745
14,10,-5.25887,797.653
16,10,0.28972,801.485
18,10,6.33076,805.209
20,10,12.8365,808.792
22,10,19.7773,812.196
24,10,27.1218,815.382
26,10,34.8374,818.309
28,10,42.8903,820.933
30,10,51.2456,823.208
32,10,59.8682,825.087
34,10,68.7222,826.521
36,10,77.7719,827.459
38,10,86.9816,827.852
40,10,96.3163,827.647
42,10,105.741,826.792
44,10,115.223,825.237
46,10,124.73,822.928
48,10,134.23,819.817
50,10,143.696,815.852
52,10,153.098,810.985
54,10,162.412,805.17
56,10,171.615,798.361
58,10,180.686,790.515
