Phi[deg],Theta[deg],re(rETheta)[mV],im(rETheta)[mV]
62,36,1346.88,814.357
64,36,1338.1,852.309
66,36,1326.46,888.496
68,36,1311.97,922.694
70,36,1294.66,954.684
72,36,1274.57,984.259
74,36,1251.8,1011.22
76,36,1226.42,1035.39
78,36,1198.58,1056.59
80,36,1168.42,1074.67
82,36,1136.09,1089.5
84,36,1101.8,1100.95
86,36,1065.72,1108.93
88,36,1028.09,1113.37
90,36,989.131,1114.2
92,36,949.074,1111.41
94,36,908.166,1104.97
96,36,866.655,1094.92
98,36,824.792,1081.29
100,36,782.827,1064.13
102,36,741.005,1043.54
104,36,699.566,1019.62
106,36,658.744,992.501
108,36,618.758,962.33
110,36,579.819,929.271
112,36,542.119,893.51
114,36,505.836,855.245
116,36,471.13,814.688
118,36,438.14,772.064
120,36,406.989,727.607
122,36,377.774,681.561
124,36,350.573,634.175
126,36,325.445,585.703
128,36,302.424,536.399
130,36,281.524,486.522
132,36,262.739,436.325
134,36,246.045,386.061
136,36,231.397,335.979
138,36,218.734,286.321
140,36,207.979,237.32
142,36,199.042,189.204
144,36,191.819,142.189
146,36,186.195,96.4827
148,36,182.048,52.2799
150,36,179.249,9.76493
152,36,177.661,-30.8901
154,36,177.147,-69.5254
156,36,177.569,-105.994
158,36,178.787,-140.16
160,36,180.667,-171.902
162,36,183.076,-201.11
164,36,185.889,-227.686
166,36,188.988,-251.544
168,36,192.262,-272.609
170,36,195.612,-290.818
172,36,198.949,-306.12
174,36,202.197,-318.472
176,36,205.29,-327.843
178,36,208.179,-334.212
180,36,210.826,-337.568
-180,38,155.447,-285.602
-178,38,157.851,-285.825
-176,38,160.037,-283.046
-174,38,162.01,-277.283
-172,38,163.794,-268.563
-170,38,165.424,-256.924
-168,38,166.95,-242.41
-166,38,168.437,-225.08
-164,38,169.959,-204.999
-162,38,171.606,-182.242
-160,38,173.473,-156.898
-158,38,175.669,-129.064
-156,38,178.308,-98.8479
-154,38,181.51,-66.371
-152,38,185.402,-31.7646
-150,38,190.111,4.82803
-148,38,195.766,43.2519
-146,38,202.494,83.3403
-144,38,210.422,124.915
-142,38,219.67,167.786
-140,38,230.35,211.754
-138,38,242.568,256.608
-136,38,256.419,302.128
-134,38,271.982,348.085
-132,38,289.327,394.242
-130,38,308.506,440.356
-128,38,329.552,486.179
-126,38,352.484,531.46
-124,38,377.297,575.944
-122,38,403.969,619.377
-120,38,432.456,661.506
-118,38,462.695,702.083
-116,38,494.599,740.862
-114,38,528.062,777.609
-112,38,562.957,812.095
-110,38,599.14,844.106
-108,38,636.445,873.439
-106,38,674.693,899.906
-104,38,713.688,923.339
-102,38,753.22,943.586
-100,38,793.07,960.516
-98,38,833.007,974.02
-96,38,872.797,984.01
-94,38,912.2,990.422
-92,38,950.975,993.219
-90,38,988.884,992.384
-88,38,1025.69,987.928
-86,38,1061.17,979.886
-84,38,1095.1,968.316
-82,38,1127.27,953.302
-80,38,1157.5,934.95
-78,38,1185.61,913.386
-76,38,1211.43,888.759
-74,38,1234.85,861.237
-72,38,1255.74,831.005
-70,38,1274.01,798.263
-68,38,1289.6,763.226
-66,38,1302.46,726.12
-64,38,1312.58,687.18
-62,38,1319.98,646.65
-60,38,1324.68,604.778
-58,38,1326.74,561.817
-56,38,1326.26,518.019
-54,38,1323.33,473.635
-52,38,1318.09,428.916
-50,38,1310.68,384.104
-48,38,1301.26,339.44
-46,38,1290.03,295.151
-44,38,1277.17,251.461
-42,38,1262.9,208.579
-40,38,1247.42,166.706
-38,38,1230.97,126.028
-36,38,1213.78,86.7205
-34,38,1196.07,48.9459
-32,38,1178.08,12.8527
-30,38,1160.04,-21.4232
-28,38,1142.18,-53.7592
-26,38,1124.72,-84.0454
-24,38,1107.87,-112.184
-22,38,1091.82,-138.09
-20,38,1076.79,-161.687
-18,38,1062.93,-182.913
-16,38,1050.43,-201.713
-14,38,1039.42,-218.042
-12,38,1030.04,-231.863
-10,38,1022.4,-243.148
-8,38,1016.6,-251.873
-6,38,1012.72,-258.025
-4,38,1010.82,-261.593
-2,38,1010.93,-262.573
0,38,1013.07,-260.966
2,38,1017.24,-256.778
4,38,1023.42,-250.02
6,38,1031.58,-240.706
8,38,1041.63,-228.859
10,38,1053.51,-214.501
12,38,1067.12,-197.665
14,38,1082.33,-178.387
16,38,1099.01,-156.709
18,38,1117,-132.68
20,38,1136.14,-106.359
22,38,1156.25,-77.8092
24,38,1177.12,-47.1049
26,38,1198.55,-14.3288
28,38,1220.32,20.426
30,38,1242.2,57.0563
32,38,1263.95,95.4476
34,38,1285.34,135.474
36,38,1306.13,176.998
38,38,1326.06,219.869
40,38,1344.9,263.928
42,38,1362.41,308.999
44,38,1378.36,354.898
46,38,1392.52,401.429
48,38,1404.69,448.386
50,38,1414.65,495.552
52,38,1422.24,542.702
54,38,1427.28,589.603
56,38,1429.62,636.017
58,38,1429.14,681.701
60,38,1425.74,726.407
62,38,1419.34,769.889
64,38,1409.87,811.898
66,38,1397.32,852.191
68,38,1381.69,890.527
70,38,1362.99,926.672
72,38,1341.28,960.403
74,38,1316.64,991.506
76,38,1289.18,1019.78
78,38,1259.03,1045.03
80,38,1226.33,1067.11
82,38,1191.27,1085.84
84,38,1154.04,1101.1
86,38,1114.86,1112.79
88,38,1073.95,1120.8
90,38,1031.56,1125.09
92,38,987.945,1125.6
94,38,943.365,1122.32
96,38,898.089,1115.27
98,38,852.386,1104.47
100,38,806.527,1089.97
102,38,760.778,1071.88
104,38,715.399,1050.28
106,38,670.642,1025.32
108,38,626.747,997.131
110,38,583.94,965.892
112,38,542.434,931.789
114,38,502.421,895.027
116,38,464.076,855.825
118,38,427.552,814.415
120,38,392.983,771.041
122,38,360.477,725.953
124,38,330.122,679.411
126,38,301.981,631.678
128,38,276.097,583.019
130,38,252.486,533.7
132,38,231.147,483.986
134,38,212.054,434.139
136,38,195.164,384.416
138,38,180.414,335.066
140,38,167.724,286.333
142,38,157.001,238.451
144,38,148.136,191.642
146,38,141.009,146.119
148,38,135.493,102.083
150,38,131.451,59.7222
152,38,128.742,19.2127
154,38,127.221,-19.283
156,38,126.742,-55.615
158,38,127.16,-89.647
160,38,128.334,-121.255
162,38,130.125,-150.329
164,38,132.402,-176.771
166,38,135.04,-200.493
168,38,137.926,-221.423
170,38,140.954,-239.498
172,38,144.032,-254.665
174,38,147.08,-266.885
176,38,150.031,-276.126
178,38,152.833,-282.369
180,38,155.447,-285.602
-180,40,98.3846,-231.579
-178,40,100.8,-231.691
-176,40,103.06,-228.817
-174,40,105.173,-222.974
-172,40,107.162,-214.191
-170,40,109.064,-202.504
-168,40,110.934,-187.959
-166,40,112.837,-170.614
-164,40,114.853,-150.534
-162,40,117.074,-127.795
-160,40,119.602,-102.486
-158,40,122.55,-74.7037
-156,40,126.035,-44.5586
-154,40,130.186,-12.1716
-152,40,135.132,22.3242
-150,40,141.007,58.7834
-148,40,147.945,97.0486
-146,40,156.08,136.95
-144,40,165.541,178.306
-142,40,176.455,220.923
-140,40,188.937,264.596
-138,40,203.096,309.109
-136,40,219.03,354.236
-134,40,236.821,399.74
-132,40,256.539,445.379
-130,40,278.234,490.903
-128,40,301.94,536.054
-126,40,327.671,580.572
-124,40,355.42,624.196
-122,40,385.158,666.663
-120,40,416.834,707.711
-118,40,450.376,747.083
-116,40,485.687,784.527
-114,40,522.651,819.8
-112,40,561.127,852.666
-110,40,600.956,882.906
-108,40,641.959,910.31
-106,40,683.939,934.689
-104,40,726.682,955.868
-102,40,769.961,973.696
-100,40,813.538,988.04
-98,40,857.164,998.792
-96,40,900.584,1005.87
-94,40,943.539,1009.21
-92,40,985.771,1008.77
-90,40,1027.02,1004.56
-88,40,1067.04,996.591
-86,40,1105.58,984.904
-84,40,1142.4,969.571
-82,40,1177.29,950.687
-80,40,1210.04,928.371
-78,40,1240.47,902.765
-76,40,1268.41,874.032
-74,40,1293.72,842.356
-72,40,1316.27,807.937
-70,40,1335.97,770.994
-68,40,1352.77,731.756
-66,40,1366.61,690.466
-64,40,1377.48,647.377
-62,40,1385.4,602.749
-60,40,1390.41,556.843
-58,40,1392.58,509.928
-56,40,1392,462.27
-54,40,1388.79,414.133
-52,40,1383.09,365.778
-50,40,1375.07,317.459
-48,40,1364.89,269.424
-46,40,1352.77,221.91
-44,40,1338.91,175.145
-42,40,1323.54,129.344
-40,40,1306.89,84.7105
-38,40,1289.2,41.4339
-36,40,1270.72,-0.310175
-34,40,1251.7,-40.36
-32,40,1232.39,-78.5684
-30,40,1213.03,-114.802
-28,40,1193.86,-148.942
-26,40,1175.12,-180.883
-24,40,1157.03,-210.531
-22,40,1139.81,-237.807
-20,40,1123.67,-262.64
-18,40,1108.78,-284.974
-16,40,1095.33,-304.759
-14,40,1083.47,-321.956
-12,40,1073.33,-336.534
-10,40,1065.05,-348.468
-8,40,1058.73,-357.741
-6,40,1054.44,-364.341
-4,40,1052.24,-368.262
-2,40,1052.18,-369.501
0,40,1054.28,-368.061
2,40,1058.54,-363.948
4,40,1064.93,-357.173
6,40,1073.41,-347.749
8,40,1083.91,-335.695
10,40,1096.36,-321.033
12,40,1110.65,-303.79
14,40,1126.65,-283.999
16,40,1144.22,-261.696
18,40,1163.2,-236.927
20,40,1183.42,-209.742
22,40,1204.68,-180.2
24,40,1226.78,-148.37
26,40,1249.49,-114.328
28,40,1272.58,-78.1612
30,40,1295.82,-39.9682
32,40,1318.95,0.141383
34,40,1341.72,42.0457
36,40,1363.87,85.6103
38,40,1385.15,130.688
40,40,1405.28,177.118
42,40,1424.03,224.728
44,40,1441.14,273.332
46,40,1456.37,322.73
48,40,1469.49,372.712
50,40,1480.29,423.057
52,40,1488.56,473.533
54,40,1494.12,523.899
56,40,1496.82,573.908
58,40,1496.51,623.305
60,40,1493.08,671.832
62,40,1486.43,719.229
64,40,1476.51,765.233
66,40,1463.28,809.586
68,40,1446.74,852.032
70,40,1426.9,892.322
72,40,1403.82,930.214
74,40,1377.57,965.478
76,40,1348.28,997.896
78,40,1316.06,1027.27
80,40,1281.08,1053.4
82,40,1243.53,1076.13
84,40,1203.61,1095.32
86,40,1161.56,1110.83
88,40,1117.6,1122.57
90,40,1072.01,1130.45
92,40,1025.05,1134.43
94,40,977.005,1134.49
96,40,928.16,1130.62
98,40,878.803,1122.85
100,40,829.225,1111.23
102,40,779.71,1095.85
104,40,730.539,1076.8
106,40,681.982,1054.22
108,40,634.298,1028.25
110,40,587.733,999.072
112,40,542.514,966.871
114,40,498.85,931.858
116,40,456.931,894.257
118,40,416.925,854.309
120,40,378.976,812.262
122,40,343.204,768.377
124,40,309.706,722.922
126,40,278.553,676.166
128,40,249.793,628.386
130,40,223.448,579.857
132,40,199.52,530.851
134,40,177.984,481.64
136,40,158.799,432.488
138,40,141.9,383.654
140,40,127.206,335.388
142,40,114.622,287.93
144,40,104.034,241.509
146,40,95.3198,196.345
148,40,88.3458,152.641
150,40,82.9708,110.592
152,40,79.0477,70.3751
154,40,76.4265,32.1569
156,40,74.9556,-3.91098
158,40,74.4844,-37.6905
160,40,74.8649,-69.0569
162,40,75.9541,-97.899
164,40,77.6151,-124.118
166,40,79.7195,-147.629
168,40,82.1483,-168.357
170,40,84.7934,-186.241
172,40,87.559,-201.229
174,40,90.3622,-213.282
176,40,93.1345,-222.369
178,40,95.8216,-228.472
180,40,98.3846,-231.579
-180,42,40.2829,-175.485
-178,42,42.7012,-175.494
-176,42,45.037,-172.542
-174,42,47.2988,-166.648
-172,42,49.5113,-157.839
-170,42,51.7144,-146.153
-168,42,53.9634,-131.636
-166,42,56.3274,-114.344
-164,42,58.8892,-94.3434
-162,42,61.7437,-71.7115
-160,42,64.9969,-46.5354
-158,42,68.7647,-18.9139
-156,42,73.1709,11.0427
-154,42,78.3459,43.2122
-152,42,84.4249,77.46
-150,42,91.5458,113.639
-148,42,99.8474,151.59
-146,42,109.467,191.14
-144,42,120.539,232.103
-142,42,133.191,274.284
-140,42,147.544,317.471
-138,42,163.708,361.444
-136,42,181.783,405.971
-134,42,201.851,450.811
-132,42,223.982,495.713
-130,42,248.226,540.42
-128,42,274.613,584.668
-126,42,303.154,628.189
-124,42,333.837,670.714
-122,42,366.627,711.972
-120,42,401.465,751.695
-118,42,438.269,789.617
-116,42,476.934,825.479
-114,42,517.329,859.032
-112,42,559.303,890.035
-110,42,602.681,918.262
-108,42,647.269,943.501
-106,42,692.854,965.558
-104,42,739.204,984.259
-102,42,786.075,999.449
-100,42,833.211,1011
-98,42,880.343,1018.8
-96,42,927.2,1022.77
-94,42,973.503,1022.85
-92,42,1018.98,1019.03
-90,42,1063.34,1011.29
-88,42,1106.33,999.669
-86,42,1147.69,984.217
-84,42,1187.16,965.016
-82,42,1224.52,942.175
-80,42,1259.54,915.826
-78,42,1292.03,886.126
-76,42,1321.81,853.254
-74,42,1348.75,817.408
-72,42,1372.71,778.806
-70,42,1393.59,737.681
-68,42,1411.33,694.282
-66,42,1425.9,648.866
-64,42,1437.28,601.702
-62,42,1445.49,553.065
-60,42,1450.59,503.232
-58,42,1452.64,452.484
-56,42,1451.76,401.1
-54,42,1448.08,349.356
-52,42,1441.74,297.524
-50,42,1432.93,245.866
-48,42,1421.83,194.637
-46,42,1408.67,144.082
-44,42,1393.68,94.4332
-42,42,1377.08,45.9085
-40,42,1359.14,-1.28684
-38,42,1340.11,-46.9626
-36,42,1320.26,-90.9438
-34,42,1299.85,-133.071
-32,42,1279.14,-173.199
-30,42,1258.39,-211.2
-28,42,1237.86,-246.959
-26,42,1217.8,-280.376
-24,42,1198.44,-311.364
-22,42,1180.01,-339.849
-20,42,1162.73,-365.769
-18,42,1146.78,-389.073
-16,42,1132.36,-409.717
-14,42,1119.63,-427.67
-12,42,1108.74,-442.906
-10,42,1099.8,-455.406
-8,42,1092.93,-465.157
-6,42,1088.21,-472.153
-4,42,1085.71,-476.389
-2,42,1085.47,-477.866
0,42,1087.51,-476.588
2,42,1091.83,-472.561
4,42,1098.41,-465.796
6,42,1107.2,-456.306
8,42,1118.14,-444.105
10,42,1131.14,-429.213
12,42,1146.09,-411.653
14,42,1162.87,-391.452
16,42,1181.32,-368.642
18,42,1201.29,-343.262
20,42,1222.58,-315.355
22,42,1244.99,-284.975
24,42,1268.32,-252.182
26,42,1292.32,-217.045
28,42,1316.76,-179.647
30,42,1341.39,-140.077
32,42,1365.94,-98.4408
34,42,1390.14,-54.8539
36,42,1413.72,-9.44631
38,42,1436.42,37.6384
40,42,1457.94,86.2425
42,42,1478.03,136.194
44,42,1496.41,187.308
46,42,1512.84,239.384
48,42,1527.06,292.209
50,42,1538.84,345.558
52,42,1547.96,399.194
54,42,1554.24,452.87
56,42,1557.49,506.329
58,42,1557.56,559.308
60,42,1554.32,611.538
62,42,1547.67,662.746
64,42,1537.54,712.658
66,42,1523.88,761
68,42,1506.69,807.502
70,42,1485.98,851.899
72,42,1461.8,893.933
74,42,1434.22,933.358
76,42,1403.37,969.94
78,42,1369.38,1003.46
80,42,1332.4,1033.71
82,42,1292.65,1060.51
84,42,1250.32,1083.71
86,42,1205.66,1103.15
88,42,1158.93,1118.73
90,42,1110.4,1130.36
92,42,1060.36,1137.96
94,42,1009.09,1141.52
96,42,956.913,1141.01
98,42,904.127,1136.47
100,42,851.041,1127.93
102,42,797.96,1115.47
104,42,745.182,1099.19
106,42,692.997,1079.22
108,42,641.681,1055.71
110,42,591.497,1028.83
112,42,542.691,998.773
114,42,495.486,965.755
116,42,450.089,930.005
118,42,406.679,891.767
120,42,365.413,851.297
122,42,326.423,808.862
124,42,289.815,764.737
126,42,255.669,719.202
128,42,224.039,672.539
130,42,194.953,625.032
132,42,168.415,576.963
134,42,144.406,528.609
136,42,122.883,480.244
138,42,103.784,432.133
140,42,87.0275,384.533
142,42,72.5137,337.691
144,42,60.1294,291.842
146,42,49.7479,247.21
148,42,41.2321,204.003
150,42,34.4369,162.42
152,42,29.211,122.642
154,42,25.3996,84.8368
156,42,22.8467,49.1588
158,42,21.3969,15.7473
160,42,20.8979,-15.272
162,42,21.2022,-43.7873
164,42,22.1691,-69.7
166,42,23.6662,-92.9244
168,42,25.5712,-113.387
170,42,27.773,-131.026
172,42,30.1733,-145.792
174,42,32.6872,-157.645
176,42,35.2442,-166.556
178,42,37.7893,-172.505
180,42,40.2829,-175.485
-180,44,-18.2042,-117.307
-178,44,-15.7907,-117.222
-176,44,-13.3777,-114.211
-174,44,-10.9559,-108.293
-172,44,-8.49953,-99.4958
-170,44,-5.96707,-87.8574
-168,44,-3.30168,-73.4241
-166,44,-0.431957,-56.2522
-164,44,2.72717,-36.408
-162,44,6.27331,-13.9686
-160,44,10.3154,10.9783
-158,44,14.9723,38.3335
-156,44,20.371,67.9861
-154,44,26.6454,99.8127
-152,44,33.9339,133.678
-150,44,42.3777,169.432
-148,44,52.1188,206.914
-146,44,63.2975,245.948
-144,44,76.0505,286.347
-142,44,90.5085,327.908
-140,44,106.794,370.419
-138,44,125.018,413.654
-136,44,145.28,457.375
-134,44,167.664,501.336
-132,44,192.236,545.28
-130,44,219.046,588.943
-128,44,248.12,632.055
-126,44,279.463,674.341
-124,44,313.059,715.525
-122,44,348.865,755.33
-120,44,386.815,793.48
-118,44,426.817,829.703
-116,44,468.754,863.736
-114,44,512.485,895.321
-112,44,557.843,924.216
-110,44,604.641,950.189
-108,44,652.669,973.026
-106,44,701.697,992.532
-104,44,751.478,1008.53
-102,44,801.75,1020.87
-100,44,852.239,1029.41
-98,44,902.659,1034.07
-96,44,952.72,1034.75
-94,44,1002.13,1031.42
-92,44,1050.59,1024.05
-90,44,1097.81,1012.64
-88,44,1143.5,997.247
-86,44,1187.4,977.925
-84,44,1229.23,954.769
-82,44,1268.76,927.902
-80,44,1305.76,897.471
-78,44,1340.02,863.646
-76,44,1371.36,826.623
-74,44,1399.64,786.616
-72,44,1424.71,743.858
-70,44,1446.49,698.6
-68,44,1464.92,651.104
-66,44,1479.94,601.645
-64,44,1491.57,550.507
-62,44,1499.82,497.978
-60,44,1504.76,444.351
-58,44,1506.48,389.917
-56,44,1505.08,334.968
-54,44,1500.71,279.791
-52,44,1493.54,224.664
-50,44,1483.77,169.86
-48,44,1471.59,115.639
-46,44,1457.24,62.2506
-44,44,1440.97,9.92919
-42,44,1423.04,-41.1042
-40,44,1403.7,-90.6443
-38,44,1383.23,-138.502
-36,44,1361.92,-184.504
-34,44,1340.04,-228.496
-32,44,1317.87,-270.335
-30,44,1295.68,-309.9
-28,44,1273.75,-347.082
-26,44,1252.33,-381.787
-24,44,1231.67,-413.937
-22,44,1212,-443.463
-20,44,1193.56,-470.313
-18,44,1176.55,-494.442
-16,44,1161.15,-515.815
-14,44,1147.54,-534.406
-12,44,1135.86,-550.198
-10,44,1126.26,-563.177
-8,44,1118.84,-573.335
-6,44,1113.68,-580.671
-4,44,1110.86,-585.184
-2,44,1110.43,-586.876
0,44,1112.39,-585.754
2,44,1116.76,-581.825
4,44,1123.51,-575.098
6,44,1132.59,-565.584
8,44,1143.95,-553.297
10,44,1157.48,-538.25
12,44,1173.07,-520.464
14,44,1190.61,-499.959
16,44,1209.93,-476.762
18,44,1230.85,-450.904
20,44,1253.21,-422.423
22,44,1276.77,-391.362
24,44,1301.33,-357.775
26,44,1326.63,-321.724
28,44,1352.43,-283.281
30,44,1378.47,-242.531
32,44,1404.47,-199.57
34,44,1430.15,-154.508
36,44,1455.22,-107.469
38,44,1479.4,-58.5905
40,44,1502.4,-8.02734
42,44,1523.92,44.0522
44,44,1543.69,97.4641
46,44,1561.44,152.009
48,44,1576.9,207.473
50,44,1589.82,263.629
52,44,1599.98,320.236
54,44,1607.15,377.041
56,44,1611.16,433.781
58,44,1611.82,490.185
60,44,1609.01,545.974
62,44,1602.6,600.864
64,44,1592.52,654.569
66,44,1578.71,706.802
68,44,1561.15,757.279
70,44,1539.86,805.72
72,44,1514.87,851.852
74,44,1486.28,895.412
76,44,1454.18,936.15
78,44,1418.71,973.829
80,44,1380.06,1008.23
82,44,1338.41,1039.16
84,44,1293.99,1066.43
86,44,1247.04,1089.9
88,44,1197.84,1109.42
90,44,1146.67,1124.91
92,44,1093.83,1136.28
94,44,1039.63,1143.49
96,44,984.391,1146.52
98,44,928.437,1145.38
100,44,872.093,1140.11
102,44,815.681,1130.78
104,44,759.518,1117.49
106,44,703.91,1100.36
108,44,649.152,1079.53
110,44,595.523,1055.19
112,44,543.286,1027.52
114,44,492.681,996.745
116,44,443.926,963.094
118,44,397.217,926.816
120,44,352.724,888.173
122,44,310.588,847.438
124,44,270.925,804.892
126,44,233.825,760.821
128,44,199.349,715.516
130,44,167.531,669.266
132,44,138.379,622.362
134,44,111.879,575.089
136,44,87.9897,527.726
138,44,66.6503,480.547
140,44,47.7793,433.813
142,44,31.2774,387.779
144,44,17.0297,342.685
146,44,4.90768,298.758
148,44,-5.22813,256.212
150,44,-13.5258,215.249
152,44,-20.1396,176.053
154,44,-25.2277,138.794
156,44,-28.9496,103.63
158,44,-31.4639,70.699
160,44,-32.9264,40.1295
162,44,-33.4878,12.0333
164,44,-33.292,-13.4908
166,44,-32.4739,-36.3571
168,44,-31.1586,-56.4925
170,44,-29.4591,-73.836
172,44,-27.4757,-88.3379
174,44,-25.2949,-99.9594
176,44,-22.9881,-108.672
178,44,-20.6112,-114.458
180,44,-18.2042,-117.307
-180,46,-76.419,-57.0461
-178,46,-74.0171,-56.8738
-176,46,-71.5246,-53.8207
-174,46,-68.9312,-47.9058
-172,46,-66.2106,-39.1572
-170,46,-63.32,-27.6124
-168,46,-60.2013,-13.3181
-166,46,-56.7815,3.66925
-164,46,-52.9738,23.283
-162,46,-48.6788,45.4462
-160,46,-43.7854,70.0704
-158,46,-38.1728,97.0561
-156,46,-31.7116,126.292
-154,46,-24.2659,157.652
-152,46,-15.695,191.002
-150,46,-5.85552,226.188
-148,46,5.39632,263.049
-146,46,18.2027,301.406
-144,46,32.7016,341.068
-142,46,49.0247,381.83
-140,46,67.2948,423.475
-138,46,87.6236,465.772
-136,46,110.109,508.48
-134,46,134.834,551.347
-132,46,161.863,594.111
-130,46,191.24,636.502
-128,46,222.989,678.244
-126,46,257.109,719.056
-124,46,293.578,758.657
-122,46,332.344,796.761
-120,46,373.333,833.09
-118,46,416.442,867.366
-116,46,461.544,899.319
-114,46,508.485,928.691
-112,46,557.086,955.233
-110,46,607.144,978.712
-108,46,658.435,998.913
-106,46,710.713,1015.64
-104,46,763.716,1028.71
-102,46,817.163,1037.99
-100,46,870.764,1043.34
-98,46,924.218,1044.66
-96,46,977.216,1041.89
-94,46,1029.45,1034.97
-92,46,1080.6,1023.91
-90,46,1130.38,1008.72
-88,46,1178.47,989.444
-86,46,1224.59,966.163
-84,46,1268.47,938.985
-82,46,1309.86,908.044
-80,46,1348.51,873.502
-78,46,1384.22,835.545
-76,46,1416.8,794.384
-74,46,1446.1,750.248
-72,46,1471.99,703.388
-70,46,1494.36,654.069
-68,46,1513.16,602.569
-66,46,1528.36,549.178
-64,46,1539.96,494.194
-62,46,1548,437.918
-60,46,1552.53,380.656
-58,46,1553.67,322.711
-56,46,1551.53,264.385
-54,46,1546.28,205.972
-52,46,1538.09,147.76
-50,46,1527.17,90.0272
-48,46,1513.75,33.0379
-46,46,1498.07,-22.9557
-44,46,1480.4,-77.7166
-42,46,1461,-131.024
-40,46,1440.16,-182.674
-38,46,1418.17,-232.48
-36,46,1395.32,-280.273
-34,46,1371.91,-325.901
-32,46,1348.23,-369.231
-30,46,1324.56,-410.145
-28,46,1301.18,-448.544
-26,46,1278.37,-484.341
-24,46,1256.39,-517.465
-22,46,1235.48,-547.859
-20,46,1215.86,-575.476
-18,46,1197.77,-600.28
-16,46,1181.38,-622.247
-14,46,1166.88,-641.357
-12,46,1154.43,-657.599
-10,46,1144.15,-670.968
-8,46,1136.17,-681.46
-6,46,1130.57,-689.079
-4,46,1127.43,-693.828
-2,46,1126.78,-695.713
0,46,1128.66,-694.74
2,46,1133.06,-690.919
4,46,1139.96,-684.257
6,46,1149.32,-674.763
8,46,1161.06,-662.449
10,46,1175.1,-647.324
12,46,1191.32,-629.404
14,46,1209.58,-608.703
16,46,1229.74,-585.241
18,46,1251.62,-559.041
20,46,1275.01,-530.134
22,46,1299.71,-498.555
24,46,1325.49,-464.349
26,46,1352.09,-427.568
28,46,1379.26,-388.277
30,46,1406.73,-346.55
32,46,1434.2,-302.476
34,46,1461.39,-256.158
36,46,1488,-207.71
38,46,1513.73,-157.266
40,46,1538.27,-104.974
42,46,1561.31,-50.9971
44,46,1582.58,4.48288
46,46,1601.77,61.2691
48,46,1618.61,119.148
50,46,1632.83,177.892
52,46,1644.19,237.257
54,46,1652.46,296.987
56,46,1657.42,356.814
58,46,1658.91,416.46
60,46,1656.76,475.637
62,46,1650.85,534.052
64,46,1641.08,591.408
66,46,1627.4,647.407
68,46,1609.77,701.751
70,46,1588.2,754.146
72,46,1562.73,804.304
74,46,1533.44,851.947
76,46,1500.42,896.809
78,46,1463.83,938.637
80,46,1423.83,977.197
82,46,1380.63,1012.27
84,46,1334.46,1043.67
86,46,1285.57,1071.22
88,46,1234.23,1094.79
90,46,1180.76,1114.24
92,46,1125.45,1129.5
94,46,1068.63,1140.5
96,46,1010.64,1147.22
98,46,951.81,1149.66
100,46,892.491,1147.84
102,46,833.018,1141.84
104,46,773.723,1131.74
106,46,714.931,1117.67
108,46,656.953,1099.76
110,46,600.085,1078.18
112,46,544.603,1053.15
114,46,490.765,1024.86
116,46,438.804,993.553
118,46,388.928,959.486
120,46,341.319,922.92
122,46,296.131,884.135
124,46,253.491,843.415
126,46,213.496,801.053
128,46,176.216,757.346
130,46,141.692,712.591
132,46,109.939,667.083
134,46,80.9439,621.114
136,46,54.6717,574.971
138,46,31.0633,528.932
140,46,10.0386,483.266
142,46,-8.50088,438.231
144,46,-24.6701,394.072
146,46,-38.5981,351.023
148,46,-50.4255,309.301
150,46,-60.3018,269.11
152,46,-68.3831,230.637
154,46,-74.8296,194.057
156,46,-79.8029,159.526
158,46,-83.4639,127.187
160,46,-85.9705,97.1671
162,46,-87.4755,69.5797
164,46,-88.1247,44.5236
166,46,-88.055,22.0846
168,46,-87.3928,2.33557
170,46,-86.2527,-14.6628
172,46,-84.7361,-28.8614
174,46,-82.9303,-40.2219
176,46,-80.9073,-48.7164
178,46,-78.7236,-54.3273
180,46,-76.419,-57.0461
-180,48,-133.705,5.28523
-178,48,-131.32,5.53576
-176,48,-128.745,8.61355
-174,48,-125.968,14.4992
-172,48,-122.963,23.1642
-170,48,-119.686,34.5712
-168,48,-116.078,48.673
-166,48,-112.065,65.413
-164,48,-107.559,84.7245
-162,48,-102.46,106.53
-160,48,-96.6553,130.74
-158,48,-90.0233,157.256
-156,48,-82.4334,185.963
-154,48,-73.7485,216.738
-152,48,-63.827,249.441
-150,48,-52.5246,283.92
-148,48,-39.697,320.009
-146,48,-25.2015,357.528
-144,48,-8.90003,396.283
-142,48,9.33867,436.066
-140,48,29.6366,476.655
-138,48,52.1041,517.818
-136,48,76.8372,559.307
-134,48,103.915,600.865
-132,48,133.4,642.227
-130,48,165.331,683.117
-128,48,199.727,723.255
-126,48,236.58,762.354
-124,48,275.86,800.127
-122,48,317.509,836.286
-120,48,361.441,870.545
-118,48,407.544,902.625
-116,48,455.678,932.252
-114,48,505.678,959.164
-112,48,557.352,983.111
-110,48,610.481,1003.86
-108,48,664.828,1021.19
-106,48,720.132,1034.92
-104,48,776.114,1044.86
-102,48,832.478,1050.87
-100,48,888.918,1052.83
-98,48,945.117,1050.64
-96,48,1000.75,1044.25
-94,48,1055.5,1033.62
-92,48,1109.03,1018.74
-90,48,1161.02,999.651
-88,48,1211.17,976.407
-86,48,1259.18,949.1
-84,48,1304.76,917.852
-82,48,1347.65,882.81
