Phi[deg],Theta[deg],re(rETheta)[mV],im(rETheta)[mV]
-58,8,339.966,207.925
-56,8,340.535,209.513
-54,8,340.909,210.78
-52,8,341.094,211.726
-50,8,341.096,212.351
-48,8,340.921,212.655
-46,8,340.574,212.639
-44,8,340.06,212.306
-42,8,339.385,211.658
-40,8,338.551,210.698
-38,8,337.563,209.431
-36,8,336.423,207.86
-34,8,335.135,205.991
-32,8,333.701,203.83
-30,8,332.122,201.383
-28,8,330.399,198.656
-26,8,328.533,195.657
-24,8,326.525,192.394
-22,8,324.374,188.875
-20,8,322.08,185.109
-18,8,319.642,181.104
-16,8,317.058,176.87
-14,8,314.327,172.417
-12,8,311.447,167.754
-10,8,308.416,162.892
-8,8,305.231,157.841
-6,8,301.89,152.613
-4,8,298.39,147.217
-2,8,294.728,141.665
0,8,290.902,135.967
2,8,286.909,130.136
4,8,282.746,124.181
6,8,278.41,118.115
8,8,273.899,111.948
10,8,269.21,105.691
12,8,264.342,99.3557
14,8,259.292,92.952
16,8,254.058,86.4909
18,8,248.64,79.9828
20,8,243.036,73.4379
22,8,237.246,66.8663
24,8,231.27,60.2776
26,8,225.107,53.6815
28,8,218.76,47.0869
30,8,212.227,40.5029
32,8,205.513,33.9378
34,8,198.618,27.3999
36,8,191.546,20.8971
38,8,184.3,14.4367
40,8,176.884,8.02589
42,8,169.302,1.67135
44,8,161.56,-4.62057
46,8,153.663,-10.8439
48,8,145.617,-16.9931
50,8,137.43,-23.063
52,8,129.109,-29.0487
54,8,120.662,-34.9458
56,8,112.097,-40.7502
58,8,103.425,-46.4581
60,8,94.6541,-52.0661
62,8,85.7955,-57.5711
64,8,76.8602,-62.9704
66,8,67.8596,-68.2614
68,8,58.8058,-73.4419
70,8,49.7114,-78.5099
72,8,40.5893,-83.4637
74,8,31.4532,-88.3019
76,8,22.3171,-93.023
78,8,13.1952,-97.626
80,8,4.1025,-102.11
82,8,-4.94595,-106.474
84,8,-13.9346,-110.717
86,8,-22.8477,-114.839
88,8,-31.6692,-118.839
90,8,-40.3828,-122.716
92,8,-48.9721,-126.471
94,8,-57.4203,-130.102
96,8,-65.7109,-133.609
98,8,-73.827,-136.992
100,8,-81.7519,-140.25
102,8,-89.4687,-143.383
104,8,-96.961,-146.389
106,8,-104.212,-149.268
108,8,-111.206,-152.02
110,8,-117.926,-154.643
112,8,-124.357,-157.136
114,8,-130.483,-159.498
116,8,-136.289,-161.727
118,8,-141.761,-163.823
120,8,-146.885,-165.783
122,8,-151.647,-167.606
124,8,-156.034,-169.29
126,8,-160.035,-170.832
128,8,-163.637,-172.231
130,8,-166.83,-173.484
132,8,-169.604,-174.589
134,8,-171.95,-175.542
136,8,-173.859,-176.342
138,8,-175.326,-176.986
140,8,-176.342,-177.47
142,8,-176.904,-177.791
144,8,-177.007,-177.947
146,8,-176.647,-177.934
148,8,-175.823,-177.749
150,8,-174.533,-177.389
152,8,-172.778,-176.85
154,8,-170.559,-176.129
156,8,-167.878,-175.224
158,8,-164.739,-174.13
160,8,-161.147,-172.846
162,8,-157.106,-171.367
164,8,-152.625,-169.692
166,8,-147.71,-167.817
168,8,-142.371,-165.74
170,8,-136.618,-163.459
172,8,-130.463,-160.972
174,8,-123.916,-158.277
176,8,-116.992,-155.372
178,8,-109.704,-152.257
180,8,-102.068,-148.93
-180,10,-77.6729,-153.49
-178,10,-69.2967,-150.141
-176,10,-60.5836,-146.567
-174,10,-51.553,-142.767
-172,10,-42.2252,-138.74
-170,10,-32.6211,-134.487
-168,10,-22.7626,-130.008
-166,10,-12.6719,-125.304
-164,10,-2.37187,-120.377
-162,10,8.11415,-115.229
-160,10,18.7625,-109.864
-158,10,29.5492,-104.283
-156,10,40.45,-98.4926
-154,10,51.4406,-92.4965
-152,10,62.4967,-86.3007
-150,10,73.5939,-79.9112
-148,10,84.7079,-73.3351
-146,10,95.8149,-66.5798
-144,10,106.891,-59.6538
-142,10,117.913,-52.5659
-140,10,128.858,-45.3257
-138,10,139.704,-37.9436
-136,10,150.429,-30.4302
-134,10,161.012,-22.7973
-132,10,171.433,-15.0567
-130,10,181.673,-7.22108
-128,10,191.713,0.696457
-126,10,201.537,8.68233
-124,10,211.126,16.7225
-122,10,220.467,24.8026
-120,10,229.545,32.9078
-118,10,238.348,41.0231
-116,10,246.862,49.1331
-114,10,255.079,57.2222
-112,10,262.989,65.2748
-110,10,270.584,73.2751
-108,10,277.858,81.2072
-106,10,284.804,89.0552
-104,10,291.42,96.8033
-102,10,297.702,104.436
-100,10,303.649,111.937
-98,10,309.26,119.292
-96,10,314.537,126.486
-94,10,319.481,133.503
-92,10,324.096,140.33
-90,10,328.386,146.953
-88,10,332.356,153.357
-86,10,336.012,159.53
-84,10,339.362,165.46
-82,10,342.411,171.135
-80,10,345.17,176.543
-78,10,347.646,181.674
-76,10,349.85,186.518
-74,10,351.791,191.066
-72,10,353.479,195.309
-70,10,354.924,199.239
-68,10,356.138,202.85
-66,10,357.131,206.136
-64,10,357.913,209.091
-62,10,358.495,211.71
-60,10,358.887,213.99
-58,10,359.099,215.927
-56,10,359.142,217.521
-54,10,359.023,218.768
-52,10,358.752,219.669
-50,10,358.338,220.225
-48,10,357.788,220.435
-46,10,357.108,220.303
-44,10,356.306,219.83
-42,10,355.388,219.02
-40,10,354.357,217.878
-38,10,353.219,216.407
-36,10,351.976,214.613
-34,10,350.633,212.503
-32,10,349.19,210.083
-30,10,347.648,207.36
-28,10,346.01,204.344
-26,10,344.273,201.041
-24,10,342.438,197.461
-22,10,340.502,193.614
-20,10,338.465,189.51
-18,10,336.322,185.158
-16,10,334.071,180.57
-14,10,331.709,175.757
-12,10,329.23,170.73
-10,10,326.631,165.501
-8,10,323.906,160.082
-6,10,321.052,154.485
-4,10,318.062,148.722
-2,10,314.93,142.805
0,10,311.653,136.747
2,10,308.224,130.561
4,10,304.638,124.259
