Phi[deg],Theta[deg],re(rETheta)[mV],im(rETheta)[mV]
-122,2,99.02,169.394
-120,2,94.6668,160.262
-118,2,90.2181,150.931
-116,2,85.6785,141.411
-114,2,81.0527,131.713
-112,2,76.3454,121.848
-110,2,71.5617,111.827
-108,2,66.7066,101.661
-106,2,61.7854,91.3636
-104,2,56.8033,80.9453
-102,2,51.766,70.4185
-100,2,46.6788,59.7957
-98,2,41.5476,49.0894
-96,2,36.3782,38.3124
-94,2,31.1765,27.4776
-92,2,25.9484,16.598
-90,2,20.7002,5.68677
-88,2,15.438,-5.2428
-86,2,10.1681,-16.1773
-84,2,4.89689,-27.1033
-82,2,-0.369154,-38.0073
-80,2,-5.62354,-48.8757
-78,2,-10.8597,-59.6948
-76,2,-16.071,-70.4512
-74,2,-21.2508,-81.1311
-72,2,-26.3924,-91.7211
-70,2,-31.489,-102.208
-68,2,-36.5341,-112.577
-66,2,-41.5207,-122.816
-64,2,-46.4423,-132.912
-62,2,-51.2921,-142.851
-60,2,-56.0635,-152.62
-58,2,-60.7498,-162.207
-56,2,-65.3445,-171.599
-54,2,-69.8411,-180.783
-52,2,-74.2331,-189.747
-50,2,-78.5142,-198.48
-48,2,-82.6783,-206.969
-46,2,-86.7192,-215.204
-44,2,-90.631,-223.173
-42,2,-94.4077,-230.865
-40,2,-98.0439,-238.271
-38,2,-101.534,-245.379
-36,2,-104.872,-252.181
-34,2,-108.054,-258.666
-32,2,-111.075,-264.827
-30,2,-113.929,-270.655
-28,2,-116.612,-276.141
-26,2,-119.121,-281.278
-24,2,-121.451,-286.059
-22,2,-123.598,-290.478
-20,2,-125.559,-294.528
-18,2,-127.331,-298.204
-16,2,-128.91,-301.5
-14,2,-130.295,-304.412
-12,2,-131.483,-306.936
-10,2,-132.472,-309.069
-8,2,-133.26,-310.807
-6,2,-133.846,-312.148
-4,2,-134.229,-313.09
-2,2,-134.408,-313.632
0,2,-134.383,-313.773
2,2,-134.154,-313.513
4,2,-133.721,-312.852
6,2,-133.084,-311.792
8,2,-132.245,-310.333
10,2,-131.205,-308.477
12,2,-129.965,-306.228
14,2,-128.527,-303.588
16,2,-126.894,-300.561
18,2,-125.068,-297.152
20,2,-123.052,-293.364
22,2,-120.848,-289.204
24,2,-118.461,-284.677
26,2,-115.894,-279.789
28,2,-113.151,-274.547
30,2,-110.236,-268.958
32,2,-107.154,-263.03
34,2,-103.909,-256.771
36,2,-100.507,-250.19
38,2,-96.9517,-243.295
40,2,-93.2495,-236.097
42,2,-89.4057,-228.604
44,2,-85.4261,-220.827
46,2,-81.3165,-212.777
48,2,-77.083,-204.464
50,2,-72.7319,-195.9
52,2,-68.2695,-187.095
54,2,-63.7023,-178.062
56,2,-59.0368,-168.813
58,2,-54.2797,-159.36
60,2,-49.4378,-149.715
62,2,-44.5178,-139.892
64,2,-39.5266,-129.902
66,2,-34.4711,-119.76
68,2,-29.3582,-109.478
70,2,-24.1949,-99.0691
72,2,-18.9881,-88.5474
74,2,-13.7447,-77.926
76,2,-8.47165,-67.2185
78,2,-3.17584,-56.4386
80,2,2.13588,-45.5999
82,2,7.45672,-34.7159
84,2,12.7799,-23.8002
86,2,18.0989,-12.8665
88,2,23.4069,-1.92829
90,2,28.6976,9.00101
92,2,33.9645,19.908
94,2,39.2012,30.7795
96,2,44.4016,41.6022
98,2,49.5595,52.3631
100,2,54.669,63.0495
102,2,59.7242,73.6485
104,2,64.7194,84.1477
106,2,69.649,94.5346
108,2,74.5075,104.797
110,2,79.2895,114.924
112,2,83.9899,124.902
114,2,88.6037,134.721
116,2,93.1259,144.369
118,2,97.5518,153.836
120,2,101.877,163.111
122,2,106.097,172.182
124,2,110.207,181.042
126,2,114.203,189.678
128,2,118.081,198.083
130,2,121.838,206.246
132,2,125.47,214.159
134,2,128.973,221.813
136,2,132.344,229.2
138,2,135.58,236.312
140,2,138.677,243.142
142,2,141.634,249.681
144,2,144.446,255.924
146,2,147.112,261.864
148,2,149.629,267.495
150,2,151.995,272.81
152,2,154.208,277.804
154,2,156.265,282.472
156,2,158.166,286.809
158,2,159.908,290.811
160,2,161.49,294.474
162,2,162.911,297.793
164,2,164.169,300.766
166,2,165.263,303.389
168,2,166.193,305.661
170,2,166.957,307.578
172,2,167.556,309.138
174,2,167.989,310.341
176,2,168.255,311.184
178,2,168.354,311.668
180,2,168.287,311.791
-180,4,184.615,311.146
-178,4,184.376,310.919
-176,4,183.987,310.352
-174,4,183.449,309.446
-172,4,182.762,308.201
-170,4,181.926,306.617
-168,4,180.943,304.698
-166,4,179.813,302.443
-164,4,178.536,299.855
-162,4,177.115,296.935
-160,4,175.549,293.687
-158,4,173.84,290.112
-156,4,171.99,286.214
-154,4,169.998,281.995
-152,4,167.868,277.459
-150,4,165.6,272.61
-148,4,163.196,267.452
-146,4,160.658,261.989
-144,4,157.987,256.226
-142,4,155.185,250.167
-140,4,152.255,243.819
-138,4,149.197,237.186
-136,4,146.015,230.274
-134,4,142.711,223.09
-132,4,139.287,215.64
-130,4,135.745,207.931
-128,4,132.088,199.971
-126,4,128.319,191.766
-124,4,124.44,183.325
-122,4,120.456,174.657
-120,4,116.367,165.769
-118,4,112.179,156.67
-116,4,107.894,147.37
-114,4,103.516,137.879
-112,4,99.0476,128.206
-110,4,94.4939,118.362
-108,4,89.8583,108.357
-106,4,85.145,98.2025
-104,4,80.3583,87.9092
-102,4,75.5027,77.4888
-100,4,70.5828,66.9532
-98,4,65.6035,56.3144
-96,4,60.5697,45.585
-94,4,55.4865,34.7775
-92,4,50.3594,23.9047
-90,4,45.194,12.9799
-88,4,39.9958,2.01641
-86,4,34.7708,-8.97232
-84,4,29.5251,-19.9725
-82,4,24.2649,-30.9703
-80,4,18.9966,-41.9517
-78,4,13.7269,-52.9026
-76,4,8.46231,-63.8086
-74,4,3.20987,-74.6556
-72,4,-2.02346,-85.429
-70,4,-7.23051,-96.1146
-68,4,-12.404,-106.698
-66,4,-17.5366,-117.164
-64,4,-22.6209,-127.5
-62,4,-27.6492,-137.69
-60,4,-32.614,-147.721
-58,4,-37.5077,-157.578
-56,4,-42.3224,-167.248
-54,4,-47.0506,-176.717
-52,4,-51.6846,-185.971
-50,4,-56.2166,-194.997
-48,4,-60.6391,-203.782
-46,4,-64.9445,-212.313
-44,4,-69.1254,-220.578
-42,4,-73.1743,-228.565
-40,4,-77.0842,-236.261
-38,4,-80.8478,-243.656
-36,4,-84.4583,-250.738
-34,4,-87.9091,-257.497
-32,4,-91.1936,-263.923
-30,4,-94.3056,-270.006
-28,4,-97.2391,-275.737
-26,4,-99.9884,-281.107
-24,4,-102.548,-286.108
-22,4,-104.913,-290.733
-20,4,-107.079,-294.974
-18,4,-109.041,-298.825
-16,4,-110.795,-302.28
-14,4,-112.338,-305.333
-12,4,-113.666,-307.981
-10,4,-114.776,-310.219
-8,4,-115.667,-312.044
-6,4,-116.335,-313.452
-4,4,-116.781,-314.442
-2,4,-117.002,-315.012
0,4,-116.997,-315.162
2,4,-116.768,-314.89
4,4,-116.313,-314.198
6,4,-115.634,-313.086
8,4,-114.732,-311.557
10,4,-113.608,-309.612
12,4,-112.265,-307.255
14,4,-110.705,-304.489
16,4,-108.931,-301.318
18,4,-106.946,-297.748
20,4,-104.754,-293.783
22,4,-102.359,-289.431
24,4,-99.7657,-284.696
26,4,-96.9791,-279.588
28,4,-94.0044,-274.113
30,4,-90.8471,-268.279
32,4,-87.513,-262.096
34,4,-84.0083,-255.573
36,4,-80.3395,-248.72
38,4,-76.5132,-241.546
40,4,-72.5365,-234.063
42,4,-68.4163,-226.281
44,4,-64.1601,-218.212
46,4,-59.7754,-209.869
48,4,-55.2696,-201.262
50,4,-50.6507,-192.405
52,4,-45.9265,-183.311
54,4,-41.1048,-173.992
56,4,-36.1937,-164.462
58,4,-31.2011,-154.734
60,4,-26.1351,-144.823
62,4,-21.0037,-134.742
64,4,-15.8149,-124.505
66,4,-10.5766,-114.127
68,4,-5.29667,-103.621
70,4,0.0170392,-93.0025
72,4,5.35685,-82.2853
74,4,10.7152,-71.484
76,4,16.0845,-60.613
78,4,21.4575,-49.6866
80,4,26.8271,-38.7191
82,4,32.1861,-27.7248
84,4,37.5278,-16.7179
86,4,42.8454,-5.71227
88,4,48.1324,5.27817
90,4,53.3825,16.2397
92,4,58.5895,27.1589
94,4,63.7476,38.0223
96,4,68.851,48.8168
98,4,73.8941,59.5297
100,4,78.8717,70.1482
102,4,83.7785,80.66
104,4,88.6097,91.053
106,4,93.3604,101.315
108,4,98.0262,111.436
110,4,102.603,121.403
112,4,107.086,131.206
114,4,111.471,140.834
116,4,115.756,150.277
118,4,119.935,159.525
120,4,124.007,168.569
122,4,127.966,177.399
124,4,131.811,186.006
126,4,135.539,194.383
128,4,139.146,202.52
130,4,142.63,210.41
132,4,145.988,218.045
134,4,149.219,225.418
136,4,152.319,232.523
138,4,155.287,239.353
140,4,158.121,245.901
142,4,160.819,252.163
144,4,163.379,258.131
146,4,165.8,263.803
148,4,168.08,269.171
150,4,170.218,274.233
152,4,172.213,278.983
154,4,174.063,283.419
156,4,175.767,287.535
158,4,177.324,291.329
160,4,178.735,294.799
162,4,179.997,297.94
164,4,181.11,300.751
166,4,182.074,303.23
168,4,182.888,305.374
170,4,183.552,307.183
172,4,184.066,308.654
174,4,184.429,309.786
176,4,184.641,310.579
178,4,184.703,311.033
180,4,184.615,311.146
-180,6,200.412,310.693
-178,6,200.167,310.476
-176,6,199.786,309.939
-174,6,199.271,309.082
-172,6,198.621,307.906
-170,6,197.837,306.412
-168,6,196.92,304.599
-166,6,195.869,302.47
-164,6,194.687,300.026
-162,6,193.374,297.267
-160,6,191.93,294.195
-158,6,190.356,290.812
-156,6,188.654,287.119
-154,6,186.824,283.119
-152,6,184.867,278.814
-150,6,182.785,274.207
-148,6,180.578,269.299
-146,6,178.248,264.095
-144,6,175.795,258.598
-142,6,173.222,252.81
-140,6,170.528,246.736
-138,6,167.717,240.381
-136,6,164.788,233.747
-134,6,161.743,226.841
-132,6,158.585,219.667
-130,6,155.313,212.231
-128,6,151.931,204.538
-126,6,148.439,196.594
-124,6,144.839,188.407
-122,6,141.134,179.983
-120,6,137.324,171.329
-118,6,133.412,162.453
-116,6,129.4,153.363
-114,6,125.291,144.067
-112,6,121.086,134.575
-110,6,116.789,124.896
-108,6,112.402,115.039
-106,6,107.927,105.014
-104,6,103.369,94.8329
-102,6,98.7293,84.5055
-100,6,94.0126,74.0434
-98,6,89.2222,63.4584
-96,6,84.3622,52.7624
-94,6,79.4367,41.9679
-92,6,74.4501,31.0878
-90,6,69.4072,20.1351
-88,6,64.3128,9.12329
-86,6,59.1723,-1.93387
-84,6,53.9911,-13.0224
-82,6,48.7751,-24.1279
-80,6,43.5303,-35.2359
-78,6,38.263,-46.3317
-76,6,32.98,-57.4002
-74,6,27.6881,-68.4265
-72,6,22.3946,-79.3953
-70,6,17.1067,-90.2912
-68,6,11.8323,-101.099
-66,6,6.57925,-111.803
-64,6,1.35562,-122.388
-62,6,-3.83021,-132.838
-60,6,-8.96974,-143.138
-58,6,-14.0543,-153.272
-56,6,-19.0751,-163.226
-54,6,-24.0231,-172.985
-52,6,-28.8895,-182.533
-50,6,-33.665,-191.855
-48,6,-38.3406,-200.938
-46,6,-42.9072,-209.768
-44,6,-47.3557,-218.33
-42,6,-51.6771,-226.611
-40,6,-55.8625,-234.598
-38,6,-59.903,-242.278
-36,6,-63.7901,-249.639
-34,6,-67.5153,-256.669
-32,6,-71.0703,-263.357
-30,6,-74.4473,-269.692
-28,6,-77.6385,-275.664
-26,6,-80.6366,-281.263
-24,6,-83.4346,-286.481
-22,6,-86.0259,-291.307
-20,6,-88.4043,-295.735
-18,6,-90.5641,-299.758
-16,6,-92.4999,-303.368
-14,6,-94.2069,-306.56
-12,6,-95.6809,-309.329
-10,6,-96.918,-311.669
-8,6,-97.9151,-313.578
-6,6,-98.6694,-315.052
-4,6,-99.1788,-316.088
-2,6,-99.4419,-316.685
0,6,-99.4577,-316.843
2,6,-99.2258,-316.56
4,6,-98.7466,-315.837
6,6,-98.0209,-314.676
8,6,-97.0501,-313.078
10,6,-95.8364,-311.046
12,6,-94.3822,-308.583
14,6,-92.6908,-305.694
16,6,-90.7659,-302.383
18,6,-88.6119,-298.656
20,6,-86.2336,-294.519
22,6,-83.6362,-289.978
24,6,-80.8256,-285.042
26,6,-77.808,-279.718
28,6,-74.5901,-274.014
30,6,-71.1791,-267.941
32,6,-67.5823,-261.507
34,6,-63.8077,-254.724
36,6,-59.8632,-247.602
38,6,-55.7575,-240.152
40,6,-51.4991,-232.387
42,6,-47.0968,-224.319
44,6,-42.5599,-215.96
46,6,-37.8975,-207.324
48,6,-33.1189,-198.424
50,6,-28.2336,-189.274
52,6,-23.251,-179.888
54,6,-18.1806,-170.281
56,6,-13.0319,-160.467
58,6,-7.81429,-150.461
60,6,-2.53714,-140.278
62,6,2.7903,-129.933
64,6,8.15891,-119.441
66,6,13.5597,-108.819
68,6,18.984,-98.081
70,6,24.423,-87.2426
72,6,29.8685,-76.3195
74,6,35.3123,-65.3268
76,6,40.7465,-54.2801
78,6,46.1634,-43.1944
80,6,51.5558,-32.0849
82,6,56.9165,-20.9663
84,6,62.2388,-9.85359
86,6,67.5162,1.23889
88,6,72.7425,12.2968
90,6,77.9117,23.3062
92,6,83.0184,34.2532
94,6,88.0572,45.1245
96,6,93.0231,55.9068
98,6,97.9114,66.5875
100,6,102.718,77.1541
102,6,107.438,87.5945
104,6,112.068,97.897
106,6,116.604,108.05
108,6,121.043,118.043
110,6,125.382,127.866
112,6,129.618,137.507
114,6,133.748,146.958
116,6,137.769,156.21
118,6,141.679,165.252
120,6,145.476,174.077
122,6,149.158,182.677
124,6,152.723,191.044
126,6,156.169,199.171
128,6,159.495,207.051
130,6,162.699,214.677
132,6,165.78,222.044
134,6,168.736,229.145
136,6,171.566,235.976
138,6,174.27,242.53
140,6,176.845,248.804
142,6,179.291,254.794
144,6,181.608,260.494
146,6,183.794,265.902
148,6,185.848,271.014
150,6,187.77,275.826
152,6,189.559,280.337
154,6,191.214,284.542
156,6,192.735,288.441
158,6,194.122,292.031
160,6,195.374,295.309
162,6,196.49,298.274
164,6,197.471,300.925
166,6,198.316,303.26
168,6,199.024,305.279
170,6,199.596,306.979
172,6,200.032,308.361
174,6,200.331,309.424
176,6,200.494,310.167
178,6,200.521,310.59
180,6,200.412,310.693
-180,8,215.6,310.397
-178,8,215.348,310.189
-176,8,214.973,309.68
-174,8,214.475,308.871
-172,8,213.855,307.763
-170,8,213.114,306.354
-168,8,212.253,304.647
-166,8,211.271,302.64
-164,8,210.17,300.335
-162,8,208.951,297.732
-160,8,207.613,294.832
-158,8,206.159,291.636
-156,8,204.589,288.144
-154,8,202.904,284.357
-152,8,201.104,280.277
-150,8,199.191,275.905
-148,8,197.166,271.242
-146,8,195.029,266.29
-144,8,192.781,261.051
-142,8,190.424,255.528
-140,8,187.957,249.721
-138,8,185.382,243.635
-136,8,182.699,237.272
-134,8,179.909,230.635
-132,8,177.014,223.728
-130,8,174.013,216.555
-128,8,170.907,209.12
-126,8,167.697,201.428
-124,8,164.383,193.484
-122,8,160.967,185.294
-120,8,157.448,176.864
-118,8,153.829,168.199
-116,8,150.109,159.307
-114,8,146.289,150.196
-112,8,142.371,140.873
-110,8,138.356,131.346
-108,8,134.245,121.625
-106,8,130.039,111.718
-104,8,125.74,101.636
-102,8,121.35,91.3883
-100,8,116.871,80.9864
-98,8,112.306,70.4416
-96,8,107.656,59.7655
-94,8,102.926,48.9705
-92,8,98.1175,38.0693
-90,8,93.2351,27.0751
-88,8,88.2826,16.0016
-86,8,83.2641,4.8626
-84,8,78.1846,-6.32732
-82,8,73.0491,-17.5534
-80,8,67.8631,-28.8006
-78,8,62.6326,-40.0534
-76,8,57.3639,-51.2962
-74,8,52.0639,-62.5131
-72,8,46.7397,-73.6877
-70,8,41.3988,-84.804
-68,8,36.0494,-95.8452
-66,8,30.6997,-106.795
-64,8,25.3584,-117.637
-62,8,20.0348,-128.353
-60,8,14.738,-138.929
-58,8,9.4779,-149.346
-56,8,4.26437,-159.588
-54,8,-0.892378,-169.639
-52,8,-5.98195,-179.484
-50,8,-10.9938,-189.105
-48,8,-15.9172,-198.487
-46,8,-20.7415,-207.614
-44,8,-25.4558,-216.472
-42,8,-30.0493,-225.046
-40,8,-34.5112,-233.321
-38,8,-38.8309,-241.283
-36,8,-42.9978,-248.919
-34,8,-47.0017,-256.216
-32,8,-50.8323,-263.162
-30,8,-54.4799,-269.744
-28,8,-57.9348,-275.952
-26,8,-61.1881,-281.775
-24,8,-64.2309,-287.203
-22,8,-67.0549,-292.226
-20,8,-69.6524,-296.836
-18,8,-72.016,-301.024
-16,8,-74.1391,-304.785
-14,8,-76.0156,-308.11
-12,8,-77.64,-310.995
-10,8,-79.0075,-313.435
-8,8,-80.1139,-315.425
-6,8,-80.9557,-316.962
-4,8,-81.5304,-318.043
-2,8,-81.8358,-318.666
0,8,-81.8708,-318.831
2,8,-81.6348,-318.537
4,8,-81.1281,-317.785
6,8,-80.3517,-316.576
8,8,-79.3074,-314.912
10,8,-77.9977,-312.796
12,8,-76.4258,-310.232
14,8,-74.5958,-307.225
16,8,-72.5122,-303.779
18,8,-70.1804,-299.901
20,8,-67.6064,-295.597
22,8,-64.7968,-290.875
24,8,-61.7589,-285.742
26,8,-58.5003,-280.209
28,8,-55.0295,-274.284
30,8,-51.3551,-267.977
32,8,-47.4864,-261.299
34,8,-43.4331,-254.262
36,8,-39.2051,-246.877
38,8,-34.8127,-239.158
40,8,-30.2666,-231.116
42,8,-25.5775,-222.765
44,8,-20.7564,-214.12
46,8,-15.8145,-205.195
48,8,-10.7628,-196.003
50,8,-5.61262,-186.562
52,8,-0.375185,-176.885
54,8,4.93837,-166.988
56,8,10.317,-156.888
58,8,15.7497,-146.601
60,8,21.2259,-136.142
62,8,26.7349,-125.529
64,8,32.2665,-114.777
66,8,37.8108,-103.904
68,8,43.358,-92.9257
70,8,48.8987,-81.8588
72,8,54.4241,-70.7199
74,8,59.9255,-59.5254
76,8,65.3947,-48.2914
78,8,70.8239,-37.0342
80,8,76.2057,-25.7697
82,8,81.5333,-14.5133
84,8,86.8001,-3.28069
86,8,92,7.91324
88,8,97.1274,19.0537
90,8,102.177,30.1262
92,8,107.144,41.1167
94,8,112.024,52.0117
96,8,116.814,62.7978
98,8,121.508,73.4624
100,8,126.105,83.993
102,8,130.601,94.3779
104,8,134.994,104.606
106,8,139.281,114.665
108,8,143.46,124.546
110,8,147.53,134.239
112,8,151.489,143.734
114,8,155.336,153.023
116,8,159.069,162.096
118,8,162.687,170.947
120,8,166.19,179.567
122,8,169.578,187.949
124,8,172.848,196.088
126,8,176.001,203.978
128,8,179.037,211.612
130,8,181.955,218.985
132,8,184.754,226.093
134,8,187.434,232.932
136,8,189.996,239.497
138,8,192.438,245.786
140,8,194.76,251.794
142,8,196.962,257.519
144,8,199.044,262.958
146,8,201.005,268.11
148,8,202.845,272.971
150,8,204.564,277.541
152,8,206.161,281.817
154,8,207.636,285.798
156,8,208.989,289.484
158,8,210.219,292.873
160,8,211.326,295.964
162,8,212.31,298.756
164,8,213.171,301.25
166,8,213.908,303.444
168,8,214.521,305.338
170,8,215.011,306.933
172,8,215.376,308.226
174,8,215.618,309.22
176,8,215.736,309.913
178,8,215.73,310.305
180,8,215.6,310.397
-180,10,230.113,310.224
-178,10,229.852,310.023
-176,10,229.479,309.541
-174,10,228.994,308.777
-172,10,228.398,307.733
-170,10,227.691,306.407
-168,10,226.875,304.799
-166,10,225.95,302.911
-164,10,224.918,300.74
-162,10,223.778,298.288
-160,10,222.532,295.554
-158,10,221.182,292.538
-156,10,219.727,289.24
-154,10,218.17,285.659
-152,10,216.511,281.796
-150,10,214.752,277.651
-148,10,212.892,273.224
-146,10,210.933,268.516
-144,10,208.876,263.526
-142,10,206.722,258.257
-140,10,204.47,252.708
-138,10,202.122,246.882
-136,10,199.678,240.779
-134,10,197.138,234.401
-132,10,194.502,227.751
-130,10,191.77,220.831
-128,10,188.942,213.643
-126,10,186.018,206.192
-124,10,182.997,198.481
-122,10,179.88,190.513
-120,10,176.665,182.295
-118,10,173.352,173.83
-116,10,169.941,165.125
-114,10,166.431,156.186
-112,10,162.822,147.02
-110,10,159.113,137.633
-108,10,155.304,128.035
-106,10,151.395,118.234
-104,10,147.386,108.238
-102,10,143.277,98.0573
-100,10,139.068,87.7029
-98,10,134.762,77.1854
-96,10,130.357,66.5164
-94,10,125.857,55.708
-92,10,121.263,44.773
-90,10,116.577,33.7247
-88,10,111.802,22.5768
-86,10,106.94,11.3437
-84,10,101.997,0.0403292
-82,10,96.976,-11.3181
-80,10,91.8817,-22.7157
-78,10,86.7196,-34.1365
-76,10,81.4957,-45.5639
-74,10,76.2164,-56.981
-72,10,70.8887,-68.3708
-70,10,65.5205,-79.7158
-68,10,60.1197,-90.9984
-66,10,54.6953,-102.201
-64,10,49.2564,-113.305
-62,10,43.8129,-124.294
-60,10,38.375,-135.149
-58,10,32.9535,-145.852
-56,10,27.5594,-156.385
-54,10,22.2044,-166.731
-52,10,16.9001,-176.872
-50,10,11.6588,-186.791
-48,10,6.49277,-196.471
-46,10,1.41456,-205.894
-44,10,-3.56319,-215.045
-42,10,-8.42774,-223.907
-40,10,-13.1664,-232.466
-38,10,-17.7664,-240.705
-36,10,-22.2153,-248.611
-34,10,-26.5007,-256.169
-32,10,-30.6104,-263.365
-30,10,-34.5325,-270.188
-28,10,-38.2556,-276.625
-26,10,-41.7686,-282.664
-24,10,-45.0608,-288.295
-22,10,-48.1222,-293.507
-20,10,-50.9432,-298.292
-18,10,-53.515,-302.641
-16,10,-55.8294,-306.545
-14,10,-57.8789,-309.999
-12,10,-59.6567,-312.995
-10,10,-61.157,-315.529
-8,10,-62.3745,-317.597
