Phi[deg],Theta[deg],re(rETheta)[mV],im(rETheta)[mV]
10,0,-70.9277,-194.963
12,0,-60.0418,-185.137
14,0,-49.0828,-175.085
16,0,-38.064,-164.821
18,0,-26.9988,-154.355
20,0,-15.9007,-143.702
22,0,-4.78323,-132.873
24,0,6.34005,-121.882
26,0,17.4556,-110.743
28,0,28.5499,-99.4693
30,0,39.6094,-88.0742
32,0,50.6207,-76.5717
34,0,61.5703,-64.976
36,0,72.4448,-53.3011
38,0,83.2311,-41.5612
40,0,93.916,-29.7707
42,0,104.487,-17.944
44,0,114.93,-6.09538
46,0,125.233,5.76066
48,0,135.383,17.6097
50,0,145.369,29.4372
52,0,155.178,41.229
54,0,164.797,52.9704
56,0,174.216,64.6474
58,0,183.422,76.2455
60,0,192.405,87.7508
62,0,201.154,99.1492
64,0,209.657,110.427
66,0,217.905,121.57
68,0,225.888,132.565
70,0,233.595,143.398
72,0,241.018,154.057
74,0,248.147,164.528
76,0,254.974,174.798
78,0,261.49,184.856
80,0,267.687,194.688
82,0,273.559,204.283
84,0,279.097,213.63
86,0,284.295,222.716
88,0,289.147,231.53
90,0,293.646,240.063
92,0,297.788,248.303
94,0,301.566,256.241
96,0,304.978,263.866
98,0,308.018,271.17
100,0,310.682,278.144
102,0,312.968,284.778
104,0,314.873,291.066
106,0,316.394,296.999
108,0,317.53,302.57
110,0,318.279,307.773
112,0,318.64,312.6
114,0,318.613,317.047
116,0,318.197,321.108
118,0,317.394,324.777
120,0,316.205,328.051
122,0,314.63,330.924
124,0,312.671,333.395
126,0,310.332,335.46
128,0,307.615,337.116
130,0,304.523,338.361
132,0,301.06,339.194
134,0,297.23,339.613
136,0,293.038,339.619
138,0,288.489,339.211
140,0,283.588,338.39
142,0,278.342,337.156
144,0,272.757,335.512
146,0,266.839,333.459
148,0,260.597,331
150,0,254.037,328.137
152,0,247.167,324.875
154,0,239.996,321.217
156,0,232.533,317.167
158,0,224.787,312.731
160,0,216.766,307.914
162,0,208.482,302.722
164,0,199.944,297.161
166,0,191.162,291.238
168,0,182.147,284.961
170,0,172.91,278.336
172,0,163.462,271.371
174,0,153.816,264.077
176,0,143.982,256.46
178,0,133.972,248.531
180,0,123.8,240.3
-180,2,154.785,243.153
-178,2,144.9,234.382
-176,2,134.849,225.322
-174,2,124.643,215.987
-172,2,114.293,206.388
-170,2,103.81,196.538
-168,2,93.2065,186.451
-166,2,82.4935,176.138
-164,2,71.6834,165.615
-162,2,60.7887,154.894
-160,2,49.822,143.99
-158,2,38.7963,132.916
-156,2,27.7246,121.687
-154,2,16.6204,110.319
-152,2,5.49712,98.8242
-150,2,-5.63146,87.2188
-148,2,-16.7515,75.5175
-146,2,-27.8489,63.7351
-144,2,-38.9096,51.8866
-142,2,-49.9193,39.9871
-140,2,-60.8637,28.0516
-138,2,-71.7284,16.0952
-136,2,-82.499,4.13279
-134,2,-93.161,-7.82065
-132,2,-103.7,-19.7503
-130,2,-114.102,-31.6413
-128,2,-124.352,-43.479
-126,2,-134.436,-55.249
-124,2,-144.341,-66.9368
-122,2,-154.051,-78.5283
-120,2,-163.554,-90.0093
-118,2,-172.835,-101.366
-116,2,-181.882,-112.585
-114,2,-190.681,-123.653
-112,2,-199.219,-134.556
-110,2,-207.484,-145.282
-108,2,-215.464,-155.818
-106,2,-223.146,-166.152
-104,2,-230.52,-176.272
-102,2,-237.574,-186.166
-100,2,-244.298,-195.823
-98,2,-250.682,-205.231
-96,2,-256.715,-214.379
-94,2,-262.389,-223.259
-92,2,-267.694,-231.858
-90,2,-272.624,-240.169
-88,2,-277.17,-248.18
-86,2,-281.325,-255.885
-84,2,-285.082,-263.273
-82,2,-288.437,-270.337
-80,2,-291.383,-277.069
-78,2,-293.916,-283.462
-76,2,-296.033,-289.508
-74,2,-297.729,-295.202
-72,2,-299.003,-300.537
-70,2,-299.851,-305.508
-68,2,-300.274,-310.109
-66,2,-300.269,-314.335
-64,2,-299.838,-318.183
-62,2,-298.98,-321.647
-60,2,-297.698,-324.725
-58,2,-295.992,-327.413
-56,2,-293.867,-329.709
-54,2,-291.324,-331.61
-52,2,-288.368,-333.116
-50,2,-285.003,-334.223
-48,2,-281.234,-334.932
-46,2,-277.068,-335.241
-44,2,-272.511,-335.152
-42,2,-267.569,-334.664
-40,2,-262.25,-333.777
-38,2,-256.562,-332.495
-36,2,-250.514,-330.817
-34,2,-244.114,-328.746
-32,2,-237.373,-326.284
-30,2,-230.3,-323.435
-28,2,-222.906,-320.202
-26,2,-215.202,-316.589
-24,2,-207.198,-312.599
-22,2,-198.908,-308.238
-20,2,-190.342,-303.51
-18,2,-181.514,-298.421
-16,2,-172.435,-292.976
-14,2,-163.12,-287.183
-12,2,-153.581,-281.046
-10,2,-143.831,-274.574
-8,2,-133.886,-267.774
-6,2,-123.757,-260.652
-4,2,-113.46,-253.218
-2,2,-103.009,-245.48
0,2,-92.4174,-237.446
2,2,-81.7005,-229.125
4,2,-70.8723,-220.527
6,2,-59.9476,-211.662
8,2,-48.9407,-202.539
10,2,-37.8663,-193.169
12,2,-26.7387,-183.562
14,2,-15.5724,-173.73
16,2,-4.3819,-163.683
18,2,6.81868,-153.433
20,2,18.0151,-142.992
22,2,29.1934,-132.371
24,2,40.3397,-121.583
26,2,51.4402,-110.641
28,2,62.4815,-99.5556
30,2,73.4502,-88.3409
32,2,84.3333,-77.0098
34,2,95.1178,-65.5752
36,2,105.791,-54.0506
38,2,116.341,-42.4493
40,2,126.755,-30.785
42,2,137.022,-19.0713
44,2,147.13,-7.32205
46,2,157.068,4.44884
48,2,166.825,16.2274
50,2,176.391,27.9996
52,2,185.754,39.7514
54,2,194.906,51.4686
56,2,203.837,63.1372
58,2,212.537,74.743
60,2,220.998,86.2719
62,2,229.211,97.7099
64,2,237.168,109.043
66,2,244.862,120.257
68,2,252.284,131.338
70,2,259.427,142.273
72,2,266.286,153.048
74,2,272.853,163.649
76,2,279.122,174.063
78,2,285.088,184.277
80,2,290.746,194.278
82,2,296.09,204.052
84,2,301.116,213.589
86,2,305.819,222.875
88,2,310.196,231.898
90,2,314.244,240.647
92,2,317.957,249.11
94,2,321.335,257.275
96,2,324.373,265.133
98,2,327.071,272.673
100,2,329.425,279.885
102,2,331.434,286.759
104,2,333.096,293.285
106,2,334.412,299.456
108,2,335.379,305.261
110,2,335.997,310.695
112,2,336.266,315.748
114,2,336.186,320.415
116,2,335.758,324.688
118,2,334.982,328.561
120,2,333.858,332.03
122,2,332.389,335.088
124,2,330.576,337.731
126,2,328.419,339.956
128,2,325.923,341.759
130,2,323.088,343.138
132,2,319.917,344.089
134,2,316.413,344.612
136,2,312.58,344.705
138,2,308.42,344.367
140,2,303.938,343.6
142,2,299.136,342.403
144,2,294.021,340.778
146,2,288.595,338.726
148,2,282.865,336.251
150,2,276.834,333.354
152,2,270.509,330.04
154,2,263.895,326.313
156,2,256.998,322.177
158,2,249.824,317.638
160,2,242.381,312.702
162,2,234.674,307.375
164,2,226.712,301.664
166,2,218.502,295.576
168,2,210.052,289.12
170,2,201.369,282.304
172,2,192.463,275.137
174,2,183.342,267.628
176,2,174.016,259.788
178,2,164.493,251.626
180,2,154.785,243.153
-180,4,185.229,245.933
-178,4,175.825,236.873
-176,4,166.228,227.519
-174,4,156.444,217.886
-172,4,146.485,207.986
-170,4,136.358,197.833
-168,4,126.075,187.443
-166,4,115.644,176.83
-164,4,105.077,166.009
-162,4,94.3856,154.995
-160,4,83.5811,143.804
-158,4,72.6758,132.45
-156,4,61.6824,120.951
-154,4,50.614,109.32
-152,4,39.4841,97.5757
-150,4,28.3067,85.7322
-148,4,17.0962,73.806
-146,4,5.86722,61.8131
-144,4,-5.3652,49.7694
-142,4,-16.5857,37.6908
-140,4,-27.7785,25.593
-138,4,-38.9279,13.4917
-136,4,-50.0177,1.40254
-134,4,-61.0315,-10.6592
-132,4,-71.9529,-22.6782
-130,4,-82.7653,-34.6395
-128,4,-93.4521,-46.5283
-126,4,-103.996,-58.33
-124,4,-114.382,-70.0302
-122,4,-124.592,-81.6149
-120,4,-134.609,-93.0703
-118,4,-144.418,-104.383
-116,4,-154.001,-115.54
-114,4,-163.344,-126.527
-112,4,-172.43,-137.334
-110,4,-181.244,-147.946
-108,4,-189.77,-158.353
-106,4,-197.994,-168.544
-104,4,-205.902,-178.506
-102,4,-213.479,-188.229
-100,4,-220.713,-197.702
-98,4,-227.59,-206.917
-96,4,-234.099,-215.862
-94,4,-240.227,-224.528
-92,4,-245.964,-232.908
-90,4,-251.299,-240.991
-88,4,-256.224,-248.771
-86,4,-260.728,-256.238
-84,4,-264.803,-263.387
-82,4,-268.444,-270.209
-80,4,-271.642,-276.699
-78,4,-274.392,-282.85
-76,4,-276.69,-288.655
-74,4,-278.53,-294.111
-72,4,-279.911,-299.211
-70,4,-280.829,-303.951
-68,4,-281.283,-308.327
-66,4,-281.272,-312.335
-64,4,-280.796,-315.971
-62,4,-279.857,-319.233
-60,4,-278.457,-322.116
-58,4,-276.597,-324.62
-56,4,-274.282,-326.741
-54,4,-271.516,-328.479
-52,4,-268.304,-329.832
-50,4,-264.653,-330.8
-48,4,-260.567,-331.381
-46,4,-256.056,-331.575
-44,4,-251.128,-331.384
-42,4,-245.79,-330.807
-40,4,-240.054,-329.846
-38,4,-233.928,-328.502
-36,4,-227.424,-326.776
-34,4,-220.553,-324.671
-32,4,-213.327,-322.19
-30,4,-205.759,-319.334
-28,4,-197.861,-316.108
-26,4,-189.646,-312.515
-24,4,-181.13,-308.558
-22,4,-172.325,-304.243
-20,4,-163.246,-299.574
-18,4,-153.908,-294.555
-16,4,-144.327,-289.192
-14,4,-134.518,-283.491
-12,4,-124.496,-277.458
-10,4,-114.276,-271.1
-8,4,-103.876,-264.421
-6,4,-93.3111,-257.431
-4,4,-82.5971,-250.136
-2,4,-71.7503,-242.544
0,4,-60.787,-234.663
2,4,-49.7231,-226.501
4,4,-38.5749,-218.067
6,4,-27.3583,-209.369
8,4,-16.0891,-200.417
10,4,-4.78326,-191.221
12,4,6.5438,-181.789
14,4,17.8766,-172.133
16,4,29.2001,-162.262
18,4,40.4992,-152.186
20,4,51.7592,-141.918
22,4,62.9659,-131.467
24,4,74.105,-120.845
26,4,85.1627,-110.063
28,4,96.1258,-99.1338
30,4,106.981,-88.0687
32,4,117.715,-76.8798
34,4,128.317,-65.5796
36,4,138.774,-54.1806
38,4,149.074,-42.6955
40,4,159.207,-31.1372
42,4,169.161,-19.5186
44,4,178.927,-7.85309
46,4,188.495,3.84611
48,4,197.854,15.5655
50,4,206.997,27.2916
52,4,215.914,39.0107
54,4,224.598,50.709
56,4,233.041,62.3727
58,4,241.235,73.9879
60,4,249.174,85.5406
62,4,256.852,97.0169
64,4,264.263,108.403
66,4,271.4,119.684
68,4,278.26,130.847
70,4,284.837,141.878
72,4,291.127,152.762
74,4,297.126,163.486
76,4,302.831,174.036
78,4,308.239,184.398
80,4,313.346,194.559
82,4,318.151,204.506
84,4,322.65,214.224
86,4,326.843,223.702
88,4,330.728,232.926
90,4,334.302,241.883
92,4,337.566,250.561
94,4,340.519,258.949
96,4,343.16,267.033
98,4,345.488,274.803
100,4,347.504,282.247
102,4,349.207,289.354
104,4,350.598,296.115
106,4,351.677,302.518
108,4,352.445,308.555
110,4,352.902,314.216
112,4,353.049,319.491
114,4,352.886,324.374
116,4,352.416,328.856
118,4,351.638,332.93
120,4,350.554,336.589
122,4,349.165,339.828
124,4,347.473,342.639
126,4,345.479,345.02
128,4,343.184,346.964
130,4,340.589,348.47
132,4,337.697,349.532
134,4,334.509,350.149
136,4,331.026,350.32
138,4,327.251,350.043
140,4,323.185,349.317
142,4,318.831,348.143
144,4,314.19,346.521
146,4,309.265,344.454
148,4,304.059,341.944
150,4,298.573,338.993
152,4,292.811,335.605
154,4,286.775,331.785
156,4,280.469,327.538
158,4,273.896,322.868
160,4,267.06,317.784
162,4,259.965,312.291
164,4,252.614,306.397
166,4,245.012,300.111
168,4,237.165,293.441
170,4,229.077,286.397
172,4,220.753,278.989
174,4,212.2,271.227
176,4,203.424,263.123
178,4,194.431,254.688
180,4,185.229,245.933
-180,6,214.996,248.568
-178,6,206.113,239.18
-176,6,197.008,229.493
-174,6,187.686,219.522
-172,6,178.154,209.282
-170,6,168.42,198.789
-168,6,158.49,188.059
-166,6,148.375,177.108
-164,6,138.083,165.953
-162,6,127.625,154.611
-160,6,117.01,143.098
-158,6,106.252,131.432
-156,6,95.3605,119.63
-154,6,84.3501,107.709
-152,6,73.234,95.686
-150,6,62.0263,83.5786
-148,6,50.742,71.4038
-146,6,39.3964,59.1786
-144,6,28.0058,46.9199
-142,6,16.5866,34.6444
-140,6,5.15596,22.3687
-138,6,-6.2685,10.1092
-136,6,-17.6688,-2.11824
-134,6,-29.0265,-14.2976
-132,6,-40.323,-26.4135
-130,6,-51.5392,-38.4506
-128,6,-62.656,-50.3942
-126,6,-73.654,-62.2296
-124,6,-84.5136,-73.9427
-122,6,-95.2155,-85.5198
-120,6,-105.74,-96.9473
-118,6,-116.068,-108.212
-116,6,-126.18,-119.302
-114,6,-136.056,-130.205
-112,6,-145.679,-140.909
-110,6,-155.028,-151.402
-108,6,-164.088,-161.673
-106,6,-172.839,-171.713
-104,6,-181.264,-181.511
-102,6,-189.346,-191.057
-100,6,-197.071,-200.341
-98,6,-204.421,-209.356
-96,6,-211.383,-218.092
-94,6,-217.942,-226.542
-92,6,-224.085,-234.697
-90,6,-229.801,-242.551
-88,6,-235.076,-250.096
-86,6,-239.901,-257.325
-84,6,-244.266,-264.233
-82,6,-248.163,-270.814
-80,6,-251.583,-277.063
-78,6,-254.519,-282.973
-76,6,-256.967,-288.54
-74,6,-258.922,-293.761
-72,6,-260.379,-298.63
-70,6,-261.337,-303.144
-68,6,-261.793,-307.299
-66,6,-261.748,-311.093
-64,6,-261.202,-314.523
-62,6,-260.156,-317.585
-60,6,-258.613,-320.278
-58,6,-256.577,-322.601
-56,6,-254.053,-324.551
-54,6,-251.046,-326.127
-52,6,-247.563,-327.329
-50,6,-243.611,-328.156
-48,6,-239.199,-328.608
-46,6,-234.335,-328.685
-44,6,-229.031,-328.386
-42,6,-223.297,-327.714
-40,6,-217.144,-326.669
-38,6,-210.586,-325.253
-36,6,-203.634,-323.467
-34,6,-196.303,-321.313
-32,6,-188.607,-318.794
-30,6,-180.561,-315.912
-28,6,-172.18,-312.671
-26,6,-163.479,-309.074
-24,6,-154.476,-305.124
-22,6,-145.186,-300.826
-20,6,-135.627,-296.184
-18,6,-125.815,-291.202
-16,6,-115.769,-285.887
-14,6,-105.505,-280.242
-12,6,-95.0408,-274.273
-10,6,-84.3949,-267.987
-8,6,-73.585,-261.39
-6,6,-62.6287,-254.488
-4,6,-51.5442,-247.288
-2,6,-40.349,-239.798
0,6,-29.0609,-232.024
2,6,-17.6976,-223.974
4,6,-6.27634,-215.657
6,6,5.18561,-207.081
8,6,16.6713,-198.254
10,6,28.1639,-189.185
12,6,39.6472,-179.884
14,6,51.1048,-170.359
16,6,62.5212,-160.62
18,6,73.8808,-150.677
20,6,85.1686,-140.539
22,6,96.37,-130.219
24,6,107.471,-119.725
26,6,118.457,-109.069
28,6,129.316,-98.261
30,6,140.034,-87.3132
32,6,150.6,-76.2367
34,6,161,-65.0429
36,6,171.225,-53.7438
38,6,181.263,-42.3514
40,6,191.103,-30.8778
42,6,200.737,-19.3355
44,6,210.154,-7.73696
46,6,219.347,3.90507
48,6,228.306,15.5777
50,6,237.025,27.2679
52,6,245.497,38.9625
54,6,253.714,50.6481
56,6,261.671,62.3114
58,6,269.362,73.9386
60,6,276.782,85.5162
62,6,283.928,97.0303
64,6,290.794,108.467
66,6,297.378,119.813
68,6,303.677,131.053
70,6,309.688,142.174
72,6,315.409,153.161
74,6,320.839,164.001
76,6,325.976,174.679
78,6,330.819,185.182
80,6,335.369,195.495
82,6,339.625,205.604
84,6,343.587,215.496
86,6,347.255,225.156
88,6,350.632,234.571
90,6,353.717,243.728
92,6,356.512,252.613
94,6,359.019,261.213
96,6,361.238,269.515
98,6,363.173,277.506
100,6,364.825,285.175
102,6,366.195,292.509
104,6,367.286,299.496
106,6,368.1,306.126
108,6,368.638,312.387
110,6,368.904,318.268
112,6,368.898,323.76
114,6,368.624,328.853
116,6,368.082,333.538
118,6,367.275,337.806
120,6,366.203,341.65
122,6,364.869,345.062
124,6,363.275,348.035
126,6,361.42,350.564
128,6,359.307,352.642
130,6,356.935,354.265
132,6,354.307,355.43
134,6,351.423,356.132
136,6,348.282,356.369
138,6,344.886,356.139
140,6,341.235,355.442
142,6,337.328,354.276
144,6,333.167,352.643
146,6,328.75,350.543
148,6,324.078,347.979
150,6,319.151,344.954
152,6,313.969,341.471
154,6,308.532,337.535
156,6,302.841,333.151
158,6,296.894,328.326
160,6,290.694,323.065
162,6,284.239,317.377
164,6,277.533,311.27
166,6,270.574,304.753
168,6,263.366,297.836
170,6,255.909,290.53
172,6,248.207,282.845
174,6,240.261,274.794
176,6,232.074,266.389
178,6,223.652,257.642
180,6,214.996,248.568
-180,8,243.958,250.985
-178,8,235.631,241.234
-176,8,227.053,231.178
-174,8,218.227,220.833
-172,8,209.156,210.217
-170,8,199.846,199.348
-168,8,190.302,188.243
-166,8,180.532,176.92
-164,8,170.543,165.398
-162,8,160.344,153.695
-160,8,149.944,141.83
-158,8,139.355,129.822
-156,8,128.587,117.689
-154,8,117.654,105.45
-152,8,106.57,93.1244
-150,8,95.3484,80.7298
-148,8,84.0052,68.2848
-146,8,72.5567,55.8077
-144,8,61.0201,43.3164
-142,8,49.4134,30.8285
-140,8,37.7553,18.3614
-138,8,26.0653,5.93186
-136,8,14.3634,-6.44337
-134,8,2.67019,-18.7482
-132,8,-8.99317,-30.9667
-130,8,-20.6051,-43.0838
-128,8,-32.1437,-55.0846
-126,8,-43.5868,-66.9546
-124,8,-54.9119,-78.6801
-122,8,-66.0965,-90.2477
-120,8,-77.1181,-101.644
-118,8,-87.9539,-112.858
-116,8,-98.5816,-123.877
-114,8,-108.979,-134.689
-112,8,-119.124,-145.284
-110,8,-128.995,-155.651
-108,8,-138.57,-165.781
-106,8,-147.83,-175.664
-104,8,-156.753,-185.291
-102,8,-165.32,-194.653
-100,8,-173.513,-203.744
-98,8,-181.314,-212.554
-96,8,-188.704,-221.077
-94,8,-195.669,-229.306
-92,8,-202.192,-237.235
-90,8,-208.26,-244.857
-88,8,-213.858,-252.166
-86,8,-218.976,-259.158
-84,8,-223.601,-265.828
-82,8,-227.723,-272.169
-80,8,-231.335,-278.179
-78,8,-234.428,-283.853
-76,8,-236.997,-289.188
-74,8,-239.036,-294.178
-72,8,-240.541,-298.822
-70,8,-241.509,-303.117
-68,8,-241.941,-307.059
-66,8,-241.835,-310.645
-64,8,-241.192,-313.875
-62,8,-240.016,-316.746
-60,8,-238.309,-319.255
-58,8,-236.077,-321.402
-56,8,-233.325,-323.186
-54,8,-230.061,-324.605
-52,8,-226.293,-325.659
-50,8,-222.029,-326.347
-48,8,-217.281,-326.67
-46,8,-212.059,-326.627
-44,8,-206.376,-326.219
-42,8,-200.245,-325.446
-40,8,-193.679,-324.311
-38,8,-186.693,-322.813
-36,8,-179.302,-320.954
-34,8,-171.523,-318.738
-32,8,-163.372,-316.165
-30,8,-154.865,-313.238
-28,8,-146.022,-309.961
-26,8,-136.86,-306.336
-24,8,-127.397,-302.367
-22,8,-117.652,-298.057
-20,8,-107.644,-293.412
-18,8,-97.3933,-288.434
-16,8,-86.9181,-283.13
-14,8,-76.2384,-277.504
-12,8,-65.3737,-271.561
-10,8,-54.3437,-265.308
-8,8,-43.168,-258.749
-6,8,-31.8659,-251.892
-4,8,-20.457,-244.743
-2,8,-8.96026,-237.309
0,8,2.60522,-229.596
2,8,14.2208,-221.613
4,8,25.8679,-213.367
6,8,37.5284,-204.865
8,8,49.1847,-196.116
10,8,60.8192,-187.129
12,8,72.4149,-177.912
14,8,83.9553,-168.473
16,8,95.4241,-158.822
18,8,106.806,-148.969
20,8,118.085,-138.922
22,8,129.247,-128.692
24,8,140.278,-118.288
26,8,151.164,-107.72
28,8,161.893,-96.9993
30,8,172.451,-86.1361
32,8,182.826,-75.1411
34,8,193.008,-64.0252
36,8,202.985,-52.7996
38,8,212.748,-41.4756
40,8,222.286,-30.0648
42,8,231.591,-18.5789
44,8,240.655,-7.02969
46,8,249.47,4.57061
48,8,258.028,16.2097
50,8,266.324,27.8752
52,8,274.352,39.5545
54,8,282.105,51.2346
56,8,289.581,62.9026
58,8,296.773,74.5454
60,8,303.681,86.1496
62,8,310.3,97.7017
64,8,316.628,109.188
66,8,322.664,120.595
68,8,328.406,131.909
70,8,333.854,143.115
72,8,339.009,154.199
74,8,343.87,165.148
76,8,348.438,175.947
78,8,352.715,186.582
80,8,356.703,197.037
82,8,360.404,207.3
84,8,363.82,217.354
86,8,366.955,227.187
88,8,369.811,236.784
90,8,372.392,246.13
92,8,374.701,255.211
94,8,376.743,264.013
96,8,378.522,272.523
98,8,380.04,280.726
100,8,381.303,288.609
102,8,382.315,296.16
104,8,383.08,303.364
106,8,383.6,310.21
108,8,383.882,316.686
110,8,383.928,322.779
112,8,383.741,328.478
114,8,383.325,333.772
116,8,382.684,338.651
118,8,381.819,343.105
120,8,380.733,347.125
122,8,379.429,350.701
124,8,377.908,353.827
126,8,376.171,356.494
128,8,374.219,358.697
130,8,372.054,360.428
132,8,369.675,361.684
134,8,367.081,362.459
136,8,364.273,362.75
138,8,361.25,362.556
140,8,358.009,361.872
142,8,354.55,360.7
144,8,350.87,359.039
146,8,346.968,356.89
148,8,342.84,354.254
150,8,338.484,351.135
152,8,333.898,347.536
154,8,329.077,343.462
156,8,324.02,338.918
158,8,318.724,333.911
160,8,313.184,328.449
162,8,307.4,322.538
164,8,301.367,316.19
166,8,295.083,309.413
168,8,288.547,302.218
170,8,281.756,294.617
172,8,274.71,286.623
174,8,267.407,278.249
176,8,259.847,269.508
178,8,252.03,260.415
180,8,243.958,250.985
-180,10,271.993,253.115
-178,10,264.254,242.969
-176,10,256.234,232.511
-174,10,247.933,221.76
-172,10,239.353,210.737
-170,10,230.495,199.459
-168,10,221.364,187.948
-166,10,211.964,176.222
-164,10,202.301,164.303
-162,10,192.384,152.21
-160,10,182.22,139.965
-158,10,171.819,127.588
-156,10,161.194,115.099
-154,10,150.355,102.519
-152,10,139.318,89.8674
-150,10,128.096,77.1649
-148,10,116.707,64.431
-146,10,105.168,51.685
-144,10,93.4961,38.9459
-142,10,81.7122,26.2323
-140,10,69.8364,13.5622
-138,10,57.89,0.953151
-136,10,45.8955,-11.5777
-134,10,33.8758,-24.0138
-132,10,21.8546,-36.3394
-130,10,9.85618,-48.539
-128,10,-2.09459,-60.5981
-126,10,-13.9726,-72.5024
-124,10,-25.7522,-84.2387
-122,10,-37.4079,-95.794
-120,10,-48.9138,-107.156
-118,10,-60.2441,-118.314
-116,10,-71.3731,-129.255
-114,10,-82.2753,-139.971
-112,10,-92.9255,-150.451
-110,10,-103.299,-160.687
-108,10,-113.371,-170.668
-106,10,-123.118,-180.388
-104,10,-132.518,-189.839
-102,10,-141.547,-199.013
-100,10,-150.184,-207.904
-98,10,-158.409,-216.506
-96,10,-166.203,-224.813
-94,10,-173.546,-232.82
-92,10,-180.421,-240.52
-90,10,-186.812,-247.91
-88,10,-192.705,-254.986
-86,10,-198.085,-261.742
-84,10,-202.94,-268.175
-82,10,-207.26,-274.282
-80,10,-211.034,-280.059
-78,10,-214.254,-285.503
-76,10,-216.915,-290.611
-74,10,-219.009,-295.379
-72,10,-220.534,-299.807
-70,10,-221.488,-303.89
-68,10,-221.868,-307.628
-66,10,-221.677,-311.017
-64,10,-220.915,-314.056
-62,10,-219.587,-316.744
-60,10,-217.696,-319.078
-58,10,-215.249,-321.058
-56,10,-212.254,-322.683
-54,10,-208.718,-323.951
-52,10,-204.653,-324.862
-50,10,-200.069,-325.415
-48,10,-194.978,-325.611
-46,10,-189.393,-325.449
-44,10,-183.329,-324.93
-42,10,-176.801,-324.053
-40,10,-169.825,-322.821
-38,10,-162.418,-321.234
-36,10,-154.598,-319.293
-34,10,-146.382,-317.001
-32,10,-137.791,-314.359
-30,10,-128.843,-311.37
-28,10,-119.558,-308.036
-26,10,-109.957,-304.36
-24,10,-100.06,-300.347
-22,10,-89.8892,-295.998
-20,10,-79.4645,-291.319
-18,10,-68.8076,-286.314
-16,10,-57.9397,-280.986
-14,10,-46.8824,-275.343
-12,10,-35.6568,-269.387
-10,10,-24.2842,-263.126
-8,10,-12.7857,-256.565
-6,10,-1.18205,-249.71
-4,10,10.5061,-242.567
-2,10,22.2584,-235.144
0,10,34.055,-227.447
2,10,45.8762,-219.484
4,10,57.7027,-211.262
6,10,69.5159,-202.788
8,10,81.2973,-194.071
10,10,93.0291,-185.119
12,10,104.694,-175.941
14,10,116.275,-166.544
16,10,127.757,-156.938
