Phi[deg],Theta[deg],re(rETheta)[mV],im(rETheta)[mV]
-130,2,293.523,306.852
-128,2,296.497,305.858
-126,2,299.163,304.486
-124,2,301.518,302.737
-122,2,303.56,300.615
-120,2,305.287,298.121
-118,2,306.697,295.261
-116,2,307.788,292.037
-114,2,308.56,288.455
-112,2,309.012,284.519
-110,2,309.142,280.235
-108,2,308.951,275.61
-106,2,308.438,270.648
-104,2,307.604,265.358
-102,2,306.449,259.746
-100,2,304.975,253.819
-98,2,303.181,247.587
-96,2,301.07,241.057
-94,2,298.643,234.238
-92,2,295.902,227.139
-90,2,292.85,219.769
-88,2,289.488,212.138
-86,2,285.821,204.256
-84,2,281.851,196.134
-82,2,277.581,187.781
-80,2,273.016,179.209
-78,2,268.16,170.429
-76,2,263.018,161.452
-74,2,257.593,152.289
-72,2,251.891,142.953
-70,2,245.918,133.454
-68,2,239.68,123.804
-66,2,233.182,114.017
-64,2,226.431,104.104
-62,2,219.434,94.0778
-60,2,212.198,83.9503
-58,2,204.729,73.7341
-56,2,197.037,63.4419
-54,2,189.129,53.0864
-52,2,181.012,42.68
-50,2,172.697,32.2355
-48,2,164.191,21.7656
-46,2,155.505,11.2828
-44,2,146.646,0.799695
-42,2,137.626,-9.67106
-40,2,128.454,-20.117
-38,2,119.141,-30.5258
-36,2,109.697,-40.8849
-34,2,100.133,-51.1823
-32,2,90.4596,-61.4058
-30,2,80.6887,-71.5434
-28,2,70.8315,-81.5831
-26,2,60.8997,-91.5134
-24,2,50.9052,-101.323
-22,2,40.8599,-111
-20,2,30.7762,-120.533
-18,2,20.6663,-129.911
-16,2,10.5427,-139.125
-14,2,0.418079,-148.162
-12,2,-9.69499,-157.013
-10,2,-19.7837,-165.667
-8,2,-29.8352,-174.116
-6,2,-39.8367,-182.348
-4,2,-49.7752,-190.355
-2,2,-59.6379,-198.128
0,2,-69.4117,-205.658
2,2,-79.0839,-212.936
4,2,-88.6416,-219.954
6,2,-98.0721,-226.705
8,2,-107.363,-233.18
10,2,-116.501,-239.373
12,2,-125.474,-245.276
14,2,-134.27,-250.883
16,2,-142.877,-256.187
18,2,-151.283,-261.183
20,2,-159.476,-265.865
22,2,-167.444,-270.227
24,2,-175.177,-274.265
26,2,-182.664,-277.975
28,2,-189.894,-281.351
30,2,-196.856,-284.391
32,2,-203.541,-287.09
34,2,-209.938,-289.446
36,2,-216.04,-291.456
38,2,-221.836,-293.118
40,2,-227.319,-294.429
42,2,-232.481,-295.388
44,2,-237.313,-295.994
46,2,-241.809,-296.246
48,2,-245.962,-296.144
50,2,-249.765,-295.687
52,2,-253.215,-294.876
54,2,-256.304,-293.712
56,2,-259.029,-292.195
58,2,-261.385,-290.328
60,2,-263.369,-288.112
62,2,-264.977,-285.549
64,2,-266.209,-282.642
66,2,-267.061,-279.394
68,2,-267.532,-275.809
70,2,-267.621,-271.889
72,2,-267.329,-267.641
74,2,-266.656,-263.067
76,2,-265.603,-258.173
78,2,-264.171,-252.964
80,2,-262.363,-247.445
82,2,-260.181,-241.624
84,2,-257.629,-235.505
86,2,-254.71,-229.096
88,2,-251.429,-222.404
90,2,-247.79,-215.437
92,2,-243.8,-208.201
94,2,-239.464,-200.705
96,2,-234.788,-192.958
98,2,-229.781,-184.968
100,2,-224.448,-176.744
102,2,-218.798,-168.296
104,2,-212.84,-159.632
106,2,-206.582,-150.764
108,2,-200.033,-141.701
110,2,-193.203,-132.454
112,2,-186.101,-123.033
114,2,-178.739,-113.45
116,2,-171.127,-103.715
118,2,-163.275,-93.8409
120,2,-155.196,-83.8384
122,2,-146.9,-73.7195
124,2,-138.398,-63.4965
126,2,-129.704,-53.1816
128,2,-120.83,-42.7872
130,2,-111.787,-32.3259
132,2,-102.587,-21.8105
134,2,-93.2449,-11.2537
136,2,-83.7716,-0.668587
138,2,-74.1804,9.93184
140,2,-64.4841,20.5344
142,2,-54.6956,31.126
144,2,-44.8277,41.6934
146,2,-34.8933,52.2232
148,2,-24.9052,62.7023
150,2,-14.8764,73.1175
152,2,-4.8194,83.4553
154,2,5.25301,93.7029
156,2,15.3283,103.847
158,2,25.394,113.874
160,2,35.4379,123.773
162,2,45.4478,133.529
164,2,55.4117,143.13
166,2,65.3177,152.564
168,2,75.1543,161.818
170,2,84.9101,170.881
172,2,94.5738,179.74
174,2,104.134,188.384
176,2,113.581,196.802
178,2,122.904,204.982
180,2,132.091,212.914
-180,4,162.914,216.622
-178,4,171.576,224.56
-176,4,180.063,232.222
-174,4,188.368,239.6
-172,4,196.483,246.681
-170,4,204.403,253.456
-168,4,212.12,259.915
-166,4,219.629,266.048
-164,4,226.924,271.848
-162,4,233.999,277.305
-160,4,240.849,282.413
-158,4,247.471,287.163
-156,4,253.858,291.55
-154,4,260.006,295.567
-152,4,265.913,299.208
-150,4,271.573,302.469
-148,4,276.984,305.345
-146,4,282.141,307.833
-144,4,287.042,309.93
-142,4,291.684,311.632
-140,4,296.063,312.939
-138,4,300.178,313.848
-136,4,304.024,314.359
-134,4,307.601,314.471
-132,4,310.905,314.186
-130,4,313.935,313.505
-128,4,316.688,312.428
-126,4,319.163,310.959
-124,4,321.358,309.1
-122,4,323.27,306.854
-120,4,324.899,304.226
-118,4,326.242,301.219
-116,4,327.299,297.839
-114,4,328.068,294.092
-112,4,328.549,289.983
-110,4,328.739,285.519
-108,4,328.639,280.706
-106,4,328.247,275.553
-104,4,327.563,270.066
-102,4,326.587,264.255
-100,4,325.318,258.128
-98,4,323.756,251.693
-96,4,321.901,244.961
-94,4,319.755,237.94
-92,4,317.316,230.642
-90,4,314.587,223.075
-88,4,311.567,215.252
-86,4,308.259,207.182
-84,4,304.664,198.877
-82,4,300.783,190.349
-80,4,296.618,181.608
-78,4,292.173,172.666
-76,4,287.449,163.536
-74,4,282.45,154.23
-72,4,277.178,144.759
-70,4,271.638,135.136
-68,4,265.833,125.373
-66,4,259.768,115.483
-64,4,253.447,105.478
-62,4,246.874,95.3708
-60,4,240.057,85.1743
-58,4,232.999,74.9009
-56,4,225.708,64.5633
-54,4,218.189,54.174
-52,4,210.449,43.7456
-50,4,202.496,33.2908
-48,4,194.337,22.8218
-46,4,185.979,12.3513
-44,4,177.432,1.89156
-42,4,168.703,-8.54523
-40,4,159.801,-18.9469
-38,4,150.737,-29.3014
-36,4,141.519,-39.5968
-34,4,132.158,-49.8214
-32,4,122.663,-59.9636
-30,4,113.046,-70.0119
-28,4,103.317,-79.9549
-26,4,93.4871,-89.7817
-24,4,83.5687,-99.4812
-22,4,73.5732,-109.043
-20,4,63.5128,-118.456
-18,4,53.3996,-127.71
-16,4,43.2462,-136.795
-14,4,33.0656,-145.702
-12,4,22.8705,-154.42
-10,4,12.6743,-162.94
-8,4,2.49016,-171.253
-6,4,-7.66828,-179.35
-4,4,-17.7874,-187.223
-2,4,-27.8536,-194.863
0,4,-37.8528,-202.262
2,4,-47.7714,-209.412
4,4,-57.5952,-216.305
6,4,-67.3103,-222.936
8,4,-76.9029,-229.295
10,4,-86.3588,-235.378
12,4,-95.6643,-241.176
14,4,-104.806,-246.686
16,4,-113.769,-251.9
18,4,-122.541,-256.813
20,4,-131.107,-261.42
22,4,-139.456,-265.717
24,4,-147.573,-269.699
26,4,-155.447,-273.362
28,4,-163.064,-276.701
30,4,-170.412,-279.714
32,4,-177.48,-282.397
34,4,-184.256,-284.748
36,4,-190.729,-286.764
38,4,-196.887,-288.443
40,4,-202.722,-289.783
42,4,-208.223,-290.782
44,4,-213.38,-291.44
46,4,-218.185,-291.755
48,4,-222.629,-291.727
50,4,-226.706,-291.356
52,4,-230.407,-290.642
54,4,-233.726,-289.585
56,4,-236.658,-288.187
58,4,-239.196,-286.448
60,4,-241.337,-284.37
62,4,-243.076,-281.954
64,4,-244.41,-279.204
66,4,-245.337,-276.121
68,4,-245.854,-272.708
70,4,-245.961,-268.968
72,4,-245.658,-264.905
74,4,-244.944,-260.522
76,4,-243.82,-255.823
78,4,-242.289,-250.814
80,4,-240.352,-245.498
82,4,-238.013,-239.881
84,4,-235.277,-233.968
86,4,-232.147,-227.765
88,4,-228.629,-221.278
90,4,-224.729,-214.514
92,4,-220.454,-207.478
94,4,-215.811,-200.178
96,4,-210.808,-192.622
98,4,-205.454,-184.816
100,4,-199.757,-176.77
102,4,-193.728,-168.491
104,4,-187.377,-159.989
106,4,-180.715,-151.271
108,4,-173.753,-142.348
110,4,-166.503,-133.228
112,4,-158.977,-123.922
114,4,-151.188,-114.441
116,4,-143.148,-104.794
118,4,-134.872,-94.9922
120,4,-126.372,-85.0471
122,4,-117.662,-74.9697
124,4,-108.757,-64.7719
126,4,-99.6698,-54.4655
128,4,-90.4161,-44.0627
130,4,-81.0098,-33.5759
132,4,-71.4656,-23.0177
134,4,-61.7981,-12.401
136,4,-52.0219,-1.73877
138,4,-42.1514,8.95566
140,4,-32.2014,19.6689
142,4,-22.1861,30.3875
144,4,-12.1199,41.0976
146,4,-2.01689,51.7855
148,4,8.10897,62.4373
150,4,18.2439,73.0391
152,4,28.3745,83.5767
154,4,38.4875,94.0363
156,4,48.5698,104.404
158,4,58.609,114.665
160,4,68.5926,124.806
162,4,78.5086,134.813
164,4,88.3454,144.672
166,4,98.0916,154.37
168,4,107.737,163.893
170,4,117.269,173.227
172,4,126.68,182.36
174,4,135.959,191.278
176,4,145.097,199.97
178,4,154.085,208.422
180,4,162.914,216.622
-180,6,193.2,220.281
-178,6,201.439,228.525
-176,6,209.481,236.487
-174,6,217.323,244.156
-172,6,224.96,251.52
-170,6,232.387,258.567
-168,6,239.601,265.286
-166,6,246.598,271.668
-164,6,253.375,277.703
-162,6,259.93,283.38
-160,6,266.261,288.692
-158,6,272.364,293.631
-156,6,278.239,298.189
-154,6,283.883,302.361
-152,6,289.296,306.139
-150,6,294.475,309.518
-148,6,299.42,312.495
-146,6,304.129,315.064
-144,6,308.602,317.223
-142,6,312.837,318.97
-140,6,316.834,320.303
-138,6,320.592,321.22
-136,6,324.108,321.721
-134,6,327.384,321.807
-132,6,330.417,321.478
-130,6,333.206,320.736
-128,6,335.75,319.584
-126,6,338.049,318.024
-124,6,340.1,316.06
-122,6,341.902,313.697
-120,6,343.454,310.939
-118,6,344.754,307.791
-116,6,345.802,304.26
-114,6,346.594,300.351
-112,6,347.13,296.073
-110,6,347.407,291.432
-108,6,347.425,286.437
-106,6,347.181,281.096
-104,6,346.675,275.418
-102,6,345.903,269.412
-100,6,344.865,263.088
-98,6,343.56,256.456
-96,6,341.985,249.526
-94,6,340.141,242.309
-92,6,338.025,234.816
-90,6,335.636,227.058
-88,6,332.975,219.047
-86,6,330.041,210.795
-84,6,326.832,202.312
-82,6,323.35,193.612
-80,6,319.595,184.706
-78,6,315.567,175.607
-76,6,311.267,166.327
-74,6,306.696,156.879
-72,6,301.855,147.275
-70,6,296.748,137.528
-68,6,291.375,127.652
-66,6,285.739,117.657
-64,6,279.844,107.558
-62,6,273.693,97.3672
-60,6,267.289,87.0967
-58,6,260.637,76.7595
-56,6,253.742,66.3682
-54,6,246.608,55.9354
-52,6,239.241,45.4734
-50,6,231.648,34.9947
-48,6,223.833,24.5115
-46,6,215.805,14.036
-44,6,207.569,3.58024
-42,6,199.135,-6.8439
-40,6,190.509,-17.2246
-38,6,181.701,-27.5503
-36,6,172.718,-37.8095
-34,6,163.571,-47.9908
-32,6,154.27,-58.0831
-30,6,144.823,-68.0755
-28,6,135.241,-77.9571
-26,6,125.537,-87.7175
-24,6,115.719,-97.346
-22,6,105.801,-106.833
-20,6,95.7931,-116.167
-18,6,85.7087,-125.34
-16,6,75.5599,-134.342
-14,6,65.3595,-143.163
-12,6,55.1207,-151.794
-10,6,44.8568,-160.227
-8,6,34.5815,-168.453
-6,6,24.3088,-176.463
-4,6,14.0526,-184.249
-2,6,3.82733,-191.804
0,6,-6.35251,-199.119
2,6,-16.4723,-206.188
4,6,-26.5171,-213.004
6,6,-36.4722,-219.559
8,6,-46.3226,-225.848
10,6,-56.053,-231.863
12,6,-65.6486,-237.6
14,6,-75.0941,-243.052
16,6,-84.3745,-248.214
18,6,-93.4747,-253.082
20,6,-102.38,-257.65
22,6,-111.075,-261.914
24,6,-119.546,-265.87
26,6,-127.778,-269.514
28,6,-135.757,-272.843
30,6,-143.469,-275.853
32,6,-150.899,-278.542
34,6,-158.036,-280.907
36,6,-164.865,-282.946
38,6,-171.375,-284.657
40,6,-177.553,-286.038
42,6,-183.387,-287.088
44,6,-188.866,-287.806
46,6,-193.981,-288.19
48,6,-198.72,-288.242
50,6,-203.074,-287.96
52,6,-207.035,-287.344
54,6,-210.595,-286.395
56,6,-213.745,-285.114
58,6,-216.481,-283.502
60,6,-218.795,-281.559
62,6,-220.682,-279.288
64,6,-222.139,-276.69
66,6,-223.162,-273.767
68,6,-223.748,-270.522
70,6,-223.896,-266.956
72,6,-223.605,-263.074
74,6,-222.874,-258.877
76,6,-221.704,-254.371
78,6,-220.098,-249.557
80,6,-218.058,-244.44
82,6,-215.587,-239.025
84,6,-212.69,-233.315
86,6,-209.373,-227.316
88,6,-205.641,-221.033
90,6,-201.501,-214.47
92,6,-196.961,-207.634
94,6,-192.03,-200.531
96,6,-186.718,-193.166
98,6,-181.034,-185.547
100,6,-174.989,-177.681
102,6,-168.595,-169.573
104,6,-161.865,-161.233
106,6,-154.81,-152.668
108,6,-147.445,-143.886
110,6,-139.784,-134.896
112,6,-131.841,-125.706
114,6,-123.63,-116.326
116,6,-115.169,-106.766
118,6,-106.471,-97.0361
120,6,-97.5543,-87.1458
122,6,-88.4338,-77.1062
124,6,-79.1265,-66.9284
126,6,-69.6491,-56.6238
128,6,-60.0183,-46.2043
130,6,-50.2511,-35.6818
132,6,-40.3643,-25.0689
134,6,-30.3746,-14.3784
136,6,-20.299,-3.62324
138,6,-10.1538,7.18311
140,6,0.0444666,18.027
142,6,10.2796,28.8946
144,6,20.5359,39.7717
146,6,30.7976,50.6439
148,6,41.0496,61.4966
150,6,51.2771,72.3151
152,6,61.4658,83.0846
154,6,71.6016,93.7899
156,6,81.6713,104.416
158,6,91.6618,114.948
160,6,101.561,125.37
162,6,111.356,135.668
164,6,121.038,145.826
166,6,130.593,155.829
168,6,140.014,165.662
170,6,149.289,175.31
172,6,158.411,184.76
174,6,167.37,193.995
176,6,176.16,203.004
178,6,184.772,211.77
180,6,193.2,220.281
-180,8,222.816,223.815
-178,8,230.591,232.403
-176,8,238.149,240.703
-174,8,245.488,248.701
-172,8,252.605,256.384
-170,8,259.499,263.738
-168,8,266.17,270.753
-166,8,272.617,277.415
-164,8,278.839,283.715
-162,8,284.838,289.642
-160,8,290.614,295.187
-158,8,296.167,300.341
-156,8,301.499,305.096
-154,8,306.611,309.445
-152,8,311.505,313.381
-150,8,316.181,316.9
-148,8,320.641,319.995
-146,8,324.887,322.663
-144,8,328.919,324.902
-142,8,332.739,326.708
-140,8,336.347,328.08
-138,8,339.745,329.018
-136,8,342.932,329.521
-134,8,345.91,329.59
-132,8,348.679,329.227
-130,8,351.237,328.435
-128,8,353.585,327.215
-126,8,355.723,325.573
-124,8,357.648,323.513
-122,8,359.36,321.039
-120,8,360.857,318.158
-118,8,362.138,314.875
-116,8,363.2,311.199
-114,8,364.041,307.136
-112,8,364.658,302.695
-110,8,365.05,297.885
-108,8,365.213,292.713
-106,8,365.144,287.191
-104,8,364.841,281.328
-102,8,364.3,275.134
-100,8,363.518,268.62
-98,8,362.493,261.796
-96,8,361.22,254.676
-94,8,359.698,247.269
-92,8,357.923,239.588
-90,8,355.893,231.645
-88,8,353.605,223.452
-86,8,351.056,215.022
-84,8,348.246,206.367
-82,8,345.172,197.5
-80,8,341.832,188.434
-78,8,338.225,179.181
-76,8,334.351,169.754
-74,8,330.209,160.167
-72,8,325.799,150.433
-70,8,321.121,140.563
-68,8,316.176,130.572
-66,8,310.965,120.472
-64,8,305.491,110.276
-62,8,299.754,99.9964
-60,8,293.758,89.6463
-58,8,287.505,79.2381
-56,8,281,68.7845
-54,8,274.245,58.2976
-52,8,267.246,47.7899
-50,8,260.008,37.2734
-48,8,252.535,26.7602
-46,8,244.834,16.262
-44,8,236.912,5.79059
-42,8,228.774,-4.64247
-40,8,220.428,-15.0258
-38,8,211.883,-25.3482
-36,8,203.145,-35.5986
-34,8,194.224,-45.7661
-32,8,185.13,-55.84
-30,8,175.87,-65.8097
-28,8,166.456,-75.665
-26,8,156.898,-85.3957
-24,8,147.206,-94.9918
-22,8,137.392,-104.444
-20,8,127.467,-113.741
-18,8,117.444,-122.876
-16,8,107.333,-131.838
-14,8,97.1495,-140.619
-12,8,86.9048,-149.209
-10,8,76.6127,-157.601
-8,8,66.2871,-165.786
-6,8,55.9419,-173.757
-4,8,45.5915,-181.504
-2,8,35.2506,-189.021
0,8,24.9339,-196.301
2,8,14.6568,-203.336
4,8,4.43457,-210.12
6,8,-5.71719,-216.646
8,8,-15.7827,-222.908
10,8,-25.746,-228.9
12,8,-35.591,-234.617
14,8,-45.3016,-240.052
16,8,-54.8616,-245.202
18,8,-64.2547,-250.06
20,8,-73.4645,-254.624
22,8,-82.475,-258.888
24,8,-91.2699,-262.849
26,8,-99.8333,-266.503
28,8,-108.149,-269.847
30,8,-116.202,-272.878
32,8,-123.976,-275.594
34,8,-131.457,-277.992
36,8,-138.629,-280.071
38,8,-145.478,-281.827
40,8,-151.991,-283.261
42,8,-158.153,-284.371
44,8,-163.951,-285.157
46,8,-169.374,-285.616
48,8,-174.41,-285.751
50,8,-179.046,-285.559
52,8,-183.274,-285.042
54,8,-187.083,-284.2
56,8,-190.464,-283.034
58,8,-193.409,-281.544
60,8,-195.91,-279.732
62,8,-197.963,-277.6
64,8,-199.56,-275.148
66,8,-200.698,-272.379
68,8,-201.373,-269.294
70,8,-201.582,-265.896
72,8,-201.325,-262.188
74,8,-200.599,-258.172
76,8,-199.407,-253.85
78,8,-197.749,-249.226
80,8,-195.629,-244.303
82,8,-193.049,-239.085
84,8,-190.016,-233.574
86,8,-186.533,-227.776
88,8,-182.609,-221.693
90,8,-178.251,-215.331
92,8,-173.468,-208.694
94,8,-168.269,-201.787
96,8,-162.667,-194.614
98,8,-156.671,-187.182
100,8,-150.295,-179.495
102,8,-143.551,-171.561
104,8,-136.456,-163.385
106,8,-129.022,-154.974
108,8,-121.266,-146.335
110,8,-113.204,-137.475
112,8,-104.853,-128.403
114,8,-96.2306,-119.126
116,8,-87.3543,-109.653
118,8,-78.2425,-99.9934
120,8,-68.9139,-90.1561
122,8,-59.3875,-80.1513
124,8,-49.6825,-69.9892
126,8,-39.818,-59.6808
128,8,-29.8136,-49.2372
130,8,-19.6885,-38.6701
132,8,-9.46229,-27.9918
134,8,0.84597,-17.2149
136,8,11.2172,-6.35228
138,8,21.6326,4.5825
140,8,32.0738,15.5756
142,8,42.5225,26.6127
144,8,52.9613,37.6793
146,8,63.373,48.7603
148,8,73.7409,59.8404
150,8,84.049,70.9041
152,8,94.282,81.9354
154,8,104.425,92.9185
156,8,114.464,103.837
158,8,124.387,114.674
160,8,134.179,125.414
162,8,143.831,136.039
164,8,153.331,146.534
166,8,162.668,156.881
168,8,171.834,167.064
170,8,180.82,177.067
172,8,189.619,186.874
174,8,198.224,196.467
176,8,206.628,205.832
178,8,214.827,214.953
180,8,222.816,223.815
-180,10,251.633,227.149
-178,10,258.909,236.118
-176,10,265.945,244.79
-174,10,272.743,253.152
-172,10,279.303,261.186
-170,10,285.628,268.88
-168,10,291.719,276.22
-166,10,297.579,283.193
-164,10,303.212,289.786
-162,10,308.621,295.99
-160,10,313.81,301.793
-158,10,318.783,307.186
-156,10,323.545,312.161
-154,10,328.099,316.709
-152,10,332.451,320.823
-150,10,336.603,324.499
-148,10,340.561,327.731
-146,10,344.328,330.515
-144,10,347.908,332.848
-142,10,351.304,334.728
-140,10,354.519,336.153
-138,10,357.556,337.124
-136,10,360.415,337.641
-134,10,363.1,337.705
-132,10,365.612,337.318
-130,10,367.95,336.485
-128,10,370.115,335.208
-126,10,372.107,333.493
-124,10,373.924,331.344
-122,10,375.566,328.769
-120,10,377.03,325.773
-118,10,378.313,322.365
-116,10,379.415,318.553
-114,10,380.33,314.344
-112,10,381.055,309.749
-110,10,381.587,304.777
-108,10,381.922,299.438
-106,10,382.054,293.744
-104,10,381.979,287.704
-102,10,381.693,281.33
-100,10,381.191,274.634
-98,10,380.467,267.629
-96,10,379.517,260.326
-94,10,378.336,252.737
-92,10,376.919,244.876
-90,10,375.262,236.755
-88,10,373.36,228.388
-86,10,371.209,219.787
-84,10,368.805,210.966
-82,10,366.144,201.938
-80,10,363.224,192.716
-78,10,360.041,183.314
-76,10,356.593,173.744
-74,10,352.878,164.02
-72,10,348.895,154.156
-70,10,344.643,144.164
-68,10,340.12,134.058
-66,10,335.328,123.85
-64,10,330.266,113.553
-62,10,324.936,103.18
-60,10,319.339,92.7445
-58,10,313.477,82.2577
-56,10,307.353,71.7324
-54,10,300.971,61.1807
-52,10,294.333,50.6146
-50,10,287.444,40.046
-48,10,280.31,29.4866
-46,10,272.934,18.9478
-44,10,265.323,8.44103
-42,10,257.484,-2.02259
-40,10,249.422,-12.4321
-38,10,241.145,-22.7765
-36,10,232.661,-33.0454
-34,10,223.978,-43.2282
-32,10,215.104,-53.3146
-30,10,206.048,-63.2945
-28,10,196.821,-73.1579
-26,10,187.431,-82.8951
-24,10,177.889,-92.4965
-22,10,168.206,-101.953
-20,10,158.392,-111.254
-18,10,148.461,-120.392
-16,10,138.422,-129.358
-14,10,128.29,-138.142
-12,10,118.076,-146.737
-10,10,107.795,-155.134
-8,10,97.4581,-163.325
-6,10,87.081,-171.302
-4,10,76.6776,-179.058
-2,10,66.2627,-186.585
0,10,55.8513,-193.875
2,10,45.4587,-200.923
4,10,35.1008,-207.721
6,10,24.7935,-214.262
8,10,14.5532,-220.542
10,10,4.39653,-226.553
12,10,-5.65979,-232.291
14,10,-15.5987,-237.749
16,10,-25.4029,-242.924
18,10,-35.0552,-247.81
20,10,-44.538,-252.403
22,10,-53.8339,-256.699
24,10,-62.9254,-260.695
