Phi[deg],Theta[deg],re(rETheta)[mV],im(rETheta)[mV]
72,36,48.1123,-341.34
74,36,47.8225,-338.581
76,36,48.2752,-335.637
78,36,49.4726,-332.514
80,36,51.4154,-329.216
82,36,54.1017,-325.744
84,36,57.528,-322.1
86,36,61.6888,-318.28
88,36,66.5765,-314.279
90,36,72.1815,-310.091
92,36,78.4923,-305.706
94,36,85.4952,-301.115
96,36,93.1745,-296.302
98,36,101.512,-291.255
100,36,110.488,-285.956
102,36,120.078,-280.388
104,36,130.259,-274.533
106,36,141.001,-268.37
108,36,152.274,-261.88
110,36,164.046,-255.042
112,36,176.278,-247.836
114,36,188.933,-240.242
116,36,201.968,-232.241
118,36,215.339,-223.813
120,36,228.998,-214.943
122,36,242.895,-205.615
124,36,256.977,-195.816
126,36,271.19,-185.536
128,36,285.478,-174.765
130,36,299.781,-163.5
132,36,314.042,-151.738
134,36,328.199,-139.479
136,36,342.192,-126.73
138,36,355.961,-113.498
140,36,369.445,-99.7966
142,36,382.586,-85.6407
144,36,395.328,-71.0506
146,36,407.615,-56.0501
148,36,419.394,-40.6664
150,36,430.618,-24.9307
152,36,441.242,-8.87724
154,36,451.224,7.45642
156,36,460.529,24.0298
158,36,469.126,40.7998
160,36,476.989,57.7209
162,36,484.099,74.7459
164,36,490.442,91.8256
166,36,496.012,108.91
168,36,500.806,125.948
170,36,504.83,142.888
172,36,508.096,159.68
174,36,510.621,176.271
176,36,512.429,192.612
178,36,513.549,208.654
180,36,514.017,224.349
-180,38,524.011,219.111
-178,38,523.432,234.857
-176,38,522.259,250.159
-174,38,520.546,264.975
-172,38,518.347,279.265
-170,38,515.722,292.992
-168,38,512.732,306.124
-166,38,509.44,318.63
-164,38,505.91,330.484
-162,38,502.208,341.664
-160,38,498.399,352.15
-158,38,494.546,361.928
-156,38,490.712,370.984
-154,38,486.957,379.311
-152,38,483.338,386.903
-150,38,479.909,393.758
-148,38,476.721,399.876
-146,38,473.819,405.26
-144,38,471.243,409.917
-142,38,469.03,413.855
-140,38,467.21,417.082
-138,38,465.808,419.612
-136,38,464.842,421.456
-134,38,464.326,422.63
-132,38,464.267,423.148
-130,38,464.666,423.027
-128,38,465.52,422.283
-126,38,466.818,420.933
-124,38,468.546,418.996
-122,38,470.684,416.486
-120,38,473.208,413.424
-118,38,476.089,409.824
-116,38,479.295,405.704
-114,38,482.79,401.081
-112,38,486.537,395.971
-110,38,490.494,390.39
-108,38,494.62,384.354
-106,38,498.871,377.878
-104,38,503.203,370.977
-102,38,507.571,363.667
-100,38,511.931,355.961
-98,38,516.24,347.876
-96,38,520.457,339.425
-94,38,524.539,330.623
-92,38,528.45,321.485
-90,38,532.153,312.026
-88,38,535.615,302.262
-86,38,538.805,292.207
-84,38,541.696,281.876
-82,38,544.265,271.286
-80,38,546.49,260.451
-78,38,548.356,249.388
-76,38,549.849,238.112
-74,38,550.959,226.639
-72,38,551.68,214.986
-70,38,552.008,203.166
-68,38,551.943,191.197
-66,38,551.488,179.092
-64,38,550.649,166.866
-62,38,549.433,154.534
-60,38,547.85,142.108
-58,38,545.91,129.603
-56,38,543.628,117.029
-54,38,541.015,104.399
-52,38,538.086,91.7234
-50,38,534.856,79.0123
-48,38,531.338,66.2752
-46,38,527.545,53.5208
-44,38,523.49,40.7572
-42,38,519.185,27.9923
-40,38,514.639,15.2331
-38,38,509.862,2.48674
-36,38,504.859,-10.2401
-34,38,499.636,-22.9407
-32,38,494.196,-35.6081
-30,38,488.54,-48.2352
-28,38,482.667,-60.8146
-26,38,476.575,-73.3381
-24,38,470.261,-85.7969
-22,38,463.718,-98.1815
-20,38,456.94,-110.481
-18,38,449.92,-122.685
-16,38,442.651,-134.78
-14,38,435.125,-146.753
-12,38,427.333,-158.588
-10,38,419.27,-170.27
-8,38,410.929,-181.783
-6,38,402.304,-193.107
-4,38,393.394,-204.225
-2,38,384.197,-215.117
0,38,374.715,-225.763
2,38,364.951,-236.143
4,38,354.912,-246.235
6,38,344.609,-256.021
8,38,334.053,-265.478
10,38,323.263,-274.587
12,38,312.256,-283.33
14,38,301.056,-291.689
16,38,289.689,-299.646
18,38,278.184,-307.186
20,38,266.574,-314.295
22,38,254.892,-320.962
24,38,243.176,-327.176
26,38,231.465,-332.93
28,38,219.801,-338.218
30,38,208.225,-343.037
32,38,196.781,-347.386
34,38,185.512,-351.267
36,38,174.464,-354.683
38,38,163.68,-357.64
40,38,153.203,-360.146
42,38,143.077,-362.212
44,38,133.343,-363.85
46,38,124.041,-365.073
48,38,115.209,-365.898
50,38,106.883,-366.34
52,38,99.0974,-366.417
54,38,91.8834,-366.147
56,38,85.2702,-365.55
58,38,79.284,-364.644
60,38,73.9487,-363.448
62,38,69.2854,-361.98
64,38,65.3125,-360.26
66,38,62.046,-358.302
68,38,59.4991,-356.125
70,38,57.6828,-353.741
72,38,56.6057,-351.163
74,38,56.274,-348.403
76,38,56.6919,-345.47
78,38,57.8614,-342.371
80,38,59.7827,-339.11
82,38,62.4539,-335.689
84,38,65.8713,-332.108
86,38,70.0294,-328.366
88,38,74.9207,-324.456
90,38,80.5361,-320.372
92,38,86.8643,-316.103
94,38,93.8921,-311.638
96,38,101.604,-306.963
98,38,109.984,-302.062
100,38,119.011,-296.917
102,38,128.663,-291.508
104,38,138.916,-285.815
106,38,149.742,-279.817
108,38,161.111,-273.492
110,38,172.99,-266.816
112,38,185.344,-259.767
114,38,198.132,-252.324
116,38,211.314,-244.463
118,38,224.843,-236.165
120,38,238.672,-227.41
122,38,252.749,-218.181
124,38,267.022,-208.463
126,38,281.434,-198.243
128,38,295.927,-187.511
130,38,310.44,-176.26
132,38,324.912,-164.485
134,38,339.281,-152.189
136,38,353.483,-139.373
138,38,367.455,-126.046
140,38,381.134,-112.219
142,38,394.458,-97.9091
144,38,407.367,-83.1351
146,38,419.804,-67.9215
148,38,431.713,-52.2962
150,38,443.043,-36.2911
152,38,453.746,-19.9417
154,38,463.779,-3.28695
156,38,473.102,13.631
158,38,481.685,30.7671
160,38,489.498,48.074
162,38,496.523,65.502
164,38,502.743,82.9999
166,38,508.151,100.515
168,38,512.747,117.994
170,38,516.534,135.382
172,38,519.526,152.627
174,38,521.742,169.674
176,38,523.206,186.471
178,38,523.95,202.966
180,38,524.011,219.111
-180,40,532.522,213.055
-178,40,531.556,229.218
-176,40,529.974,244.929
-174,40,527.831,260.146
-172,40,525.185,274.826
-170,40,522.1,288.932
-168,40,518.64,302.429
-166,40,514.872,315.288
-164,40,510.864,327.48
-162,40,506.686,338.984
-160,40,502.405,349.779
-158,40,498.091,359.85
-156,40,493.808,369.185
-154,40,489.62,377.777
-152,40,485.588,385.619
-150,40,481.768,392.71
-148,40,478.215,399.052
-146,40,474.976,404.648
-144,40,472.093,409.505
-142,40,469.605,413.631
-140,40,467.544,417.038
-138,40,465.936,419.738
-136,40,464.799,421.744
-134,40,464.149,423.071
-132,40,463.992,423.737
-130,40,464.329,423.756
-128,40,465.156,423.147
-126,40,466.462,421.927
-124,40,468.232,420.112
-122,40,470.444,417.722
-120,40,473.072,414.772
-118,40,476.085,411.28
-116,40,479.45,407.263
-114,40,483.128,402.737
-112,40,487.08,397.717
-110,40,491.261,392.22
-108,40,495.628,386.26
-106,40,500.134,379.853
-104,40,504.733,373.012
-102,40,509.377,365.753
-100,40,514.02,358.089
-98,40,518.617,350.034
-96,40,523.122,341.603
-94,40,527.494,332.809
-92,40,531.692,323.668
-90,40,535.678,314.193
-88,40,539.418,304.399
-86,40,542.879,294.302
-84,40,546.033,283.915
-82,40,548.855,273.256
-80,40,551.324,262.34
-78,40,553.423,251.182
-76,40,555.139,239.799
-74,40,556.46,228.206
-72,40,557.381,216.42
-70,40,557.898,204.457
-68,40,558.013,192.333
-66,40,557.729,180.063
-64,40,557.052,167.663
-62,40,555.99,155.147
-60,40,554.554,142.529
-58,40,552.757,129.823
-56,40,550.612,117.041
-54,40,548.134,104.197
-52,40,545.338,91.3005
-50,40,542.24,78.3627
-48,40,538.854,65.3933
-46,40,535.194,52.4014
-44,40,531.275,39.3955
-42,40,527.108,26.3833
-40,40,522.704,13.3724
-38,40,518.072,0.369738
-36,40,513.218,-12.6178
-34,40,508.147,-25.5835
-32,40,502.863,-38.5203
-30,40,497.365,-51.4212
-28,40,491.653,-64.2784
-26,40,485.723,-77.0839
-24,40,479.57,-89.8286
-22,40,473.187,-102.503
-20,40,466.567,-115.096
-18,40,459.701,-127.595
-16,40,452.579,-139.988
-14,40,445.193,-152.261
-12,40,437.533,-164.398
-10,40,429.59,-176.382
-8,40,421.357,-188.195
-6,40,412.827,-199.819
-4,40,403.996,-211.234
-2,40,394.863,-222.419
0,40,385.427,-233.353
2,40,375.691,-244.014
4,40,365.662,-254.38
6,40,355.35,-264.43
8,40,344.767,-274.142
10,40,333.929,-283.494
12,40,322.858,-292.467
14,40,311.575,-301.042
16,40,300.11,-309.2
18,40,288.491,-316.926
20,40,276.752,-324.204
22,40,264.929,-331.022
24,40,253.061,-337.371
26,40,241.19,-343.241
28,40,229.357,-348.628
30,40,217.608,-353.527
32,40,205.987,-357.939
34,40,194.54,-361.865
36,40,183.314,-365.31
38,40,172.354,-368.281
40,40,161.705,-370.787
42,40,151.413,-372.84
44,40,141.518,-374.452
46,40,132.064,-375.639
48,40,123.088,-376.419
50,40,114.627,-376.808
52,40,106.717,-376.828
54,40,99.3881,-376.496
56,40,92.6705,-375.836
58,40,86.5901,-374.866
60,40,81.1707,-373.608
62,40,76.4329,-372.081
64,40,72.3946,-370.306
66,40,69.0712,-368.301
68,40,66.4755,-366.084
70,40,64.6176,-363.669
72,40,63.5054,-361.071
74,40,63.1446,-358.303
76,40,63.5387,-355.373
78,40,64.6893,-352.29
80,40,66.5961,-349.058
82,40,69.2571,-345.681
84,40,72.6682,-342.159
86,40,76.8241,-338.488
88,40,81.7174,-334.664
90,40,87.3392,-330.678
92,40,93.6787,-326.521
94,40,100.723,-322.179
96,40,108.459,-317.638
98,40,116.868,-312.88
100,40,125.932,-307.886
102,40,135.63,-302.635
104,40,145.939,-297.105
106,40,156.83,-291.273
108,40,168.276,-285.113
110,40,180.244,-278.603
112,40,192.698,-271.716
114,40,205.599,-264.428
116,40,218.905,-256.715
118,40,232.572,-248.555
120,40,246.55,-239.925
122,40,260.789,-230.807
124,40,275.233,-221.183
126,40,289.825,-211.037
128,40,304.505,-200.358
130,40,319.212,-189.138
132,40,333.882,-177.371
134,40,348.45,-165.056
136,40,362.851,-152.195
138,40,377.018,-138.795
140,40,390.885,-124.868
142,40,404.389,-110.429
144,40,417.466,-95.4977
146,40,430.055,-80.0984
148,40,442.098,-64.2598
150,40,453.541,-48.0145
152,40,464.334,-31.3991
154,40,474.43,-14.4538
156,40,483.789,2.77763
158,40,492.376,20.2486
160,40,500.163,37.9095
162,40,507.126,55.7089
164,40,513.251,73.5932
166,40,518.529,91.5074
168,40,522.959,109.396
170,40,526.545,127.202
172,40,529.301,144.869
174,40,531.247,162.343
176,40,532.41,179.567
178,40,532.822,196.488
180,40,532.522,213.055
-180,42,539.576,206.182
-178,42,538.274,222.733
-176,42,536.334,238.827
-174,42,533.815,254.418
-172,42,530.776,269.465
-170,42,527.285,283.927
-168,42,523.41,297.769
-166,42,519.22,310.961
-164,42,514.788,323.475
-162,42,510.187,335.287
-160,42,505.487,346.377
-158,42,500.761,356.731
-156,42,496.078,366.336
-154,42,491.504,375.184
-152,42,487.103,383.271
-150,42,482.935,390.595
-148,42,479.056,397.158
-146,42,475.516,402.965
-144,42,472.36,408.023
-142,42,469.627,412.341
-140,42,467.352,415.931
-138,42,465.56,418.806
-136,42,464.273,420.98
-134,42,463.504,422.47
-132,42,463.261,423.291
-130,42,463.545,423.461
-128,42,464.351,422.997
-126,42,465.668,421.916
-124,42,467.478,420.237
-122,42,469.76,417.977
-120,42,472.484,415.154
-118,42,475.62,411.783
-116,42,479.131,407.881
-114,42,482.978,403.464
-112,42,487.117,398.548
-110,42,491.504,393.147
-108,42,496.091,387.276
-106,42,500.83,380.95
-104,42,505.672,374.181
-102,42,510.568,366.984
-100,42,515.469,359.372
-98,42,520.327,351.358
-96,42,525.096,342.956
-94,42,529.731,334.179
-92,42,534.19,325.042
-90,42,538.433,315.558
-88,42,542.425,305.741
-86,42,546.131,295.607
-84,42,549.523,285.17
-82,42,552.574,274.446
-80,42,555.263,263.45
-78,42,557.572,252.199
-76,42,559.487,240.71
-74,42,560.997,228.997
-72,42,562.097,217.079
-70,42,562.784,204.972
-68,42,563.058,192.692
-66,42,562.924,180.255
-64,42,562.388,167.677
-62,42,561.461,154.974
-60,42,560.153,142.16
-58,42,558.477,129.25
-56,42,556.45,116.258
-54,42,554.087,103.195
-52,42,551.403,90.0738
-50,42,548.415,76.9057
-48,42,545.139,63.7006
-46,42,541.591,50.4682
-44,42,537.784,37.2173
-42,42,533.731,23.9559
-40,42,529.444,10.6917
-38,42,524.931,-2.56806
-36,42,520.199,-15.8163
-34,42,515.254,-29.0462
-32,42,510.098,-42.2506
-30,42,504.73,-55.4223
-28,42,499.149,-68.5535
-26,42,493.351,-81.6359
-24,42,487.329,-94.6602
-22,42,481.076,-107.616
-20,42,474.583,-120.493
-18,42,467.84,-133.279
-16,42,460.836,-145.959
-14,42,453.56,-158.52
-12,42,446.001,-170.944
-10,42,438.15,-183.215
-8,42,429.997,-195.313
-6,42,421.535,-207.219
-4,42,412.758,-218.912
-2,42,403.663,-230.371
0,42,394.249,-241.572
2,42,384.52,-252.493
4,42,374.481,-263.111
6,42,364.142,-273.403
8,42,353.514,-283.345
10,42,342.616,-292.917
12,42,331.468,-302.096
14,42,320.094,-310.862
16,42,308.522,-319.197
18,42,296.784,-327.083
20,42,284.914,-334.506
22,42,272.951,-341.452
24,42,260.933,-347.91
26,42,248.905,-353.873
28,42,236.911,-359.335
30,42,224.997,-364.292
32,42,213.211,-368.745
34,42,201.598,-372.696
36,42,190.209,-376.15
38,42,179.089,-379.115
40,42,168.287,-381.602
42,42,157.846,-383.623
44,42,147.812,-385.193
46,42,138.226,-386.328
48,42,129.127,-387.048
50,42,120.555,-387.371
52,42,112.542,-387.32
54,42,105.122,-386.915
56,42,98.3228,-386.179
58,42,92.1709,-385.135
60,42,86.6893,-383.804
62,42,81.8983,-382.209
64,42,77.8151,-380.372
66,42,74.4542,-378.311
68,42,71.8277,-376.045
70,42,69.9448,-373.592
72,42,68.8126,-370.967
74,42,68.436,-368.183
76,42,68.8179,-365.25
78,42,69.9593,-362.177
80,42,71.8592,-358.97
82,42,74.5154,-355.631
84,42,77.9236,-352.161
86,42,82.0785,-348.557
88,42,86.9728,-344.813
90,42,92.598,-340.922
92,42,98.9436,-336.872
94,42,105.998,-332.65
96,42,113.747,-328.239
98,42,122.175,-323.622
100,42,131.264,-318.778
102,42,140.994,-313.684
104,42,151.342,-308.316
106,42,162.282,-302.65
108,42,173.786,-296.659
110,42,185.822,-290.317
112,42,198.356,-283.596
114,42,211.349,-276.469
116,42,224.76,-268.912
118,42,238.543,-260.898
120,42,252.65,-252.404
122,42,267.029,-243.408
124,42,281.624,-233.89
126,42,296.377,-223.834
128,42,311.228,-213.226
130,42,326.112,-202.055
132,42,340.965,-190.316
134,42,355.719,-178.003
136,42,370.306,-165.121
138,42,384.659,-151.674
140,42,398.708,-137.672
142,42,412.387,-123.132
144,42,425.629,-108.072
146,42,438.371,-92.5177
148,42,450.552,-76.4972
150,42,462.115,-60.0442
152,42,473.007,-43.1961
154,42,483.18,-25.9943
156,42,492.591,-8.48399
158,42,501.202,9.28661
160,42,508.984,27.2663
162,42,515.913,45.4015
164,42,521.971,63.6366
166,42,527.151,81.9145
168,42,531.449,100.177
170,42,534.873,118.366
172,42,537.434,136.423
174,42,539.153,154.289
176,42,540.059,171.908
178,42,540.186,189.223
180,42,539.576,206.182
-180,44,545.201,198.501
-178,44,543.618,215.408
-176,44,541.377,231.854
-174,44,538.538,247.792
-172,44,535.165,263.178
-170,44,531.327,277.972
-168,44,527.094,292.137
-166,44,522.542,305.642
-164,44,517.744,318.459
-162,44,512.776,330.563
-160,44,507.713,341.934
-158,44,502.63,352.558
-156,44,497.599,362.422
-154,44,492.69,371.519
-152,44,487.968,379.844
-150,44,483.497,387.396
-148,44,479.334,394.178
-146,44,475.532,400.195
-144,44,472.137,405.455
-142,44,469.192,409.967
-140,44,466.73,413.744
-138,44,464.779,416.799
-136,44,463.361,419.148
-134,44,462.491,420.806
-132,44,462.175,421.791
-130,44,462.415,422.12
-128,44,463.205,421.811
-126,44,464.534,420.881
-124,44,466.383,419.348
-122,44,468.728,417.23
-120,44,471.541,414.543
-118,44,474.788,411.304
-116,44,478.431,407.529
-114,44,482.429,403.234
-112,44,486.736,398.433
-110,44,491.307,393.14
-108,44,496.092,387.369
-106,44,501.039,381.134
-104,44,506.099,374.447
-102,44,511.22,367.322
-100,44,516.352,359.771
-98,44,521.443,351.806
-96,44,526.447,343.442
-94,44,531.317,334.689
-92,44,536.008,325.563
-90,44,540.481,316.075
-88,44,544.697,306.241
-86,44,548.622,296.075
-84,44,552.226,285.591
-82,44,555.481,274.805
-80,44,558.365,263.733
-78,44,560.86,252.391
-76,44,562.951,240.797
-74,44,564.628,228.965
-72,44,565.885,216.915
-70,44,566.719,204.663
-68,44,567.132,192.226
-66,44,567.128,179.62
-64,44,566.714,166.864
-62,44,565.901,153.972
-60,44,564.7,140.96
-58,44,563.127,127.844
-56,44,561.197,114.637
-54,44,558.927,101.354
-52,44,556.334,88.0061
-50,44,553.435,74.6056
-48,44,550.247,61.1632
-46,44,546.786,47.689
-44,44,543.067,34.1922
-42,44,539.104,20.6813
-40,44,534.907,7.16444
-38,44,530.486,-6.35099
-36,44,525.849,-19.8577
-34,44,521,-33.3485
-32,44,515.941,-46.8162
-30,44,510.673,-60.2532
-28,44,505.191,-73.6517
-26,44,499.493,-87.0029
-24,44,493.57,-100.298
-22,44,487.413,-113.525
-20,44,481.014,-126.674
-18,44,474.36,-139.732
-16,44,467.44,-152.685
-14,44,460.241,-165.516
-12,44,452.751,-178.21
-10,44,444.959,-190.749
-8,44,436.854,-203.111
-6,44,428.429,-215.278
-4,44,419.677,-227.227
-2,44,410.594,-238.934
0,44,401.178,-250.378
2,44,391.432,-261.533
4,44,381.361,-272.376
6,44,370.975,-282.883
8,44,360.286,-293.028
10,44,349.313,-302.791
12,44,338.076,-312.147
14,44,326.601,-321.076
16,44,314.916,-329.559
18,44,303.054,-337.578
20,44,291.051,-345.117
22,44,278.947,-352.162
24,44,266.784,-358.704
26,44,254.605,-364.733
28,44,242.458,-370.243
30,44,230.389,-375.234
32,44,218.449,-379.704
34,44,206.686,-383.657
36,44,195.149,-387.098
38,44,183.888,-390.037
40,44,172.951,-392.486
42,44,162.383,-394.457
44,44,152.23,-395.967
46,44,142.535,-397.035
48,44,133.338,-397.68
50,44,124.677,-397.923
52,44,116.586,-397.788
54,44,109.098,-397.298
56,44,102.241,-396.476
58,44,96.0403,-395.348
60,44,90.5192,-393.936
62,44,85.6968,-392.265
64,44,81.5894,-390.356
66,44,78.2108,-388.232
68,44,75.5717,-385.913
70,44,73.6808,-383.416
72,44,72.5439,-380.757
74,44,72.1652,-377.952
76,44,72.5468,-375.011
78,44,73.6887,-371.943
80,44,75.5898,-368.755
82,44,78.2471,-365.45
84,44,81.6564,-362.027
86,44,85.812,-358.485
88,44,90.7071,-354.818
90,44,96.3332,-351.018
92,44,102.681,-347.071
94,44,109.738,-342.966
96,44,117.492,-338.683
98,44,125.929,-334.205
100,44,135.031,-329.508
102,44,144.779,-324.57
104,44,155.151,-319.365
106,44,166.123,-313.866
108,44,177.668,-308.046
110,44,189.754,-301.875
112,44,202.349,-295.324
114,44,215.414,-288.365
116,44,228.908,-280.97
118,44,242.786,-273.111
120,44,257.001,-264.763
122,44,271.499,-255.901
124,44,286.225,-246.505
126,44,301.12,-236.554
128,44,316.122,-226.034
130,44,331.166,-214.933
132,44,346.185,-203.241
134,44,361.11,-190.956
136,44,375.872,-178.076
138,44,390.4,-164.608
140,44,404.622,-150.561
142,44,418.47,-135.949
144,44,431.874,-120.793
146,44,444.769,-105.116
148,44,457.091,-88.9481
150,44,468.78,-72.3227
152,44,479.78,-55.2783
154,44,490.042,-37.8574
156,44,499.52,-20.1062
158,44,508.175,-2.07448
160,44,515.974,16.185
162,44,522.894,34.6168
164,44,528.916,53.1635
166,44,534.03,71.7661
168,44,538.234,90.3645
170,44,541.534,108.898
172,44,543.942,127.306
174,44,545.481,145.529
176,44,546.178,163.507
178,44,546.071,181.183
180,44,545.201,198.501
-180,46,549.433,190.022
-178,46,547.626,207.252
-176,46,545.142,224.018
-174,46,542.044,240.272
-172,46,538.397,255.97
-170,46,534.274,271.069
-168,46,529.747,285.533
-166,46,524.894,299.329
-164,46,519.791,312.428
-162,46,514.518,324.806
-160,46,509.152,336.444
-158,46,503.769,347.325
-156,46,498.446,357.437
-154,46,493.254,366.774
-152,46,488.262,375.33
-150,46,483.535,383.106
-148,46,479.133,390.104
-146,46,475.11,396.329
-144,46,471.514,401.79
-142,46,468.389,406.498
-140,46,465.77,410.465
-138,46,463.686,413.705
-136,46,462.159,416.234
-134,46,461.203,418.068
-132,46,460.828,419.225
-130,46,461.032,419.721
-128,46,461.812,419.575
-126,46,463.153,418.805
-124,46,465.037,417.428
-122,46,467.44,415.461
-120,46,470.331,412.922
-118,46,473.676,409.826
-116,46,477.435,406.188
-114,46,481.565,402.023
-112,46,486.021,397.347
-110,46,490.752,392.171
-108,46,495.709,386.51
-106,46,500.839,380.375
-104,46,506.089,373.779
-102,46,511.407,366.734
-100,46,516.739,359.252
-98,46,522.034,351.344
-96,46,527.243,343.023
-94,46,532.318,334.302
-92,46,537.212,325.192
-90,46,541.885,315.706
-88,46,546.297,305.859
-86,46,550.413,295.664
-84,46,554.201,285.137
-82,46,557.633,274.293
-80,46,560.687,263.147
-78,46,563.343,251.716
-76,46,565.587,240.018
-74,46,567.408,228.069
-72,46,568.8,215.887
-70,46,569.761,203.49
-68,46,570.291,190.895
-66,46,570.396,178.121
-64,46,570.084,165.185
-62,46,569.365,152.103
-60,46,568.253,138.893
-58,46,566.762,125.569
-56,46,564.909,112.148
-54,46,562.711,98.6431
-52,46,560.187,85.0677
-50,46,557.355,71.4345
-48,46,554.232,57.7548
-46,46,550.834,44.0393
-44,46,547.178,30.2978
-42,46,543.277,16.5394
-40,46,539.144,2.77237
-38,46,534.787,-10.9952
-36,46,530.214,-24.7558
-34,46,525.43,-38.502
-32,46,520.437,-52.2261
-30,46,515.234,-65.9204
-28,46,509.819,-79.5767
-26,46,504.185,-93.1861
-24,46,498.325,-106.739
-22,46,492.229,-120.224
-20,46,485.887,-133.63
-18,46,479.286,-146.943
-16,46,472.413,-160.15
-14,46,465.255,-173.233
-12,46,457.798,-186.175
-10,46,450.031,-198.958
-8,46,441.943,-211.56
-6,46,433.523,-223.962
-4,46,424.765,-236.139
-2,46,415.663,-248.068
0,46,406.218,-259.724
2,46,396.43,-271.084
4,46,386.305,-282.121
6,46,375.852,-292.81
8,46,365.085,-303.127
10,46,354.022,-313.048
12,46,342.684,-322.549
14,46,331.097,-331.61
16,46,319.293,-340.208
18,46,307.304,-348.328
20,46,295.168,-355.951
22,46,282.925,-363.066
24,46,270.62,-369.66
26,46,258.298,-375.726
28,46,246.007,-381.259
30,46,233.796,-386.255
32,46,221.717,-390.717
34,46,209.819,-394.647
36,46,198.153,-398.053
38,46,186.77,-400.945
40,46,175.719,-403.335
42,46,165.046,-405.238
44,46,154.798,-406.671
46,46,145.018,-407.655
48,46,135.746,-408.211
50,46,127.021,-408.362
52,46,118.876,-408.131
54,46,111.345,-407.545
56,46,104.454,-406.628
58,46,98.2287,-405.407
60,46,92.6909,-403.906
62,46,87.8591,-402.152
64,46,83.7486,-400.166
66,46,80.3718,-397.974
68,46,77.7388,-395.595
70,46,75.8566,-393.048
72,46,74.7305,-390.353
74,46,74.3633,-387.522
76,46,74.7563,-384.569
78,46,75.9089,-381.502
80,46,77.8192,-378.329
82,46,80.4838,-375.054
84,46,83.8983,-371.676
86,46,88.057,-368.192
88,46,92.953,-364.599
90,46,98.5784,-360.885
92,46,104.924,-357.039
94,46,111.979,-353.047
96,46,119.731,-348.89
98,46,128.167,-344.548
100,46,137.27,-339.998
102,46,147.023,-335.216
104,46,157.406,-330.173
106,46,168.394,-324.842
108,46,179.962,-319.194
110,46,192.081,-313.197
112,46,204.717,-306.821
114,46,217.834,-300.036
116,46,231.391,-292.811
118,46,245.344,-285.116
120,46,259.645,-276.924
122,46,274.242,-268.21
124,46,289.078,-258.948
126,46,304.094,-249.12
128,46,319.227,-238.706
130,46,334.412,-227.694
132,46,349.581,-216.073
134,46,364.662,-203.839
136,46,379.584,-190.989
138,46,394.274,-177.528
140,46,408.66,-163.465
142,46,422.669,-148.814
144,46,436.231,-133.595
146,46,449.277,-117.831
148,46,461.74,-101.552
150,46,473.559,-84.7924
152,46,484.676,-67.591
154,46,495.038,-49.9912
156,46,504.598,-32.0402
158,46,513.315,-13.7891
160,46,521.155,4.70793
162,46,528.092,23.394
164,46,534.107,42.21
166,46,539.19,61.095
168,46,543.336,79.9873
170,46,546.552,98.8242
172,46,548.852,117.543
174,46,550.257,136.083
176,46,550.796,154.381
178,46,550.507,172.38
180,46,549.433,190.022
-180,48,552.308,180.762
-178,48,550.336,198.278
-176,48,547.671,215.331
-174,48,544.376,231.869
-172,48,540.52,247.847
-170,48,536.176,263.224
-168,48,531.421,277.961
-166,48,526.332,292.024
-164,48,520.989,305.386
-162,48,515.474,318.02
-160,48,509.866,329.908
-158,48,504.245,341.032
-156,48,498.688,351.381
-154,48,493.27,360.948
-152,48,488.061,369.728
-150,48,483.127,377.722
-148,48,478.532,384.932
-146,48,474.331,391.364
-144,48,470.573,397.028
-142,48,467.303,401.933
-140,48,464.557,406.092
-138,48,462.366,409.521
-136,48,460.751,412.235
-134,48,459.729,414.25
-132,48,459.306,415.585
-130,48,459.484,416.256
-128,48,460.256,416.282
-126,48,461.61,415.68
-124,48,463.527,414.467
-122,48,465.979,412.661
-120,48,468.938,410.277
-118,48,472.367,407.332
-116,48,476.225,403.84
-114,48,480.468,399.816
-112,48,485.048,395.272
-110,48,489.916,390.222
-108,48,495.018,384.677
-106,48,500.302,378.65
-104,48,505.713,372.152
-102,48,511.197,365.194
-100,48,516.699,357.787
-98,48,522.167,349.942
-96,48,527.549,341.671
-94,48,532.797,332.985
-92,48,537.864,323.896
-90,48,542.707,314.417
-88,48,547.285,304.56
-86,48,551.562,294.341
-84,48,555.506,283.774
-82,48,559.089,272.873
-80,48,562.286,261.656
-78,48,565.079,250.138
-76,48,567.451,238.338
-74,48,569.393,226.272
-72,48,570.898,213.96
-70,48,571.963,201.419
-68,48,572.59,188.668
-66,48,572.784,175.726
-64,48,572.553,162.61
-62,48,571.909,149.339
-60,48,570.864,135.93
-58,48,569.435,122.4
-56,48,567.639,108.764
-54,48,565.493,95.0387
-52,48,563.016,81.2369
-50,48,560.228,67.3723
-48,48,557.146,53.4572
-46,48,553.787,39.5028
-44,48,550.169,25.5197
-42,48,546.304,11.5175
-40,48,542.205,-2.49486
-38,48,537.882,-16.509
-36,48,533.343,-30.5167
-34,48,528.591,-44.5103
-32,48,523.63,-58.4816
-30,48,518.459,-72.4227
-28,48,513.073,-86.3248
-26,48,507.466,-100.179
-24,48,501.632,-113.974
-22,48,495.559,-127.701
-20,48,489.236,-141.345
-18,48,482.649,-154.894
-16,48,475.785,-168.332
-14,48,468.63,-181.643
-12,48,461.169,-194.808
-10,48,453.391,-207.809
-8,48,445.282,-220.624
-6,48,436.834,-233.23
-4,48,428.037,-245.605
-2,48,418.889,-257.723
0,48,409.386,-269.56
2,48,399.53,-281.089
