Phi[deg],Theta[deg],re(rETheta)[mV],im(rETheta)[mV]
-180,0,-195.381,-128.616
-178,0,-202.845,-134.234
-176,0,-210.061,-139.689
-174,0,-217.022,-144.974
-172,0,-223.718,-150.082
-170,0,-230.142,-155.007
-168,0,-236.285,-159.743
-166,0,-242.141,-164.285
-164,0,-247.701,-168.626
-162,0,-252.96,-172.762
-160,0,-257.91,-176.688
-158,0,-262.546,-180.398
-156,0,-266.863,-183.888
-154,0,-270.854,-187.155
-152,0,-274.515,-190.193
-150,0,-277.842,-193
-148,0,-280.83,-195.571
-146,0,-283.476,-197.905
-144,0,-285.777,-199.997
-142,0,-287.73,-201.845
-140,0,-289.332,-203.448
-138,0,-290.581,-204.803
-136,0,-291.477,-205.908
-134,0,-292.017,-206.762
-132,0,-292.201,-207.365
-130,0,-292.03,-207.714
-128,0,-291.503,-207.811
-126,0,-290.62,-207.655
-124,0,-289.384,-207.245
-122,0,-287.795,-206.583
-120,0,-285.855,-205.67
-118,0,-283.567,-204.505
-116,0,-280.934,-203.092
-114,0,-277.958,-201.431
-112,0,-274.644,-199.525
-110,0,-270.995,-197.376
-108,0,-267.016,-194.986
-106,0,-262.711,-192.358
-104,0,-258.087,-189.497
-102,0,-253.148,-186.404
-100,0,-247.901,-183.084
-98,0,-242.351,-179.542
-96,0,-236.507,-175.78
-94,0,-230.374,-171.805
-92,0,-223.96,-167.62
-90,0,-217.274,-163.23
-88,0,-210.323,-158.642
-86,0,-203.116,-153.861
-84,0,-195.661,-148.892
-82,0,-187.968,-143.742
-80,0,-180.046,-138.417
-78,0,-171.904,-132.923
-76,0,-163.553,-127.267
-74,0,-155.003,-121.456
-72,0,-146.264,-115.497
-70,0,-137.347,-109.397
-68,0,-128.262,-103.164
-66,0,-119.021,-96.8055
-64,0,-109.635,-90.3289
-62,0,-100.116,-83.7423
-60,0,-90.4743,-77.0536
-58,0,-80.7226,-70.2711
-56,0,-70.8726,-63.403
-54,0,-60.9363,-56.4576
-52,0,-50.9257,-49.4434
-50,0,-40.853,-42.3689
-48,0,-30.7306,-35.2429
-46,0,-20.5708,-28.0739
-44,0,-10.3859,-20.8707
-42,0,-0.188294,-13.6421
-40,0,10.0095,-6.39689
-38,0,20.1951,0.856142
-36,0,30.3561,8.10813
-34,0,40.4801,15.3502
-32,0,50.5548,22.5736
-30,0,60.5679,29.7695
-28,0,70.5072,36.9292
-26,0,80.3606,44.0438
-24,0,90.1161,51.1048
-22,0,99.7618,58.1035
-20,0,109.286,65.0314
-18,0,118.677,71.8801
-16,0,127.923,78.6412
-14,0,137.014,85.3066
-12,0,145.938,91.8679
-10,0,154.683,98.3174
-8,0,163.241,104.647
-6,0,171.599,110.849
-4,0,179.749,116.916
-2,0,187.679,122.841
0,0,195.381,128.616
2,0,202.845,134.234
4,0,210.061,139.689
6,0,217.022,144.974
8,0,223.718,150.082
10,0,230.142,155.007
12,0,236.285,159.743
14,0,242.141,164.285
16,0,247.701,168.626
18,0,252.96,172.762
20,0,257.91,176.688
22,0,262.546,180.398
24,0,266.863,183.888
26,0,270.854,187.155
28,0,274.515,190.193
30,0,277.842,193
32,0,280.83,195.571
34,0,283.476,197.905
36,0,285.777,199.997
38,0,287.73,201.845
40,0,289.332,203.448
42,0,290.581,204.803
44,0,291.477,205.908
46,0,292.017,206.762
48,0,292.201,207.365
50,0,292.03,207.714
52,0,291.503,207.811
54,0,290.62,207.655
56,0,289.384,207.245
58,0,287.795,206.583
60,0,285.855,205.67
62,0,283.567,204.505
64,0,280.934,203.092
66,0,277.958,201.431
68,0,274.644,199.525
70,0,270.995,197.376
72,0,267.016,194.986
74,0,262.711,192.358
76,0,258.087,189.497
78,0,253.148,186.404
80,0,247.901,183.084
82,0,242.351,179.542
84,0,236.507,175.78
86,0,230.374,171.805
88,0,223.96,167.62
90,0,217.274,163.23
92,0,210.323,158.642
94,0,203.116,153.861
96,0,195.661,148.892
98,0,187.968,143.742
100,0,180.046,138.417
102,0,171.904,132.923
104,0,163.553,127.267
106,0,155.003,121.456
108,0,146.264,115.497
110,0,137.347,109.397
112,0,128.262,103.164
114,0,119.021,96.8055
116,0,109.635,90.3289
118,0,100.116,83.7423
120,0,90.4743,77.0536
122,0,80.7226,70.2711
124,0,70.8726,63.403
126,0,60.9363,56.4576
128,0,50.9257,49.4434
130,0,40.853,42.3689
132,0,30.7306,35.2429
134,0,20.5708,28.0739
136,0,10.3859,20.8707
138,0,0.188294,13.6421
140,0,-10.0095,6.39689
142,0,-20.1951,-0.856142
144,0,-30.3561,-8.10813
146,0,-40.4801,-15.3502
148,0,-50.5548,-22.5736
150,0,-60.5679,-29.7695
152,0,-70.5072,-36.9292
154,0,-80.3606,-44.0438
156,0,-90.1161,-51.1048
158,0,-99.7618,-58.1035
160,0,-109.286,-65.0314
162,0,-118.677,-71.8801
164,0,-127.923,-78.6412
166,0,-137.014,-85.3066
168,0,-145.938,-91.8679
170,0,-154.683,-98.3174
172,0,-163.241,-104.647
174,0,-171.599,-110.849
176,0,-179.749,-116.916
178,0,-187.679,-122.841
180,0,-195.381,-128.616
-180,2,-170.75,-129.536
-178,2,-178.775,-134.833
-176,2,-186.533,-139.967
-174,2,-194.014,-144.932
-172,2,-201.207,-149.724
-170,2,-208.101,-154.339
-168,2,-214.685,-158.771
-166,2,-220.95,-163.016
-164,2,-226.888,-167.071
-162,2,-232.489,-170.932
-160,2,-237.746,-174.594
-158,2,-242.65,-178.054
-156,2,-247.195,-181.309
-154,2,-251.375,-184.356
-152,2,-255.184,-187.192
-150,2,-258.616,-189.815
-148,2,-261.668,-192.221
-146,2,-264.334,-194.408
-144,2,-266.613,-196.375
-142,2,-268.5,-198.119
-140,2,-269.995,-199.639
-138,2,-271.095,-200.932
-136,2,-271.8,-201.999
-134,2,-272.11,-202.836
-132,2,-272.025,-203.444
-130,2,-271.546,-203.822
-128,2,-270.674,-203.969
-126,2,-269.413,-203.885
-124,2,-267.766,-203.569
-122,2,-265.734,-203.022
-120,2,-263.324,-202.244
-118,2,-260.538,-201.235
-116,2,-257.383,-199.996
-114,2,-253.865,-198.527
-112,2,-249.988,-196.831
-110,2,-245.761,-194.907
-108,2,-241.191,-192.758
-106,2,-236.284,-190.385
-104,2,-231.05,-187.79
-102,2,-225.497,-184.976
-100,2,-219.634,-181.944
-98,2,-213.47,-178.698
-96,2,-207.015,-175.239
-94,2,-200.279,-171.572
-92,2,-193.273,-167.7
-90,2,-186.006,-163.625
-88,2,-178.492,-159.353
-86,2,-170.739,-154.886
-84,2,-162.76,-150.229
-82,2,-154.567,-145.387
-80,2,-146.172,-140.364
-78,2,-137.585,-135.165
-76,2,-128.82,-129.796
-74,2,-119.889,-124.262
-72,2,-110.804,-118.569
-70,2,-101.577,-112.722
-68,2,-92.2207,-106.727
-66,2,-82.7478,-100.592
-64,2,-73.1707,-94.3227
-62,2,-63.5017,-87.9258
-60,2,-53.7532,-81.4085
-58,2,-43.9375,-74.778
-56,2,-34.067,-68.0418
-54,2,-24.1538,-61.2077
-52,2,-14.21,-54.2835
-50,2,-4.24742,-47.2771
-48,2,5.72196,-40.197
-46,2,15.6865,-33.0514
-44,2,25.6348,-25.8491
-42,2,35.5554,-18.5985
-40,2,45.4371,-11.3088
-38,2,55.2691,-3.98876
-36,2,65.0406,3.3524
-34,2,74.7409,10.7055
-32,2,84.3597,18.0612
-30,2,93.887,25.4101
-28,2,103.313,32.7427
-26,2,112.627,40.0495
-24,2,121.821,47.321
-22,2,130.885,54.5476
-20,2,139.811,61.7197
-18,2,148.588,68.8276
-16,2,157.21,75.8619
-14,2,165.668,82.813
-12,2,173.953,89.6714
-10,2,182.058,96.4278
-8,2,189.975,103.073
-6,2,197.697,109.597
-4,2,205.217,115.992
-2,2,212.528,122.248
0,2,219.624,128.356
2,2,226.497,134.309
4,2,233.142,140.097
6,2,239.553,145.712
8,2,245.723,151.146
10,2,251.648,156.392
12,2,257.322,161.442
14,2,262.74,166.288
16,2,267.896,170.924
18,2,272.786,175.342
20,2,277.406,179.538
22,2,281.75,183.503
24,2,285.815,187.233
26,2,289.597,190.723
28,2,293.092,193.967
30,2,296.296,196.96
32,2,299.206,199.698
34,2,301.819,202.177
36,2,304.131,204.394
38,2,306.139,206.346
40,2,307.842,208.029
42,2,309.236,209.442
44,2,310.319,210.582
46,2,311.09,211.447
48,2,311.547,212.038
50,2,311.687,212.353
52,2,311.51,212.391
54,2,311.014,212.153
56,2,310.199,211.64
58,2,309.065,210.853
60,2,307.61,209.792
62,2,305.835,208.46
64,2,303.74,206.859
66,2,301.326,204.991
68,2,298.593,202.86
70,2,295.543,200.468
72,2,292.177,197.821
74,2,288.498,194.921
76,2,284.506,191.773
78,2,280.205,188.383
80,2,275.598,184.754
82,2,270.688,180.894
84,2,265.478,176.807
86,2,259.972,172.5
88,2,254.176,167.979
90,2,248.094,163.252
92,2,241.73,158.323
94,2,235.091,153.202
96,2,228.182,147.896
98,2,221.011,142.412
100,2,213.583,136.757
102,2,205.907,130.941
104,2,197.989,124.971
106,2,189.839,118.855
108,2,181.464,112.603
110,2,172.873,106.223
112,2,164.076,99.723
114,2,155.083,93.1127
116,2,145.903,86.4007
118,2,136.547,79.596
120,2,127.026,72.7077
122,2,117.351,65.7449
124,2,107.534,58.7167
126,2,97.587,51.6321
128,2,87.5217,44.5003
130,2,77.3508,37.3303
132,2,67.0872,30.1312
134,2,56.744,22.9119
136,2,46.3346,15.6814
138,2,35.8726,8.44851
140,2,25.3717,1.22207
142,2,14.8459,-5.98926
144,2,4.30945,-13.1769
146,2,-6.22347,-20.3324
148,2,-16.7384,-27.4473
150,2,-27.2209,-34.5135
152,2,-37.6564,-41.5229
154,2,-48.0303,-48.4675
156,2,-58.328,-55.3395
158,2,-68.5349,-62.1314
160,2,-78.6364,-68.8355
162,2,-88.6182,-75.4447
164,2,-98.4659,-81.9517
166,2,-108.165,-88.3497
168,2,-117.702,-94.6319
170,2,-127.062,-100.792
172,2,-136.233,-106.822
174,2,-145.2,-112.718
176,2,-153.95,-118.473
178,2,-162.471,-124.081
180,2,-170.75,-129.536
-180,4,-145.88,-131.152
-178,4,-154.434,-136.143
-176,4,-162.704,-140.971
-174,4,-170.674,-145.631
-172,4,-178.332,-150.121
-170,4,-185.666,-154.438
-168,4,-192.662,-158.578
-166,4,-199.309,-162.538
-164,4,-205.596,-166.317
-162,4,-211.513,-169.911
-160,4,-217.051,-173.318
-158,4,-222.199,-176.536
-156,4,-226.952,-179.563
-154,4,-231.3,-182.397
-152,4,-235.237,-185.036
-150,4,-238.758,-187.478
-148,4,-241.858,-189.722
-146,4,-244.532,-191.766
-144,4,-246.778,-193.608
-142,4,-248.592,-195.247
-140,4,-249.972,-196.683
-138,4,-250.919,-197.913
-136,4,-251.431,-198.937
-134,4,-251.51,-199.753
-132,4,-251.157,-200.362
-130,4,-250.375,-200.761
-128,4,-249.166,-200.95
-126,4,-247.535,-200.929
-124,4,-245.486,-200.697
-122,4,-243.025,-200.253
-120,4,-240.158,-199.598
-118,4,-236.891,-198.73
-116,4,-233.231,-197.65
-114,4,-229.189,-196.358
-112,4,-224.771,-194.854
-110,4,-219.987,-193.138
-108,4,-214.847,-191.21
-106,4,-209.362,-189.072
-104,4,-203.543,-186.723
-102,4,-197.4,-184.165
-100,4,-190.946,-181.399
-98,4,-184.193,-178.426
-96,4,-177.154,-175.246
-94,4,-169.841,-171.863
-92,4,-162.268,-168.277
-90,4,-154.448,-164.491
-88,4,-146.395,-160.507
-86,4,-138.122,-156.327
-84,4,-129.644,-151.954
-82,4,-120.975,-147.392
-80,4,-112.13,-142.643
-78,4,-103.121,-137.711
-76,4,-93.9643,-132.599
-74,4,-84.6733,-127.312
-72,4,-75.2622,-121.855
-70,4,-65.7452,-116.231
-68,4,-56.1363,-110.445
-66,4,-46.4493,-104.504
-64,4,-36.6978,-98.4115
-62,4,-26.8953,-92.1746
-60,4,-17.0551,-85.7989
-58,4,-7.19003,-79.2911
-56,4,2.68706,-72.6577
-54,4,12.5638,-65.9059
-52,4,22.428,-59.0429
-50,4,32.268,-52.0764
-48,4,42.0722,-45.0143
-46,4,51.8295,-37.8647
-44,4,61.5293,-30.6361
-42,4,71.161,-23.3372
-40,4,80.7148,-15.9769
-38,4,90.181,-8.56447
-36,4,99.5503,-1.10932
-34,4,108.814,6.37893
-32,4,117.963,13.8904
-30,4,126.991,21.4152
-28,4,135.888,28.943
-26,4,144.648,36.4634
-24,4,153.264,43.9662
-22,4,161.729,51.4406
-20,4,170.037,58.8759
-18,4,178.183,66.2616
-16,4,186.16,73.5866
-14,4,193.963,80.8403
-12,4,201.587,88.0117
-10,4,209.028,95.0901
-8,4,216.281,102.065
-6,4,223.342,108.925
-4,4,230.207,115.66
-2,4,236.873,122.259
0,4,243.335,128.712
2,4,249.591,135.009
4,4,255.637,141.14
6,4,261.471,147.094
8,4,267.088,152.863
10,4,272.487,158.437
12,4,277.664,163.806
14,4,282.617,168.963
16,4,287.343,173.898
18,4,291.84,178.603
20,4,296.105,183.072
22,4,300.135,187.295
24,4,303.927,191.267
26,4,307.48,194.981
28,4,310.789,198.431
30,4,313.854,201.61
32,4,316.67,204.514
34,4,319.236,207.138
36,4,321.548,209.478
38,4,323.603,211.529
40,4,325.399,213.29
42,4,326.933,214.756
44,4,328.202,215.926
46,4,329.203,216.797
48,4,329.932,217.37
50,4,330.388,217.642
52,4,330.567,217.615
54,4,330.466,217.287
56,4,330.083,216.662
58,4,329.414,215.738
60,4,328.458,214.52
62,4,327.211,213.008
64,4,325.671,211.207
66,4,323.836,209.12
68,4,321.704,206.75
70,4,319.273,204.102
72,4,316.541,201.181
74,4,313.507,197.993
76,4,310.171,194.543
78,4,306.53,190.837
80,4,302.586,186.882
82,4,298.337,182.685
84,4,293.785,178.254
86,4,288.93,173.595
88,4,283.772,168.718
90,4,278.315,163.63
92,4,272.56,158.34
94,4,266.51,152.856
96,4,260.167,147.189
98,4,253.536,141.347
100,4,246.622,135.339
102,4,239.428,129.176
104,4,231.96,122.867
106,4,224.225,116.421
108,4,216.229,109.85
110,4,207.979,103.163
112,4,199.483,96.3704
114,4,190.75,89.482
116,4,181.788,82.508
118,4,172.608,75.4587
120,4,163.218,68.3442
122,4,153.632,61.1744
124,4,143.859,53.9594
126,4,133.911,46.709
128,4,123.802,39.433
130,4,113.544,32.141
132,4,103.15,24.8426
134,4,92.6357,17.547
136,4,82.0141,10.2634
138,4,71.3005,3.0007
140,4,60.5102,-4.2322
142,4,49.6587,-11.4268
144,4,38.7621,-18.5747
146,4,27.8366,-25.6678
148,4,16.8988,-32.6982
150,4,5.96546,-39.6582
152,4,-4.94657,-46.5404
154,4,-15.8201,-53.3377
156,4,-26.6381,-60.043
158,4,-37.3831,-66.6497
160,4,-48.0378,-73.1514
162,4,-58.5851,-79.542
164,4,-69.0076,-85.8153
166,4,-79.2882,-91.9658
168,4,-89.41,-97.9881
170,4,-99.356,-103.877
172,4,-109.11,-109.627
174,4,-118.655,-115.234
176,4,-127.975,-120.694
178,4,-137.056,-126.001
180,4,-145.88,-131.152
-180,6,-120.927,-133.495
-178,6,-129.977,-138.198
-176,6,-138.725,-142.736
-174,6,-147.152,-147.108
-172,6,-155.244,-151.311
-170,6,-162.986,-155.344
-168,6,-170.364,-159.206
-166,6,-177.364,-162.895
-164,6,-183.973,-166.41
-162,6,-190.18,-169.75
-160,6,-195.973,-172.914
-158,6,-201.343,-175.9
-156,6,-206.28,-178.708
-154,6,-210.776,-181.336
-152,6,-214.824,-183.785
-150,6,-218.418,-186.053
-148,6,-221.551,-188.139
-146,6,-224.221,-190.042
-144,6,-226.423,-191.763
-142,6,-228.155,-193.299
-140,6,-229.415,-194.65
-138,6,-230.204,-195.816
-136,6,-230.522,-196.794
-134,6,-230.371,-197.586
-132,6,-229.753,-198.189
-130,6,-228.672,-198.603
-128,6,-227.132,-198.826
-126,6,-225.14,-198.859
-124,6,-222.7,-198.7
-122,6,-219.821,-198.348
-120,6,-216.511,-197.802
-118,6,-212.778,-197.061
-116,6,-208.632,-196.125
-114,6,-204.084,-194.992
-112,6,-199.144,-193.663
-110,6,-193.825,-192.135
-108,6,-188.139,-190.409
-106,6,-182.099,-188.483
-104,6,-175.719,-186.358
-102,6,-169.012,-184.033
-100,6,-161.994,-181.508
-98,6,-154.679,-178.782
-96,6,-147.082,-175.856
-94,6,-139.219,-172.729
-92,6,-131.107,-169.403
-90,6,-122.76,-165.877
-88,6,-114.196,-162.152
-86,6,-105.43,-158.231
-84,6,-96.4804,-154.113
-82,6,-87.362,-149.8
-80,6,-78.0918,-145.294
-78,6,-68.6864,-140.598
-76,6,-59.1619,-135.713
-74,6,-49.5345,-130.642
-72,6,-39.8203,-125.389
-70,6,-30.035,-119.957
-68,6,-20.194,-114.349
-66,6,-10.3126,-108.57
-64,6,-0.405667,-102.624
-62,6,9.51238,-96.5163
-60,6,19.4274,-90.2518
-58,6,29.3259,-83.8362
-56,6,39.1944,-77.2755
-54,6,49.0204,-70.5763
-52,6,58.7915,-63.7453
-50,6,68.4961,-56.7897
-48,6,78.1229,-49.7172
-46,6,87.6614,-42.5357
-44,6,97.1013,-35.2536
-42,6,106.433,-27.8796
-40,6,115.648,-20.4229
-38,6,124.738,-12.8927
-36,6,133.694,-5.29899
-34,6,142.511,2.34826
-32,6,151.18,10.0386
-30,6,159.695,17.7614
-28,6,168.052,25.5057
-26,6,176.245,33.2604
-24,6,184.27,41.014
-22,6,192.122,48.7549
-20,6,199.798,56.4714
-18,6,207.295,64.1515
-16,6,214.61,71.7832
-14,6,221.741,79.3544
-12,6,228.686,86.8529
-10,6,235.443,94.2664
-8,6,242.012,101.583
-6,6,248.391,108.79
-4,6,254.579,115.875
-2,6,260.576,122.827
0,6,266.382,129.633
2,6,271.996,136.282
4,6,277.418,142.762
6,6,282.649,149.062
8,6,287.688,155.17
10,6,292.536,161.075
12,6,297.191,166.768
14,6,301.655,172.237
16,6,305.927,177.474
18,6,310.006,182.468
20,6,313.893,187.21
22,6,317.586,191.691
24,6,321.085,195.904
26,6,324.388,199.841
28,6,327.495,203.495
30,6,330.403,206.858
32,6,333.111,209.925
34,6,335.617,212.691
36,6,337.917,215.149
38,6,340.01,217.297
40,6,341.893,219.129
42,6,343.562,220.644
44,6,345.013,221.838
46,6,346.243,222.71
48,6,347.247,223.257
50,6,348.022,223.481
52,6,348.562,223.38
54,6,348.863,222.955
56,6,348.92,222.208
58,6,348.729,221.14
60,6,348.283,219.754
62,6,347.578,218.054
64,6,346.609,216.042
66,6,345.37,213.724
68,6,343.856,211.103
70,6,342.062,208.187
72,6,339.984,204.98
74,6,337.617,201.49
76,6,334.955,197.723
78,6,331.996,193.687
80,6,328.735,189.39
82,6,325.169,184.841
84,6,321.294,180.048
86,6,317.109,175.021
88,6,312.61,169.769
90,6,307.797,164.302
92,6,302.669,158.63
94,6,297.225,152.765
96,6,291.465,146.716
98,6,285.391,140.495
100,6,279.004,134.113
102,6,272.307,127.581
104,6,265.303,120.91
106,6,257.996,114.112
108,6,250.39,107.199
110,6,242.492,100.182
112,6,234.308,93.0721
114,6,225.845,85.8813
116,6,217.11,78.621
118,6,208.114,71.3023
120,6,198.866,63.9367
122,6,189.376,56.535
124,6,179.656,49.1082
126,6,169.718,41.6669
128,6,159.574,34.2216
130,6,149.239,26.7826
132,6,138.726,19.3598
134,6,128.051,11.9629
136,6,117.23,4.6013
138,6,106.278,-2.71586
140,6,95.212,-9.97978
142,6,84.0501,-17.182
144,6,72.8098,-24.3144
146,6,61.5094,-31.3691
148,6,50.1677,-38.3386
150,6,38.8037,-45.2159
152,6,27.4367,-51.9942
154,6,16.0863,-58.6671
156,6,4.77226,-65.2283
158,6,-6.48541,-71.6723
160,6,-17.6667,-77.9937
162,6,-28.7517,-84.1872
164,6,-39.7202,-90.2482
166,6,-50.5525,-96.1723
168,6,-61.2285,-101.955
170,6,-71.7288,-107.593
172,6,-82.0339,-113.083
174,6,-92.1247,-118.421
176,6,-101.983,-123.604
178,6,-111.589,-128.629
180,6,-120.927,-133.495
-180,8,-96.0463,-136.584
-178,8,-105.56,-141.018
-176,8,-114.752,-145.285
-174,8,-123.603,-149.387
-172,8,-132.098,-153.321
-170,8,-140.217,-157.088
-168,8,-147.946,-160.689
-166,8,-155.27,-164.122
-164,8,-162.173,-167.388
-162,8,-168.643,-170.488
-160,8,-174.668,-173.42
-158,8,-180.236,-176.186
-156,8,-185.337,-178.786
-154,8,-189.962,-181.22
-152,8,-194.103,-183.487
-150,8,-197.753,-185.588
-148,8,-200.907,-187.523
-146,8,-203.56,-189.292
-144,8,-205.709,-190.894
-142,8,-207.351,-192.329
-140,8,-208.486,-193.597
-138,8,-209.114,-194.698
-136,8,-209.236,-195.63
-134,8,-208.855,-196.393
-132,8,-207.975,-196.986
-130,8,-206.599,-197.408
-128,8,-204.735,-197.659
-126,8,-202.389,-197.736
-124,8,-199.569,-197.639
-122,8,-196.285,-197.366
-120,8,-192.545,-196.916
-118,8,-188.362,-196.288
-116,8,-183.746,-195.479
-114,8,-178.711,-194.488
-112,8,-173.27,-193.314
-110,8,-167.437,-191.955
-108,8,-161.228,-190.408
-106,8,-154.656,-188.673
-104,8,-147.74,-186.748
-102,8,-140.495,-184.631
-100,8,-132.939,-182.321
-98,8,-125.088,-179.816
-96,8,-116.962,-177.116
-94,8,-108.577,-174.218
-92,8,-99.9537,-171.122
-90,8,-91.1092,-167.827
-88,8,-82.0627,-164.332
-86,8,-72.8329,-160.637
-84,8,-63.4386,-156.743
-82,8,-53.8986,-152.648
-80,8,-44.2316,-148.354
-78,8,-34.456,-143.862
-76,8,-24.59,-139.171
-74,8,-14.6518,-134.285
-72,8,-4.65901,-129.204
-70,8,5.37104,-123.931
-68,8,15.4214,-118.469
-66,8,25.4756,-112.82
-64,8,35.5175,-106.989
-62,8,45.5318,-100.978
-60,8,55.5035,-94.7935
-58,8,65.4182,-88.4391
-56,8,75.2623,-81.9205
-54,8,85.0226,-75.2436
-52,8,94.6867,-68.4149
-50,8,104.243,-61.441
-48,8,113.681,-54.3295
-46,8,122.989,-47.0882
-44,8,132.159,-39.7253
-42,8,141.181,-32.2497
-40,8,150.048,-24.6706
-38,8,158.752,-16.9977
-36,8,167.287,-9.24124
-34,8,175.647,-1.41173
-32,8,183.827,6.47984
-30,8,191.822,14.4221
-28,8,199.63,22.4034
-26,8,207.246,30.4116
-24,8,214.669,38.4344
-22,8,221.898,46.4592
-20,8,228.931,54.473
-18,8,235.767,62.4628
-16,8,242.408,70.4153
-14,8,248.853,78.317
-12,8,255.104,86.1543
-10,8,261.162,93.9137
-8,8,267.029,101.582
-6,8,272.708,109.144
-4,8,278.2,116.587
-2,8,283.509,123.898
0,8,288.638,131.063
2,8,293.59,138.068
4,8,298.367,144.901
6,8,302.973,151.549
8,8,307.411,157.998
10,8,311.685,164.237
12,8,315.796,170.253
14,8,319.748,176.035
16,8,323.542,181.571
18,8,327.183,186.851
20,8,330.67,191.865
22,8,334.006,196.601
24,8,337.191,201.052
26,8,340.227,205.209
28,8,343.113,209.062
30,8,345.849,212.605
32,8,348.434,215.83
34,8,350.867,218.732
36,8,353.146,221.304
38,8,355.267,223.542
40,8,357.229,225.441
42,8,359.027,226.998
44,8,360.657,228.21
46,8,362.115,229.075
48,8,363.395,229.591
50,8,364.491,229.758
52,8,365.398,229.577
54,8,366.107,229.047
56,8,366.614,228.171
58,8,366.909,226.951
60,8,366.986,225.39
62,8,366.836,223.492
64,8,366.451,221.261
66,8,365.823,218.703
68,8,364.944,215.823
70,8,363.805,212.628
72,8,362.397,209.125
74,8,360.714,205.322
76,8,358.746,201.227
78,8,356.486,196.849
80,8,353.927,192.198
82,8,351.061,187.283
84,8,347.882,182.115
86,8,344.384,176.705
88,8,340.561,171.063
90,8,336.408,165.202
92,8,331.922,159.133
94,8,327.098,152.869
96,8,321.935,146.421
98,8,316.43,139.804
100,8,310.582,133.028
102,8,304.393,126.108
104,8,297.862,119.056
106,8,290.992,111.886
108,8,283.786,104.61
110,8,276.247,97.2413
112,8,268.382,89.7932
114,8,260.196,82.2783
116,8,251.696,74.7094
118,8,242.891,67.099
120,8,233.79,59.4595
122,8,224.404,51.8029
124,8,214.744,44.1411
126,8,204.822,36.4856
128,8,194.653,28.8476
130,8,184.249,21.238
132,8,173.627,13.6672
134,8,162.802,6.14535
136,8,151.792,-1.31789
138,8,140.615,-8.71321
140,8,129.288,-16.0318
142,8,117.831,-23.2652
144,8,106.265,-30.4056
146,8,94.6079,-37.4453
148,8,82.8824,-44.3773
150,8,71.1093,-51.1952
152,8,59.3105,-57.8926
154,8,47.5078,-64.464
156,8,35.7238,-70.904
158,8,23.9808,-77.208
160,8,12.3015,-83.3714
162,8,0.708638,-89.3902
164,8,-10.7751,-95.261
166,8,-22.1271,-100.981
168,8,-33.3248,-106.546
170,8,-44.346,-111.955
172,8,-55.1687,-117.205
174,8,-65.7711,-122.294
176,8,-76.132,-127.221
178,8,-86.2305,-131.985
180,8,-96.0463,-136.584
-180,10,-71.3989,-140.432
-178,10,-81.3404,-144.618
-176,10,-90.9429,-148.635
-174,10,-100.186,-152.485
-172,10,-109.05,-156.17
-170,10,-117.516,-159.69
-168,10,-125.567,-163.046
-166,10,-133.186,-166.241
-164,10,-140.356,-169.275
-162,10,-147.064,-172.15
-160,10,-153.296,-174.867
-158,10,-159.04,-177.426
-156,10,-164.284,-179.831
-154,10,-169.019,-182.081
-152,10,-173.237,-184.177
-150,10,-176.929,-186.121
-148,10,-180.09,-187.912
-146,10,-182.716,-189.553
-144,10,-184.802,-191.042
-142,10,-186.348,-192.38
-140,10,-187.353,-193.567
-138,10,-187.817,-194.603
-136,10,-187.742,-195.488
-134,10,-187.132,-196.22
-132,10,-185.992,-196.799
-130,10,-184.327,-197.224
-128,10,-182.145,-197.494
-126,10,-179.454,-197.607
-124,10,-176.264,-197.562
-122,10,-172.585,-197.357
-120,10,-168.43,-196.989
-118,10,-163.811,-196.458
-116,10,-158.743,-195.76
-114,10,-153.239,-194.893
-112,10,-147.316,-193.854
-110,10,-140.99,-192.642
-108,10,-134.279,-191.254
-106,10,-127.2,-189.686
-104,10,-119.772,-187.937
-102,10,-112.014,-186.003
-100,10,-103.946,-183.881
-98,10,-95.5878,-181.57
-96,10,-86.9596,-179.066
-94,10,-78.0822,-176.368
-92,10,-68.9764,-173.472
-90,10,-59.6633,-170.378
-88,10,-50.1638,-167.082
-86,10,-40.499,-163.583
-84,10,-30.69,-159.88
-82,10,-20.7576,-155.971
-80,10,-10.7225,-151.856
-78,10,-0.604988,-147.535
-76,10,9.57469,-143.006
-74,10,19.7969,-138.271
-72,10,30.0422,-133.329
-70,10,40.2919,-128.183
-68,10,50.5276,-122.833
-66,10,60.7317,-117.282
-64,10,70.887,-111.532
-62,10,80.9771,-105.587
-60,10,90.9862,-99.4502
-58,10,100.899,-93.1255
-56,10,110.702,-86.618
-54,10,120.382,-79.9331
-52,10,129.925,-73.0767
-50,10,139.321,-66.0553
-48,10,148.557,-58.8763
-46,10,157.625,-51.5472
-44,10,166.515,-44.0764
-42,10,175.219,-36.4729
-40,10,183.73,-28.746
-38,10,192.042,-20.906
-36,10,200.149,-12.9632
-34,10,208.046,-4.9289
-32,10,215.731,3.18538
-30,10,223.2,11.3675
-28,10,230.452,19.6051
-26,10,237.486,27.885
-24,10,244.302,36.194
-22,10,250.9,44.5184
-20,10,257.282,52.8441
-18,10,263.45,61.1569
-16,10,269.407,69.4422
-14,10,275.157,77.6852
-12,10,280.703,85.8711
-10,10,286.05,93.9847
-8,10,291.203,102.011
-6,10,296.168,109.935
-4,10,300.95,117.741
-2,10,305.556,125.415
0,10,309.991,132.941
2,10,314.263,140.304
4,10,318.376,147.49
