"Freq [GHz]","Theta [deg]","Phi [deg]","dB(RealizedGainTotal) []"
2.4,90,50,0.276825237356101
2.4,90,52,0.1330467016909
2.4,90,54,-0.0117342406472423
2.4,90,56,-0.157840341535674
2.4,90,58,-0.307922535671072
2.4,90,60,-0.466381097494501
2.4,90,62,-0.638386462731528
2.4,90,64,-0.828772533381076
2.4,90,66,-1.04105133939743
2.4,90,68,-1.2767097937509
2.4,90,70,-1.53485608924044
2.4,90,72,-1.81221943314741
2.4,90,74,-2.10347293332642
2.4,90,76,-2.40182700332767
2.4,90,78,-2.6998119863977
2.4,90,80,-2.99013159228354
2.4,90,82,-3.26644043267027
2.4,90,84,-3.52390609813774
2.4,90,86,-3.75947342888027
2.4,90,88,-3.97184001242423
2.4,90,90,-4.16123454997918
2.4,90,92,-4.32912091400098
2.4,90,94,-4.47791785605463
2.4,90,96,-4.61075230457748
2.4,90,98,-4.73119703545298
2.4,90,100,-4.84291709444773
2.4,90,102,-4.94917424986497
2.4,90,104,-5.05220078596231
2.4,90,106,-5.15252805006709
2.4,90,108,-5.24842010644767
2.4,90,110,-5.33560484376778
2.4,90,112,-5.40749771508634
2.4,90,114,-5.45604726626261
2.4,90,116,-5.47316428161497
2.4,90,118,-5.45243922737279
2.4,90,120,-5.39061401408312
2.4,90,122,-5.28823522675618
2.4,90,124,-5.14918530466195
2.4,90,126,-4.97925480058175
2.4,90,128,-4.78430656969879
2.4,90,130,-4.56868519926383
2.4,90,132,-4.33435540676052
2.4,90,134,-4.08096295096195
2.4,90,136,-3.8067284110324
2.4,90,138,-3.50985703488697
2.4,90,140,-3.19000240675588
2.4,90,142,-2.8493081508974
2.4,90,144,-2.49271010101141
2.4,90,146,-2.12746579175984
2.4,90,148,-1.76215141900463
2.4,90,150,-1.40549506907282
2.4,90,152,-1.0653690158875
2.4,90,154,-0.74811720078825
2.4,90,156,-0.4582456536076
2.4,90,158,-0.198410685298514
2.4,90,160,0.0303925909553412
2.4,90,162,0.228532071556094
2.4,90,164,0.397399192072174
2.4,90,166,0.539073529712847
2.4,90,168,0.656018858488214
2.4,90,170,0.750825591630148
2.4,90,172,0.826006080477639
2.4,90,174,0.883843098215478
2.4,90,176,0.926287016148584
2.4,90,178,0.95489339539486
2.4,90,180,0.970790169148831
4,90,-180,-9.36535392976983
4,90,-178,-9.40503667139768
4,90,-176,-9.36384156052756
4,90,-174,-9.271034114601
4,90,-172,-9.17599529399851
4,90,-170,-9.12467042926489
4,90,-168,-9.14265747838458
4,90,-166,-9.22844698173102
4,90,-164,-9.35502990120595
4,90,-162,-9.47901493243972
4,90,-160,-9.55641144172236
4,90,-158,-9.55899890134995
4,90,-156,-9.48030505530801
4,90,-154,-9.32633091278531
4,90,-152,-9.10021623657263
4,90,-150,-8.7956987682057
4,90,-148,-8.40567110349098
4,90,-146,-7.93797119915474
4,90,-144,-7.42307657489058
4,90,-142,-6.90601200697248
4,90,-140,-6.42943370649452
4,90,-138,-6.01948292738621
4,90,-136,-5.67974752395683
4,90,-134,-5.39280491339064
4,90,-132,-5.1276436694316
4,90,-130,-4.85125717961975
4,90,-128,-4.54084405523883
4,90,-126,-4.19105046676134
4,90,-124,-3.81273989992765
4,90,-122,-3.42553299272638
4,90,-120,-3.04990984543004
4,90,-118,-2.7029492114434
4,90,-116,-2.39797964627728
4,90,-114,-2.14622273650453
4,90,-112,-1.95846811902666
4,90,-110,-1.84579052193541
4,90,-108,-1.81926856999755
4,90,-106,-1.88912847252724
4,90,-104,-2.06369685945114
4,90,-102,-2.3482127947777
4,90,-100,-2.74312374327839
4,90,-98,-3.24107670450249
4,90,-96,-3.82153080309445
4,90,-94,-4.44230379443247
4,90,-92,-5.03012458841519
4,90,-90,-5.47987926156374
4,90,-88,-5.68051190402502
4,90,-86,-5.57091390109786
4,90,-84,-5.18203687914294
4,90,-82,-4.61641421108883
4,90,-80,-3.98981588027175
4,90,-78,-3.39167435998632
4,90,-76,-2.87780417858821
4,90,-74,-2.47870217259113
4,90,-72,-2.20965856105459
4,90,-70,-2.07808791095957
4,90,-68,-2.08787004546521
4,90,-66,-2.24150899544275
4,90,-64,-2.54086330807194
4,90,-62,-2.98699940354754
4,90,-60,-3.57955010227402
4,90,-58,-4.31571441044801
4,90,-56,-5.18839958341899
4,90,-54,-6.18137022130588
4,90,-52,-7.25582671287066
4,90,-50,-8.31873878906424
4,90,-48,-9.17291525777981
4,90,-46,-9.51650763475837
4,90,-44,-9.13450941373388
4,90,-42,-8.13987848851726
4,90,-40,-6.85711409283712
4,90,-38,-5.55233237007709
4,90,-36,-4.35880927803595
4,90,-34,-3.32122832177514
4,90,-32,-2.4412434952113
4,90,-30,-1.70263138177497
4,90,-28,-1.08358801926982
4,90,-26,-0.562897123428499
4,90,-24,-0.123011301759891
4,90,-22,0.248857716747578
4,90,-20,0.561132289606785
4,90,-18,0.819211257416845
4,90,-16,1.02712581313511
4,90,-14,1.18894840243635
4,90,-12,1.30962870002665
4,90,-10,1.39518950464218
4,90,-8,1.45239844586651
4,90,-6,1.48811827720631
4,90,-4,1.50855256991553
4,90,-2,1.51857035941324
4,90,0,1.52122911426225
4,90,2,1.51753773852298
4,90,4,1.50643659937788
4,90,6,1.48494602418972
4,90,8,1.44845394220581
4,90,10,1.39115111601596
4,90,12,1.30663356092738
4,90,14,1.188642633704
4,90,16,1.03180673977266
4,90,18,0.832127401435628
4,90,20,0.586886690375185
4,90,22,0.293724556699092
4,90,24,-0.0510936805999911
4,90,26,-0.454754923202186
4,90,28,-0.929429855074435
4,90,30,-1.49224141493052
4,90,32,-2.16291715283226
4,90,34,-2.95869940440983
4,90,36,-3.88595767235231
4,90,38,-4.92733373042653
4,90,40,-6.02373867169507
4,90,42,-7.057093184198
4,90,44,-7.85787196250803
4,90,46,-8.2702553244151
4,90,48,-8.24526415962084
4,90,50,-7.85580175372593
4,90,52,-7.22195910926992
4,90,54,-6.44949034118076
4,90,56,-5.61988612092424
4,90,58,-4.79871733551545
4,90,60,-4.03913068822102
4,90,62,-3.38081701291123
4,90,64,-2.84970829273974
4,90,66,-2.45997165491778
4,90,68,-2.21726912452561
4,90,70,-2.12197986925543
4,90,72,-2.1715980480954
4,90,74,-2.36190703569969
4,90,76,-2.68663229602846
4,90,78,-3.13516992802982
4,90,80,-3.68780087934694
4,90,82,-4.30789773369719
4,90,84,-4.93218646432386
4,90,86,-5.4654153676088
4,90,88,-5.79433982905318
4,90,90,-5.83266643627775
4,90,92,-5.57253747769412
4,90,94,-5.08915018686083
4,90,96,-4.49313342480218
4,90,98,-3.88219393983201
4,90,100,-3.32276898244731
4,90,102,-2.85295728676477
4,90,104,-2.49110726385452
4,90,106,-2.24288470881284
4,90,108,-2.10571671703708
4,90,110,-2.07150951241605
4,90,112,-2.12872004797295
4,90,114,-2.26448462702789
4,90,116,-2.46692781389415
4,90,118,-2.7271406143114
4,90,120,-3.03992398190525
4,90,122,-3.40260174517599
4,90,124,-3.8120697396157
4,90,126,-4.26134821789859
4,90,128,-4.73764742677022
4,90,130,-5.22382726643818
4,90,132,-5.70363514226794
4,90,134,-6.16825678745286
4,90,136,-6.61935965796045
4,90,138,-7.06498321195475
4,90,140,-7.50951343842773
4,90,142,-7.94367498882973
4,90,144,-8.34185917569473
4,90,146,-8.67161814213382
4,90,148,-8.91253498101312
4,90,150,-9.07118869591572
4,90,152,-9.17819757001804
4,90,154,-9.26853632728119
4,90,156,-9.36005256932981
4,90,158,-9.44338012569502
4,90,160,-9.48814973560071
4,90,162,-9.46345834892735
4,90,164,-9.36177601455106
4,90,166,-9.20925099197658
4,90,168,-9.05475300033953
4,90,170,-8.94799849836336
4,90,172,-8.92146935453786
4,90,174,-8.981449548909
4,90,176,-9.10647188706065
4,90,178,-9.25226805429081
4,90,180,-9.36535392976983
6,90,-180,-7.92836486534072
6,90,-178,-7.88369545013966
6,90,-176,-7.78401835355321
6,90,-174,-7.61034790549056
6,90,-172,-7.33360494951182
6,90,-170,-6.92267604298181
6,90,-168,-6.37001550730607
6,90,-166,-5.712133251196
6,90,-164,-5.01886873207245
6,90,-162,-4.36132601237199
6,90,-160,-3.78724722511093
6,90,-158,-3.31477664314215
6,90,-156,-2.93792345699256
6,90,-154,-2.63583582672974
6,90,-152,-2.38346008556268
6,90,-150,-2.16371080976396
6,90,-148,-1.97751117124622
6,90,-146,-1.84358930528353
6,90,-144,-1.78541014869696
6,90,-142,-1.81530384093538
6,90,-140,-1.92968055734659
6,90,-138,-2.11853522383984
6,90,-136,-2.37702616255892
6,90,-134,-2.70195986741645
6,90,-132,-3.07037158489237
6,90,-130,-3.42016897312764
6,90,-128,-3.66154660890958
6,90,-126,-3.72216092720369
6,90,-124,-3.58083870586533
6,90,-122,-3.25562295592134
6,90,-120,-2.78389278746066
6,90,-118,-2.2282210566724
6,90,-116,-1.67786164388741
6,90,-114,-1.22166855543352
6,90,-112,-0.9152877069866
6,90,-110,-0.768138327348191
6,90,-108,-0.753173613564584
6,90,-106,-0.831064366524842
6,90,-104,-0.97382255078704
6,90,-102,-1.16885609474615
6,90,-100,-1.39756681950395
6,90,-98,-1.60816913569
6,90,-96,-1.71702150312849
6,90,-94,-1.65792894309541
6,90,-92,-1.44278415063825
6,90,-90,-1.1619372298894
6,90,-88,-0.924422546403564
6,90,-86,-0.806319279708988
6,90,-84,-0.839899919590842
6,90,-82,-1.03007880091059
6,90,-80,-1.37897401637931
6,90,-78,-1.90472431176417
6,90,-76,-2.64451707471206
6,90,-74,-3.63948422421738
6,90,-72,-4.90743180509773
6,90,-70,-6.41193088031249
6,90,-68,-8.03487240290048
6,90,-66,-9.53884071170394
6,90,-64,-10.4667168206151
6,90,-62,-10.2244897561893
6,90,-60,-8.87413867422382
6,90,-58,-7.22606439785759
6,90,-56,-5.8975128251185
6,90,-54,-5.10177570728953
6,90,-52,-4.83746649990792
6,90,-50,-5.00438066546455
6,90,-48,-5.46941969567121
6,90,-46,-6.14703103195647
6,90,-44,-7.06600819392535
6,90,-42,-8.3362565247459
6,90,-40,-9.99636444149291
6,90,-38,-11.7711673454506
6,90,-36,-12.9864468414463
6,90,-34,-13.339761036983
6,90,-32,-13.3227653270448
6,90,-30,-13.1127170731077
6,90,-28,-12.2502517856806
6,90,-26,-10.6389972406159
6,90,-24,-8.85663517827886
6,90,-22,-7.33304976321109
6,90,-20,-6.13602826068593
6,90,-18,-5.16340154456461
6,90,-16,-4.29741104088781
6,90,-14,-3.4876651829601
6,90,-12,-2.75850031233759
6,90,-10,-2.16102564741792
6,90,-8,-1.72582104260529
6,90,-6,-1.44593382316363
6,90,-4,-1.28482409147936
6,90,-2,-1.19761493432547
6,90,0,-1.15559373186022
6,90,2,-1.16123096061485
6,90,4,-1.24423477685125
6,90,6,-1.44253817010532
6,90,8,-1.7812580016604
6,90,10,-2.25997183056105
6,90,12,-2.85394580919958
6,90,14,-3.53336012344379
6,90,16,-4.29635497462598
6,90,18,-5.19309328006931
6,90,20,-6.31333029580786
6,90,22,-7.73119949673321
6,90,24,-9.40976244643278
6,90,26,-11.0833339275625
6,90,28,-12.3285287037488
6,90,30,-13.0529979383864
6,90,32,-13.5580421562639
6,90,34,-13.7563197809775
6,90,36,-12.9729751433023
6,90,38,-11.2137935566607
6,90,40,-9.31098543257914
6,90,42,-7.73522118101818
6,90,44,-6.5197136927752
6,90,46,-5.57337170753903
6,90,48,-4.85818651556915
6,90,50,-4.43005150985152
6,90,52,-4.38778117410397
6,90,54,-4.80663190931932
6,90,56,-5.69429001976948
6,90,58,-6.95743621486243
6,90,60,-8.37675999336459
6,90,62,-9.6228123641997
6,90,64,-10.288346788267
6,90,66,-9.94051236770103
6,90,68,-8.54367860250483
6,90,70,-6.6738227370148
6,90,72,-4.89225531039148
6,90,74,-3.43122326875166
6,90,76,-2.31692730659542
6,90,78,-1.49989057723397
6,90,80,-0.919742200801004
6,90,82,-0.533065569610264
6,90,84,-0.318460760287979
6,90,86,-0.265017801499633
6,90,88,-0.352813929240551
6,90,90,-0.535531510096875
6,90,92,-0.735538964451163
6,90,94,-0.862438237730078
6,90,96,-0.854622554223819
6,90,98,-0.713259304185705
6,90,100,-0.492635459581242
6,90,102,-0.258471969684827
6,90,104,-0.0569293079565348
6,90,106,0.0871575247238511
6,90,108,0.154520434228549
6,90,110,0.118040815723982
6,90,112,-0.0557704176546387
6,90,114,-0.391181833122665
6,90,116,-0.883210674829306
6,90,118,-1.48407646922755
6,90,120,-2.10726150811983
6,90,122,-2.65642687705183
6,90,124,-3.0633777151639
6,90,126,-3.29813705667491
6,90,128,-3.34908236704454
6,90,130,-3.21786452793276
6,90,132,-2.93919562661234
6,90,134,-2.58155788899997
6,90,136,-2.21637011306723
6,90,138,-1.89381037975281
6,90,140,-1.64566117061743
6,90,142,-1.49819138920261
6,90,144,-1.47453080854439
6,90,146,-1.58449967032
6,90,148,-1.81344619529347
6,90,150,-2.12192006208914
6,90,152,-2.4609824522137
6,90,154,-2.79691642895368
6,90,156,-3.12853063373523
6,90,158,-3.48394112511343
6,90,160,-3.90188191733171
6,90,162,-4.41208427848166
6,90,164,-5.02150876029481
6,90,166,-5.70455751662099
6,90,168,-6.39797409463028
6,90,170,-7.01172453789037
6,90,172,-7.46727965241087
6,90,174,-7.74296602408086
6,90,176,-7.87779639259419
6,90,178,-7.92824926523919
6,90,180,-7.92836486534072
