"Freq [GHz]","Theta [deg]","Phi [deg]","dB(RealizedGainTotal) []"
0.9,90,-14,-11.5317129086539
0.9,90,-12,-11.5329652347054
0.9,90,-10,-11.5332113524827
0.9,90,-8,-11.5320018406528
0.9,90,-6,-11.5290010530975
0.9,90,-4,-11.5239954091571
0.9,90,-2,-11.516898172334
0.9,90,0,-11.5077506380417
0.9,90,2,-11.4967197981427
0.9,90,4,-11.4840926865274
0.9,90,6,-11.4702677240619
0.9,90,8,-11.4557434644515
0.9,90,10,-11.4411051906372
0.9,90,12,-11.4270098242922
0.9,90,14,-11.4141695925457
0.9,90,16,-11.4033348526886
0.9,90,18,-11.3952764152741
0.9,90,20,-11.3907676371048
0.9,90,22,-11.3905664860223
0.9,90,24,-11.3953977162005
0.9,90,26,-11.4059352416956
0.9,90,28,-11.4227847622995
0.9,90,30,-11.4464666835544
0.9,90,32,-11.4773993860688
0.9,90,34,-11.5158829418059
0.9,90,36,-11.5620834504202
0.9,90,38,-11.6160182800047
0.9,90,40,-11.6775426452623
0.9,90,42,-11.7463381404617
0.9,90,44,-11.8219040574331
0.9,90,46,-11.9035525447166
0.9,90,48,-11.9904088754928
0.9,90,50,-12.0814182474337
0.9,90,52,-12.1753605804272
0.9,90,54,-12.2708746399818
0.9,90,56,-12.3664924250234
0.9,90,58,-12.4606840647554
0.9,90,60,-12.551912457259
0.9,90,62,-12.6386956079292
0.9,90,64,-12.7196732325533
0.9,90,66,-12.7936729099949
0.9,90,68,-12.8597701911255
0.9,90,70,-12.9173368711783
0.9,90,72,-12.9660722912661
0.9,90,74,-13.0060140543354
0.9,90,76,-13.037526714806
0.9,90,78,-13.0612694489297
0.9,90,80,-13.0781459786737
0.9,90,82,-13.0892417026146
0.9,90,84,-13.0957538400041
0.9,90,86,-13.0989203841064
0.9,90,88,-13.0999529394347
0.9,90,90,-13.0999773491435
0.9,90,92,-13.0999846924252
0.9,90,94,-13.1007939880313
0.9,90,96,-13.1030269322084
0.9,90,98,-13.1070942874557
0.9,90,100,-13.1131931069058
0.9,90,102,-13.1213137641526
0.9,90,104,-13.1312556758624
0.9,90,106,-13.1426505719317
0.9,90,108,-13.1549921193886
0.9,90,110,-13.1676706014098
0.9,90,112,-13.1800111813865
0.9,90,114,-13.1913140635158
0.9,90,116,-13.2008946413315
0.9,90,118,-13.2081215662967
0.9,90,120,-13.2124506361495
0.9,90,122,-13.2134525507698
0.9,90,124,-13.210832937553
0.9,90,126,-13.2044435955068
0.9,90,128,-13.1942845938147
0.9,90,130,-13.1804976007861
0.9,90,132,-13.1633515130203
0.9,90,134,-13.1432220096476
0.9,90,136,-13.120567006809
0.9,90,138,-13.0959001055757
0.9,90,140,-13.0697640245031
0.9,90,142,-13.0427057299899
0.9,90,144,-13.0152545858477
0.9,90,146,-12.9879044038495
0.9,90,148,-12.961099847109
0.9,90,150,-12.9352272600935
0.9,90,152,-12.910609697486
0.9,90,154,-12.8875057076738
0.9,90,156,-12.866111291996
0.9,90,158,-12.8465643971178
0.9,90,160,-12.8289512905236
0.9,90,162,-12.8133142030318
0.9,90,164,-12.7996596836068
0.9,90,166,-12.7879671888713
0.9,90,168,-12.7781975133016
0.9,90,170,-12.770300749038
0.9,90,172,-12.7642235414156
0.9,90,174,-12.7599154741969
0.9,90,176,-12.7573344749318
0.9,90,178,-12.756451174925
0.9,90,180,-12.7572521901129
2.4,90,-180,-3.54572828981958
2.4,90,-178,-3.55706905383634
2.4,90,-176,-3.50654501005098
2.4,90,-174,-3.39505689942026
2.4,90,-172,-3.22688520103996
2.4,90,-170,-3.00944374579199
2.4,90,-168,-2.75267841749781
2.4,90,-166,-2.46822046613467
2.4,90,-164,-2.16845063361499
2.4,90,-162,-1.8656221264699
2.4,90,-160,-1.57114216692298
2.4,90,-158,-1.29505176529447
2.4,90,-156,-1.04569499849119
2.4,90,-154,-0.829542474577484
2.4,90,-152,-0.651127330587544
2.4,90,-150,-0.513059291914487
2.4,90,-148,-0.416095949101831
2.4,90,-146,-0.359265126243572
2.4,90,-144,-0.340044274979303
2.4,90,-142,-0.354609257263181
2.4,90,-140,-0.39816303720745
2.4,90,-138,-0.465342949056809
2.4,90,-136,-0.550684151824003
2.4,90,-134,-0.649091822496294
2.4,90,-132,-0.756255387099565
2.4,90,-130,-0.868935832774792
2.4,90,-128,-0.985078157468469
2.4,90,-126,-1.10374106716604
2.4,90,-124,-1.22488054014167
2.4,90,-122,-1.34905514132425
2.4,90,-120,-1.47712781171291
2.4,90,-118,-1.61002180377409
2.4,90,-116,-1.74855757496428
2.4,90,-114,-1.89336592672662
2.4,90,-112,-2.04485068543935
2.4,90,-110,-2.20316626913447
2.4,90,-108,-2.36818062343248
2.4,90,-106,-2.53940768731153
2.4,90,-104,-2.71590991200737
2.4,90,-102,-2.89618538279778
2.4,90,-100,-3.07806303836019
2.4,90,-98,-3.25863325403013
2.4,90,-96,-3.43424144209963
2.4,90,-94,-3.60057136494304
2.4,90,-92,-3.75284292442238
2.4,90,-90,-3.8861435490033
2.4,90,-88,-3.99589730129794
2.4,90,-86,-4.07844598736006
2.4,90,-84,-4.13167257980981
2.4,90,-82,-4.15555192419708
2.4,90,-80,-4.15249083739691
2.4,90,-78,-4.12734183072495
2.4,90,-76,-4.08704449214
2.4,90,-74,-4.03994054851754
2.4,90,-72,-3.99488246135274
2.4,90,-70,-3.96028235063677
2.4,90,-68,-3.94322804171028
2.4,90,-66,-3.94874984728628
2.4,90,-64,-3.97928432992995
2.4,90,-62,-4.03436782174014
2.4,90,-60,-4.1106036937687
2.4,90,-58,-4.20196714226049
2.4,90,-56,-4.30050983638251
2.4,90,-54,-4.39746992576619
2.4,90,-52,-4.48466432267502
2.4,90,-50,-4.55587365759395
2.4,90,-48,-4.60782136208787
2.4,90,-46,-4.64040444107409
2.4,90,-44,-4.65607627238076
2.4,90,-42,-4.65859779844387
2.4,90,-40,-4.65159134200085
2.4,90,-38,-4.63735683678624
2.4,90,-36,-4.61627648097814
2.4,90,-34,-4.58693334464292
2.4,90,-32,-4.54687017771306
2.4,90,-30,-4.49374356976683
2.4,90,-28,-4.42650988375634
2.4,90,-26,-4.34625871213235
2.4,90,-24,-4.25642373674298
2.4,90,-22,-4.16232197077248
2.4,90,-20,-4.07019991611923
2.4,90,-18,-3.9860925319429
2.4,90,-16,-3.91479266850947
2.4,90,-14,-3.85913118103486
2.4,90,-12,-3.81965560793997
2.4,90,-10,-3.79471471672491
2.4,90,-8,-3.78091076938198
2.4,90,-6,-3.77384877799312
2.4,90,-4,-3.76907090126111
2.4,90,-2,-3.76301340301803
2.4,90,0,-3.75378734309484
2.4,90,2,-3.74159727842497
2.4,90,4,-3.72869186165635
2.4,90,6,-3.71886434105062
2.4,90,8,-3.71663716278332
2.4,90,10,-3.72632592305336
2.4,90,12,-3.75117261357904
2.4,90,14,-3.79269101437954
2.4,90,16,-3.85031302770594
2.4,90,18,-3.92138333304964
2.4,90,20,-4.0015168329837
2.4,90,22,-4.08528958640716
2.4,90,24,-4.16716340723038
2.4,90,26,-4.24245522770531
2.4,90,28,-4.3080961322972
2.4,90,30,-4.36293827392343
2.4,90,32,-4.40748855073577
2.4,90,34,-4.44314013801952
2.4,90,36,-4.47115226426546
2.4,90,38,-4.49171961955513
2.4,90,40,-4.50345272501377
2.4,90,42,-4.50348019634568
2.4,90,44,-4.48821129968571
2.4,90,46,-4.45458733122014
2.4,90,48,-4.40145133061219
2.4,90,50,-4.33056741174945
2.4,90,52,-4.24690982483178
2.4,90,54,-4.15810905533501
2.4,90,56,-4.07325233429463
2.4,90,58,-4.00142034654598
2.4,90,60,-3.95033169620244
2.4,90,62,-3.92532455839695
2.4,90,64,-3.92874511777929
2.4,90,66,-3.95971143550193
2.4,90,68,-4.01419246639885
2.4,90,70,-4.08535837585206
2.4,90,72,-4.16418364416761
2.4,90,74,-4.24028938176195
2.4,90,76,-4.30298105560203
2.4,90,78,-4.34237791825292
2.4,90,80,-4.35046909087847
2.4,90,82,-4.3219096307239
2.4,90,84,-4.25441616050185
2.4,90,86,-4.14872502440195
2.4,90,88,-4.00818781697402
2.4,90,90,-3.83814657888753
2.4,90,92,-3.6452338521284
2.4,90,94,-3.4367008253668
2.4,90,96,-3.21982583589772
2.4,90,98,-3.00142054137815
2.4,90,100,-2.78743709485909
2.4,90,102,-2.58267883887779
2.4,90,104,-2.39061972846505
2.4,90,106,-2.21333817801764
2.4,90,108,-2.05156754910493
2.4,90,110,-1.90485809687797
2.4,90,112,-1.77183432856184
2.4,90,114,-1.65051851731998
2.4,90,116,-1.53867836460942
2.4,90,118,-1.43414932417248
2.4,90,120,-1.33508521229584
2.4,90,122,-1.24010716392609
2.4,90,124,-1.148348004592
2.4,90,126,-1.05941818358572
2.4,90,128,-0.973339566876441
2.4,90,130,-0.890496361740356
2.4,90,132,-0.811636747146544
2.4,90,134,-0.737930412619414
2.4,90,136,-0.671057104137119
2.4,90,138,-0.613280948378522
2.4,90,140,-0.56746232932197
2.4,90,142,-0.53697394588514
2.4,90,144,-0.525513730474489
2.4,90,146,-0.536833969931508
2.4,90,148,-0.574423828252138
2.4,90,150,-0.641187294080958
2.4,90,152,-0.739152067401137
2.4,90,154,-0.869232396496649
2.4,90,156,-1.03105605627178
2.4,90,158,-1.22285625292629
2.4,90,160,-1.44142445027643
2.4,90,162,-1.68211926679671
2.4,90,164,-1.93892820022478
2.4,90,166,-2.20458158618385
2.4,90,168,-2.47072107144669
2.4,90,170,-2.72812785571748
2.4,90,172,-2.96701921273623
2.4,90,174,-3.1774249202322
2.4,90,176,-3.34965594012024
2.4,90,178,-3.47487116913911
2.4,90,180,-3.54572828981958
4,90,-180,-9.57831533092842
4,90,-178,-9.56359786543634
4,90,-176,-9.53509405498199
4,90,-174,-9.49404521623528
4,90,-172,-9.44159762709559
4,90,-170,-9.37723881805496
4,90,-168,-9.29755131346136
4,90,-166,-9.1958279509482
4,90,-164,-9.0625314758187
4,90,-162,-8.88625116510754
4,90,-160,-8.65500974058523
4,90,-158,-8.35830053591754
4,90,-156,-7.99033888644981
4,90,-154,-7.55405528159184
4,90,-152,-7.06389289702774
4,90,-150,-6.54521801639454
4,90,-148,-6.0299550408412
4,90,-146,-5.55034997242663
4,90,-144,-5.13340776907569
4,90,-142,-4.79744881051921
4,90,-140,-4.55086157802912
4,90,-138,-4.39249567144186
4,90,-136,-4.313179395145
4,90,-134,-4.29807166113927
4,90,-132,-4.32960763206479
4,90,-130,-4.39060116143974
4,90,-128,-4.46683698181841
4,90,-126,-4.54855443462135
4,90,-124,-4.63070441150391
4,90,-122,-4.71242917303981
4,90,-120,-4.79638908760706
4,90,-118,-4.88822392404404
4,90,-116,-4.99595982465907
4,90,-114,-5.12900270711408
4,90,-112,-5.29658308621897
4,90,-110,-5.50586130269467
4,90,-108,-5.76006352381499
4,90,-106,-6.05693614446275
4,90,-104,-6.38763602513133
4,90,-102,-6.73611458225236
4,90,-100,-7.07921771444583
4,90,-98,-7.38806746134126
4,90,-96,-7.63151095703591
4,90,-94,-7.78192887385553
4,90,-92,-7.82211906252724
4,90,-90,-7.75021209727424
4,90,-88,-7.57974339994537
4,90,-86,-7.33481897118369
4,90,-84,-7.04329471188494
4,90,-82,-6.73127766009245
4,90,-80,-6.42039244975147
4,90,-78,-6.12733354581158
4,90,-76,-5.86446840766725
4,90,-74,-5.64047992421206
4,90,-72,-5.46062768964144
4,90,-70,-5.32674203215283
4,90,-68,-5.23735402589688
4,90,-66,-5.18835642769043
4,90,-64,-5.17430332157404
4,90,-62,-5.18999365600599
4,90,-60,-5.231589386623
4,90,-58,-5.29652701392751
4,90,-56,-5.3820636214969
4,90,-54,-5.48321776992959
4,90,-52,-5.59156429891329
4,90,-50,-5.69627656763468
4,90,-48,-5.78770925630858
4,90,-46,-5.86198445728116
4,90,-44,-5.92371639194314
4,90,-42,-5.98468593173055
4,90,-40,-6.05881937317256
4,90,-38,-6.15607737380723
4,90,-36,-6.27812914650716
4,90,-34,-6.41744101391194
4,90,-32,-6.55989765068814
4,90,-30,-6.68976172335016
4,90,-28,-6.79473821137053
4,90,-26,-6.86875547938896
4,90,-24,-6.91143407816908
4,90,-22,-6.92536919700019
4,90,-20,-6.9135290899064
4,90,-18,-6.87840680388658
4,90,-16,-6.82290369261252
4,90,-14,-6.7516813324502
4,90,-12,-6.67164686948238
4,90,-10,-6.59111794143828
4,90,-8,-6.51821654965612
4,90,-6,-6.45944046548677
4,90,-4,-6.41905650405228
4,90,-2,-6.39935205050333
4,90,0,-6.40130511592785
4,90,2,-6.42510105344472
4,90,4,-6.47013072240882
4,90,6,-6.53450063021677
4,90,8,-6.61444862927579
4,90,10,-6.70418822610433
4,90,12,-6.79650446057723
4,90,14,-6.88395408536504
4,90,16,-6.96003132052861
4,90,18,-7.0195366846398
4,90,20,-7.05789531106543
4,90,22,-7.07010142178651
4,90,24,-7.05061176285836
4,90,26,-6.99515028529361
4,90,28,-6.90393129202745
4,90,30,-6.78420991469339
4,90,32,-6.64987035206049
4,90,34,-6.51751915418095
4,90,36,-6.40084509366875
4,90,38,-6.30596890508728
4,90,40,-6.22984763667997
4,90,42,-6.16242585956514
4,90,44,-6.09171202592648
4,90,46,-6.00949071305188
4,90,48,-5.91473075325352
4,90,50,-5.81294581380453
4,90,52,-5.71235249362848
4,90,54,-5.61955075891071
4,90,56,-5.53722829104434
4,90,58,-5.46470867962069
4,90,60,-5.40044848021564
4,90,62,-5.34472170121516
4,90,64,-5.30095952754566
4,90,66,-5.27527750056438
4,90,68,-5.27487510369478
4,90,70,-5.30646821335843
4,90,72,-5.37555320593284
4,90,74,-5.48654695926783
4,90,76,-5.64323712467658
4,90,78,-5.8487835806699
4,90,80,-6.10471891638459
4,90,82,-6.4088216066993
4,90,84,-6.75219531210615
4,90,86,-7.11634518284703
4,90,88,-7.4715994037883
4,90,90,-7.77879183426072
4,90,92,-7.99589516137661
4,90,94,-8.08896233585271
4,90,96,-8.04269177884076
4,90,98,-7.86430290085777
4,90,100,-7.57872359159316
4,90,102,-7.21940399576329
4,90,104,-6.82047833998458
4,90,106,-6.41255508625635
4,90,108,-6.02114210560834
4,90,110,-5.66601560679963
4,90,112,-5.36067141742411
4,90,114,-5.11186361374955
4,90,116,-4.91960611676198
4,90,118,-4.77799447301513
4,90,120,-4.67698338120586
4,90,122,-4.60491024580174
4,90,124,-4.55117629042788
4,90,126,-4.50831009905469
4,90,128,-4.47288226305624
4,90,130,-4.44535003751481
4,90,132,-4.42943841858591
4,90,134,-4.43166882407104
4,90,136,-4.46115354936008
4,90,138,-4.52924500311624
4,90,140,-4.64850746620081
4,90,142,-4.83081053545395
4,90,144,-5.08481005191037
4,90,146,-5.41336262720576
4,90,148,-5.8114646997504
4,90,150,-6.26527694907468
4,90,152,-6.75279009810875
4,90,154,-7.24655521676017
4,90,156,-7.71832012479409
4,90,158,-8.14434809698403
4,90,160,-8.5093750480891
4,90,162,-8.80764785073366
4,90,164,-9.04122687285099
4,90,166,-9.21716475250938
4,90,168,-9.34504388977645
4,90,170,-9.43522715226603
4,90,172,-9.49743066214709
4,90,174,-9.53939107724016
4,90,176,-9.56593294899363
4,90,178,-9.57893275384112
4,90,180,-9.57831533092842
6,90,-180,-6.74485269056211
6,90,-178,-6.73003756305788
6,90,-176,-6.48569574113916
6,90,-174,-6.03569862325859
6,90,-172,-5.42318769559245
6,90,-170,-4.69931601367307
6,90,-168,-3.91629139157461
6,90,-166,-3.12435492103198
6,90,-164,-2.36886016163733
6,90,-162,-1.68489467445245
6,90,-160,-1.09028591998443
6,90,-158,-0.58102030254706
6,90,-156,-0.134519618537255
6,90,-154,0.27641880947449
6,90,-152,0.664814598914984
6,90,-150,1.01977847083729
6,90,-148,1.31428104373962
6,90,-146,1.52269070790278
6,90,-144,1.63380858085772
6,90,-142,1.65276623106888
6,90,-140,1.59424223787539
6,90,-138,1.47327131443842
6,90,-136,1.29949559100789
6,90,-134,1.07675503878174
6,90,-132,0.804495838712751
6,90,-130,0.476190818451626
6,90,-128,0.0754431327940564
6,90,-126,-0.423045621754989
6,90,-124,-1.04069696956817
6,90,-122,-1.76982386302672
6,90,-120,-2.54213897614969
6,90,-118,-3.20959340119232
6,90,-116,-3.58039694554653
6,90,-114,-3.53528215186805
6,90,-112,-3.12363180529437
6,90,-110,-2.51518354199952
6,90,-108,-1.88493846146656
6,90,-106,-1.35411944943519
6,90,-104,-0.986701457260398
6,90,-102,-0.802638896543185
6,90,-100,-0.791624944130619
6,90,-98,-0.925933121558715
6,90,-96,-1.17323182475965
6,90,-94,-1.50793631581684
6,90,-92,-1.91707310938376
6,90,-90,-2.39724150323289
6,90,-88,-2.94344427472794
6,90,-86,-3.53461669314821
6,90,-84,-4.12231681869878
6,90,-82,-4.63016834562245
6,90,-80,-4.97165227345897
6,90,-78,-5.08406860154649
6,90,-76,-4.95627552232343
6,90,-74,-4.62574332659575
6,90,-72,-4.15125869251835
6,90,-70,-3.58873598598797
6,90,-68,-2.98415826062022
6,90,-66,-2.37849522269102
6,90,-64,-1.81420781409824
6,90,-62,-1.33642716257134
6,90,-60,-0.987095327546841
6,90,-58,-0.794507741955641
6,90,-56,-0.762920224421115
6,90,-54,-0.867875672813141
6,90,-52,-1.06267628230877
6,90,-50,-1.29604384731128
6,90,-48,-1.52918179645917
6,90,-46,-1.73727311978647
6,90,-44,-1.89981974989543
6,90,-42,-2.00104493570075
6,90,-40,-2.04446035948486
6,90,-38,-2.05938276638436
6,90,-36,-2.08670442842768
6,90,-34,-2.15954386692497
6,90,-32,-2.29559495717206
6,90,-30,-2.49959238618374
6,90,-28,-2.76609875648693
6,90,-26,-3.07769238415326
6,90,-24,-3.40121602083545
6,90,-22,-3.68950992389406
6,90,-20,-3.89479331444462
6,90,-18,-3.98928707991673
6,90,-16,-3.97696285860758
6,90,-14,-3.88624476298032
6,90,-12,-3.75276774933378
6,90,-10,-3.60690876620985
6,90,-8,-3.47015786753359
6,90,-6,-3.3562699324084
6,90,-4,-3.27341708608312
6,90,-2,-3.22610659868267
6,90,0,-3.21659598106427
6,90,2,-3.24548816359921
6,90,4,-3.31134413443356
6,90,6,-3.40964400977992
6,90,8,-3.53180347288405
6,90,10,-3.66488491357187
6,90,12,-3.79215781187766
6,90,14,-3.89423382451843
6,90,16,-3.95085296500653
6,90,18,-3.94426689800352
6,90,20,-3.86452477441049
6,90,22,-3.71402227189319
6,90,24,-3.50734460022539
6,90,26,-3.26621503580805
6,90,28,-3.01388335554565
6,90,30,-2.77260856706179
6,90,32,-2.56374816691969
6,90,34,-2.40720713561667
6,90,36,-2.31724117376523
6,90,38,-2.29475278048964
6,90,40,-2.32094200228436
6,90,42,-2.35890093442468
6,90,44,-2.36403262396939
6,90,46,-2.29627078312097
6,90,48,-2.13081178608595
6,90,50,-1.87341858446881
6,90,52,-1.5741591766389
6,90,54,-1.31652937969735
6,90,56,-1.18107865805174
6,90,58,-1.21252603038733
6,90,60,-1.41102417570334
6,90,62,-1.74592511344082
6,90,64,-2.17949686447283
6,90,66,-2.6844281193118
6,90,68,-3.24326066796797
6,90,70,-3.83237392591092
6,90,72,-4.40502899558958
6,90,74,-4.88789356542404
6,90,76,-5.19908211263758
6,90,78,-5.28372069846306
6,90,80,-5.1433976625383
6,90,82,-4.8325289982156
6,90,84,-4.42567560621556
6,90,86,-3.98507830625078
6,90,88,-3.54660756740668
6,90,90,-3.12245647459641
6,90,92,-2.71252267573697
6,90,94,-2.31764516280443
6,90,96,-1.94928760730461
6,90,98,-1.63218844987288
6,90,100,-1.40009833584067
6,90,102,-1.28780075768686
6,90,104,-1.32277730888818
6,90,106,-1.51797907904448
6,90,108,-1.86543484047507
6,90,110,-2.32963365479735
6,90,112,-2.83966711894333
6,90,114,-3.28276471889673
6,90,116,-3.51561085711754
6,90,118,-3.4212207056421
6,90,120,-2.99146220247978
6,90,122,-2.33840130525557
6,90,124,-1.61063699539569
6,90,126,-0.915364152466085
6,90,128,-0.302123133442966
6,90,130,0.217801792680429
6,90,132,0.649007016724788
6,90,134,0.999111038401549
6,90,136,1.27463070755627
6,90,138,1.48003885618399
6,90,140,1.61619380681746
6,90,142,1.67901219957746
6,90,144,1.66135238030246
6,90,146,1.55859984961909
6,90,148,1.3749563705351
6,90,150,1.12624131931091
6,90,152,0.835751946853355
6,90,154,0.522568637881951
6,90,156,0.188118570175416
6,90,158,-0.188030116724861
6,90,160,-0.63771316922115
6,90,162,-1.18617599208272
6,90,164,-1.83829126991193
6,90,166,-2.57500106363809
6,90,168,-3.35920873794778
6,90,170,-4.14664327270547
6,90,172,-4.89532064682303
6,90,174,-5.56807659854138
6,90,176,-6.12810564805672
6,90,178,-6.5343188023357
6,90,180,-6.74485269056211
