"Freq [GHz]","Theta [deg]","Phi [deg]","dB(RealizedGainTotal) []"
2.4,90,-124,0.0966114065061716
2.4,90,-122,0.238022995052325
2.4,90,-120,0.262241804949906
2.4,90,-118,0.180456041227153
2.4,90,-116,0.0132004068153022
2.4,90,-114,-0.209727486556265
2.4,90,-112,-0.450332971021117
2.4,90,-110,-0.666399935004037
2.4,90,-108,-0.81956852147414
2.4,90,-106,-0.885892614307918
2.4,90,-104,-0.863735982060227
2.4,90,-102,-0.773873279242066
2.4,90,-100,-0.651806709202132
2.4,90,-98,-0.537457767731267
2.4,90,-96,-0.467411473181875
2.4,90,-94,-0.471387484526253
2.4,90,-92,-0.571818080114427
2.4,90,-90,-0.784693074013963
2.4,90,-88,-1.12018998884174
2.4,90,-86,-1.58197173089228
2.4,90,-84,-2.16398267115271
2.4,90,-82,-2.84321347100265
2.4,90,-80,-3.56721614523179
2.4,90,-78,-4.2394756688863
2.4,90,-76,-4.71958984923112
2.4,90,-74,-4.86952375042015
2.4,90,-72,-4.64135799407376
2.4,90,-70,-4.11740087749866
2.4,90,-68,-3.4486743717036
2.4,90,-66,-2.77189552033288
2.4,90,-64,-2.1768890833417
2.4,90,-62,-1.7127281855899
2.4,90,-60,-1.40274408803379
2.4,90,-58,-1.25576595487204
2.4,90,-56,-1.27213147246596
2.4,90,-54,-1.44574915027977
2.4,90,-52,-1.76328242053124
2.4,90,-50,-2.20100190191618
2.4,90,-48,-2.71997572839632
2.4,90,-46,-3.26181551866923
2.4,90,-44,-3.75055581135757
2.4,90,-42,-4.10849512073948
2.4,90,-40,-4.28624515363125
2.4,90,-38,-4.28809681817745
2.4,90,-36,-4.16870994102745
2.4,90,-34,-4.00409206504011
2.4,90,-32,-3.86230070272891
2.4,90,-30,-3.78907991290547
2.4,90,-28,-3.80548565916177
2.4,90,-26,-3.90951572408386
2.4,90,-24,-4.07720316596983
2.4,90,-22,-4.26310798243492
2.4,90,-20,-4.40393126957711
2.4,90,-18,-4.43099736142687
2.4,90,-16,-4.29309885518495
2.4,90,-14,-3.97877934919974
2.4,90,-12,-3.52031091046949
2.4,90,-10,-2.9759390148959
2.4,90,-8,-2.40610921227657
2.4,90,-6,-1.85861730249588
2.4,90,-4,-1.36476525498676
2.4,90,-2,-0.941530305398616
2.4,90,0,-0.595227478473335
2.4,90,2,-0.324596845768621
2.4,90,4,-0.122868035829096
2.4,90,6,0.0209748174884024
2.4,90,8,0.1213027747119
2.4,90,10,0.194867665632915
2.4,90,12,0.259344701920679
2.4,90,14,0.331197343246426
2.4,90,16,0.423062034016087
2.4,90,18,0.541320056116566
2.4,90,20,0.684758845376116
2.4,90,22,0.844939185656469
2.4,90,24,1.00817457408335
2.4,90,26,1.15838633479844
2.4,90,28,1.2799450247573
2.4,90,30,1.35991968003569
2.4,90,32,1.38959474874398
2.4,90,34,1.36539540720876
2.4,90,36,1.28940834685815
2.4,90,38,1.16955356809182
2.4,90,40,1.01924291611855
2.4,90,42,0.856161627377336
2.4,90,44,0.699798152792414
2.4,90,46,0.567727769987062
2.4,90,48,0.471447685175314
2.4,90,50,0.413309242210929
2.4,90,52,0.38601591540965
2.4,90,54,0.37500069088722
2.4,90,56,0.36259351036823
2.4,90,58,0.332342277809651
2.4,90,60,0.272338328173831
2.4,90,62,0.177218949120079
2.4,90,64,0.0490139825778552
2.4,90,66,-0.10297688248945
2.4,90,68,-0.263339519943629
2.4,90,70,-0.413004385029678
2.4,90,72,-0.533130485376588
2.4,90,74,-0.609864162322514
2.4,90,76,-0.638528342846799
2.4,90,78,-0.625508186177391
2.4,90,80,-0.587022562718756
2.4,90,82,-0.545562546303535
2.4,90,84,-0.52573788123977
2.4,90,86,-0.551000769311262
2.4,90,88,-0.641777577319227
2.4,90,90,-0.814751760703494
2.4,90,92,-1.08270910479863
2.4,90,94,-1.45433161829346
2.4,90,96,-1.93337150831382
2.4,90,98,-2.51662307567553
2.4,90,100,-3.19008357975543
2.4,90,102,-3.92300837123863
2.4,90,104,-4.66117362041876
2.4,90,106,-5.32490655483389
2.4,90,108,-5.82277068633687
2.4,90,110,-6.08700449953846
2.4,90,112,-6.11107508494527
2.4,90,114,-5.95233409231998
2.4,90,116,-5.69559031860146
2.4,90,118,-5.41271792893935
2.4,90,120,-5.14292649972526
2.4,90,122,-4.89119848523285
2.4,90,124,-4.6355320160609
2.4,90,126,-4.33916203098147
2.4,90,128,-3.9671308769599
2.4,90,130,-3.5033729413959
2.4,90,132,-2.95997799710367
2.4,90,134,-2.37320849737243
2.4,90,136,-1.79046260525498
2.4,90,138,-1.25745275133977
2.4,90,140,-0.811113100160364
2.4,90,142,-0.477993074066156
2.4,90,144,-0.275506214923687
2.4,90,146,-0.213788564501945
2.4,90,148,-0.296922274223998
2.4,90,150,-0.522889832961292
2.4,90,152,-0.881777111174717
2.4,90,154,-1.35171961917619
2.4,90,156,-1.89246263086211
2.4,90,158,-2.43840671114008
2.4,90,160,-2.89812703933481
2.4,90,162,-3.17285311173533
2.4,90,164,-3.19791700611626
2.4,90,166,-2.98018076800397
2.4,90,168,-2.59284196911577
2.4,90,170,-2.13354672581912
2.4,90,172,-1.68677218586019
2.4,90,174,-1.31032456299894
2.4,90,176,-1.03805105317972
2.4,90,178,-0.886889028485141
2.4,90,180,-0.862518973226468
4,90,-180,-7.85831527108403
4,90,-178,-6.65733730650028
4,90,-176,-5.65719094729425
4,90,-174,-4.82800747876506
4,90,-172,-4.13568232922611
4,90,-170,-3.54956491166808
4,90,-168,-3.04558792877393
4,90,-166,-2.60647109528471
4,90,-164,-2.21978278288476
4,90,-162,-1.87512590856252
4,90,-160,-1.56210965505481
4,90,-158,-1.2703852246443
4,90,-156,-0.991847028227837
4,90,-154,-0.723634734885006
4,90,-152,-0.46974172669665
4,90,-150,-0.23966480957557
4,90,-148,-0.044348100868259
4,90,-146,0.108700715459311
4,90,-144,0.218855188762921
4,90,-142,0.292778405999863
4,90,-140,0.341328205786505
4,90,-138,0.373927327937912
4,90,-136,0.392885920212968
4,90,-134,0.390692572699152
4,90,-132,0.351772848520553
4,90,-130,0.257494993349072
4,90,-128,0.0915627347490112
4,90,-126,-0.156618769024503
4,90,-124,-0.491526443853142
4,90,-122,-0.913699164968813
4,90,-120,-1.42338287825392
4,90,-118,-2.02403490076186
4,90,-116,-2.72395867496428
4,90,-114,-3.53475456455743
4,90,-112,-4.46597463103641
4,90,-110,-5.51569951191262
4,90,-108,-6.65666648299832
4,90,-106,-7.8191562068409
4,90,-104,-8.88004205689948
4,90,-102,-9.68245163027169
4,90,-100,-10.1027469596426
4,90,-98,-10.1159589202777
4,90,-96,-9.78362753221693
4,90,-94,-9.19273087964714
4,90,-92,-8.42565693632115
4,90,-90,-7.56525265652898
4,90,-88,-6.69799133908558
4,90,-86,-5.90440565874174
4,90,-84,-5.24819736372863
4,90,-82,-4.77173134097556
4,90,-80,-4.49629726047973
4,90,-78,-4.42280199194088
4,90,-76,-4.53027344441995
4,90,-74,-4.77261377706599
4,90,-72,-5.07849277144759
4,90,-70,-5.36410672704294
4,90,-68,-5.56487529075755
4,90,-66,-5.67037525452847
4,90,-64,-5.72941294132274
4,90,-62,-5.81708435482813
4,90,-60,-5.99228305506447
4,90,-58,-6.26979518343554
4,90,-56,-6.60885154905292
4,90,-54,-6.91728466071883
4,90,-52,-7.080443666274
4,90,-50,-7.01483054436804
4,90,-48,-6.70890436307031
4,90,-46,-6.21157568286574
4,90,-44,-5.59080279626556
4,90,-42,-4.90926509953311
4,90,-40,-4.2237912308568
4,90,-38,-3.5890327182499
4,90,-36,-3.05463768139322
4,90,-34,-2.65857804712236
4,90,-32,-2.42172005872968
4,90,-30,-2.34520562054585
4,90,-28,-2.41000466722372
4,90,-26,-2.57865001045597
4,90,-24,-2.80092737258736
4,90,-22,-3.02548793934322
4,90,-20,-3.21548792129639
4,90,-18,-3.36016896312239
4,90,-16,-3.47391400801809
4,90,-14,-3.58346580117639
4,90,-12,-3.71261762471344
4,90,-10,-3.87260158470009
4,90,-8,-4.06016112860553
4,90,-6,-4.26133789721264
4,90,-4,-4.45813673083368
4,90,-2,-4.63525949134855
4,90,0,-4.78436174536968
4,90,2,-4.90447946496175
4,90,4,-4.99929915532479
4,90,6,-5.07341180234682
4,90,8,-5.12959683635094
4,90,10,-5.16802151932576
4,90,12,-5.18710599860642
4,90,14,-5.18523425470052
4,90,16,-5.16240796719597
4,90,18,-5.12112280906805
4,90,20,-5.06609282727801
4,90,22,-5.00292510992106
4,90,24,-4.9363532625865
4,90,26,-4.86897572413162
4,90,28,-4.80139790354148
4,90,30,-4.7341118611913
4,90,32,-4.67044985240036
4,90,34,-4.61901055137232
4,90,36,-4.59385291951953
4,90,38,-4.61180029802409
4,90,40,-4.68768667232626
4,90,42,-4.82924467960644
4,90,44,-5.03333884021433
4,90,46,-5.28495739254888
4,90,48,-5.56006451504592
4,90,50,-5.83237993449529
4,90,52,-6.08163768376584
4,90,54,-6.29824623306434
4,90,56,-6.48008054048291
4,90,58,-6.62246847689888
4,90,60,-6.70814326581175
4,90,62,-6.70563222252802
4,90,64,-6.58094001458138
4,90,66,-6.31797385550157
4,90,68,-5.93290166314539
4,90,70,-5.47023051381191
4,90,72,-4.98508387479118
4,90,74,-4.52614880835385
4,90,76,-4.12754984463592
4,90,78,-3.80842369846422
4,90,80,-3.5758232301697
4,90,82,-3.42787372416129
4,90,84,-3.35600886241849
4,90,86,-3.34632061805168
4,90,88,-3.38068021613216
4,90,90,-3.43853935418837
4,90,92,-3.50011196989583
4,90,94,-3.55074115672097
4,90,96,-3.58487467760535
4,90,98,-3.60725928303932
4,90,100,-3.62986690117039
4,90,102,-3.66535790166404
4,90,104,-3.71985447645481
4,90,106,-3.78842101655343
4,90,108,-3.85628628698076
4,90,110,-3.90737423183945
4,90,112,-3.93785442272244
4,90,114,-3.96725844117757
4,90,116,-4.03916440884275
4,90,118,-4.2105295533816
4,90,120,-4.53567584656064
4,90,122,-5.04938885738497
4,90,124,-5.7461333512386
4,90,126,-6.54790759066267
4,90,128,-7.26812871378548
4,90,130,-7.63893723036147
4,90,132,-7.49038785971565
4,90,134,-6.91684247420907
4,90,136,-6.16227470199894
4,90,138,-5.41911486763462
4,90,140,-4.7765971096752
4,90,142,-4.25916671060983
4,90,144,-3.86835911228063
4,90,146,-3.60652799037468
4,90,148,-3.48481173632833
4,90,150,-3.52136587417918
4,90,152,-3.73575146582766
4,90,154,-4.1436206125562
4,90,156,-4.7534325097631
4,90,158,-5.56531799635403
4,90,160,-6.57166840296364
4,90,162,-7.7584263899974
4,90,164,-9.1030995740549
4,90,166,-10.5566299768445
4,90,168,-11.9804653538527
4,90,170,-13.0279095470909
4,90,172,-13.1815594616128
4,90,174,-12.2923141412444
4,90,176,-10.8228482063675
4,90,178,-9.26740275973322
4,90,180,-7.85831527108403
6,90,-180,-11.1552180449114
6,90,-178,-13.2172336078825
6,90,-176,-14.9180569838048
6,90,-174,-14.9521056089963
6,90,-172,-13.1952460651465
6,90,-170,-10.9377102875522
6,90,-168,-8.85719634554002
6,90,-166,-7.06523613346294
6,90,-164,-5.518304917046
6,90,-162,-4.15938985259868
6,90,-160,-2.9611421194467
6,90,-158,-1.93179100847882
6,90,-156,-1.09627281511639
6,90,-154,-0.468959369250695
6,90,-152,-0.0354516835887466
6,90,-150,0.247160445548711
6,90,-148,0.430602304130057
6,90,-146,0.547899090402696
6,90,-144,0.601859927293209
6,90,-142,0.581642279994239
6,90,-140,0.488656016746595
6,90,-138,0.342797723532124
6,90,-136,0.161108297385454
6,90,-134,-0.0690582286800509
6,90,-132,-0.391454169405336
6,90,-130,-0.854104517120294
6,90,-128,-1.48257238315003
6,90,-126,-2.2803105226646
6,90,-124,-3.26035796845679
6,90,-122,-4.48626666352591
6,90,-120,-6.08963431482491
6,90,-118,-8.25253371931178
6,90,-116,-11.1157559415548
6,90,-114,-14.1428178435156
6,90,-112,-14.5043029173735
6,90,-110,-11.9476498600657
6,90,-108,-9.37323944732016
6,90,-106,-7.45788804249291
6,90,-104,-6.15509166288863
6,90,-102,-5.38625547650155
6,90,-100,-5.09274243655929
6,90,-98,-5.21144005471652
6,90,-96,-5.65273313666757
6,90,-94,-6.29721325902354
6,90,-92,-7.03102365371237
6,90,-90,-7.81450467605668
6,90,-88,-8.71094016384127
6,90,-86,-9.80309322737751
6,90,-84,-11.0047420645659
6,90,-82,-11.8553371350968
6,90,-80,-11.7812861259858
6,90,-78,-10.9266401168876
6,90,-76,-9.87647118116811
6,90,-74,-8.87870910402334
6,90,-72,-7.86291916307251
6,90,-70,-6.74519991582839
6,90,-68,-5.59573607810339
6,90,-66,-4.56907885059458
6,90,-64,-3.77484120386654
6,90,-62,-3.23925326776947
6,90,-60,-2.93542332482357
6,90,-58,-2.82946853848354
6,90,-56,-2.90676341918609
6,90,-54,-3.15449583101992
6,90,-52,-3.51055212379397
6,90,-50,-3.83475631969223
6,90,-48,-3.9758424154824
6,90,-46,-3.9007818970891
6,90,-44,-3.69678059964068
6,90,-42,-3.42920576853469
6,90,-40,-3.074001978956
6,90,-38,-2.60602397637812
6,90,-36,-2.10203951114429
6,90,-34,-1.71189892088747
6,90,-32,-1.55886912582038
6,90,-30,-1.68736950715444
6,90,-28,-2.06414945102837
6,90,-26,-2.59910604929589
6,90,-24,-3.17479396979552
6,90,-22,-3.68188364403446
6,90,-20,-4.04486104393566
6,90,-18,-4.22449024359004
6,90,-16,-4.20993123190588
6,90,-14,-4.01636202268624
6,90,-12,-3.67998417807171
6,90,-10,-3.2432472952971
6,90,-8,-2.74293221983837
6,90,-6,-2.21120260696883
6,90,-4,-1.6828652113423
6,90,-2,-1.19779606265485
6,90,0,-0.796097235613769
6,90,2,-0.510711137137613
6,90,4,-0.361879468741216
6,90,6,-0.354468017286844
6,90,8,-0.477613390816496
6,90,10,-0.70688125309275
6,90,12,-1.01025469181747
6,90,14,-1.35837418719499
6,90,16,-1.73532170186949
6,90,18,-2.1422247949825
6,90,20,-2.58877547005365
6,90,22,-3.07750103933017
6,90,24,-3.5927408634335
6,90,26,-4.10324545400439
6,90,28,-4.57477324959866
6,90,30,-4.97703561010098
6,90,32,-5.27710784692938
6,90,34,-5.43796421638949
6,90,36,-5.44271196594256
6,90,38,-5.31950799687321
6,90,40,-5.12100472450616
6,90,42,-4.87280295765439
6,90,44,-4.55353470032827
6,90,46,-4.13267945296123
6,90,48,-3.62238480087352
6,90,50,-3.08010393003596
6,90,52,-2.56603613805892
6,90,54,-2.11120828363064
6,90,56,-1.72088385597637
6,90,58,-1.39520057418534
6,90,60,-1.14158623061164
6,90,62,-0.970737924650354
6,90,64,-0.886889232683123
6,90,66,-0.885743639586222
6,90,68,-0.961903428673182
6,90,70,-1.11634224529477
6,90,72,-1.35355728901723
6,90,74,-1.66750751117467
6,90,76,-2.02672820657273
6,90,78,-2.37479858136508
6,90,80,-2.65778352534332
6,90,82,-2.86623482770181
6,90,84,-3.05137118783433
6,90,86,-3.29259696611507
6,90,88,-3.64018384083273
6,90,90,-4.06255924367439
6,90,92,-4.41613898827498
6,90,94,-4.49128018735771
6,90,96,-4.18085233605049
6,90,98,-3.60296522839272
6,90,100,-2.98768649194407
6,90,102,-2.5083954281776
6,90,104,-2.23578247337409
6,90,106,-2.16917284315937
6,90,108,-2.28180799190357
6,90,110,-2.55859303884891
6,90,112,-3.01144982437304
6,90,114,-3.66001850574109
6,90,116,-4.48034156530731
6,90,118,-5.33856909716418
6,90,120,-5.96388009244949
6,90,122,-6.07881035040938
6,90,124,-5.64460425899036
6,90,126,-4.87455010379304
6,90,128,-4.02884846123416
6,90,130,-3.30687695106218
6,90,132,-2.8434361585104
6,90,134,-2.71499653408517
6,90,136,-2.93999440264465
6,90,138,-3.48440510372733
6,90,140,-4.28766326224312
6,90,142,-5.32065470386574
6,90,144,-6.64933125805246
6,90,146,-8.43133733701763
6,90,148,-10.7429052640147
6,90,150,-12.8688384343194
6,90,152,-12.6953809602301
6,90,154,-10.5685174124852
6,90,156,-8.46757022165121
6,90,158,-6.88736354431875
6,90,160,-5.76969152371934
6,90,162,-5.02405096060342
6,90,164,-4.60249001311283
6,90,166,-4.48330985343783
6,90,168,-4.64916821429924
6,90,170,-5.07913069093437
6,90,172,-5.7545678472381
6,90,174,-6.67171863607973
6,90,176,-7.85118318664153
6,90,178,-9.33479559456672
6,90,180,-11.1552180449114
