"Freq [GHz]","Theta [deg]","Phi [deg]","dB(RealizedGainTotal) []"
0.9,90,48,-18.7206777445417
0.9,90,50,-18.7954802393657
0.9,90,52,-18.8736123386766
0.9,90,54,-18.9542314891336
0.9,90,56,-19.0364655598503
0.9,90,58,-19.1194277711193
0.9,90,60,-19.202231731822
0.9,90,62,-19.2840061004199
0.9,90,64,-19.3639083901178
0.9,90,66,-19.4411374812111
0.9,90,68,-19.5149444828628
0.9,90,70,-19.5846416977071
0.9,90,72,-19.6496095760876
0.9,90,74,-19.7093016890704
0.9,90,76,-19.7632478854605
0.9,90,78,-19.8110559130747
0.9,90,80,-19.8524118662012
0.9,90,82,-19.8870798613874
0.9,90,84,-19.9149013394146
0.9,90,86,-19.9357943446371
0.9,90,88,-19.9497530503348
0.9,90,90,-19.9568476901886
0.9,90,92,-19.957224933193
0.9,90,94,-19.9511086146774
0.9,90,96,-19.9388006215003
0.9,90,98,-19.9206816354491
0.9,90,100,-19.897211373822
0.9,90,102,-19.8689279358475
0.9,90,104,-19.8364458705683
0.9,90,106,-19.8004526251938
0.9,90,108,-19.7617031082822
0.9,90,110,-19.7210122018261
0.9,90,112,-19.6792451703175
0.9,90,114,-19.6373060318465
0.9,90,116,-19.5961240650616
0.9,90,118,-19.5566387168932
0.9,90,120,-19.5197832426717
0.9,90,122,-19.4864674497174
0.9,90,124,-19.4575599286372
0.9,90,126,-19.4338701480082
0.9,90,128,-19.4161307652712
0.9,90,130,-19.4049804786529
0.9,90,132,-19.4009477215118
0.9,90,134,-19.4044354908576
0.9,90,136,-19.4157076134952
0.9,90,138,-19.4348767913431
0.9,90,140,-19.4618948334401
0.9,90,142,-19.496545572937
0.9,90,144,-19.5384410741233
0.9,90,146,-19.5870218415626
0.9,90,148,-19.6415618271792
0.9,90,150,-19.7011790604004
0.9,90,152,-19.7648526638846
0.9,90,154,-19.8314468239919
0.9,90,156,-19.8997419280957
0.9,90,158,-19.9684725444268
0.9,90,160,-20.0363712188261
0.9,90,162,-20.1022162525165
0.9,90,164,-20.1648808079119
0.9,90,166,-20.2233800063936
0.9,90,168,-20.2769122894626
0.9,90,170,-20.3248913484145
0.9,90,172,-20.3669654608746
0.9,90,174,-20.4030220833802
0.9,90,176,-20.4331769118265
0.9,90,178,-20.4577481282117
0.9,90,180,-20.4772179620393
2.4,90,-180,-3.63468941251338
2.4,90,-178,-3.51200384170743
2.4,90,-176,-3.42342936481732
2.4,90,-174,-3.35289789374796
2.4,90,-172,-3.28144527928298
2.4,90,-170,-3.19041101864866
2.4,90,-168,-3.06517542021459
2.4,90,-166,-2.89838922207659
2.4,90,-164,-2.69141743622619
2.4,90,-162,-2.45333117652763
2.4,90,-160,-2.19792001348552
2.4,90,-158,-1.93999756427547
2.4,90,-156,-1.69223348012135
2.4,90,-154,-1.46314834059781
2.4,90,-152,-1.25632696916001
2.4,90,-150,-1.07063212172863
2.4,90,-148,-0.901178387916295
2.4,90,-146,-0.740871795255951
2.4,90,-144,-0.582298682647075
2.4,90,-142,-0.419636333520429
2.4,90,-140,-0.250148081243705
2.4,90,-138,-0.0748544026298391
2.4,90,-136,0.101798353878733
2.4,90,-134,0.273113426524742
2.4,90,-132,0.431751884311682
2.4,90,-130,0.571315017090617
2.4,90,-128,0.687569539854087
2.4,90,-126,0.779163077803724
2.4,90,-124,0.847807199642667
2.4,90,-122,0.897961801778723
2.4,90,-120,0.936072054337551
2.4,90,-118,0.969437101174654
2.4,90,-116,1.00485692741442
2.4,90,-114,1.04729527818536
2.4,90,-112,1.09885394803506
2.4,90,-110,1.15831172737221
2.4,90,-108,1.22132586807423
2.4,90,-106,1.28119146202105
2.4,90,-104,1.32990935961143
2.4,90,-102,1.35929003767329
2.4,90,-100,1.36190301707704
2.4,90,-98,1.33180276568008
2.4,90,-96,1.26506101450245
2.4,90,-94,1.16018407419961
2.4,90,-92,1.01849172972447
2.4,90,-90,0.844489911506585
2.4,90,-88,0.646187220567498
2.4,90,-86,0.435189307897726
2.4,90,-84,0.226278106156604
2.4,90,-82,0.0361189142482298
2.4,90,-80,-0.119127271356799
2.4,90,-78,-0.227060371232148
2.4,90,-76,-0.282284865914495
2.4,90,-74,-0.288351585773877
2.4,90,-72,-0.257455206615393
2.4,90,-70,-0.20797143258616
2.4,90,-68,-0.160867349012822
2.4,90,-66,-0.136214150043129
2.4,90,-64,-0.150533408233621
2.4,90,-62,-0.215061232765386
2.4,90,-60,-0.334635828231776
2.4,90,-58,-0.506882776244835
2.4,90,-56,-0.721600510792143
2.4,90,-54,-0.9606466250795
2.4,90,-52,-1.19908416675552
2.4,90,-50,-1.40856723096188
2.4,90,-48,-1.56336217506619
2.4,90,-46,-1.64767800257266
2.4,90,-44,-1.66107925748706
2.4,90,-42,-1.61886962179033
2.4,90,-40,-1.54721159624135
2.4,90,-38,-1.47584848216208
2.4,90,-36,-1.43178594484483
2.4,90,-34,-1.43551250718147
2.4,90,-32,-1.4994887178928
2.4,90,-30,-1.62789291269289
2.4,90,-28,-1.81675588124733
2.4,90,-26,-2.05409172402618
2.4,90,-24,-2.32014747211369
2.4,90,-22,-2.5883695329666
2.4,90,-20,-2.8279850702327
2.4,90,-18,-3.00884935749823
2.4,90,-16,-3.10802054627394
2.4,90,-14,-3.11576292525608
2.4,90,-12,-3.03795933874409
2.4,90,-10,-2.89359459418256
2.4,90,-8,-2.70890506630832
2.4,90,-6,-2.51126059405526
2.4,90,-4,-2.32495629169489
2.4,90,-2,-2.16933431819069
2.4,90,0,-2.05854645302473
2.4,90,2,-2.00205670283408
2.4,90,4,-2.00521969391723
2.4,90,6,-2.06956215696297
2.4,90,8,-2.19260113719804
2.4,90,10,-2.36717313622641
2.4,90,12,-2.58040513687018
2.4,90,14,-2.81272729290743
2.4,90,16,-3.03775473434128
2.4,90,18,-3.22428909621125
2.4,90,20,-3.34152615677544
2.4,90,22,-3.36701582828272
2.4,90,24,-3.29426400175536
2.4,90,26,-3.13553482164655
2.4,90,28,-2.91782849112355
2.4,90,30,-2.67444021022449
2.4,90,32,-2.43651243059992
2.4,90,34,-2.22737945625209
2.4,90,36,-2.0599379307527
2.4,90,38,-1.93602174668117
2.4,90,40,-1.8469113503514
2.4,90,42,-1.77484681588318
2.4,90,44,-1.69604976188193
2.4,90,46,-1.58576940811371
2.4,90,48,-1.42488549511555
2.4,90,50,-1.20597727418726
2.4,90,52,-0.936002528704731
2.4,90,54,-0.634186153905552
2.4,90,56,-0.32648225127902
2.4,90,58,-0.0395142684416953
2.4,90,60,0.203806406245448
2.4,90,62,0.386444081623463
2.4,90,64,0.49777264160776
2.4,90,66,0.533326193633605
2.4,90,68,0.494389398836417
2.4,90,70,0.387721759946308
2.4,90,72,0.225420340391495
2.4,90,74,0.0246753451767387
2.4,90,76,-0.193045003911853
2.4,90,78,-0.403945005339887
2.4,90,80,-0.585327835817015
2.4,90,82,-0.720108837144225
2.4,90,84,-0.801020597771786
2.4,90,86,-0.832651845583926
2.4,90,88,-0.830277030773709
2.4,90,90,-0.816097745490951
2.4,90,92,-0.81465238693009
2.4,90,94,-0.848975792248815
2.4,90,96,-0.938112912434297
2.4,90,98,-1.09571089910858
2.4,90,100,-1.32902552442261
2.4,90,102,-1.63768288233469
2.4,90,104,-2.01176917670696
2.4,90,106,-2.42931609213951
2.4,90,108,-2.85426689915836
2.4,90,110,-3.2376716909419
2.4,90,112,-3.52604802210998
2.4,90,114,-3.6782316924173
2.4,90,116,-3.68371480946208
2.4,90,118,-3.56921430506486
2.4,90,120,-3.38781077474864
2.4,90,122,-3.19978347659611
2.4,90,124,-3.05772256641155
2.4,90,126,-3.00029414189916
2.4,90,128,-3.051952262819
2.4,90,130,-3.22463054723635
2.4,90,132,-3.51892673996178
2.4,90,134,-3.92377711457788
2.4,90,136,-4.4146295649755
2.4,90,138,-4.95124669399153
2.4,90,140,-5.47806049534136
2.4,90,142,-5.93169428165709
2.4,90,144,-6.25828056706199
2.4,90,146,-6.43416849040456
2.4,90,148,-6.4748475338389
2.4,90,150,-6.42368081949257
2.4,90,152,-6.32975201087865
2.4,90,154,-6.22993134262562
2.4,90,156,-6.14128417531036
2.4,90,158,-6.06163712974879
2.4,90,160,-5.97479356601251
2.4,90,162,-5.8584571196604
2.4,90,164,-5.6934018849382
2.4,90,166,-5.47135574028049
2.4,90,168,-5.19847949220572
2.4,90,170,-4.893127874144
2.4,90,172,-4.57973386481451
2.4,90,174,-4.28222082303547
2.4,90,176,-4.01933594000762
2.4,90,178,-3.80238344114154
2.4,90,180,-3.63468941251338
4,90,-180,-2.91281371071588
4,90,-178,-2.51513465553246
4,90,-176,-2.19148507094383
4,90,-174,-1.94149141697019
4,90,-172,-1.76983512199916
4,90,-170,-1.68293419989715
4,90,-168,-1.68584016021487
4,90,-166,-1.77974702052201
4,90,-164,-1.96033900951171
4,90,-162,-2.21726422714336
4,90,-160,-2.53519096611256
4,90,-158,-2.89683053746392
4,90,-156,-3.28757898029933
4,90,-154,-3.7000747677689
4,90,-152,-4.13599684812288
4,90,-150,-4.6031825184512
4,90,-148,-5.10855191561632
4,90,-146,-5.64962200923429
4,90,-144,-6.20829827479552
4,90,-142,-6.75036385978393
4,90,-140,-7.23240005170509
4,90,-138,-7.61338774909934
4,90,-136,-7.8630271033035
4,90,-134,-7.96091063468644
4,90,-132,-7.89215807161931
4,90,-130,-7.65157259352796
4,90,-128,-7.25704668289196
4,90,-126,-6.75669832928636
4,90,-124,-6.21800633524139
4,90,-122,-5.70687310987566
4,90,-120,-5.27173245391285
4,90,-118,-4.93830510311863
4,90,-116,-4.71181121775377
4,90,-114,-4.58225133098564
4,90,-112,-4.53041302505033
4,90,-110,-4.53373095189089
4,90,-108,-4.57136387492321
4,90,-106,-4.62761634797141
4,90,-104,-4.69300598084164
4,90,-102,-4.76311230565315
4,90,-100,-4.83627231998994
4,90,-98,-4.91147612802249
4,90,-96,-4.9873421550756
4,90,-94,-5.06228462510623
4,90,-92,-5.13541515741421
4,90,-90,-5.2075164456929
4,90,-88,-5.28150633807192
4,90,-86,-5.36202120969971
4,90,-84,-5.45398270341449
4,90,-82,-5.5602537654488
4,90,-80,-5.67879019769975
4,90,-78,-5.80012014134849
4,90,-76,-5.90650022542817
4,90,-74,-5.97432015013202
4,90,-72,-5.98038785545679
4,90,-70,-5.91007908316055
4,90,-68,-5.76263373794605
4,90,-66,-5.54971918095344
4,90,-64,-5.28837548344013
4,90,-62,-4.99376893185632
4,90,-60,-4.67658221168072
4,90,-58,-4.34569494052047
4,90,-56,-4.01287010957259
4,90,-54,-3.69502265427047
4,90,-52,-3.41177442563349
4,90,-50,-3.1795105730884
4,90,-48,-3.0052870580764
4,90,-46,-2.88388335057985
4,90,-44,-2.80015464139733
4,90,-42,-2.73709490106696
4,90,-40,-2.68704434138063
4,90,-38,-2.66029363851332
4,90,-36,-2.68572751763549
4,90,-34,-2.80338605995241
4,90,-32,-3.05376184856858
4,90,-30,-3.4683590797489
4,90,-28,-4.06214977239683
4,90,-26,-4.82526596271342
4,90,-24,-5.71070468314517
4,90,-22,-6.61936532932017
4,90,-20,-7.39867010629898
4,90,-18,-7.88857460070133
4,90,-16,-8.01479444791015
4,90,-14,-7.83563854334384
4,90,-12,-7.47929023798383
4,90,-10,-7.05667336281601
4,90,-8,-6.63013430392732
4,90,-6,-6.22531280389958
4,90,-4,-5.85239376280058
4,90,-2,-5.5213712568755
4,90,0,-5.2487828138947
4,90,2,-5.05805453617035
4,90,4,-4.97678343200428
4,90,6,-5.0336226009402
4,90,8,-5.25589924037916
4,90,10,-5.66761683253766
4,90,12,-6.28629602877941
4,90,14,-7.11563191758295
4,90,16,-8.1284730995701
4,90,18,-9.23297004942255
4,90,20,-10.2288679269409
4,90,22,-10.8249353118345
4,90,24,-10.8258103967926
4,90,26,-10.322286094023
4,90,28,-9.56986150644109
4,90,30,-8.7646879916537
4,90,32,-7.98856683525426
4,90,34,-7.25385165127514
4,90,36,-6.54989086944567
4,90,38,-5.8670895642368
4,90,40,-5.20215826058122
4,90,42,-4.55388506079171
4,90,44,-3.91872739036159
4,90,46,-3.29131150183311
4,90,48,-2.66929240043514
4,90,50,-2.05833943509077
4,90,52,-1.47313305711795
4,90,54,-0.933568073648036
4,90,56,-0.458693207656197
4,90,58,-0.0615898194260699
4,90,60,0.253118693510934
4,90,62,0.489071435043121
4,90,64,0.655986819047805
4,90,66,0.766350203234453
4,90,68,0.831900622225339
4,90,70,0.860900060844797
4,90,72,0.856954402355601
4,90,74,0.819540959887233
4,90,76,0.745666338585191
4,90,78,0.63169835172419
4,90,80,0.474578595365547
4,90,82,0.272123066338165
4,90,84,0.0226202709130425
4,90,86,-0.275781334650458
4,90,88,-0.625409045604868
4,90,90,-1.02888972015179
4,90,92,-1.48861235559193
4,90,94,-2.0063377055063
4,90,96,-2.58363167207786
4,90,98,-3.22364726998438
4,90,100,-3.93424545530326
4,90,102,-4.73166641891507
4,90,104,-5.64339560625487
4,90,106,-6.70901033529611
4,90,108,-7.97844567352729
4,90,110,-9.50674210126841
4,90,112,-11.3389464760223
4,90,114,-13.4559340920846
4,90,116,-15.5833963161926
4,90,118,-16.8217392421141
4,90,120,-16.2156205551939
4,90,122,-14.3521901007798
4,90,124,-12.2385501875138
4,90,126,-10.2747919237468
4,90,128,-8.56049798739405
4,90,130,-7.12211252048567
4,90,132,-5.96836388724332
4,90,134,-5.09789072339319
4,90,136,-4.49914820927158
4,90,138,-4.1500299224607
4,90,140,-4.01823079267374
4,90,142,-4.0635081736243
4,90,144,-4.24368591097815
4,90,146,-4.52511815301111
4,90,148,-4.89453078023411
4,90,150,-5.36540877906583
4,90,152,-5.97334376884374
4,90,154,-6.75993117448496
4,90,156,-7.74471950345174
4,90,158,-8.87344277473859
4,90,160,-9.92541879109987
4,90,162,-10.4613230406269
4,90,164,-10.1210760636902
4,90,166,-9.08010973390547
4,90,168,-7.80065263909901
4,90,170,-6.58572925979682
4,90,172,-5.54188117628983
4,90,174,-4.67887849602485
4,90,176,-3.97272533426822
4,90,178,-3.39279288551903
4,90,180,-2.91281371071588
6,90,-180,-2.21621305875599
6,90,-178,-1.85776534607331
6,90,-176,-1.63185198205356
6,90,-174,-1.55401963153302
6,90,-172,-1.63198988735535
6,90,-170,-1.86232753291575
6,90,-168,-2.22861061117037
6,90,-166,-2.70300245376993
6,90,-164,-3.24923218020802
6,90,-162,-3.81967744893316
6,90,-160,-4.33982781755615
6,90,-158,-4.69159470486341
6,90,-156,-4.73899977199967
6,90,-154,-4.42137777695899
6,90,-152,-3.81962362337384
6,90,-150,-3.09271918191011
6,90,-148,-2.37164499913419
6,90,-146,-1.72296799494542
6,90,-144,-1.17016581212055
6,90,-142,-0.722992029163826
6,90,-140,-0.391126882459112
6,90,-138,-0.182699034502268
6,90,-136,-0.0982287451498451
6,90,-134,-0.129072491360128
6,90,-132,-0.263217706501901
6,90,-130,-0.494819932802483
6,90,-128,-0.830263468133957
6,90,-126,-1.28609337167734
6,90,-124,-1.88048480261317
6,90,-122,-2.62260144900341
6,90,-120,-3.50136042523862
6,90,-118,-4.47059730661245
6,90,-116,-5.4259590729631
6,90,-114,-6.18474939753033
6,90,-112,-6.53037946123266
6,90,-110,-6.3698757651786
6,90,-108,-5.83423785953543
6,90,-106,-5.15114552727385
6,90,-104,-4.48276717185851
6,90,-102,-3.89199637418884
6,90,-100,-3.38049415978346
6,90,-98,-2.92984316710606
6,90,-96,-2.52529845836809
6,90,-94,-2.16235517855138
6,90,-92,-1.84348248494757
6,90,-90,-1.57334308278865
6,90,-88,-1.35651922112687
6,90,-86,-1.19696448637635
6,90,-84,-1.09723154354132
6,90,-82,-1.05755432582236
6,90,-80,-1.07697085638287
6,90,-78,-1.15820483397165
6,90,-76,-1.31455448320998
6,90,-74,-1.5731386510959
6,90,-72,-1.96853422449434
6,90,-70,-2.52442282636567
6,90,-68,-3.22448814205466
6,90,-66,-3.98066485982337
6,90,-64,-4.63276222303563
6,90,-62,-5.03635271999003
6,90,-60,-5.19251115880702
6,90,-58,-5.23150744455512
6,90,-56,-5.25439220772299
6,90,-54,-5.24051692634965
6,90,-52,-5.10216520326067
6,90,-50,-4.80806666851451
6,90,-48,-4.42436167875688
6,90,-46,-4.03754825747038
6,90,-44,-3.68925898572061
6,90,-42,-3.39297029530567
6,90,-40,-3.18048941400215
6,90,-38,-3.1106490270049
6,90,-36,-3.23435901926102
6,90,-34,-3.55436823022815
6,90,-32,-4.00540924962357
6,90,-30,-4.46286923294652
6,90,-28,-4.78816248050437
6,90,-26,-4.89515446757332
6,90,-24,-4.77995472729205
6,90,-22,-4.49239854981742
6,90,-20,-4.10274564128346
6,90,-18,-3.69376757843336
6,90,-16,-3.3545628756984
6,90,-14,-3.1638730245896
6,90,-12,-3.17679454417115
6,90,-10,-3.42480278326324
6,90,-8,-3.92644703083619
6,90,-6,-4.70300791019933
6,90,-4,-5.79611813959713
6,90,-2,-7.2883440746973
6,90,0,-9.3336095523869
6,90,2,-12.2071442865024
6,90,4,-16.2356389494564
6,90,6,-19.23507036754
6,90,8,-15.868957522247
6,90,10,-12.0048363619318
6,90,12,-9.33430174703782
6,90,14,-7.52991819630861
6,90,16,-6.33947648388672
6,90,18,-5.61240375301104
6,90,20,-5.24960768841945
6,90,22,-5.18186680357133
6,90,24,-5.36832668264443
6,90,26,-5.80213529513272
6,90,28,-6.50715670427536
6,90,30,-7.51116614581011
6,90,32,-8.77999473943409
6,90,34,-10.0871568527162
6,90,36,-10.8915082673045
6,90,38,-10.6788911737273
6,90,40,-9.63790937308319
6,90,42,-8.32946881370975
6,90,44,-7.09614953430495
6,90,46,-6.06101571754066
6,90,48,-5.24946557455579
6,90,50,-4.63339495215171
6,90,52,-4.1383776534083
6,90,54,-3.65986684230329
6,90,56,-3.10557222109642
6,90,58,-2.44089111903181
6,90,60,-1.69405938562859
6,90,62,-0.92116701583862
6,90,64,-0.173512278734513
6,90,66,0.511458914476952
6,90,68,1.10633981124342
6,90,70,1.58995447843328
6,90,72,1.94616012159643
6,90,74,2.16307304087645
6,90,76,2.23161316501548
6,90,78,2.14399993770073
6,90,80,1.89287635082249
6,90,82,1.47080358896525
6,90,84,0.869256869561492
6,90,86,0.0764504209498776
6,90,88,-0.925989129362897
6,90,90,-2.16685456221525
6,90,92,-3.68863778006284
6,90,94,-5.54746814147745
6,90,96,-7.79585732721102
6,90,98,-10.3795002911432
6,90,100,-12.7194823207203
6,90,102,-13.3307044533257
6,90,104,-12.0070142907279
6,90,106,-10.2489210044701
6,90,108,-8.77515681384996
6,90,110,-7.66765949258884
6,90,112,-6.87158515175345
6,90,114,-6.34346844727112
6,90,116,-6.07895545406678
6,90,118,-6.09872414247309
6,90,120,-6.41781912388908
6,90,122,-7.01889091066084
6,90,124,-7.85178452612289
6,90,126,-8.8840782534457
6,90,128,-10.1975519591503
6,90,130,-12.0777255508974
6,90,132,-15.132000520123
6,90,134,-20.828958391102
6,90,136,-25.747802641027
6,90,138,-17.3147618902274
6,90,140,-12.5388964400264
6,90,142,-9.5575613659824
6,90,144,-7.48062464188767
6,90,146,-5.97401609318312
6,90,148,-4.9030517861715
6,90,150,-4.20488845841157
6,90,152,-3.82949111224673
6,90,154,-3.71772325213504
6,90,156,-3.80363543712531
6,90,158,-4.0269021315373
6,90,160,-4.33788273740435
6,90,162,-4.68496283478269
6,90,164,-4.99471491730798
6,90,166,-5.17158136391783
6,90,168,-5.13336718792318
6,90,170,-4.85829942190078
6,90,172,-4.39479940365552
6,90,174,-3.82710984730369
6,90,176,-3.23677247805649
6,90,178,-2.68565218823156
6,90,180,-2.21621305875599
