"Freq [GHz]","Theta [deg]","Phi [deg]","ang_deg(rETheta) [deg]"
0.9,90,90,27.8295875549929
0.9,90,92,26.6050502764592
0.9,90,94,25.3667969562297
0.9,90,96,24.1133561715118
0.9,90,98,22.8431538812333
0.9,90,100,21.5545459870345
0.9,90,102,20.2458500880335
0.9,90,104,18.9153765372855
0.9,90,106,17.5614589543806
0.9,90,108,16.1824843717487
0.9,90,110,14.7769231928922
0.9,90,112,13.3433591198005
0.9,90,114,11.8805191650226
0.9,90,116,10.3873038021028
0.9,90,118,8.86281722732508
0.9,90,120,7.30639760744808
0.9,90,122,5.71764707461087
0.9,90,124,4.09646110427513
0.9,90,126,2.44305677986044
0.9,90,128,0.757999315314622
0.9,90,130,-0.957773917187006
0.9,90,132,-2.7029327125446
0.9,90,134,-4.47573764405005
0.9,90,136,-6.27402892585431
0.9,90,138,-8.09522146936379
0.9,90,140,-9.93630698982244
0.9,90,142,-11.7938638627301
0.9,90,144,-13.6640752025336
0.9,90,146,-15.5427553444282
0.9,90,148,-17.4253845677842
0.9,90,150,-19.3071515275478
0.9,90,152,-21.1830024846985
0.9,90,154,-23.047696078712
0.9,90,156,-24.8958620943568
0.9,90,158,-26.7220624689512
0.9,90,160,-28.520852684294
0.9,90,162,-30.2868416999906
0.9,90,164,-32.0147487108107
0.9,90,166,-33.6994552379809
0.9,90,168,-35.3360513715566
0.9,90,170,-36.919875340392
0.9,90,172,-38.4465459670326
0.9,90,174,-39.9119879371489
0.9,90,176,-41.3124501508588
0.9,90,178,-42.6445177065193
0.9,90,180,-43.9051182835817
2.4,90,-180,-5.0384111949899
2.4,90,-178,-9.43197973384515
2.4,90,-176,-13.5248962673797
2.4,90,-174,-17.3079439750798
2.4,90,-172,-20.778131645898
2.4,90,-170,-23.936690971558
2.4,90,-168,-26.787285152285
2.4,90,-166,-29.3345518184131
2.4,90,-164,-31.5830198579164
2.4,90,-162,-33.5363928149526
2.4,90,-160,-35.1971725036671
2.4,90,-158,-36.5665940790644
2.4,90,-156,-37.6448478794785
2.4,90,-154,-38.431566053491
2.4,90,-152,-38.9265477329217
2.4,90,-150,-39.1306818970061
2.4,90,-148,-39.0470011767494
2.4,90,-146,-38.6817651609603
2.4,90,-144,-38.0454352648602
2.4,90,-142,-37.1533767260603
2.4,90,-140,-36.0261217353933
2.4,90,-138,-34.6890643179268
2.4,90,-136,-33.1715365354967
2.4,90,-134,-31.5053254478077
2.4,90,-132,-29.722803272541
2.4,90,-130,-27.8549237863123
2.4,90,-128,-25.9293583322314
2.4,90,-126,-23.96899842273
2.4,90,-124,-21.9909570439014
2.4,90,-122,-20.0060905981876
2.4,90,-120,-18.0189703864335
2.4,90,-118,-16.0281758991079
2.4,90,-116,-14.0267647512707
2.4,90,-114,-12.0027867203427
2.4,90,-112,-9.93973848063729
2.4,90,-110,-7.81688940360018
2.4,90,-108,-5.60943996762089
2.4,90,-106,-3.28850063800676
2.4,90,-104,-0.820902410820947
2.4,90,-102,1.83112428502753
2.4,90,-100,4.71032979833244
2.4,90,-98,7.86475439530021
2.4,90,-96,11.3477418088961
2.4,90,-94,15.2172858843572
2.4,90,-92,19.5341332129872
2.4,90,-90,24.3578299193279
2.4,90,-88,29.7397595450013
2.4,90,-86,35.7124630055954
2.4,90,-84,42.275637843435
2.4,90,-82,49.3815727814792
2.4,90,-80,56.9258839120209
2.4,90,-78,64.7509777781621
2.4,90,-76,72.6663907223507
2.4,90,-74,80.4816912437986
2.4,90,-72,88.0396730091095
2.4,90,-70,95.2373686213117
2.4,90,-68,102.030169247515
2.4,90,-66,108.422920787385
2.4,90,-64,114.455378770642
2.4,90,-62,120.187974175758
2.4,90,-60,125.690728895993
2.4,90,-58,131.035743485111
2.4,90,-56,136.292524142858
2.4,90,-54,141.525151204896
2.4,90,-52,146.790441603194
2.4,90,-50,152.136529623439
2.4,90,-48,157.601561401745
2.4,90,-46,163.212435776861
2.4,90,-44,168.983719617523
2.4,90,-42,174.917003553444
2.4,90,-40,-178.998988262575
2.4,90,-38,-172.787297074298
2.4,90,-36,-166.48060415013
2.4,90,-34,-160.118325836042
2.4,90,-32,-153.743415089126
2.4,90,-30,-147.399444837799
2.4,90,-28,-141.128433606061
2.4,90,-26,-134.969603321182
2.4,90,-24,-128.958955159064
2.4,90,-22,-123.129336539957
2.4,90,-20,-117.510616876317
2.4,90,-18,-112.129680441946
2.4,90,-16,-107.010116746706
2.4,90,-14,-102.171662083185
2.4,90,-12,-97.6295593086153
2.4,90,-10,-93.3940318866484
2.4,90,-8,-89.4700245530938
2.4,90,-6,-85.8572807873517
2.4,90,-4,-82.550743805753
2.4,90,-2,-79.5412086687597
2.4,90,0,-76.8161271153241
2.4,90,2,-74.3604691982314
2.4,90,4,-72.1575655596617
2.4,90,6,-70.189880012251
2.4,90,8,-68.4396860505779
2.4,90,10,-66.8896390848093
2.4,90,12,-65.5232477478444
2.4,90,14,-64.3252535465792
2.4,90,16,-63.2819300346461
2.4,90,18,-62.3813121654465
2.4,90,20,-61.6133647620742
2.4,90,22,-60.9700968968355
2.4,90,24,-60.4456268094824
2.4,90,26,-60.036199944221
2.4,90,28,-59.7401607369077
2.4,90,30,-59.5578768780447
2.4,90,32,-59.4916128963029
2.4,90,34,-59.5453481332839
2.4,90,36,-59.724532734511
2.4,90,38,-60.0357745459109
2.4,90,40,-60.4864503228662
2.4,90,42,-61.0842371115549
2.4,90,44,-61.8365648026765
2.4,90,46,-62.7499993732876
2.4,90,48,-63.8295786006288
2.4,90,50,-65.0781377424531
2.4,90,52,-66.4956803555881
2.4,90,54,-68.0788659929608
2.4,90,56,-69.8206972170681
2.4,90,58,-71.7104874097668
2.4,90,60,-73.7341731388582
2.4,90,62,-75.8749984851847
2.4,90,64,-78.1145475278879
2.4,90,66,-80.4340453475685
2.4,90,68,-82.8158018996503
2.4,90,70,-85.2446506747057
2.4,90,72,-87.7092425742104
2.4,90,74,-90.2030926063243
2.4,90,76,-92.72533190228
2.4,90,78,-95.2811752476677
2.4,90,80,-97.8821615883341
2.4,90,82,-100.546254057856
2.4,90,84,-103.297895257427
2.4,90,86,-106.168104932876
2.4,90,88,-109.194683378677
2.4,90,90,-112.422544255836
2.4,90,92,-115.904138061377
2.4,90,94,-119.699825874284
2.4,90,96,-123.877894318902
2.4,90,98,-128.513629855259
2.4,90,100,-133.686465896219
2.4,90,102,-139.473723014898
2.4,90,104,-145.93913736427
2.4,90,106,-153.114903387849
2.4,90,108,-160.97850670866
2.4,90,110,-169.430952507129
2.4,90,112,-178.289011516906
2.4,90,114,172.695939222649
2.4,90,116,163.792194791605
2.4,90,118,155.233244211401
2.4,90,120,147.179466737631
2.4,90,122,139.708555335493
2.4,90,124,132.829107723095
2.4,90,126,126.50362536461
2.4,90,128,120.669998568833
2.4,90,130,115.256875179871
2.4,90,132,110.192770567098
2.4,90,134,105.410536725826
2.4,90,136,100.848952513714
2.4,90,138,96.4527667190071
2.4,90,140,92.1720481228368
2.4,90,142,87.9613398013921
2.4,90,144,83.778889663266
2.4,90,146,79.5861020540733
2.4,90,148,75.3472907020303
2.4,90,150,71.0297841681238
2.4,90,152,66.6044214349751
2.4,90,154,62.0464613333217
2.4,90,156,57.3369005692531
2.4,90,158,52.4641379975568
2.4,90,160,47.42582958834
2.4,90,162,42.2306549403061
2.4,90,164,36.8995918317915
2.4,90,166,31.4662281564411
2.4,90,168,25.9757028014186
2.4,90,170,20.4821046884507
2.4,90,172,15.0445411969256
2.4,90,174,9.7224852470319
2.4,90,176,4.571249063031
2.4,90,178,-0.361606071953005
2.4,90,180,-5.0384111949899
4,90,-180,50.1711172487359
4,90,-178,43.8351230461885
4,90,-176,38.8821783054075
4,90,-174,34.896071002949
4,90,-172,31.614863413698
4,90,-170,28.8707993072445
4,90,-168,26.5546825941242
4,90,-166,24.5946069218689
4,90,-164,22.9427772701601
4,90,-162,21.5669569817527
4,90,-160,20.4446658009309
4,90,-158,19.5590896006889
4,90,-156,18.896082336121
4,90,-154,18.4418651647672
4,90,-152,18.1811894581129
4,90,-150,18.0958885573347
4,90,-148,18.1638908273318
4,90,-146,18.3588579262452
4,90,-144,18.6506081886037
4,90,-142,19.0063914595011
4,90,-140,19.3929481598998
4,90,-138,19.7791656841423
4,90,-136,20.1390581020821
4,90,-134,20.4547225802207
4,90,-132,20.7188518477897
4,90,-130,20.9363367875087
4,90,-128,21.1245616696393
4,90,-126,21.3122646487793
4,90,-124,21.5373102345138
4,90,-122,21.8442632269922
4,90,-120,22.2830569383243
4,90,-118,22.9102072539375
4,90,-116,23.794108913805
4,90,-114,25.0264906888958
4,90,-112,26.7441165356644
4,90,-110,29.1704648003741
4,90,-108,32.7021535192443
4,90,-106,38.1062840981975
4,90,-104,47.0073421750266
4,90,-102,62.9978798841927
4,90,-100,91.6477379478641
4,90,-98,127.060074887879
4,90,-96,151.47725421022
4,90,-94,165.219084509809
4,90,-92,173.683022737152
4,90,-90,179.676191505264
4,90,-88,-175.510429137926
4,90,-86,-171.223518772502
4,90,-84,-167.08789089097
4,90,-82,-162.859981582477
4,90,-80,-158.364912804149
4,90,-78,-153.469685468721
4,90,-76,-148.074241042774
4,90,-74,-142.112181291003
4,90,-72,-135.555500541339
4,90,-70,-128.417060831974
4,90,-68,-120.743702987207
4,90,-66,-112.595035817306
4,90,-64,-104.00971889678
4,90,-62,-94.9698790603106
4,90,-60,-85.3801412175737
4,90,-58,-75.0792310432239
4,90,-56,-63.9017861948335
4,90,-54,-51.799449537251
4,90,-52,-38.9868050312294
4,90,-50,-25.9948951487188
4,90,-48,-13.5118520351789
4,90,-46,-2.08984842795887
4,90,-44,8.03629429453049
4,90,-42,16.919689223311
4,90,-40,24.7712669196168
4,90,-38,31.8473050718139
4,90,-36,38.3880183039878
4,90,-34,44.5936261991924
4,90,-32,50.6189940368508
4,90,-30,56.5753012151662
4,90,-28,62.533816969907
4,90,-26,68.5305953688996
4,90,-24,74.5724728372648
4,90,-22,80.6449134978094
4,90,-20,86.7215329828763
4,90,-18,92.7741205947556
4,90,-16,98.7813189503092
4,90,-14,104.734226598569
4,90,-12,110.637990899914
4,90,-10,116.509501608996
4,90,-8,122.372125890245
4,90,-6,128.248869239204
4,90,-4,134.155483501544
4,90,-2,140.09499278557
4,90,0,146.054866658818
4,90,2,152.00752694166
4,90,4,157.913991595944
4,90,6,163.729457751752
4,90,8,169.408966439836
4,90,10,174.911381671946
4,90,12,-179.799224818161
4,90,14,-174.754485746189
4,90,16,-169.983682798851
4,90,18,-165.515150422856
4,90,20,-161.376009330678
4,90,22,-157.590071245213
4,90,24,-154.174809149039
4,90,26,-151.138934307685
4,90,28,-148.482070782238
4,90,30,-146.19732339601
4,90,32,-144.27652960329
4,90,34,-142.717071434184
4,90,36,-141.528599145859
4,90,38,-140.73802584134
4,90,40,-140.391674189008
4,90,42,-140.554291640774
4,90,44,-141.305424312273
4,90,46,-142.733930708314
4,90,48,-144.930979701267
4,90,50,-147.98082690767
4,90,52,-151.947555795216
4,90,54,-156.855878581206
4,90,56,-162.666598076308
4,90,58,-169.25356799947
4,90,60,-176.396620312994
4,90,62,176.194518197802
4,90,64,168.825100358892
4,90,66,161.751382265114
4,90,68,155.137734393607
4,90,70,149.048456359705
4,90,72,143.465925004925
4,90,74,138.318173065863
4,90,76,133.503623738078
4,90,78,128.908524294073
4,90,80,124.417621706748
4,90,82,119.92037662448
4,90,84,115.315014362806
4,90,86,110.512134852082
4,90,88,105.43892488295
4,90,90,100.044285994308
4,90,92,94.3043287763046
4,90,94,88.2267175314082
4,90,96,81.8516059148334
4,90,98,75.2470058894731
4,90,100,68.4978727268877
4,90,102,61.6906289815872
4,90,104,54.8969136230424
4,90,106,48.160567864872
4,90,108,41.4900746546446
4,90,110,34.8561196584828
4,90,112,28.1921134205849
4,90,114,21.3949593327998
4,90,116,14.3237432187803
4,90,118,6.79496973726106
4,90,120,-1.425121029042
4,90,122,-10.6257638711798
4,90,124,-21.1369156189868
4,90,126,-33.2540616468317
4,90,128,-47.0467136990625
4,90,130,-62.0753777659975
4,90,132,-77.292903646367
4,90,134,-91.4542194277245
4,90,136,-103.739548004001
4,90,138,-113.959552820326
4,90,140,-122.33507917814
4,90,142,-129.229619759015
4,90,144,-135.004890944972
4,90,146,-139.974457763086
4,90,148,-144.401327410508
4,90,150,-148.509159946745
4,90,152,-152.495855966017
4,90,154,-156.547382160135
4,90,156,-160.853625300411
4,90,158,-165.63033693442
4,90,160,-171.153682037504
4,90,162,-177.817261481565
4,90,164,173.77713562667
4,90,166,162.706900833067
4,90,168,147.756949885293
4,90,170,128.232545376502
4,90,172,106.054784862678
4,90,174,85.73346825321
4,90,176,70.0001150692857
4,90,178,58.5549599560277
4,90,180,50.1711172487359
6,90,-180,-173.06379837479
6,90,-178,171.850160699437
6,90,-176,146.699075393825
6,90,-174,108.069849945873
6,90,-172,74.258694832969
6,90,-170,55.1730742988289
6,90,-168,44.4503861481119
6,90,-166,37.7643943284353
6,90,-164,33.2552254330759
6,90,-162,30.0992278435352
6,90,-160,27.8874412809823
6,90,-158,26.3625956200211
6,90,-156,25.3074503962085
6,90,-154,24.5185674148241
6,90,-152,23.8310700582267
6,90,-150,23.162307666608
6,90,-148,22.5427898653135
6,90,-146,22.1065481607707
6,90,-144,22.0298943686274
6,90,-142,22.4435323422763
6,90,-140,23.3729657780611
6,90,-138,24.7481570065138
6,90,-136,26.4716837388811
6,90,-134,28.4928081176884
6,90,-132,30.8350990196606
6,90,-130,33.5634389238835
6,90,-128,36.7254760585157
6,90,-126,40.3259957317253
6,90,-124,44.3738597419198
6,90,-122,49.0138590724016
6,90,-120,54.7831900546824
6,90,-118,63.2032590579907
6,90,-116,78.4743262716947
6,90,-114,110.300982951028
6,90,-112,153.597388608567
6,90,-110,179.328493800403
6,90,-108,-168.056139703223
6,90,-106,-160.559076593712
6,90,-104,-155.101855784022
6,90,-102,-150.448739139127
6,90,-100,-145.971780796648
6,90,-98,-141.222879104877
6,90,-96,-135.760022975177
6,90,-94,-129.063796290701
6,90,-92,-120.499516379423
6,90,-90,-109.34174958833
6,90,-88,-94.9452657730878
6,90,-86,-77.1554838529089
6,90,-84,-56.7194855697197
6,90,-82,-34.9566210775152
6,90,-80,-12.7816423719522
6,90,-78,9.45135924284837
6,90,-76,31.0136738209227
6,90,-74,50.3957179544171
6,90,-72,66.3427816112107
6,90,-70,78.7789298685864
6,90,-68,88.5402903726766
6,90,-66,96.7522778771159
6,90,-64,104.456270542896
6,90,-62,112.445199144218
6,90,-60,121.196321645947
6,90,-58,130.877489384338
6,90,-56,141.445724122941
6,90,-54,152.829764375157
6,90,-52,165.115291030464
6,90,-50,178.611738223333
6,90,-48,-166.299219171689
6,90,-46,-149.577692311655
6,90,-44,-132.010425263513
6,90,-42,-115.139080890653
6,90,-40,-100.376565583567
6,90,-38,-88.2722776903743
6,90,-36,-78.576255673348
6,90,-34,-70.6186237104856
6,90,-32,-63.5628528881508
6,90,-30,-56.5198405333623
6,90,-28,-48.6280054497172
6,90,-26,-39.1776426740601
6,90,-24,-27.8126631675112
6,90,-22,-14.7298978246417
6,90,-20,-0.631062804556884
6,90,-18,13.6855446396848
6,90,-16,27.7194100347374
6,90,-14,41.263397026887
6,90,-12,54.1551835379297
6,90,-10,66.1374054528886
6,90,-8,76.9318024073916
6,90,-6,86.3804147960699
6,90,-4,94.4984820706831
6,90,-2,101.430368004595
6,90,0,107.378911273442
6,90,2,112.553575124295
6,90,4,117.142734936225
6,90,6,121.30165802825
6,90,8,125.150300193982
6,90,10,128.779138230569
6,90,12,132.261033828535
6,90,14,135.663329797229
6,90,16,139.051164190588
6,90,18,142.475359769188
6,90,20,145.948580072567
6,90,22,149.426431570667
6,90,24,152.811554507136
6,90,26,155.979339175489
6,90,28,158.800317638162
6,90,30,161.13714050789
6,90,32,162.827426359159
6,90,34,163.693296622336
6,90,36,163.600922243306
6,90,38,162.532316603025
6,90,40,160.604555001653
6,90,42,158.023861713585
6,90,44,155.018319291673
6,90,46,151.788317681701
6,90,48,148.48413290626
6,90,50,145.206653933665
6,90,52,142.022368182247
6,90,54,138.976104253366
6,90,56,136.085325042711
6,90,58,133.314700438007
6,90,60,130.548343490033
6,90,62,127.583981939656
6,90,64,124.161406898052
6,90,66,120.01567811062
6,90,68,114.933749899625
6,90,70,108.799824182397
6,90,72,101.625522337451
6,90,74,93.5592394825963
6,90,76,84.8594387635086
6,90,78,75.8215889987728
6,90,80,66.6768722841672
6,90,82,57.504940043654
6,90,84,48.192591696897
6,90,86,38.441740382869
6,90,88,27.8245172235104
6,90,90,15.9135580771297
6,90,92,2.53988150893186
6,90,94,-11.8770491689031
6,90,96,-26.2799376887062
6,90,98,-39.5103473718053
6,90,100,-50.9605016641525
6,90,102,-60.6937490685916
6,90,104,-69.1741027853386
6,90,106,-77.0114718578994
6,90,108,-84.8399435142124
6,90,110,-93.2762004799339
6,90,112,-102.906289335374
6,90,114,-114.281126652694
6,90,116,-127.897019202156
6,90,118,-144.063054347185
6,90,120,-162.476503046583
6,90,122,178.320883146488
6,90,124,160.561700058483
6,90,126,145.775341696574
6,90,128,134.101982810643
6,90,130,124.871967810119
6,90,132,117.283487035124
6,90,134,110.694759828208
6,90,136,104.648999941662
6,90,138,98.7742267613368
6,90,140,92.6259856650424
6,90,142,85.4857016870853
6,90,144,76.0421383793112
6,90,146,61.6768489423604
6,90,148,36.9877329610694
6,90,150,-2.87490408586041
6,90,152,-42.1136486732415
6,90,154,-67.5533424686747
6,90,156,-84.3558438850537
6,90,158,-96.7151311563809
6,90,160,-106.364499741824
6,90,162,-114.128724292642
6,90,164,-120.559856413819
6,90,166,-126.128096374885
6,90,168,-131.26231422437
6,90,170,-136.346767141149
6,90,172,-141.71391272246
6,90,174,-147.655135931454
6,90,176,-154.47308950107
6,90,178,-162.622806101395
6,90,180,-173.06379837479
