"Freq [GHz]","Theta [deg]","Phi [deg]","ang_deg(rETheta) [deg]"
2.4,90,-68,-43.6482287084102
2.4,90,-66,-44.0817197216522
2.4,90,-64,-44.2800920250699
2.4,90,-62,-44.2268245821571
2.4,90,-60,-43.9049431875284
2.4,90,-58,-43.2971241925301
2.4,90,-56,-42.3858008649751
2.4,90,-54,-41.1532966005433
2.4,90,-52,-39.5820209638801
2.4,90,-50,-37.6547778004693
2.4,90,-48,-35.3552480670864
2.4,90,-46,-32.6687203783412
2.4,90,-44,-29.5831433859002
2.4,90,-42,-26.0905559035905
2.4,90,-40,-22.1888995363937
2.4,90,-38,-17.8841210497184
2.4,90,-36,-13.1923240975086
2.4,90,-34,-8.14155349085579
2.4,90,-32,-2.77265063610411
2.4,90,-30,2.86139711214252
2.4,90,-28,8.69798532840002
2.4,90,-26,14.6692328202739
2.4,90,-24,20.707520729997
2.4,90,-22,26.7512032320571
2.4,90,-20,32.7493924955351
2.4,90,-18,38.6650335822638
2.4,90,-16,44.4760161979945
2.4,90,-14,50.1745705328668
2.4,90,-12,55.7654872255499
2.4,90,-10,61.2637533061201
2.4,90,-8,66.6920802012397
2.4,90,-6,72.0786188127466
2.4,90,-4,77.4549862018867
2.4,90,-2,82.8546032404358
2.4,90,0,88.3112669758395
2.4,90,2,93.8578458948175
2.4,90,4,99.5249798542889
2.4,90,6,105.339682946939
2.4,90,8,111.323786685447
2.4,90,10,117.492226151553
2.4,90,12,123.851265400908
2.4,90,14,130.396873468305
2.4,90,16,137.113573920161
2.4,90,18,143.974152860274
2.4,90,20,150.9405660024
2.4,90,22,157.966198176607
2.4,90,24,164.999320421781
2.4,90,26,171.987258080644
2.4,90,28,178.880566499273
2.4,90,30,-174.363489069646
2.4,90,32,-167.778636814298
2.4,90,34,-161.388643499142
2.4,90,36,-155.207556132802
2.4,90,38,-149.240812048476
2.4,90,40,-143.486847097597
2.4,90,42,-137.938891287116
2.4,90,44,-132.586744211489
2.4,90,46,-127.418421554244
2.4,90,48,-122.421633397751
2.4,90,50,-117.585089028136
2.4,90,52,-112.899626989562
2.4,90,54,-108.359154143627
2.4,90,56,-103.961355657173
2.4,90,58,-99.7081209619069
2.4,90,60,-95.6056287049538
2.4,90,62,-91.6640526015627
2.4,90,64,-87.8968898109197
2.4,90,66,-84.3199663302376
2.4,90,68,-80.9502259101927
2.4,90,70,-77.8044441444186
2.4,90,72,-74.8980160023651
2.4,90,74,-72.243940853776
2.4,90,76,-69.8520819952141
2.4,90,78,-67.7287224798937
2.4,90,80,-65.8763907789283
2.4,90,82,-64.293898730103
2.4,90,84,-62.9765235584846
2.4,90,86,-61.9162725593059
2.4,90,88,-61.102186943218
2.4,90,90,-60.520663259365
2.4,90,92,-60.1557907356252
2.4,90,94,-59.9897167075833
2.4,90,96,-60.0030579678548
2.4,90,98,-60.1753731436408
2.4,90,100,-60.4857015369458
2.4,90,102,-60.913160004607
2.4,90,104,-61.4375749934807
2.4,90,106,-62.0401154071617
2.4,90,108,-62.7038863577312
2.4,90,110,-63.4144452885106
2.4,90,112,-64.1602098551399
2.4,90,114,-64.9327392076335
2.4,90,116,-65.7268840246107
2.4,90,118,-66.5408130068328
2.4,90,120,-67.3759325236073
2.4,90,122,-68.2367208095182
2.4,90,124,-69.1304986536148
2.4,90,126,-70.0671557544457
2.4,90,128,-71.0588470170074
2.4,90,130,-72.119667248073
2.4,90,132,-73.2653070006511
2.4,90,134,-74.5126875233293
2.4,90,136,-75.8795694581153
2.4,90,138,-77.3841285033797
2.4,90,140,-79.0444920083729
2.4,90,142,-80.8782336135055
2.4,90,144,-82.9018287461179
2.4,90,146,-85.1300820429592
2.4,90,148,-87.5755483422522
2.4,90,150,-90.2479810140337
2.4,90,152,-93.1538535542177
2.4,90,154,-96.2960100797985
2.4,90,156,-99.6735043021543
2.4,90,158,-103.281681150127
2.4,90,160,-107.112537844156
2.4,90,162,-111.155371756893
2.4,90,164,-115.397684409188
2.4,90,166,-119.826271742447
2.4,90,168,-124.428399673711
2.4,90,170,-129.192949019072
2.4,90,172,-134.111418894008
2.4,90,174,-139.178700265015
2.4,90,176,-144.393563666106
2.4,90,178,-149.758836905024
2.4,90,180,-155.281270511079
4,90,-180,49.0978464605435
4,90,-178,43.6403073303061
4,90,-176,37.7834933158358
4,90,-174,31.3317876678359
4,90,-172,24.016667322093
4,90,-170,15.4766940907421
4,90,-168,5.25847398518485
4,90,-166,-7.09756922860536
4,90,-164,-21.7694293168848
4,90,-162,-38.1607369352881
4,90,-160,-54.7312847442848
4,90,-158,-69.7854569384994
4,90,-156,-82.4566157525808
4,90,-154,-92.7730116151594
4,90,-152,-101.172290783967
4,90,-150,-108.141810035884
4,90,-148,-114.087325389659
4,90,-146,-119.313544158793
4,90,-144,-124.037067047619
4,90,-142,-128.403406512964
4,90,-140,-132.502631748632
4,90,-138,-136.384932904157
4,90,-136,-140.077821859952
4,90,-134,-143.605306082902
4,90,-132,-147.008694831842
4,90,-130,-150.370575654423
4,90,-128,-153.850089635498
4,90,-126,-157.755619821816
4,90,-124,-162.740222393121
4,90,-122,-170.459224479438
4,90,-120,173.56097804985
4,90,-118,128.89430359247
4,90,-116,72.7908077167259
4,90,-114,51.7159609392867
4,90,-112,42.9241941739428
4,90,-110,38.0640964836429
4,90,-108,34.8668659324839
4,90,-106,32.5118739680338
4,90,-104,30.6299334157414
4,90,-102,29.0256473245638
4,90,-100,27.5818334623486
4,90,-98,26.2218762580794
4,90,-96,24.8937408355593
4,90,-94,23.5628966400967
4,90,-92,22.2089728244497
4,90,-90,20.8238352928109
4,90,-88,19.4100301563843
4,90,-86,17.9791567433594
4,90,-84,16.5500636605057
4,90,-82,15.1469424728166
4,90,-80,13.797482611594
4,90,-78,12.5312692465991
4,90,-76,11.3785611762
4,90,-74,10.369489916358
4,90,-72,9.53359939830388
4,90,-70,8.89953820154606
4,90,-68,8.4946696828067
4,90,-66,8.3444164194508
4,90,-64,8.47131076216355
4,90,-62,8.89394426288609
4,90,-60,9.62621308123584
4,90,-58,10.6773468002583
4,90,-56,12.0531193485404
4,90,-54,13.7583796116069
4,90,-52,15.8006866598546
4,90,-50,18.1945077907906
4,90,-48,20.9652439557397
4,90,-46,24.1523641497834
4,90,-44,27.8112167173337
4,90,-42,32.0136753853415
4,90,-40,36.8485976088736
4,90,-38,42.4237790808363
4,90,-36,48.8709198935969
4,90,-34,56.3528485720643
4,90,-32,65.0661823270813
4,90,-30,75.2209822929195
4,90,-28,86.9643210713915
4,90,-26,100.220414384394
4,90,-24,114.504155927235
4,90,-22,128.917750990549
4,90,-20,142.4838213773
4,90,-18,154.565026791881
4,90,-16,164.993714354643
4,90,-14,173.923843750987
4,90,-12,-178.360706828029
4,90,-10,-171.561926483679
4,90,-8,-165.41228529376
4,90,-6,-159.68177605893
4,90,-4,-154.170025804452
4,90,-2,-148.693483489938
4,90,0,-143.070634694863
4,90,2,-137.104917172709
4,90,4,-130.563560660873
4,90,6,-123.150524714049
4,90,8,-114.475193955537
4,90,10,-104.033626781451
4,90,12,-91.2650697378086
4,90,14,-75.8294512234981
4,90,16,-58.1985037850298
4,90,18,-40.0241686474488
4,90,20,-23.3081185918129
4,90,22,-9.11089950554669
4,90,24,2.59291127933259
4,90,26,12.2987068616052
4,90,28,20.5254156740697
4,90,30,27.6694625341011
4,90,32,33.9981942706778
4,90,34,39.6821070853192
4,90,36,44.8313032159828
4,90,38,49.5270458785498
4,90,40,53.8460322821063
4,90,42,57.8767263236692
4,90,44,61.7280447666387
4,90,46,65.5313228851482
4,90,48,69.4364622398185
4,90,50,73.6024869914972
4,90,52,78.1819094089963
4,90,54,83.2982798698539
4,90,56,89.0183913553809
4,90,58,95.325730707547
4,90,60,102.108043463231
4,90,62,109.172553227526
4,90,64,116.290543862131
4,90,66,123.253847064413
4,90,68,129.91737952363
4,90,70,136.21338805684
4,90,72,142.14153809618
4,90,74,147.747837420664
4,90,76,153.102897399122
4,90,78,158.284028383229
4,90,80,163.361772512131
4,90,82,168.390376155685
4,90,84,173.401935825932
4,90,86,178.404223915304
4,90,88,-176.617988309963
4,90,90,-171.698832531381
4,90,92,-166.885697510592
4,90,94,-162.233398210017
4,90,96,-157.799219370508
4,90,98,-153.639363257944
4,90,100,-149.806876348359
4,90,102,-146.350918598566
4,90,104,-143.317233369615
4,90,106,-140.749721625418
4,90,108,-138.692990382378
4,90,110,-137.195601843273
4,90,112,-136.313549637412
4,90,114,-136.113303401979
4,90,116,-136.673612782294
4,90,118,-138.085071828275
4,90,120,-140.446050880329
4,90,122,-143.852872790819
4,90,124,-148.381300782367
4,90,126,-154.056845448976
4,90,128,-160.815983298575
4,90,130,-168.47161672044
4,90,132,-176.7089425535
4,90,134,174.865714002213
4,90,136,166.633427031118
4,90,138,158.875453260121
4,90,140,151.733777626427
4,90,142,145.22395858372
4,90,144,139.275354219322
4,90,146,133.77340621522
4,90,148,128.591822951678
4,90,150,123.612941478768
4,90,152,118.738762333687
4,90,154,113.895685355942
4,90,156,109.03524720866
4,90,158,104.132280299671
4,90,160,99.1812595400808
4,90,162,94.1912918109985
4,90,164,89.1802040601949
4,90,166,84.1683432497229
4,90,168,79.172795224682
4,90,170,74.2026011625667
4,90,172,69.2551967825197
4,90,174,64.3138564474337
4,90,176,59.3455521573978
4,90,178,54.2984119805954
4,90,180,49.0978464605435
6,90,-180,-79.2532082095934
6,90,-178,-89.3979887184304
6,90,-176,-100.616192909265
6,90,-174,-113.110715108257
6,90,-172,-127.000478991842
6,90,-170,-142.207281288682
6,90,-168,-158.327981768709
6,90,-166,-174.616278418632
6,90,-164,169.794168720783
6,90,-162,155.528607443026
6,90,-160,142.774069070965
6,90,-158,131.358627273601
6,90,-156,120.95865599563
6,90,-154,111.276438656874
6,90,-152,102.124604924514
6,90,-150,93.4066136998956
6,90,-148,85.0110250613611
6,90,-146,76.6553246544523
6,90,-144,67.6742866425971
6,90,-142,56.5582506595922
6,90,-140,39.3495815165808
6,90,-138,4.43867673099229
6,90,-136,-50.4442509593399
6,90,-134,-83.1061726196258
6,90,-132,-98.6329014084428
6,90,-130,-107.616581322353
6,90,-128,-113.502902835672
6,90,-126,-117.654561994939
6,90,-124,-120.844124607192
6,90,-122,-123.63505674347
6,90,-120,-126.451719870994
6,90,-118,-129.570372713367
6,90,-116,-133.155210664079
6,90,-114,-137.37821870555
6,90,-112,-142.570376082078
6,90,-110,-149.370985380352
6,90,-108,-158.941684630499
6,90,-106,-173.321886444348
6,90,-104,164.697295801057
6,90,-102,135.579961706059
6,90,-100,108.091717945436
6,90,-98,88.3107994869778
6,90,-96,74.7055127930685
6,90,-94,64.7169331700279
6,90,-92,56.7987736711117
6,90,-90,50.1416720010871
6,90,-88,44.3327425503304
6,90,-86,39.1678912381911
6,90,-84,34.5525048812696
6,90,-82,30.4481508687313
6,90,-80,26.8468287887878
6,90,-78,23.7620257273294
6,90,-76,21.2267043863527
6,90,-74,19.2896493797899
6,90,-72,18.0062586840343
6,90,-70,17.4266479759491
6,90,-68,17.5885600874355
6,90,-66,18.5210837838053
6,90,-64,20.257481298816
6,90,-62,22.8456990432442
6,90,-60,26.3403923408693
6,90,-58,30.7685044064425
6,90,-56,36.0837067026359
6,90,-54,42.148199339936
6,90,-52,48.7759338018491
6,90,-50,55.8331632260419
6,90,-48,63.3565479887744
6,90,-46,71.6546323077864
6,90,-44,81.3971797049469
6,90,-42,93.7182823292956
6,90,-40,110.232129713347
6,90,-38,132.20238977323
6,90,-36,157.672520575726
6,90,-34,-179.140567221908
6,90,-32,-161.679684095816
6,90,-30,-149.357351723373
6,90,-28,-140.576015428603
6,90,-26,-134.046973828288
6,90,-24,-128.854633780344
6,90,-22,-124.340210255822
6,90,-20,-120.019521196176
6,90,-18,-115.514232514284
6,90,-16,-110.458960524651
6,90,-14,-104.335407159867
6,90,-12,-96.0836980880583
6,90,-10,-82.8652136971802
6,90,-8,-55.4018037639276
6,90,-6,-0.570959934630071
6,90,-4,39.6021682101954
6,90,-2,58.2300331468196
6,90,0,69.7334213757342
6,90,2,78.81820616596
6,90,4,87.058147992876
6,90,6,95.106610464409
6,90,8,103.303453752103
6,90,10,111.882643619552
6,90,12,121.048847482578
6,90,14,130.993955964686
6,90,16,141.888849517124
6,90,18,153.882633047252
6,90,20,167.115575315539
6,90,22,-178.318662957054
6,90,24,-162.568812669117
6,90,26,-146.31103447583
6,90,28,-130.68253140947
6,90,30,-116.632365621075
6,90,32,-104.359437392546
6,90,34,-93.4068638792735
6,90,36,-83.1128118627838
6,90,38,-73.0026504084647
6,90,40,-62.9543798492087
6,90,42,-53.0802214411852
6,90,44,-43.4388864320274
6,90,46,-33.8446188149144
6,90,48,-23.9019024165759
6,90,50,-13.1616946917358
6,90,52,-1.23782718204552
6,90,54,12.1661427387647
6,90,56,27.1324314189637
6,90,58,43.0465024248898
6,90,60,58.2365749480243
6,90,62,70.8325491922398
6,90,64,80.0725003823534
6,90,66,86.3728975727024
6,90,68,90.6457177187576
6,90,70,93.8180635404654
6,90,72,96.6431137187511
6,90,74,99.6393319726022
6,90,76,103.087821664852
6,90,78,107.075962099404
6,90,80,111.569268052858
6,90,82,116.478090538659
6,90,84,121.695713955878
6,90,86,127.111278652752
6,90,88,132.616804833132
6,90,90,138.120546499025
6,90,92,143.561375875838
6,90,94,148.90930888075
6,90,96,154.141943347409
6,90,98,159.199475505187
6,90,100,163.934729396725
6,90,102,168.082947771898
6,90,104,171.268692431629
6,90,106,173.042542107243
6,90,108,172.930482988857
6,90,110,170.529015627537
6,90,112,165.752583166526
6,90,114,159.206258372409
6,90,116,152.183319124484
6,90,118,145.923548668143
6,90,120,140.949171184665
6,90,122,137.176098416088
6,90,124,134.321362593959
6,90,126,132.119196109148
6,90,128,130.340382357836
6,90,130,128.749260540656
6,90,132,127.088097547777
6,90,134,125.11208763359
6,90,136,122.642922624699
6,90,138,119.592878052033
6,90,140,115.939074939404
6,90,142,111.66182204256
6,90,144,106.675774579669
6,90,146,100.782012333245
6,90,148,93.6589334622075
6,90,150,84.8975829123078
6,90,152,74.0961192490411
6,90,154,61.0633414734748
6,90,156,46.1458123790378
6,90,158,30.4233313301568
6,90,160,15.3207679207818
6,90,162,1.83620303410791
6,90,164,-9.79308035857757
6,90,166,-19.8512845827747
6,90,168,-28.8020383993034
6,90,170,-37.0930183488246
6,90,172,-45.0913043914905
6,90,174,-53.0843948293267
6,90,176,-61.3051266956631
6,90,178,-69.960176641241
6,90,180,-79.2532082095934
