"Freq [GHz]","Theta [deg]","Phi [deg]","ang_deg(rETheta) [deg]"
0.9,90,156,69.5388699566129
0.9,90,158,70.1104554208635
0.9,90,160,70.6212259424061
0.9,90,162,71.070911379359
0.9,90,164,71.4592890243849
0.9,90,166,71.7861790409207
0.9,90,168,72.0514403558653
0.9,90,170,72.2549670803341
0.9,90,172,72.3966855149516
0.9,90,174,72.4765517822818
0.9,90,176,72.4945501166908
0.9,90,178,72.4506918312933
0.9,90,180,72.3450149725501
2.4,90,-180,-46.4030242074513
2.4,90,-178,-46.3925973876795
2.4,90,-176,-46.4365492593777
2.4,90,-174,-46.536747412617
2.4,90,-172,-46.6956931038469
2.4,90,-170,-46.9165755215052
2.4,90,-168,-47.203353233541
2.4,90,-166,-47.5608675222948
2.4,90,-164,-47.9949913404418
2.4,90,-162,-48.5128150482946
2.4,90,-160,-49.1228657525463
2.4,90,-158,-49.8353509737276
2.4,90,-156,-50.6624097408395
2.4,90,-154,-51.6183454392851
2.4,90,-152,-52.7198053167992
2.4,90,-150,-53.9858619984698
2.4,90,-148,-55.4379432181188
2.4,90,-146,-57.0995480142756
2.4,90,-144,-58.9956824046135
2.4,90,-142,-61.1519482346598
2.4,90,-140,-63.5932313830365
2.4,90,-138,-66.3419689437671
2.4,90,-136,-69.4160405865294
2.4,90,-134,-72.8264353887584
2.4,90,-132,-76.5749876938819
2.4,90,-130,-80.652623787467
2.4,90,-128,-85.0386515944956
2.4,90,-126,-89.7015737354774
2.4,90,-124,-94.6016499419789
2.4,90,-122,-99.6950044438119
2.4,90,-120,-104.938610445047
2.4,90,-118,-110.295192956084
2.4,90,-116,-115.737117344784
2.4,90,-114,-121.248655914003
2.4,90,-112,-126.826481135936
2.4,90,-110,-132.47862012545
2.4,90,-108,-138.222300810028
2.4,90,-106,-144.081124457257
2.4,90,-104,-150.081887954115
2.4,90,-102,-156.251245373912
2.4,90,-100,-162.612312380664
2.4,90,-98,-169.181315763781
2.4,90,-96,-175.964478159196
2.4,90,-94,177.044524750511
2.4,90,-92,169.866058452598
2.4,90,-90,162.534468373063
2.4,90,-88,155.096127700418
2.4,90,-86,147.60565252684
2.4,90,-84,140.120848215001
2.4,90,-82,132.697349275117
2.4,90,-80,125.384000800073
2.4,90,-78,118.219753030424
2.4,90,-76,111.232344943286
2.4,90,-74,104.438570692222
2.4,90,-72,97.8456292419907
2.4,90,-70,91.4529951641268
2.4,90,-68,85.2543537497849
2.4,90,-66,79.2393184136136
2.4,90,-64,73.3948156763399
2.4,90,-62,67.7061444795489
2.4,90,-60,62.1577850943768
2.4,90,-58,56.7340576620166
2.4,90,-56,51.4197252563231
2.4,90,-54,46.2006134858043
2.4,90,-52,41.064286649013
2.4,90,-50,36.0007846318901
2.4,90,-48,31.0033884588146
2.4,90,-46,26.0693487777618
2.4,90,-44,21.2004848306192
2.4,90,-42,16.4035476350403
2.4,90,-40,11.6902470302576
2.4,90,-38,7.07687294937121
2.4,90,-36,2.58349628229996
2.4,90,-34,-1.76719489248151
2.4,90,-32,-5.95129895047844
2.4,90,-30,-9.94517181838049
2.4,90,-28,-13.7267817721888
2.4,90,-26,-17.2767925495935
2.4,90,-24,-20.579277626694
2.4,90,-22,-23.6220382226438
2.4,90,-20,-26.3965598178293
2.4,90,-18,-28.8976839826069
2.4,90,-16,-31.1230903142023
2.4,90,-14,-33.072680875739
2.4,90,-12,-34.7479440921293
2.4,90,-10,-36.1513542061835
2.4,90,-8,-37.2858418996498
2.4,90,-6,-38.1543548320569
2.4,90,-4,-38.7595148326765
2.4,90,-2,-39.1033711089074
2.4,90,0,-39.1872452300237
2.4,90,2,-39.0116627150944
2.4,90,4,-38.5763667389433
2.4,90,6,-37.8804108323278
2.4,90,8,-36.9223286697667
2.4,90,10,-35.7003793650523
2.4,90,12,-34.2128654327116
2.4,90,14,-32.4585170894052
2.4,90,16,-30.4369303833067
2.4,90,18,-28.1490376181561
2.4,90,20,-25.5975771821098
2.4,90,22,-22.787517664999
2.4,90,24,-19.7263807125784
2.4,90,26,-16.4244021793256
2.4,90,28,-12.8944759680895
2.4,90,30,-9.15184268759754
2.4,90,32,-5.21351636450879
2.4,90,34,-1.09748314307284
2.4,90,36,3.17825193172524
2.4,90,38,7.59666093813867
2.4,90,40,12.1426085300416
2.4,90,42,16.8035728027844
2.4,90,44,21.5700887603385
2.4,90,46,26.4358769329761
2.4,90,48,31.3976687154876
2.4,90,50,36.4547829819623
2.4,90,52,41.6085390251249
2.4,90,54,46.8616061238949
2.4,90,56,52.2173900252108
2.4,90,58,57.6795425949975
2.4,90,60,63.2516545702728
2.4,90,62,68.9371550029245
2.4,90,64,74.7393981345407
2.4,90,66,80.6618743867651
2.4,90,68,86.7084437968198
2.4,90,70,92.8834649927852
2.4,90,72,99.1916871845431
2.4,90,74,105.637791253938
2.4,90,76,112.225511526469
2.4,90,78,118.956343163136
2.4,90,80,125.827939537174
2.4,90,82,132.832420970397
2.4,90,84,139.95492919672
2.4,90,86,147.172831754369
2.4,90,88,154.455956441336
2.4,90,90,161.768078772154
2.4,90,92,169.069602206043
2.4,90,94,176.321037934201
2.4,90,96,-176.513365822528
2.4,90,98,-169.462564304128
2.4,90,100,-162.546799226962
2.4,90,102,-155.777107190061
2.4,90,104,-149.156227176894
2.4,90,106,-142.680653204957
2.4,90,108,-136.343464922665
2.4,90,110,-130.137541173844
2.4,90,112,-124.058766166099
2.4,90,114,-118.108836788589
2.4,90,116,-112.297272268777
2.4,90,118,-106.642251491101
2.4,90,120,-101.170013498325
2.4,90,122,-95.9127849373128
2.4,90,124,-90.9055142022687
2.4,90,126,-86.1819944706251
2.4,90,128,-81.7711182539698
2.4,90,130,-77.6939460996293
2.4,90,132,-73.962016710222
2.4,90,134,-70.5769879976422
2.4,90,136,-67.5314088121251
2.4,90,138,-64.8102588303828
2.4,90,140,-62.3928664835736
2.4,90,142,-60.2548796631709
2.4,90,144,-58.3700669322877
2.4,90,146,-56.7118271664367
2.4,90,148,-55.25436276773
2.4,90,150,-53.973521960823
2.4,90,152,-52.8473438460764
2.4,90,154,-51.8563528832889
2.4,90,156,-50.9836533978733
2.4,90,158,-50.2148736387533
2.4,90,160,-49.5380051611048
2.4,90,162,-48.9431779588582
2.4,90,164,-48.4224053663246
2.4,90,166,-47.9693256768019
2.4,90,168,-47.5789601330452
2.4,90,170,-47.247499946921
2.4,90,172,-46.9721288154018
2.4,90,174,-46.7508824266381
2.4,90,176,-46.5825429317777
2.4,90,178,-46.4665643447533
2.4,90,180,-46.4030242074513
4,90,-180,-122.268493738658
4,90,-178,-122.822670044134
4,90,-176,-124.147381545516
4,90,-174,-126.229772803674
4,90,-172,-129.037595785681
4,90,-170,-132.512023535101
4,90,-168,-136.561787212411
4,90,-166,-141.063142623299
4,90,-164,-145.870058518134
4,90,-162,-150.8355851191
4,90,-160,-155.83947231482
4,90,-158,-160.812676348212
4,90,-156,-165.749950576996
4,90,-154,-170.706457672238
4,90,-152,-175.77929729389
4,90,-150,178.922390907565
4,90,-148,173.313304687273
4,90,-146,167.365216139733
4,90,-144,161.124997397852
4,90,-142,154.705743993902
4,90,-140,148.250654058028
4,90,-138,141.886256182422
4,90,-136,135.68864865479
4,90,-134,129.676007348805
4,90,-132,123.823635524326
4,90,-130,118.088600132249
4,90,-128,112.43190755769
4,90,-126,106.831448080418
4,90,-124,101.284076551869
4,90,-122,95.7990394204237
4,90,-120,90.3872822153245
4,90,-118,85.0514697163174
4,90,-116,79.7798193522219
4,90,-114,74.5442174650369
4,90,-112,69.3010700979708
4,90,-110,63.9926797578098
4,90,-108,58.5473670020948
4,90,-106,52.8773712052944
4,90,-104,46.8742476209094
4,90,-102,40.401922903021
4,90,-100,33.288116534395
4,90,-98,25.3163798997778
4,90,-96,16.2253571249403
4,90,-94,5.73173783887108
4,90,-92,-6.39159025490312
4,90,-90,-20.150794725238
4,90,-88,-35.1247479661799
4,90,-86,-50.4275846290079
4,90,-84,-65.032024173545
4,90,-82,-78.2262052632702
4,90,-80,-89.7824089470785
4,90,-78,-99.8151652484152
4,90,-76,-108.578751288791
4,90,-74,-116.342691283616
4,90,-72,-123.343714152901
4,90,-70,-129.777822779824
4,90,-68,-135.807649254419
4,90,-66,-141.574223998726
4,90,-64,-147.210125930558
4,90,-62,-152.854825779653
4,90,-60,-158.675561896586
4,90,-58,-164.90028944945
4,90,-56,-171.87519830888
4,90,-54,179.829581242921
4,90,-52,169.230667701744
4,90,-50,154.683905865097
4,90,-48,134.177214130918
4,90,-46,108.2976852357
4,90,-44,83.4953801574837
4,90,-42,65.0432849037177
4,90,-40,52.4505310594457
4,90,-38,43.6608994928357
4,90,-36,37.1945612313271
4,90,-34,32.1861146673764
4,90,-32,28.1383504063397
4,90,-30,24.758641443568
4,90,-28,21.8701054144329
4,90,-26,19.3637393827009
4,90,-24,17.1715300499337
4,90,-22,15.250522852262
4,90,-20,13.5729320622598
4,90,-18,12.1198189930919
4,90,-16,10.8770324045861
4,90,-14,9.8326726770997
4,90,-12,8.97562822313092
4,90,-10,8.29488448854201
4,90,-8,7.77938715917593
4,90,-6,7.41828222373606
4,90,-4,7.20137567727232
4,90,-2,7.11967095915081
4,90,0,7.16586469556515
4,90,2,7.33471566863868
4,90,4,7.6232447220822
4,90,6,8.03076586601064
4,90,8,8.558782443531
4,90,10,9.21080285134975
4,90,12,9.99214079890196
4,90,14,10.9097738616231
4,90,16,11.9723510504786
4,90,18,13.1904717137419
4,90,20,14.5774041750795
4,90,22,16.1504680392194
4,90,24,17.9333672938826
4,90,26,19.959848851489
4,90,28,22.2792296203874
4,90,30,24.9647106982345
4,90,32,28.126223240358
4,90,34,31.9312790122805
4,90,36,36.6407388235249
4,90,38,42.6726671336669
4,90,40,50.7152725966731
4,90,42,61.8957092762809
4,90,44,77.825803470798
4,90,46,99.5538960906099
4,90,48,124.414064677487
4,90,50,146.470541755782
4,90,52,163.084823028923
4,90,54,175.302146928994
4,90,56,-175.288158326309
4,90,58,-167.581172034162
4,90,60,-160.90288338605
4,90,62,-154.83777125884
4,90,64,-149.113556247989
4,90,66,-143.535638911415
4,90,68,-137.949603348302
4,90,70,-132.217806037295
4,90,72,-126.202210472579
4,90,74,-119.749122037182
4,90,76,-112.673670659877
4,90,78,-104.744365638898
4,90,80,-95.6733053424377
4,90,82,-85.1300418475048
4,90,84,-72.8199231441782
4,90,86,-58.6807970053634
4,90,88,-43.1653096054591
4,90,90,-27.3254769919146
4,90,92,-12.3917691399098
4,90,94,0.835558349365785
4,90,96,12.1697025246748
4,90,98,21.8118246387129
4,90,100,30.0887954887069
4,90,102,37.3137410549739
4,90,104,43.742194580161
4,90,106,49.5709681446299
4,90,108,54.9501017012634
4,90,110,59.9962175039781
4,90,112,64.8036040960975
4,90,114,69.4521269646789
4,90,116,74.011905467322
4,90,118,78.5450897307113
4,90,120,83.1055516167197
4,90,122,87.7379172388413
4,90,124,92.4778314605122
4,90,126,97.3551786368831
4,90,128,102.400823563202
4,90,130,107.655433338823
4,90,132,113.176843954235
4,90,134,119.041099896508
4,90,136,125.3321740592
4,90,138,132.116971173997
4,90,140,139.407277112279
4,90,142,147.121051449108
4,90,144,155.068280077145
4,90,146,162.985518903783
4,90,148,170.613885934923
4,90,150,177.77777970992
4,90,152,-175.580440966698
4,90,154,-169.418362617253
4,90,156,-163.6405800313
4,90,158,-158.147740309553
4,90,160,-152.872303006112
4,90,162,-147.796517223149
4,90,164,-142.953646104855
4,90,166,-138.416389694972
4,90,168,-134.278546517124
4,90,170,-130.636615971157
4,90,172,-127.576405838144
4,90,174,-125.166487746427
4,90,176,-123.457385922488
4,90,178,-122.483961229255
4,90,180,-122.268493738658
6,90,-180,177.940376256293
6,90,-178,177.390399135315
6,90,-176,175.653525542665
6,90,-174,172.849381010863
6,90,-172,169.178114973773
6,90,-170,164.958643099009
6,90,-168,160.581280558589
6,90,-166,156.371954089001
6,90,-164,152.472212056431
6,90,-162,148.829055430687
6,90,-160,145.282282714443
6,90,-158,141.68076796031
6,90,-156,137.972603327443
6,90,-154,134.232084367322
6,90,-152,130.602069668334
6,90,-150,127.17724447293
6,90,-148,123.908398748415
6,90,-146,120.596073414984
6,90,-144,116.96611094237
6,90,-142,112.76143802852
6,90,-140,107.7840828765
6,90,-138,101.861848324422
6,90,-136,94.7733921983523
6,90,-134,86.2145144326028
6,90,-132,75.886684633285
6,90,-130,63.7114809264753
6,90,-128,50.0232057587793
6,90,-126,35.5042660778127
6,90,-124,20.8756247732025
6,90,-122,6.68163863228308
6,90,-120,-6.69976650191614
6,90,-118,-19.0437336935632
6,90,-116,-30.3615020444481
6,90,-114,-40.9394065171025
6,90,-112,-51.2497170407331
6,90,-110,-61.8004409508424
6,90,-108,-73.0113747920952
6,90,-106,-85.1542732626919
6,90,-104,-98.3598134933058
6,90,-102,-112.666373193542
6,90,-100,-128.053816870263
6,90,-98,-144.404283280971
6,90,-96,-161.401974950908
6,90,-94,-178.493335569531
6,90,-92,164.969351710784
6,90,-90,149.474631450113
6,90,-88,135.206842710381
6,90,-86,122.08744553359
6,90,-84,109.898207989172
6,90,-82,98.3783404177042
6,90,-80,87.2639937774983
6,90,-78,76.2834652666416
6,90,-76,65.1304089259357
6,90,-74,53.4299747139105
6,90,-72,40.6953812389507
6,90,-70,26.2502644360196
6,90,-68,9.11378777123913
6,90,-66,-11.8778719733515
6,90,-64,-36.699785170811
6,90,-62,-61.8060577497263
6,90,-60,-82.477786898376
6,90,-58,-97.614788266906
6,90,-56,-108.692495462972
6,90,-54,-117.382706933022
6,90,-52,-124.874088296441
6,90,-50,-131.914503293079
6,90,-48,-138.96825192775
6,90,-46,-146.38066821806
6,90,-44,-154.535812188299
6,90,-42,-163.971605443835
6,90,-40,-175.395667907337
6,90,-38,170.45370121502
6,90,-36,153.107727669416
6,90,-34,132.749878169329
6,90,-32,110.725587926312
6,90,-30,89.8891405104126
6,90,-28,73.1478764958411
6,90,-26,61.295007969124
6,90,-24,53.3116176728356
6,90,-22,47.7849478963539
6,90,-20,43.6252216970013
6,90,-18,40.1841337159438
6,90,-16,37.1641328920523
6,90,-14,34.4849051721652
6,90,-12,32.1646076141474
6,90,-10,30.2398581481419
6,90,-8,28.7288530757672
6,90,-6,27.6261656551608
6,90,-4,26.912245822711
6,90,-2,26.5649510118784
6,90,0,26.5677190354476
6,90,2,26.9138402626028
6,90,4,27.6074272083602
6,90,6,28.6606886730456
6,90,8,30.0865501448548
6,90,10,31.8874936329903
6,90,12,34.0460228519451
6,90,14,36.527298511262
6,90,16,39.3057687068702
6,90,18,42.4212335898425
6,90,20,46.0575554797812
6,90,22,50.6241474507828
6,90,24,56.8029952895517
6,90,26,65.4984684602677
6,90,28,77.647230624853
6,90,30,93.9908200808145
6,90,32,114.784654230405
6,90,34,138.571640536885
6,90,36,161.169473670251
6,90,38,179.07031247561
6,90,40,-167.798009082335
6,90,42,-157.908184900815
6,90,44,-149.848317562343
6,90,46,-142.689828743918
6,90,48,-135.888848143434
6,90,50,-129.10718309385
6,90,52,-122.036768915487
6,90,54,-114.263556861533
6,90,56,-105.186465986899
6,90,58,-93.9762341905912
6,90,60,-79.5643681189886
6,90,62,-60.8073539201363
6,90,64,-37.4321156612949
6,90,66,-11.90997582167
6,90,68,11.3406882000107
6,90,70,30.147696525208
6,90,72,45.1449444863071
6,90,74,57.7122221726498
6,90,76,68.9723235025706
6,90,78,79.6720425529553
6,90,80,90.2831963944427
6,90,82,101.118083999953
6,90,84,112.420762148132
6,90,86,124.421284288354
6,90,88,137.341766890315
6,90,90,151.348900676034
6,90,92,166.464685059031
6,90,94,-177.516754416007
6,90,96,-161.024875956954
6,90,98,-144.580666981136
6,90,100,-128.619708592085
6,90,102,-113.402271735677
6,90,104,-99.0382218709552
6,90,106,-85.5504632792763
6,90,108,-72.9064730854645
6,90,110,-61.0068781949296
6,90,112,-49.6597999390358
6,90,114,-38.5734507250556
6,90,116,-27.3849840861808
6,90,118,-15.7289468304714
6,90,120,-3.33314086325872
6,90,122,9.89222624785353
6,90,124,23.8110941832385
6,90,126,38.063032410707
6,90,128,52.0895282676428
6,90,130,65.2339566068752
6,90,132,76.9561966910945
6,90,134,87.0252600248151
6,90,136,95.5224936078805
6,90,138,102.690645766032
6,90,140,108.777813917689
6,90,142,113.966537602866
6,90,144,118.389362422111
6,90,146,122.182867196446
6,90,148,125.52551783078
6,90,150,128.628301871867
6,90,152,131.681064474859
6,90,154,134.789145861328
6,90,156,137.951266988138
6,90,158,141.106517193921
6,90,160,144.221391345797
6,90,162,147.355036258373
6,90,164,150.663490003083
6,90,166,154.340293213866
6,90,168,158.506761393942
6,90,170,163.084718480159
6,90,172,167.731603450835
6,90,174,171.928021248938
6,90,176,175.187217253056
6,90,178,177.21892618928
6,90,180,177.940376256293
