"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2.4,0,120,-3.01105953169083
2.4,0,122,-2.83001214036932
2.4,0,124,-2.72880327420379
2.4,0,126,-2.72236512767914
2.4,0,128,-2.82391123458703
2.4,0,130,-3.04602917626612
2.4,0,132,-3.40156039582698
2.4,0,134,-3.90414307315441
2.4,0,136,-4.56808606675821
2.4,0,138,-5.40664658475218
2.4,0,140,-6.42625727143056
2.4,0,142,-7.61064944475239
2.4,0,144,-8.882647791875
2.4,0,146,-10.0353959226287
2.4,0,148,-10.7026429920756
2.4,0,150,-10.582744401708
2.4,0,152,-9.78881234590451
2.4,0,154,-8.71046222137046
2.4,0,156,-7.65398690418581
2.4,0,158,-6.76483996936831
2.4,0,160,-6.0956860275382
2.4,0,162,-5.66240084982501
2.4,0,164,-5.47091450523127
2.4,0,166,-5.52887373166959
2.4,0,168,-5.85169870302944
2.4,0,170,-6.46784297221719
2.4,0,172,-7.4264772103859
2.4,0,174,-8.81182165986033
2.4,0,176,-10.772688469698
2.4,0,178,-13.5832316404302
2.4,0,180,-17.6726398294097
4,0,0,-12.0823043136364
4,0,2,-11.2776782310754
4,0,4,-10.2921476249499
4,0,6,-9.40319938308848
4,0,8,-8.74807954629876
4,0,10,-8.37387778407672
4,0,12,-8.28053759839631
4,0,14,-8.43525726045517
4,0,16,-8.76599210316087
4,0,18,-9.14558962517783
4,0,20,-9.39469146740872
4,0,22,-9.34944033596136
4,0,24,-8.97603271903334
4,0,26,-8.39732809234232
4,0,28,-7.79281642628537
4,0,30,-7.3056416709219
4,0,32,-7.02303071380573
4,0,34,-6.99389823437908
4,0,36,-7.24926394623656
4,0,38,-7.81670452601811
4,0,40,-8.73039721597286
4,0,42,-10.0394021095862
4,0,44,-11.8137642789022
4,0,46,-14.131371365153
4,0,48,-16.9296965416325
4,0,50,-19.2458789017176
4,0,52,-18.909584878442
4,0,54,-16.7198151513563
4,0,56,-14.5968322031638
4,0,58,-12.9547489598482
4,0,60,-11.7282749891945
4,0,62,-10.8034255817844
4,0,64,-10.0829189114367
4,0,66,-9.4907790581681
4,0,68,-8.97139886706208
4,0,70,-8.48943108079569
4,0,72,-8.02891302260498
4,0,74,-7.58998004881262
4,0,76,-7.18346588929575
4,0,78,-6.82513217596868
4,0,80,-6.53116894230678
4,0,82,-6.31556916685858
4,0,84,-6.18906899056631
4,0,86,-6.1589976274991
4,0,88,-6.22944026781031
4,0,90,-6.40130511592785
4,0,92,-6.67204841678779
4,0,94,-7.03492605364197
4,0,96,-7.47776303927878
4,0,98,-7.98146951818052
4,0,100,-8.51900899243024
4,0,102,-9.05624190534107
4,0,104,-9.55654057934398
4,0,106,-9.9900706494736
4,0,108,-10.3452688468093
4,0,110,-10.6364925720049
4,0,112,-10.9029541339466
4,0,114,-11.200404376253
4,0,116,-11.5919493469077
4,0,118,-12.1433889591009
4,0,120,-12.9247367645535
4,0,122,-14.0175289170313
4,0,124,-15.5274226148738
4,0,126,-17.5973173002145
4,0,128,-20.3643562830321
4,0,130,-23.3868501163623
4,0,132,-23.7929005835011
4,0,134,-21.0640000138985
4,0,136,-18.3648647750225
4,0,138,-16.4322187171681
4,0,140,-15.189311608988
4,0,142,-14.5355182092504
4,0,144,-14.4270063345041
4,0,146,-14.8791084556853
4,0,148,-15.9791212866792
4,0,150,-17.9365673513385
4,0,152,-21.2335411705769
4,0,154,-26.8468343778668
4,0,156,-28.330303763627
4,0,158,-22.0831798992191
4,0,160,-18.201130356123
4,0,162,-15.872431232294
4,0,164,-14.5194272752192
4,0,166,-13.9010251817368
4,0,168,-13.920574364072
4,0,170,-14.5551648857723
4,0,172,-15.8129063738058
4,0,174,-17.6263997509327
4,0,176,-19.4406855456598
4,0,178,-19.7307683464418
4,0,180,-18.1456908568565
6,0,0,1.50024485368506
6,0,2,0.953702628692338
6,0,4,0.742859922497904
6,0,6,0.802267208834985
6,0,8,0.929164190356968
6,0,10,0.92077210821399
6,0,12,0.64116512383676
6,0,14,0.0175589601347273
6,0,16,-0.973952740517111
6,0,18,-2.29935583721831
6,0,20,-3.81543715865598
6,0,22,-5.19087718734039
6,0,24,-5.97901749061909
6,0,26,-6.03064120050619
6,0,28,-5.65807611241625
6,0,30,-5.22527182724649
6,0,32,-4.91075855067312
6,0,34,-4.7665462854128
6,0,36,-4.81186118126786
6,0,38,-5.08547650950802
6,0,40,-5.66752922457359
6,0,42,-6.69407872032906
6,0,44,-8.3973158798982
6,0,46,-11.2505396456577
6,0,48,-16.6152126900262
6,0,50,-27.3160741648908
6,0,52,-15.7405878750755
6,0,54,-10.0673245074801
6,0,56,-6.79771562350612
6,0,58,-4.6608163389857
6,0,60,-3.21592071522605
6,0,62,-2.25307671996514
6,0,64,-1.6489263974593
6,0,66,-1.31697593276932
6,0,68,-1.18603756115218
6,0,70,-1.19028669119561
6,0,72,-1.26706992308507
6,0,74,-1.36204052615501
6,0,76,-1.43960359602564
6,0,78,-1.49231301590984
6,0,80,-1.54170291711263
6,0,82,-1.62907905778342
6,0,84,-1.80222282940466
6,0,86,-2.10469516093895
6,0,88,-2.56972718954584
6,0,90,-3.21659598106427
6,0,92,-4.04618081440293
6,0,94,-5.03332707573414
6,0,96,-6.11731392564242
6,0,98,-7.20111887164868
6,0,100,-8.18143066881141
6,0,102,-9.01512183793721
6,0,104,-9.76901223742195
6,0,106,-10.5935089370479
6,0,108,-11.6520238387078
6,0,110,-13.0672479371369
6,0,112,-14.8751290749822
6,0,114,-16.9188015292497
6,0,116,-18.689243557874
6,0,118,-19.6145465633459
6,0,120,-19.9225429573934
6,0,122,-20.2952273146006
6,0,124,-20.8461514614659
6,0,126,-20.6627869854149
6,0,128,-18.8907653294637
6,0,130,-16.4710353657611
6,0,132,-14.4276197462051
6,0,134,-13.0701408139938
6,0,136,-12.4517015706078
6,0,138,-12.607846511655
6,0,140,-13.6421048777488
6,0,142,-15.8138252178968
6,0,144,-19.7488512130892
6,0,146,-25.9908525330002
6,0,148,-23.3820559799351
6,0,150,-18.3205908263493
6,0,152,-15.6189903669099
6,0,154,-14.328939131013
6,0,156,-13.9492470261036
6,0,158,-14.102767523728
6,0,160,-14.3324911614152
6,0,162,-14.2027506753674
6,0,164,-13.6900744106667
6,0,166,-13.1560977281519
6,0,168,-12.8992618520091
6,0,170,-12.9467469762636
6,0,172,-13.0468659908746
6,0,174,-12.8129738152687
6,0,176,-12.1339408548027
6,0,178,-11.3299143239667
6,0,180,-10.7802389426499
