"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2.4,0,140,-10.6148544317384
2.4,0,142,-11.1815173286396
2.4,0,144,-11.1899056250747
2.4,0,146,-10.6801765664615
2.4,0,148,-9.87549435955154
2.4,0,150,-9.00086798837891
2.4,0,152,-8.19540566183862
2.4,0,154,-7.52492975910501
2.4,0,156,-7.01433583608379
2.4,0,158,-6.66908128870152
2.4,0,160,-6.48563356109038
2.4,0,162,-6.45542092861013
2.4,0,164,-6.5652187289437
2.4,0,166,-6.79534513502153
2.4,0,168,-7.11641957405399
2.4,0,170,-7.485857198596
2.4,0,172,-7.84688660420002
2.4,0,174,-8.13489283362873
2.4,0,176,-8.29463241412071
2.4,0,178,-8.30289766690477
2.4,0,180,-8.18063806940834
4,0,0,-13.6040241972118
4,0,2,-12.5644060528948
4,0,4,-11.8870077679901
4,0,6,-11.607216362098
4,0,8,-11.700638240156
4,0,10,-12.0782000211955
4,0,12,-12.5272476221535
4,0,14,-12.665060439327
4,0,16,-12.127690652887
4,0,18,-10.9566811105296
4,0,20,-9.52517485447377
4,0,22,-8.14679440648571
4,0,24,-6.96242967954462
4,0,26,-6.00612485911196
4,0,28,-5.26501863563326
4,0,30,-4.70724365247046
4,0,32,-4.29261575175987
4,0,34,-3.97706943615072
4,0,36,-3.7161714583342
4,0,38,-3.46986997309695
4,0,40,-3.20826287344904
4,0,42,-2.91620556558977
4,0,44,-2.59418315542371
4,0,46,-2.25475434061216
4,0,48,-1.91646671757164
4,0,50,-1.59807901674051
4,0,52,-1.31485559154324
4,0,54,-1.07712433090004
4,0,56,-0.890410878874821
4,0,58,-0.756355856016896
4,0,60,-0.6738623934782
4,0,62,-0.640182561370258
4,0,64,-0.65182146491325
4,0,66,-0.705222322295939
4,0,68,-0.797230094819281
4,0,70,-0.925344549638634
4,0,72,-1.08778222994671
4,0,74,-1.2833761930054
4,0,76,-1.5113515800026
4,0,78,-1.77102082038546
4,0,80,-2.06144222866675
4,0,82,-2.38108020634083
4,0,84,-2.72749692077765
4,0,86,-3.09709797291597
4,0,88,-3.48495147567958
4,0,90,-3.88470278265356
4,0,92,-4.28861502548152
4,0,94,-4.68777468179605
4,0,96,-5.07250398615455
4,0,98,-5.4330076384287
4,0,100,-5.76024070383394
4,0,102,-6.04691811985128
4,0,104,-6.2885125493878
4,0,106,-6.48404329795639
4,0,108,-6.63648130698169
4,0,110,-6.75269079972857
4,0,112,-6.84295928399443
4,0,114,-6.92027206003137
4,0,116,-6.99952005061385
4,0,118,-7.09678840282429
4,0,120,-7.22878821334193
4,0,122,-7.41239727197724
4,0,124,-7.66417822029211
4,0,126,-7.99962410375414
4,0,128,-8.43169266340208
4,0,130,-8.96786131897261
4,0,132,-9.60443344610582
4,0,134,-10.3164677036726
4,0,136,-11.0431764667741
4,0,138,-11.6766041083966
4,0,140,-12.0785048662318
4,0,142,-12.1499723748348
4,0,144,-11.9105732677317
4,0,146,-11.4911041332169
4,0,148,-11.0493824268313
4,0,150,-10.705856604998
4,0,152,-10.5296709666859
4,0,154,-10.5462529672872
4,0,156,-10.7421681429419
4,0,158,-11.0604052862699
4,0,160,-11.3927554946481
4,0,162,-11.5935127835274
4,0,164,-11.5439457755611
4,0,166,-11.2375025064518
4,0,168,-10.7878970838412
4,0,170,-10.3492600141393
4,0,172,-10.0448551524928
4,0,174,-9.94813868339306
4,0,176,-10.0906904706164
4,0,178,-10.4706321633472
4,0,180,-11.0526748195449
6,0,0,-18.2505507895608
6,0,2,-15.7815304676563
6,0,4,-13.2887807416754
6,0,6,-11.2463967419099
6,0,8,-9.79588460617625
6,0,10,-8.93517721044148
6,0,12,-8.61414337164138
6,0,14,-8.74934878181079
6,0,16,-9.20287146286848
6,0,18,-9.76420038550863
6,0,20,-10.2098141484666
6,0,22,-10.4699500932547
6,0,24,-10.7136475368805
6,0,26,-11.2211927406487
6,0,28,-12.2414716413187
6,0,30,-13.9316387026186
6,0,32,-16.1284320282216
6,0,34,-17.3800806316216
6,0,36,-15.8669596293621
6,0,38,-13.259079483359
6,0,40,-10.9601076271171
6,0,42,-9.08099835496877
6,0,44,-7.46924021176793
6,0,46,-6.00303980628082
6,0,48,-4.63565379899013
6,0,50,-3.3757927029481
6,0,52,-2.25302974819826
6,0,54,-1.29374446690068
6,0,56,-0.512266251713725
6,0,58,0.0894921730659861
6,0,60,0.520161872863496
6,0,62,0.797294113064679
6,0,64,0.945980334898322
6,0,66,0.99678549591956
6,0,68,0.98216140715985
6,0,70,0.931376029890121
6,0,72,0.86530540597877
6,0,74,0.793252548171368
6,0,76,0.713271350358765
6,0,78,0.61556618580879
6,0,80,0.487044286998399
6,0,82,0.315139486935212
6,0,84,0.090100502289709
6,0,86,-0.19407186961898
6,0,88,-0.539458679228206
6,0,90,-0.94430309653323
6,0,92,-1.40301721676684
6,0,94,-1.90598246173855
6,0,96,-2.43915777438764
6,0,98,-2.983668126164
6,0,100,-3.51577058257748
6,0,102,-4.00787099064955
6,0,104,-4.43140073452879
6,0,106,-4.76195111849261
6,0,108,-4.98578147869547
6,0,110,-5.10518433252386
6,0,112,-5.13978725183988
6,0,114,-5.12272927641612
6,0,116,-5.09340504967981
6,0,118,-5.08966751137998
6,0,120,-5.14147033420227
6,0,122,-5.26643439021741
6,0,124,-5.46721190820641
6,0,126,-5.7312002888229
6,0,128,-6.03463914038184
6,0,130,-6.3537435502834
6,0,132,-6.68242121003534
6,0,134,-7.0491601149426
6,0,136,-7.52267602975369
6,0,138,-8.20431884613833
6,0,140,-9.21656060242309
6,0,142,-10.696553404691
6,0,144,-12.7864211638859
6,0,146,-15.5427486879894
6,0,148,-18.3995404371892
6,0,150,-19.3622054308529
6,0,152,-18.336017021392
6,0,154,-17.4930669094535
6,0,156,-17.6029146197863
6,0,158,-18.478071173984
6,0,160,-18.8920861109791
6,0,162,-17.3907272523751
6,0,164,-15.0987313658556
6,0,166,-13.3706297930744
6,0,168,-12.5535555809991
6,0,170,-12.6992676012958
6,0,172,-13.8395545401609
6,0,174,-15.9267396606857
6,0,176,-18.1916969692234
6,0,178,-18.4454436192887
6,0,180,-17.0122764790665
