"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
2.4,0,10,-11.6945817765928
2.4,0,12,-10.9178277208936
2.4,0,14,-9.80149082318215
2.4,0,16,-8.53960931006682
2.4,0,18,-7.27127730426946
2.4,0,20,-6.07040414824117
2.4,0,22,-4.96816362478577
2.4,0,24,-3.97339471739285
2.4,0,26,-3.08463181952707
2.4,0,28,-2.29619931589724
2.4,0,30,-1.60108601228234
2.4,0,32,-0.992227099952032
2.4,0,34,-0.463026968508333
2.4,0,36,-0.00752734478520389
2.4,0,38,0.379586133718771
2.4,0,40,0.703047061844354
2.4,0,42,0.967097556586395
2.4,0,44,1.17558323002893
2.4,0,46,1.33204448623253
2.4,0,48,1.43980010213323
2.4,0,50,1.50202153547291
2.4,0,52,1.52179746094862
2.4,0,54,1.50218835355312
2.4,0,56,1.44627085682937
2.4,0,58,1.35717137738691
2.4,0,60,1.2380879546717
2.4,0,62,1.09229906926616
2.4,0,64,0.923157785111028
2.4,0,66,0.734069599989536
2.4,0,68,0.528452744704915
2.4,0,70,0.309680551080757
2.4,0,72,0.0810069701765324
2.4,0,74,-0.154521683324926
2.4,0,76,-0.394163373366977
2.4,0,78,-0.635577757662968
2.4,0,80,-0.876915154740947
2.4,0,82,-1.11688738868521
2.4,0,84,-1.35481188340724
2.4,0,86,-1.59062290253229
2.4,0,88,-1.82484737113267
2.4,0,90,-2.05854645302473
2.4,0,92,-2.29322704680267
2.4,0,94,-2.53072881444879
2.4,0,96,-2.77309184573659
2.4,0,98,-3.02240760397466
2.4,0,100,-3.28065177692292
2.4,0,102,-3.54949270642712
2.4,0,104,-3.83006404207997
2.4,0,106,-4.12268639190366
2.4,0,108,-4.426522119648
2.4,0,110,-4.73915383320848
2.4,0,112,-5.05609691902494
2.4,0,114,-5.37029888625393
2.4,0,116,-5.67175210932489
2.4,0,118,-5.94744916059312
2.4,0,120,-6.18200455330699
2.4,0,122,-6.3592585257106
2.4,0,124,-6.4649336429481
2.4,0,126,-6.4898860994808
2.4,0,128,-6.43291215246107
2.4,0,130,-6.30193465018437
2.4,0,132,-6.11302068464623
2.4,0,134,-5.88771814848623
2.4,0,136,-5.64987351024857
2.4,0,138,-5.42300691311923
2.4,0,140,-5.22875413149431
2.4,0,142,-5.08634323580569
2.4,0,144,-5.01281246435451
2.4,0,146,-5.0236617521677
2.4,0,148,-5.13373186629885
2.4,0,150,-5.35822578889696
2.4,0,152,-5.71389123106546
2.4,0,154,-6.2204739360029
2.4,0,156,-6.90264651382695
2.4,0,158,-7.79272790180694
2.4,0,160,-8.93457370273365
2.4,0,162,-10.3885678269365
2.4,0,164,-12.2338887716822
2.4,0,166,-14.54068093045
2.4,0,168,-17.1533262338094
2.4,0,170,-18.8357374238484
2.4,0,172,-17.781863180647
2.4,0,174,-15.344557387881
2.4,0,176,-13.0901465171498
2.4,0,178,-11.303762730503
2.4,0,180,-9.93287617741299
4,0,0,-9.02218614105543
4,0,2,-9.04031086489302
4,0,4,-9.41879711528311
4,0,6,-10.0973353484784
4,0,8,-10.9403056221827
4,0,10,-11.688434280545
4,0,12,-12.0136445558279
4,0,14,-11.7797419721935
4,0,16,-11.18988414387
4,0,18,-10.5525340810301
4,0,20,-10.0588960096366
4,0,22,-9.759978199257
4,0,24,-9.60144079659691
4,0,26,-9.44628808468683
4,0,28,-9.11337052309953
4,0,30,-8.47115391486576
4,0,32,-7.53075484880481
4,0,34,-6.42305060715207
4,0,36,-5.29481378603111
4,0,38,-4.24475152154171
4,0,40,-3.31976021765691
4,0,42,-2.53258786666284
4,0,44,-1.87778580759068
4,0,46,-1.34169690988724
4,0,48,-0.90809450369105
4,0,50,-0.561333382389979
4,0,52,-0.288104979988945
4,0,54,-0.0783091674126677
4,0,56,0.0747242536357477
4,0,58,0.174512066075438
4,0,60,0.222033854026607
4,0,62,0.216517292759985
4,0,64,0.156240040332157
4,0,66,0.0392427116031687
4,0,68,-0.136097270313187
4,0,70,-0.370636542717332
4,0,72,-0.664161374401837
4,0,74,-1.01517998895063
4,0,76,-1.42078791120138
4,0,78,-1.87659352814018
4,0,80,-2.37670493006023
4,0,82,-2.91379357349445
4,0,84,-3.47926327900556
4,0,86,-4.06356146184503
4,0,88,-4.65666837354676
4,0,90,-5.2487828138947
4,0,92,-5.83118267791491
4,0,94,-6.39717392963933
4,0,96,-6.94296117809515
4,0,98,-7.46819990760295
4,0,100,-7.97595327928739
4,0,102,-8.47178887181611
4,0,104,-8.96179399674472
4,0,106,-9.44932994779412
4,0,108,-9.93042428267901
4,0,110,-10.3880821053523
4,0,112,-10.7871119839319
4,0,114,-11.0738804943634
4,0,116,-11.1879997663634
4,0,118,-11.088431532149
4,0,120,-10.7804737777458
4,0,122,-10.3203489657421
4,0,124,-9.79312293844848
4,0,126,-9.28479113393282
4,0,128,-8.86674690042984
4,0,130,-8.59364918366943
4,0,132,-8.50773298274436
4,0,134,-8.64394905803471
4,0,136,-9.03290325249009
4,0,138,-9.69850729146512
4,0,140,-10.6425343337714
4,0,142,-11.7955625376386
4,0,144,-12.9049105376927
4,0,146,-13.4519166035693
4,0,148,-13.0293807068329
4,0,150,-11.9147523726508
4,0,152,-10.6810590431151
4,0,154,-9.67008468457741
4,0,156,-9.00449946962298
4,0,158,-8.71088739856859
4,0,160,-8.77607745312951
4,0,162,-9.1516324089089
4,0,164,-9.72312486579275
4,0,166,-10.261931289622
4,0,168,-10.4486007123863
4,0,170,-10.096668628291
4,0,172,-9.35742230057138
4,0,174,-8.55247076641397
4,0,176,-7.92896275143968
4,0,178,-7.61577646785203
4,0,180,-7.6705864305141
6,0,0,-13.4153907785194
6,0,2,-12.9042815472681
6,0,4,-12.7273159987197
6,0,6,-12.6880147989426
6,0,8,-12.5869719383777
6,0,10,-12.3360567747911
6,0,12,-12.0095180816768
6,0,14,-11.7536641998465
6,0,16,-11.6672942341794
6,0,18,-11.7471052268376
6,0,20,-11.8865929871466
6,0,22,-11.9264652541141
6,0,24,-11.7677805250886
6,0,26,-11.4601917093873
6,0,28,-11.153572583933
6,0,30,-10.9841033672083
6,0,32,-11.0118705271751
6,0,34,-11.2065354057625
6,0,36,-11.4390636596363
6,0,38,-11.4854404257532
6,0,40,-11.1100931722165
6,0,42,-10.2376274251006
6,0,44,-9.01200842673068
6,0,46,-7.65380374206638
6,0,48,-6.32793564990512
6,0,50,-5.12322215989037
6,0,52,-4.07920286863042
6,0,54,-3.21098628202034
6,0,56,-2.52318872429039
6,0,58,-2.01612422788541
6,0,60,-1.68774317664602
6,0,62,-1.53352528838464
6,0,64,-1.54560094435936
6,0,66,-1.71181142951901
6,0,68,-2.0151100220285
6,0,70,-2.4336052382401
6,0,72,-2.94158360509544
6,0,74,-3.51186138519726
6,0,76,-4.11956464702486
6,0,78,-4.74677625859638
6,0,80,-5.38666677418562
6,0,82,-6.04545601137059
6,0,84,-6.74136065450471
6,0,86,-7.50108916617204
6,0,88,-8.35525540544672
6,0,90,-9.3336095523869
6,0,92,-10.4594240618988
6,0,94,-11.7399115043277
6,0,96,-13.1458336816157
6,0,98,-14.5707546762674
6,0,100,-15.7792583552846
6,0,102,-16.4411970580032
6,0,104,-16.3800806690293
6,0,106,-15.7682839013404
6,0,108,-14.9277559658181
6,0,110,-14.0903812527559
6,0,112,-13.37002184826
6,0,114,-12.8132607853953
6,0,116,-12.4353432025873
6,0,118,-12.2347129002917
6,0,120,-12.1979466534362
6,0,122,-12.3040405614161
6,0,124,-12.5322419579643
6,0,126,-12.8727046284686
6,0,128,-13.3347247675921
6,0,130,-13.9448305064744
6,0,132,-14.723385007306
6,0,134,-15.613289799899
6,0,136,-16.3272356921622
6,0,138,-16.2906446753914
6,0,140,-15.2372422401686
6,0,142,-13.6990690478223
6,0,144,-12.3143439882014
6,0,146,-11.4044565698577
6,0,148,-11.0986832578665
6,0,150,-11.4715679814185
6,0,152,-12.6007374498267
6,0,154,-14.5492806940262
6,0,156,-17.07369067193
6,0,158,-18.5717139188047
6,0,160,-17.513615818264
6,0,162,-15.9169749582049
6,0,164,-15.1992640758975
6,0,166,-15.633434374005
6,0,168,-17.2158322597575
6,0,170,-19.1739732360812
6,0,172,-18.7638365916056
6,0,174,-16.3073763086908
6,0,176,-14.4291824545983
6,0,178,-13.7590151875992
6,0,180,-14.3778840586559
