"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
4,0,116,-5.59143918196204
4,0,118,-5.52124602081188
4,0,120,-5.50534313545863
4,0,122,-5.55622496390889
4,0,124,-5.6853911487306
4,0,126,-5.9032081123838
4,0,128,-6.21835652510955
4,0,130,-6.63663257792878
4,0,132,-7.15876556054177
4,0,134,-7.77685711776495
4,0,136,-8.46932311827219
4,0,138,-9.19551798043206
4,0,140,-9.89442261522252
4,0,142,-10.4956513010612
4,0,144,-10.947844690918
4,0,146,-11.2512101545569
4,0,148,-11.4656234283901
4,0,150,-11.6854435541266
4,0,152,-12.0042305772393
4,0,154,-12.490138901159
4,0,156,-13.1687396629755
4,0,158,-13.9963254680331
4,0,160,-14.8144167211558
4,0,162,-15.3356631082877
4,0,164,-15.3063667185827
4,0,166,-14.7792608388941
4,0,168,-14.065529111868
4,0,170,-13.4548804825572
4,0,172,-13.1059706339841
4,0,174,-13.0771107792049
4,0,176,-13.359430385913
4,0,178,-13.872211863501
4,0,180,-14.4276647356597
6,0,0,-16.6517294043959
6,0,2,-15.3065517242549
6,0,4,-13.3015531906139
6,0,6,-11.3562964013512
6,0,8,-9.88502559379645
6,0,10,-8.99075430049951
6,0,12,-8.65007577747575
6,0,14,-8.77952182929464
6,0,16,-9.22859423596895
6,0,18,-9.763031741574
6,0,20,-10.1327849173754
6,0,22,-10.2606508783252
6,0,24,-10.3262072852471
6,0,26,-10.6073786990174
6,0,28,-11.3205224109416
6,0,30,-12.5616702775252
6,0,32,-14.1692660941822
6,0,34,-15.28912596398
6,0,36,-14.6733465957201
6,0,38,-12.7865020702619
6,0,40,-10.7903356239027
6,0,42,-9.05068898373981
6,0,44,-7.53359604678927
6,0,46,-6.14674358805147
6,0,48,-4.84122738044345
6,0,50,-3.62025167046418
6,0,52,-2.51372300278626
6,0,54,-1.55233932873392
6,0,56,-0.754782887019769
6,0,58,-0.125421805019395
6,0,60,0.343790804437388
6,0,62,0.670766368405816
6,0,64,0.880774275742907
6,0,66,1.00338098600497
6,0,68,1.06823055518664
6,0,70,1.09993999066772
6,0,72,1.11355384307016
6,0,74,1.11245046713164
6,0,76,1.08960776924476
6,0,78,1.03136667736055
6,0,80,0.921788741171814
6,0,82,0.746049969948211
6,0,84,0.492360902810238
6,0,86,0.152727068203446
6,0,88,-0.276840467671741
6,0,90,-0.796097235613769
6,0,92,-1.39987592948759
6,0,94,-2.07658026759375
6,0,96,-2.80562344987542
6,0,98,-3.55398066973823
6,0,100,-4.27321539206522
6,0,102,-4.90062818191939
6,0,104,-5.37003355566198
6,0,106,-5.63392754012099
6,0,108,-5.68646845544541
6,0,110,-5.56867889806929
6,0,112,-5.35074723611683
6,0,114,-5.10666128881014
6,0,116,-4.89698484611019
6,0,118,-4.76257653878654
6,0,120,-4.72441214471059
6,0,122,-4.78516108798482
6,0,124,-4.93123156665197
6,0,126,-5.13661314907377
6,0,128,-5.37118588191907
6,0,130,-5.61487299025442
6,0,132,-5.87401035335657
6,0,134,-6.19133982879295
6,0,136,-6.64377214835628
6,0,138,-7.33188151220783
6,0,140,-8.37046982193625
6,0,142,-9.8838050436178
6,0,144,-11.9889698279139
6,0,146,-14.6683582816303
6,0,148,-17.1610941236628
6,0,150,-17.5729179083356
6,0,152,-16.2615398939469
6,0,154,-15.0446275098979
6,0,156,-14.378855691545
6,0,158,-14.0171492024282
6,0,160,-13.5138729188625
6,0,162,-12.6335162780772
6,0,164,-11.599421556815
6,0,166,-10.7997848767286
6,0,168,-10.4971619750104
6,0,170,-10.8120544402817
6,0,172,-11.7451248057512
6,0,174,-13.0608734742168
6,0,176,-14.0265014768429
6,0,178,-13.8547698789312
6,0,180,-12.9755634773975
