"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainTotal) []"
6,0,4,-9.51221227489252
6,0,6,-9.27568433446345
6,0,8,-9.07439049874056
6,0,10,-8.88337087511785
6,0,12,-8.72024343788899
6,0,14,-8.61560919108184
6,0,16,-8.58381640935246
6,0,18,-8.61405686623221
6,0,20,-8.68379869728169
6,0,22,-8.78364815494589
6,0,24,-8.93512760732182
6,0,26,-9.187522220614
6,0,28,-9.59700691881152
6,0,30,-10.1998488899673
6,0,32,-10.9810163893153
6,0,34,-11.8253297328383
6,0,36,-12.4567426622928
6,0,38,-12.4884043730135
6,0,40,-11.7415998676111
6,0,42,-10.450201939579
6,0,44,-8.97552725185716
6,0,46,-7.54761673650461
6,0,48,-6.26382277362573
6,0,50,-5.15349044822568
6,0,52,-4.21932366402855
6,0,54,-3.45637451465812
6,0,56,-2.85962034394205
6,0,58,-2.42594511985358
6,0,60,-2.15324378984454
6,0,62,-2.0382673857803
6,0,64,-2.07431251557198
6,0,66,-2.24941582082208
6,0,68,-2.54537590128613
6,0,70,-2.93780029181593
6,0,72,-3.39743394328014
6,0,74,-3.8930726164729
6,0,76,-4.39609543006656
6,0,78,-4.88587644367145
6,0,80,-5.3543831051513
6,0,82,-5.80804932723499
6,0,84,-6.26613344512743
6,0,86,-6.75652940450226
6,0,88,-7.31093905271141
6,0,90,-7.96087053131722
6,0,92,-8.73477962023131
6,0,94,-9.65561401832538
6,0,96,-10.737146482637
6,0,98,-11.9762930537819
6,0,100,-13.336730657332
6,0,102,-14.7188910667577
6,0,104,-15.9264136110194
6,0,106,-16.6929048725619
6,0,108,-16.8492676675076
6,0,110,-16.4832595358117
6,0,112,-15.8414704629364
6,0,114,-15.1381080473076
6,0,116,-14.493857609791
6,0,118,-13.9604329157455
6,0,120,-13.5524989938227
6,0,122,-13.2685517818428
6,0,124,-13.1037979952185
6,0,126,-13.0569623546012
6,0,128,-13.1291903990198
6,0,130,-13.3109406643296
6,0,132,-13.5507402264186
6,0,134,-13.7061757601381
6,0,136,-13.5292609535329
6,0,138,-12.8157574137843
6,0,140,-11.6470222824568
6,0,142,-10.3411298784912
6,0,144,-9.19630852489142
6,0,146,-8.38744796698539
6,0,148,-7.99691465308841
6,0,150,-8.0568147895976
6,0,152,-8.56418172515667
6,0,154,-9.46055793582408
6,0,156,-10.5635375700912
6,0,158,-11.4913329391833
6,0,160,-11.8318267496145
6,0,162,-11.6094274953374
6,0,164,-11.2394491343175
6,0,166,-11.0243538311923
6,0,168,-10.9685286484973
6,0,170,-10.8592927565724
6,0,172,-10.5010513609612
6,0,174,-9.9749335011447
6,0,176,-9.58495892343063
6,0,178,-9.62037795578613
6,0,180,-10.2590246528279
