"Freq [GHz]","Phi [deg]","Theta [deg]","ang_deg(rEPhi) [deg]"
2.4,0,178,-124.531730680097
2.4,0,180,-131.132977834559
4,0,0,-102.27983260273
4,0,2,-99.3583973606138
4,0,4,-95.3126357349317
4,0,6,-90.1009628572999
4,0,8,-83.7293863166816
4,0,10,-76.3018455264641
4,0,12,-68.0624303701348
4,0,14,-59.3896699294152
4,0,16,-50.7178574093494
4,0,18,-42.4159309586569
4,0,20,-34.6931874542843
4,0,22,-27.5691988267238
4,0,24,-20.8814790553915
4,0,26,-14.2663197185093
4,0,28,-7.00697275375826
4,0,30,2.57636471770683
4,0,32,19.8023267541674
4,0,34,63.8736275645667
4,0,36,121.35301568828
4,0,38,144.373714750317
4,0,40,154.298660622696
4,0,42,159.90703692744
4,0,44,163.59684413299
4,0,46,166.224235646704
4,0,48,168.1608430651
4,0,50,169.588466980904
4,0,52,170.601351539771
4,0,54,171.247568846831
4,0,56,171.547472006438
4,0,58,171.502306037246
4,0,60,171.098296318216
4,0,62,170.308890525399
4,0,64,169.09701662424
4,0,66,167.419206218491
4,0,68,165.233803170777
4,0,70,162.515799726835
4,0,72,159.280217323466
4,0,74,155.612809351998
4,0,76,151.699973727218
4,0,78,147.841505035718
4,0,80,144.428899859226
4,0,82,141.886338542999
4,0,84,140.592360908779
4,0,86,140.805119537474
4,0,88,142.599822896275
4,0,90,145.821695879802
4,0,92,150.080104413308
4,0,94,154.825068565229
4,0,96,159.500356099845
4,0,98,163.689642295458
4,0,100,167.17368050751
4,0,102,169.898682437317
4,0,104,171.910377243704
4,0,106,173.297293972482
4,0,108,174.156298544244
4,0,110,174.576262660396
4,0,112,174.632260545367
4,0,114,174.384576633874
4,0,116,173.879267658574
4,0,118,173.148699275413
4,0,120,172.211349405734
4,0,122,171.070459874383
4,0,124,169.71094860978
4,0,126,168.093278899965
4,0,128,166.141215915183
4,0,130,163.71594881671
4,0,132,160.556483801472
4,0,134,156.124987496159
4,0,136,149.133440567515
4,0,138,135.747949819947
4,0,140,102.540820286764
4,0,142,45.0055009099165
4,0,144,14.9394313545169
4,0,146,1.89039262095293
4,0,148,-5.92322606708756
4,0,150,-11.8943300381737
4,0,152,-17.2615029473978
4,0,154,-22.6354052826142
4,0,156,-28.4149037831929
4,0,158,-34.9228400147025
4,0,160,-42.4401659756724
4,0,162,-51.1722833545886
4,0,164,-61.1486909554738
4,0,166,-72.090445732519
4,0,168,-83.3676213119557
4,0,170,-94.177343345173
4,0,172,-103.860672563982
4,0,174,-112.096776509625
4,0,176,-118.871632853052
4,0,178,-124.342517965308
4,0,180,-128.724388423896
6,0,0,10.6778416828544
6,0,2,16.207433708067
6,0,4,21.8603904965082
6,0,6,27.5973342437574
6,0,8,33.4449908701057
6,0,10,39.5697320512658
6,0,12,46.3112329905955
6,0,14,54.1910478661818
6,0,16,63.8888029233736
6,0,18,76.1147912479243
6,0,20,91.2161759617511
6,0,22,108.501884621722
6,0,24,126.081395402163
6,0,26,142.079169727527
6,0,28,155.896088958734
6,0,30,168.144901891527
6,0,32,-179.913758003543
6,0,34,-166.666716431887
6,0,36,-150.428865995888
6,0,38,-130.56696156693
6,0,40,-109.343010900751
6,0,42,-90.6554929390919
6,0,44,-76.1838900975194
6,0,46,-65.337922843517
6,0,48,-57.0530528313301
6,0,50,-50.439442154727
6,0,52,-44.716947399489
6,0,54,-39.0486983145267
6,0,56,-32.3865354732537
6,0,58,-23.1972917186643
6,0,60,-8.67920959235321
6,0,62,17.2825441922906
6,0,64,60.7961476567077
6,0,66,101.081097402499
6,0,68,124.275906413522
6,0,70,138.01821451211
6,0,72,147.232934815606
6,0,74,154.146732259236
6,0,76,160.027442067521
6,0,78,165.804982314289
6,0,80,172.334713512807
6,0,82,-179.402491235809
6,0,84,-168.103879138406
6,0,86,-152.241997821298
6,0,88,-131.589173991626
6,0,90,-109.93836137798
6,0,92,-92.5170551895443
6,0,94,-80.6333916478864
6,0,96,-72.939780125306
6,0,98,-67.9520098482027
6,0,100,-64.6701572841309
6,0,102,-62.4994687977509
6,0,104,-61.1078701411379
6,0,106,-60.3182518681692
6,0,108,-60.0303780979384
6,0,110,-60.1681376754462
6,0,112,-60.653630679913
6,0,114,-61.406165976738
6,0,116,-62.3578760476535
6,0,118,-63.4748972785793
6,0,120,-64.7749702772009
6,0,122,-66.3368773524141
6,0,124,-68.3024325151641
6,0,126,-70.87643703732
6,0,128,-74.3331305274303
6,0,130,-79.0389110721388
6,0,132,-85.4996599509813
6,0,134,-94.4277323665103
6,0,136,-106.756024294778
6,0,138,-123.304073714558
6,0,140,-143.612278973852
6,0,142,-164.884309340029
6,0,144,176.116894989556
6,0,146,160.415989144034
6,0,148,147.281467929866
6,0,150,135.577052866605
6,0,152,124.279369205279
6,0,154,112.52610164876
6,0,156,99.6301980048516
6,0,158,85.2503891454919
6,0,160,69.6975435980002
6,0,162,53.9801527399256
6,0,164,39.1906149980282
6,0,166,25.7623419208484
6,0,168,13.3926046516615
6,0,170,1.48347743081127
6,0,172,-10.3810792612006
6,0,174,-22.1501886040157
6,0,176,-33.3637115537002
6,0,178,-43.5521519754668
6,0,180,-52.6382706646632
