"Freq [GHz]","Phi [deg]","Theta [deg]","ang_deg(rEPhi) [deg]"
6,0,56,-168.280063119274
6,0,58,-123.421452104051
6,0,60,-78.8637579821532
6,0,62,-61.2366089346707
6,0,64,-54.0998006781644
6,0,66,-50.812477197328
6,0,68,-49.2890340011473
6,0,70,-48.7098100947373
6,0,72,-48.6596375969776
6,0,74,-48.8632547949995
6,0,76,-49.1044791519168
6,0,78,-49.2129724258783
6,0,80,-49.0691108023379
6,0,82,-48.6028977188299
6,0,84,-47.78100919916
6,0,86,-46.588286861974
6,0,88,-45.0141366729366
6,0,90,-43.0515633720721
6,0,92,-40.710526119523
6,0,94,-38.0406247062681
6,0,96,-35.1517310185565
6,0,98,-32.2172737795787
6,0,100,-29.4492580158835
6,0,102,-27.0499068100295
6,0,104,-25.1622488237493
6,0,106,-23.8443016438363
6,0,108,-23.0767588165189
6,0,110,-22.7981952323905
6,0,112,-22.957698115027
6,0,114,-23.5834511187816
6,0,116,-24.8950280055584
6,0,118,-27.6267017881509
6,0,120,-34.9089619773684
6,0,122,-88.7373034845796
6,0,124,175.132093343197
6,0,126,163.491721463143
6,0,128,157.618565725956
6,0,130,152.522077439951
6,0,132,147.074525863699
6,0,134,140.558219237607
6,0,136,131.98299235013
6,0,138,119.556223760815
6,0,140,100.217791748985
6,0,142,71.918402215407
6,0,144,41.7515325401922
6,0,146,19.228790728565
6,0,148,3.89572114220381
6,0,150,-7.58405396989066
6,0,152,-17.4388749872597
6,0,154,-27.0085737997851
6,0,156,-37.2425463501806
6,0,158,-48.9567782158564
6,0,160,-62.8845601955264
6,0,162,-79.4894573361029
6,0,164,-98.5598711268631
6,0,166,-119.035969140488
6,0,168,-139.671717237009
6,0,170,-159.932996702516
6,0,172,-179.973600921582
6,0,174,160.157116146186
6,0,176,141.148684477097
6,0,178,124.182735350995
6,0,180,110.079620992996
