"Freq [GHz]","Phi [deg]","Theta [deg]","ang_deg(rEPhi) [deg]"
6,0,98,20.1789502576285
6,0,100,19.7311332166314
6,0,102,18.1424516630886
6,0,104,15.6363425069923
6,0,106,12.5143069483343
6,0,108,9.0803079024946
6,0,110,5.58036385301179
6,0,112,2.17227019433093
6,0,114,-1.07703457944759
6,0,116,-4.17998686248672
6,0,118,-7.21582452438347
6,0,120,-10.3241208290807
6,0,122,-13.7080698043302
6,0,124,-17.6528056035917
6,0,126,-22.5696346376213
6,0,128,-29.0800034369
6,0,130,-38.121184735448
6,0,132,-50.8505110056977
6,0,134,-67.5335233000873
6,0,136,-85.1947702181973
6,0,138,-98.6142055294035
6,0,140,-105.190556445415
6,0,142,-105.3186374311
6,0,144,-100.493843746487
6,0,146,-92.8753900782109
6,0,148,-84.9893270106046
6,0,150,-78.7474754626606
6,0,152,-74.9159927880901
6,0,154,-73.4756811874434
6,0,156,-74.1204920923246
6,0,158,-76.4915704633654
6,0,160,-80.2138841730299
6,0,162,-84.8621072492788
6,0,164,-89.9349054052114
6,0,166,-94.8790410701554
6,0,168,-99.1619180182498
6,0,170,-102.350259863875
6,0,172,-104.151813215054
6,0,174,-104.416298181411
6,0,176,-103.125679753356
6,0,178,-100.404612418353
6,0,180,-96.5564677289698
