"Freq [GHz]","Phi [deg]","Theta [deg]","ang_deg(rEPhi) [deg]"
4,0,54,66.16017641501
4,0,56,67.0371629167471
4,0,58,67.7562091734593
4,0,60,68.3433602071593
4,0,62,68.8239627375807
4,0,64,69.2227423391888
4,0,66,69.5641904083667
4,0,68,69.8730811011372
4,0,70,70.1748610188454
4,0,72,70.4956014658831
4,0,74,70.8612092952524
4,0,76,71.2956883865836
4,0,78,71.8184512552572
4,0,80,72.440998300349
4,0,82,73.1636591384929
4,0,84,73.9733925656715
4,0,86,74.8436626501856
4,0,88,75.7369732357823
4,0,90,76.609787687351
4,0,92,77.4186350092107
4,0,94,78.1257161774781
4,0,96,78.7025754962605
4,0,98,79.1312326455463
4,0,100,79.4030956284856
4,0,102,79.5165504334392
4,0,104,79.4742052773559
4,0,106,79.2804866844027
4,0,108,78.9398743100502
4,0,110,78.4557116462631
4,0,112,77.8293358752832
4,0,114,77.0592425980399
4,0,116,76.1400961273248
4,0,118,75.0615469379017
4,0,120,73.8069619532521
4,0,122,72.352270393164
4,0,124,70.6651694519965
4,0,126,68.7049440913865
4,0,128,66.4231833698071
4,0,130,63.7657810582489
4,0,132,60.6768258125573
4,0,134,57.1052636787554
4,0,136,53.0153133673795
4,0,138,48.4010097033617
4,0,140,43.3032444696614
4,0,142,37.8241008540263
4,0,144,32.1298934172414
4,0,146,26.4352661644004
4,0,148,20.9689731410677
4,0,150,15.9334203706865
4,0,152,11.4745473819415
4,0,154,7.67156111260542
4,0,156,4.54444612824244
4,0,158,2.07059485162794
4,0,160,0.202439072612488
4,0,162,-1.11822753819905
4,0,164,-1.95018942914357
4,0,166,-2.34626653335765
4,0,168,-2.3491379867342
4,0,170,-1.98860569695974
4,0,172,-1.27978427627317
4,0,174,-0.222105921383248
4,0,176,1.20064347069038
4,0,178,3.01880268073244
4,0,180,5.27324609565108
6,0,0,129.93228996269
6,0,2,130.354250848212
6,0,4,130.911763655869
6,0,6,131.746310415147
6,0,8,132.92587662715
6,0,10,134.433315747221
6,0,12,136.154137578447
6,0,14,137.862347243269
6,0,16,139.19970121537
6,0,18,139.631012932822
6,0,20,138.338852206894
6,0,22,134.021623194629
6,0,24,124.756121859283
6,0,26,109.149035318595
6,0,28,90.4492554122651
6,0,30,75.8544756843183
6,0,32,67.9908501663287
6,0,34,65.4063500652672
6,0,36,66.4664485239353
6,0,38,70.2072017382298
6,0,40,76.068291347825
6,0,42,83.5618978595185
6,0,44,92.0775160699209
6,0,46,100.901231669314
6,0,48,109.40281611477
6,0,50,117.192288966185
6,0,52,124.117337717036
6,0,54,130.163947435947
6,0,56,135.371761401403
6,0,58,139.802827587184
6,0,60,143.542064817746
6,0,62,146.698509680375
6,0,64,149.393012404516
6,0,66,151.734537599435
6,0,68,153.795066718951
6,0,70,155.594685695552
6,0,72,157.105929053029
6,0,74,158.278934031956
6,0,76,159.078040179348
6,0,78,159.513438463362
6,0,80,159.654224147645
6,0,82,159.61836164498
6,0,84,159.542663544229
6,0,86,159.539985288453
6,0,88,159.656667523913
6,0,90,159.852480392922
6,0,92,160.024690195079
6,0,94,160.070586701269
6,0,96,159.945815496112
6,0,98,159.675592705192
6,0,100,159.317624459971
6,0,102,158.910822047312
6,0,104,158.443485837081
6,0,106,157.853258769008
6,0,108,157.05060897375
6,0,110,155.947508882597
6,0,112,154.474804680909
6,0,114,152.58119107491
6,0,116,150.215909871505
6,0,118,147.301125822534
6,0,120,143.698640152998
6,0,122,139.171832144431
6,0,124,133.339943386665
6,0,126,125.623823314979
6,0,128,115.214626129951
6,0,130,101.232003568243
6,0,132,83.4874220838591
6,0,134,63.7658288415668
6,0,136,45.3534269681696
6,0,138,30.2745830424977
6,0,140,18.4467471345776
6,0,142,8.88674765093042
6,0,144,0.508275763329569
6,0,146,-7.82174128105317
6,0,148,-17.7191390738929
6,0,150,-32.7825026604804
6,0,152,-64.0858159961521
6,0,154,-121.518301431898
6,0,156,-159.03970992575
6,0,158,-178.054598781066
6,0,160,167.778235182899
6,0,162,153.712167201002
6,0,164,137.880177242091
6,0,166,120.394903419627
6,0,168,103.486079651975
6,0,170,89.8010566216072
6,0,172,80.3809283814927
6,0,174,74.8652571448815
6,0,176,72.4537809421874
6,0,178,72.282396399519
6,0,180,73.3690216399434
