"Freq [GHz]","Phi [deg]","Theta [deg]","ang_deg(rEPhi) [deg]"
4,0,136,69.9937086377904
4,0,138,65.7291014782673
4,0,140,60.459214004858
4,0,142,53.9138910222635
4,0,144,45.8578166307897
4,0,146,36.2265815746753
4,0,148,25.3183012169231
4,0,150,13.8808973998951
4,0,152,2.88676670813713
4,0,154,-6.89949586312989
4,0,156,-15.1667165224425
4,0,158,-21.9860765302111
4,0,160,-27.624700630728
4,0,162,-32.4130970125205
4,0,164,-36.6931146100779
4,0,166,-40.8169041899344
4,0,168,-45.1678622939138
4,0,170,-50.1776219858592
4,0,172,-56.2940086256205
4,0,174,-63.8115750110534
4,0,176,-72.4953748984749
4,0,178,-81.249256756042
4,0,180,-88.4774293104997
6,0,0,-177.185120223729
6,0,2,-175.876131696935
6,0,4,-173.481004897114
6,0,6,-170.341361236154
6,0,8,-167.054226768007
6,0,10,-164.224020742192
6,0,12,-162.183967265093
6,0,14,-160.907041460428
6,0,16,-160.097669209419
6,0,18,-159.325972474987
6,0,20,-158.122220852358
6,0,22,-156.011663139216
6,0,24,-152.431193844927
6,0,26,-146.168563685058
6,0,28,-131.797430563712
6,0,30,-69.1493022037926
6,0,32,-5.47005019534545
6,0,34,7.32447919518036
6,0,36,11.0324930248088
6,0,38,11.8341675466394
6,0,40,11.3838202817389
6,0,42,10.4795978161754
6,0,44,9.77537427717338
6,0,46,10.3610819244561
6,0,48,16.0997707322646
6,0,50,56.9247269913922
6,0,52,135.015334837341
6,0,54,145.857196283537
6,0,56,145.207066936306
6,0,58,141.31700202349
6,0,60,135.835844473974
6,0,62,129.264381704584
6,0,64,121.717588888716
6,0,66,113.069254019793
6,0,68,102.932933948585
6,0,70,90.5236789921844
6,0,72,74.3219340987585
6,0,74,51.508248604921
6,0,76,18.7737299298145
6,0,78,-19.8765999471487
6,0,80,-52.7185112787507
6,0,82,-77.6330236423907
6,0,84,-98.1276860004785
6,0,86,-116.759515445648
6,0,88,-134.83321490204
6,0,90,-152.899413685494
6,0,92,-171.000077869766
6,0,94,171.187282277945
6,0,96,154.158675807141
6,0,98,138.358568821619
6,0,100,124.037678301073
6,0,102,111.248690637723
6,0,104,99.9267381233733
6,0,106,89.9842229196874
6,0,108,81.3938893946581
6,0,110,74.2730009329901
6,0,112,69.0045796585835
6,0,114,66.4542412027163
6,0,116,68.3279438362971
6,0,118,77.2286538199935
6,0,120,93.683308972435
6,0,122,110.552469668294
6,0,124,120.954664501782
6,0,126,125.652563293261
6,0,128,127.288135485331
6,0,130,127.547234031661
6,0,132,127.248833504509
6,0,134,126.754260913765
6,0,136,126.368737035896
6,0,138,127.347621620098
6,0,140,144.917146126762
6,0,142,-90.0052274630922
6,0,144,-86.9841929586637
6,0,146,-95.2104863802733
6,0,148,-107.634267922358
6,0,150,-121.541625665534
6,0,152,-134.128848232997
6,0,154,-143.763786127994
6,0,156,-150.30165707102
6,0,158,-154.260275911774
6,0,160,-156.205166764642
6,0,162,-156.568373524158
6,0,164,-155.662975862943
6,0,166,-153.757784761773
6,0,168,-151.176844998333
6,0,170,-148.420693197705
6,0,172,-146.321721445965
6,0,174,-146.315343783269
6,0,176,-151.087455993947
6,0,178,-165.42672672918
6,0,180,169.515931746844
