"Freq [GHz]","Phi [deg]","Theta [deg]","ang_deg(rEPhi) [deg]"
2.4,0,126,34.0058923855636
2.4,0,128,31.0063496080234
2.4,0,130,28.2113654159311
2.4,0,132,25.6464105236377
2.4,0,134,23.3398141366991
2.4,0,136,21.3221310421675
2.4,0,138,19.6254101876943
2.4,0,140,18.2825520294666
2.4,0,142,17.326873644247
2.4,0,144,16.791905163536
2.4,0,146,16.7113343721854
2.4,0,148,17.1189088968776
2.4,0,150,18.0480016242228
2.4,0,152,19.5304494428672
2.4,0,154,21.5942078238052
2.4,0,156,24.2593803844552
2.4,0,158,27.5323942053378
2.4,0,160,31.398648070721
2.4,0,162,35.8149462265748
2.4,0,164,40.7042353576188
2.4,0,166,45.9558628070611
2.4,0,168,51.433722930923
2.4,0,170,56.9918284981559
2.4,0,172,62.493275826281
2.4,0,174,67.8267327839336
2.4,0,176,72.915935494807
2.4,0,178,77.7211424595902
2.4,0,180,82.2345866666747
4,0,0,73.7075931987276
4,0,2,61.9141303707151
4,0,4,50.9199413415704
4,0,6,41.0341858310315
4,0,8,32.5253207702166
4,0,10,25.5961201656894
4,0,12,20.3762105130384
4,0,14,16.9199392176737
4,0,16,15.1938736028409
4,0,18,15.048753073694
4,0,20,16.1919428464481
4,0,22,18.1957354612511
4,0,24,20.5673507866529
4,0,26,22.8582297298793
4,0,28,24.7505142954288
4,0,30,26.079110238868
4,0,32,26.8003127384009
4,0,34,26.9427787403338
4,0,36,26.5663080519083
4,0,38,25.7357782156925
4,0,40,24.507605572717
4,0,42,22.9238630953353
4,0,44,21.0101596237414
4,0,46,18.7748317286704
4,0,48,16.2080302371095
4,0,50,13.2798230178297
4,0,52,9.93661720979644
4,0,54,6.09518890853646
4,0,56,1.63363321344621
4,0,58,-3.62082177814421
4,0,60,-9.90441611438111
4,0,62,-17.5184339222709
4,0,64,-26.7870861325166
4,0,66,-37.9071772455295
4,0,68,-50.644499728473
4,0,70,-64.0562943697144
4,0,72,-76.7061095570027
4,0,74,-87.3953602706578
4,0,76,-95.6357484453327
4,0,78,-101.511069000012
4,0,80,-105.343498453739
4,0,82,-107.484134496249
4,0,84,-108.238497133666
4,0,86,-107.85600076972
4,0,88,-106.537999312899
4,0,90,-104.446802950393
4,0,92,-101.711488252578
4,0,94,-98.4311550415621
4,0,96,-94.6773845301522
4,0,98,-90.4973239849695
4,0,100,-85.9181202191579
4,0,102,-80.9528413061443
4,0,104,-75.6077056541681
4,0,106,-69.8902873186247
4,0,108,-63.8181897140858
4,0,110,-57.4273143247981
4,0,112,-50.7783054221548
4,0,114,-43.9593178715197
4,0,116,-37.0834685449557
4,0,118,-30.2806148841079
4,0,120,-23.6851984247618
4,0,122,-17.423686756652
4,0,124,-11.605430057812
4,0,126,-6.31931238241246
4,0,128,-1.63643878842962
4,0,130,2.38246511336291
4,0,132,5.67672233786402
4,0,134,8.17393270568238
4,0,136,9.77802725265585
4,0,138,10.3592704320997
4,0,140,9.75163750545816
4,0,142,7.7704766475977
4,0,144,4.27430679471203
4,0,146,-0.705345664042889
4,0,148,-6.79460003683311
4,0,150,-13.2175487410389
4,0,152,-19.0135082631244
4,0,154,-23.4168698926784
4,0,156,-26.0635756391306
4,0,158,-26.9230212146337
4,0,160,-26.1274345291768
4,0,162,-23.8441757689189
4,0,164,-20.2168771813546
4,0,166,-15.351702743344
4,0,168,-9.32585877364976
4,0,170,-2.20572908426027
4,0,172,5.93225758556774
4,0,174,14.9840715814589
4,0,176,24.810757915451
4,0,178,35.2467670348386
4,0,180,46.1229787104846
6,0,0,24.6184757425834
6,0,2,13.5163772596787
6,0,4,4.18147359265491
6,0,6,-3.70447596475537
6,0,8,-10.4931232936378
6,0,10,-16.5771104132065
6,0,12,-22.4372565945767
6,0,14,-28.7472182580472
6,0,16,-36.5407394429333
6,0,18,-47.3015331837035
6,0,20,-62.2621841728806
6,0,22,-79.9858405702474
6,0,24,-95.8534898354722
6,0,26,-107.101603043926
6,0,28,-114.405078916603
6,0,30,-119.298408117548
6,0,32,-122.894625715804
6,0,34,-125.821556959354
6,0,36,-128.393577108301
6,0,38,-130.74713857805
6,0,40,-132.91885177574
6,0,42,-134.879023440021
6,0,44,-136.522690788181
6,0,46,-137.595108129875
6,0,48,-137.449819340924
6,0,50,-134.122630738246
6,0,52,-118.860028259894
6,0,54,-51.7639369340746
6,0,56,-8.51830077693017
6,0,58,0.869658087694088
6,0,60,3.78038280752018
6,0,62,4.90077627358421
6,0,64,5.41823402724098
6,0,66,5.69876090947124
6,0,68,5.85955703157056
6,0,70,5.96083941869009
6,0,72,6.07385462240402
6,0,74,6.27940621254136
6,0,76,6.62332686987517
6,0,78,7.05652414198697
6,0,80,7.39154084430406
6,0,82,7.30297729512423
6,0,84,6.37371738142121
6,0,86,4.1567822184939
6,0,88,0.227872459981694
6,0,90,-5.73332971767145
6,0,92,-13.7285977559636
6,0,94,-23.091670034396
6,0,96,-32.4176327006667
6,0,98,-40.2301833527908
6,0,100,-45.7930063672504
6,0,102,-49.1830009978178
6,0,104,-50.8640800234952
6,0,106,-51.3336036470377
6,0,108,-50.9816097952199
6,0,110,-50.0790947099976
6,0,112,-48.8147021268474
6,0,114,-47.340076594752
6,0,116,-45.8084946241586
6,0,118,-44.4010176294243
6,0,120,-43.3386871489984
6,0,122,-42.8858936857455
6,0,124,-43.3622616309285
6,0,126,-45.1979651046829
6,0,128,-49.0964604435036
6,0,130,-56.4321404189281
6,0,132,-70.0388175997615
6,0,134,-94.0598942591802
6,0,136,-125.180532742648
6,0,138,-149.332507122617
6,0,140,-164.109541036475
6,0,142,-174.187169651695
6,0,144,176.978623781937
6,0,146,167.331750886955
6,0,148,156.051217064318
6,0,150,144.201486706948
6,0,152,134.565661258547
6,0,154,129.60816328112
6,0,156,130.309820338228
6,0,158,136.887622163157
6,0,160,149.325769859282
6,0,162,166.684953439913
6,0,164,-173.798487994456
6,0,166,-155.319381626217
6,0,168,-139.198812740669
6,0,170,-125.051155179144
6,0,172,-112.003336691561
6,0,174,-99.2950790503505
6,0,176,-86.403334578415
6,0,178,-73.0327445884134
6,0,180,-59.0820434123927
